step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0133393,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,6.28258e-005,0.0557916,-0.0428677,0.637,0.503046,1
10,1.66407,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,4.63666e-005,0.0557494,-0.0428561,0.637,0.503046,1
20,2.17264,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-1.2762e-005,0.055661,-0.0428194,0.637,0.503046,1
30,2.59044,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-8.96376e-005,0.0555733,-0.0427765,0.637,0.503046,1
40,3.21821,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000126352,0.0555221,-0.042738,0.637,0.503046,1
50,3.56699,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000114664,0.0555294,-0.0426963,0.637,0.503046,1
60,3.40715,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000124198,0.0555586,-0.0426248,0.637,0.503046,1
70,3.56201,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000180275,0.0555581,-0.0425406,0.637,0.503046,1
80,3.40086,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000236532,0.0555253,-0.0424788,0.637,0.503046,1
90,3.17874,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000258525,0.0554907,-0.0424454,0.637,0.503046,1
100,2.97905,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000269312,0.0554699,-0.0423984,0.637,0.503046,1
110,12.0731,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000294762,0.0554598,-0.0422674,0.637,0.503046,1
120,18.7554,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000326496,0.0554592,-0.0420557,0.637,0.503046,1
130,23.0301,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000359356,0.0554649,-0.0418353,0.637024,0.503054,1
140,25.4905,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000417901,0.0554773,-0.0416427,0.637024,0.503054,1
150,26.5487,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000490673,0.0554827,-0.0414747,0.637024,0.503054,1
160,26.9711,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000530254,0.0554563,-0.0412899,0.637055,0.50306,1
170,26.8301,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000531163,0.0554143,-0.0410665,0.637078,0.503064,1
180,26.4572,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000548398,0.0553871,-0.0408355,0.637103,0.503067,1
190,25.6888,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000587714,0.0553653,-0.0406617,0.637128,0.503068,1
200,25.3406,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000582297,0.0553363,-0.0405641,0.637141,0.503069,1
210,33.5673,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000515964,0.0553008,-0.0405035,0.637166,0.503068,1
220,38.7744,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000459185,0.0552442,-0.0404382,0.637223,0.503065,1
230,41.7903,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000449631,0.0551608,-0.0403674,0.637377,0.503049,1
240,43.0519,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000479904,0.0550822,-0.0403288,0.637527,0.503026,1
250,42.8513,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000583058,0.0550325,-0.0403793,0.637701,0.502993,1
260,42.677,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.00073291,0.0550197,-0.0405429,0.637885,0.502952,1
270,41.4093,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000798013,0.0550281,-0.0407471,0.638072,0.502905,1
280,39.7803,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000701708,0.0550093,-0.0408971,0.638363,0.502824,1
290,39.1755,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000535115,0.0549414,-0.0409899,0.63868,0.502728,1
300,38.2558,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000412117,0.0548642,-0.0411234,0.63892,0.502649,1
310,46.1979,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000342738,0.0547707,-0.0413389,0.639089,0.502588,1
320,52.0817,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000263022,0.0546275,-0.0415899,0.639254,0.502523,1
330,55.7182,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000217294,0.0544634,-0.0418451,0.639405,0.502457,1
340,58.2623,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000264567,0.0543237,-0.0421953,0.639469,0.502426,1
350,63.4487,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000301714,0.0542029,-0.0425868,0.639469,0.502426,1
360,68.345,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000256604,0.0540992,-0.0429093,0.639469,0.502426,1
370,73.5586,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000343344,0.053987,-0.0432027,0.639469,0.502426,1
380,80.0976,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000567542,0.0539261,-0.0435914,0.639469,0.502426,1
390,86.5635,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000640158,0.0540219,-0.0439179,0.639469,0.502426,1
400,90.5386,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.00060333,0.0542192,-0.044057,0.639469,0.502426,1
410,105.07,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000715433,0.0543967,-0.0440745,0.639484,0.502414,1
420,113.822,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.000771034,0.0546563,-0.0440639,0.639572,0.502334,1
430,119.067,0,0,0,-3.14279e-008,5.4186e-009,0.981818,0,0,0,-0.0005659,0.0549673,-0.0438824,0.639603,0.502305,1
