step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00939863,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000146218,0.0555751,-0.0469243,0.636884,0.502149,1
10,1.2007,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000134681,0.0555488,-0.046877,0.636884,0.502149,1
20,1.19903,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,7.27632e-005,0.0554924,-0.046727,0.636884,0.502149,1
30,1.51869,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-3.03147e-005,0.0554121,-0.0465436,0.636884,0.502149,1
40,2.08455,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-7.6372e-005,0.0553733,-0.0464285,0.636884,0.502149,1
50,2.18974,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-6.17606e-005,0.0553911,-0.0463639,0.636884,0.502149,1
60,2.37492,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-6.31373e-005,0.0554371,-0.0462069,0.636884,0.502149,1
70,2.54976,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000103719,0.0554486,-0.0459506,0.636884,0.502149,1
80,2.46474,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000126317,0.0554316,-0.0457282,0.636884,0.502149,1
90,2.46768,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000118907,0.0554073,-0.0456089,0.636884,0.502149,1
100,2.35577,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000118196,0.0553962,-0.0454967,0.636884,0.502149,1
110,11.5141,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000147147,0.0553955,-0.0451886,0.636884,0.502149,1
120,18.5297,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000168224,0.0554126,-0.0446908,0.636884,0.502149,1
130,23.1489,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000178715,0.0554153,-0.0441546,0.636884,0.502149,1
140,25.7696,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000223523,0.0553899,-0.0436172,0.636884,0.502149,1
150,27.2923,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000287374,0.0553593,-0.0430833,0.636896,0.502151,1
160,27.7607,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000324886,0.0553447,-0.0425661,0.636928,0.502156,1
170,27.7729,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000373628,0.0553231,-0.0420374,0.636931,0.502157,1
180,27.4132,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000469339,0.0552951,-0.0414487,0.637095,0.50216,1
190,26.846,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000555533,0.0552728,-0.040858,0.637138,0.502157,1
200,26.359,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000591263,0.0552444,-0.0403697,0.63728,0.502138,1
210,34.85,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000609849,0.0551959,-0.0399272,0.637403,0.502114,1
220,40.4348,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000623499,0.0551269,-0.0393839,0.637551,0.502076,1
230,43.873,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000610866,0.0550374,-0.0387179,0.637732,0.502021,1
240,45.7671,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000616196,0.0549381,-0.0380746,0.637954,0.501946,1
250,46.8167,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000694516,0.0548697,-0.0375621,0.638221,0.501846,1
260,47.042,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000816557,0.0548243,-0.0371293,0.638505,0.501733,1
270,46.955,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000875674,0.0547883,-0.0366888,0.638801,0.501607,1
280,46.6701,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000840134,0.0547513,-0.0362522,0.639139,0.501456,1
290,46.2598,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000800423,0.0547098,-0.0358452,0.639525,0.501282,1
300,46.3777,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000855097,0.0546377,-0.0354665,0.639869,0.501124,1
310,55.5895,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000947581,0.054554,-0.0350956,0.640154,0.500986,1
320,62.0297,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00100779,0.0544352,-0.0347812,0.640483,0.500824,1
330,66.1498,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00106062,0.0543002,-0.0345133,0.640881,0.500628,1
340,68.8738,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00114371,0.0542096,-0.0342321,0.641234,0.500455,1
350,71.3741,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00119437,0.0542088,-0.0338949,0.641488,0.500332,1
360,73.2567,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00122225,0.0541881,-0.0335634,0.641698,0.500232,1
370,74.5213,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00124854,0.0541015,-0.0332259,0.641882,0.500149,1
380,76.3442,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00126626,0.0539557,-0.0328515,0.642036,0.500085,1
390,77.6683,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00122236,0.0538287,-0.0324114,0.642159,0.500039,1
400,78.8132,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00114593,0.0537728,-0.0319744,0.642218,0.500015,1
410,89.7568,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00107774,0.053838,-0.0314938,0.642218,0.500014,1
420,96.1908,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00102484,0.0539397,-0.030907,0.642218,0.500014,1
430,100.883,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000875183,0.0540555,-0.0301974,0.642218,0.500014,1
440,103.084,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000666223,0.0541778,-0.0295104,0.642218,0.500014,1
450,103.194,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000517812,0.0543633,-0.0288373,0.642241,0.499959,1
460,103.008,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000396085,0.0546251,-0.0280906,0.642274,0.499874,1
470,101.662,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000225869,0.0549141,-0.0272327,0.642314,0.499761,1
480,100.088,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000145645,0.0550319,-0.0264113,0.642344,0.499667,1
490,98.8084,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.00012099,0.0550231,-0.0256194,0.642395,0.499504,1
500,98.5091,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,9.61313e-005,0.0550771,-0.0247997,0.642455,0.499304,1
510,107.551,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000473273,0.0551872,-0.0239064,0.642497,0.499168,1
520,115.289,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000774813,0.0551675,-0.023058,0.642544,0.499027,1
530,120.645,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00103674,0.0551116,-0.0222492,0.642596,0.498875,1
540,125.202,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00138784,0.0551469,-0.0214493,0.642627,0.498793,1
550,128.993,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.0016926,0.0551286,-0.0206623,0.642637,0.49877,1
560,131.474,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00189935,0.0549646,-0.0200102,0.642637,0.49877,1
570,133.886,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00211222,0.0548213,-0.0194467,0.642637,0.49877,1
580,134.351,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00237433,0.0548035,-0.0189551,0.642637,0.49877,1
590,136.031,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00255043,0.0547856,-0.0186168,0.642637,0.49877,1
600,137.502,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.0026335,0.0547368,-0.018556,0.642637,0.49877,1
610,150.357,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00267489,0.0546791,-0.018664,0.642637,0.49877,1
620,162.178,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00277535,0.0546646,-0.0188701,0.642637,0.49877,1
630,171.013,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00291208,0.0547555,-0.0192297,0.642637,0.49877,1
640,179.394,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00308013,0.055089,-0.0198688,0.642637,0.49877,1
650,184.514,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00315579,0.0554394,-0.0207645,0.642637,0.49877,1
660,185.596,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00309561,0.0554798,-0.0218513,0.642637,0.49877,1
670,187.147,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00296742,0.0551987,-0.0230488,0.642637,0.49877,1
680,186.349,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00292357,0.054992,-0.0243125,0.642637,0.49877,1
690,187.62,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00276324,0.0549527,-0.0256264,0.642637,0.49877,1
700,189.623,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00235039,0.0548952,-0.0270292,0.642637,0.49877,1
710,200.684,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00189756,0.0545956,-0.0286028,0.642637,0.49877,1
720,208.478,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00166836,0.054085,-0.0303189,0.642637,0.49877,1
730,212.888,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00152463,0.0534343,-0.0320417,0.642637,0.49877,1
740,213.559,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00142561,0.0528855,-0.0336959,0.642637,0.49877,1
750,212.079,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00142253,0.0526426,-0.0354411,0.642637,0.49877,1
760,207.337,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.00134734,0.0527287,-0.0373354,0.642637,0.49877,1
770,202.065,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000998796,0.0528679,-0.0391771,0.642637,0.49877,1
780,199.4,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000586882,0.052982,-0.0407135,0.642637,0.49877,1
790,197.785,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,0.000297912,0.0532074,-0.0421184,0.642637,0.49877,1
800,197.851,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,5.77906e-005,0.0536337,-0.0435959,0.642637,0.49877,1
810,207.048,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000243103,0.0540595,-0.0451546,0.642637,0.49877,1
820,209.289,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000547005,0.0543913,-0.0465573,0.642637,0.49877,1
830,209.911,0,0,0,-4.26715e-008,7.31512e-009,0.981818,0,0,0,-0.000746881,0.0546927,-0.0477577,0.642637,0.49877,1
