step	T	Epot	Efull	E_solute	E_solvent	E_solusolv	NThrouZ	NThrouZmin	NThrouZmax	
0	0.00302609	-2625.81	-2625.81	-2625.82	0	0	0	1	1	
10	0.429793	-2626.06	-2625.77	-2626.06	0	0	0	0	0	
20	0.51165	-2626.23	-2625.89	-2626.23	0	0	0	0	0	
30	0.79498	-2626.72	-2626.18	-2626.72	0	0	0	0	0	
40	0.962698	-2627.06	-2626.41	-2627.06	0	0	0	0	0	
50	1.11501	-2627.32	-2626.57	-2627.32	0	0	0	0	0	
60	1.14465	-2627.63	-2626.86	-2627.63	0	0	0	0	0	
70	1.2409	-2628.09	-2627.25	-2628.09	0	0	0	0	0	
80	1.25391	-2628.42	-2627.57	-2628.42	0	0	0	0	0	
90	1.30857	-2628.79	-2627.91	-2628.8	0	0	0	0	0	
100	1.33725	-2629.16	-2628.26	-2629.16	0	0	0	0	0	
110	10.5857	-2629.96	-2622.83	-2629.99	0	0	0	0	0	
120	17.8958	-2631.19	-2619.14	-2631.22	0	0	0	0	0	
130	22.9715	-2632.48	-2617.01	-2632.49	0	0	0	0	0	
140	26.2447	-2633.33	-2615.66	-2633.37	0	0	0	0	0	
150	28.3569	-2634.2	-2615.1	-2634.25	0	0	0	0	0	
160	29.5805	-2634.77	-2614.85	-2634.82	0	0	0	0	0	
170	30.23	-2635.59	-2615.24	-2635.65	0	0	0	0	0	
180	30.5113	-2636.11	-2615.56	-2636.15	0	0	0	0	0	
190	30.4696	-2636.27	-2615.75	-2636.33	0	0	0	0	0	
200	30.2542	-2636.29	-2615.91	-2636.35	0	0	0	0	0	
210	39.4229	-2636.23	-2609.67	-2636.26	0	0	0	0	0	
220	45.5484	-2635.88	-2605.2	-2635.9	0	0	0	0	0	
230	49.5859	-2635.49	-2602.09	-2635.52	0	0	0	0	0	
240	52.1274	-2634.84	-2599.73	-2634.88	0	0	0	0	0	
250	53.5122	-2634	-2597.96	-2634.08	0	0	0	0	0	
260	54.1559	-2632.97	-2596.49	-2633.04	0	0	0	0	0	
270	54.1234	-2631.63	-2595.18	-2631.69	0	0	0	0	0	
280	53.6443	-2629.93	-2593.8	-2630.03	0	0	0	0	0	
290	52.709	-2627.86	-2592.36	-2628	0	0	0	0	0	
300	51.609	-2625.4	-2590.64	-2625.5	0	0	0	0	0	
310	59.4283	-2622.04	-2582.02	-2622.17	0	0	0	0	0	
320	63.9815	-2617.88	-2574.79	-2618.09	0	0	0	0	0	
330	65.9735	-2613.22	-2568.78	-2613.54	0	0	0	0	0	
340	66.5206	-2607.95	-2563.15	-2608.28	0	0	0	0	0	
350	66.232	-2602.08	-2557.48	-2602.4	0	0	0	0	0	
360	65.4347	-2595.98	-2551.91	-2596.23	0	0	0	0	0	
370	64.6358	-2589.37	-2545.84	-2589.65	0	0	0	0	0	
380	64.113	-2582.93	-2539.75	-2583.23	0	0	0	0	0	
390	64.086	-2576.6	-2533.44	-2576.79	0	0	0	0	0	
400	64.8632	-2570.91	-2527.22	-2571.07	0	0	0	0	0	
410	75.1885	-2565.62	-2514.99	-2565.79	0	0	0	0	0	
420	83.155	-2560.8	-2504.8	-2560.89	0	0	0	0	0	
430	89.2315	-2556.48	-2496.38	-2556.54	0	0	0	0	0	
440	94.2129	-2552.75	-2489.3	-2552.82	0	0	0	0	0	
450	97.7798	-2549.08	-2483.23	-2549.14	0	0	0	0	0	
460	100.545	-2545.75	-2478.03	-2545.81	0	0	0	0	0	
470	102.172	-2542.27	-2473.46	-2542.35	0	0	0	0	0	
480	103.195	-2538.91	-2469.41	-2539.01	0	0	0	0	0	
490	103.115	-2534.81	-2465.36	-2534.94	0	0	0	0	0	
500	102.277	-2530	-2461.11	-2530.13	0	0	0	0	0	
510	109.75	-2524.22	-2450.31	-2524.33	0	0	0	0	0	
520	113.688	-2517.35	-2440.79	-2517.53	0	0	0	0	0	
530	115.995	-2510.18	-2432.06	-2510.42	0	0	0	0	0	
540	117.775	-2503.46	-2424.14	-2503.62	0	0	0	0	0	
550	119.887	-2496.93	-2416.19	-2497.08	0	0	0	0	0	
560	122.336	-2491.44	-2409.05	-2491.7	0	0	0	0	0	
570	125.091	-2486.92	-2402.67	-2487.17	0	0	0	0	0	
580	128.456	-2483.84	-2397.33	-2483.97	0	0	0	0	0	
590	132.493	-2481.62	-2392.39	-2481.74	0	0	0	0	0	
600	136.518	-2480.47	-2388.53	-2480.67	0	0	0	0	0	
610	150.432	-2480.31	-2379	-2480.51	0	0	0	0	0	
620	161.39	-2481.8	-2373.11	-2481.93	0	0	0	0	0	
630	171.318	-2485.04	-2369.66	-2485.17	0	0	0	0	0	
640	181.212	-2490.6	-2368.56	-2490.8	0	0	0	0	0	
650	189.966	-2497.84	-2369.91	-2497.99	0	0	0	0	0	
660	197.614	-2506.88	-2373.79	-2506.95	0	0	0	0	0	
670	202.158	-2515.01	-2378.87	-2515.11	0	0	0	0	0	
680	203.149	-2521.49	-2384.68	-2521.66	0	0	0	0	0	
690	201.77	-2526.51	-2390.62	-2526.63	0	0	0	0	0	
700	198.612	-2529.5	-2395.74	-2529.53	0	0	0	0	0	
710	203.938	-2530.98	-2393.63	-2530.98	0	0	0	0	0	
720	205.7	-2531.25	-2392.72	-2531.32	0	0	0	0	0	
730	205.286	-2529.89	-2391.63	-2529.91	0	0	0	0	0	
740	203.773	-2527.56	-2390.32	-2527.56	0	0	0	0	0	
750	202.586	-2525.33	-2388.9	-2525.32	0	0	0	0	0	
760	200.84	-2521.75	-2386.49	-2521.72	0	0	0	0	0	
770	199.939	-2518.03	-2383.38	-2518	0	0	0	0	0	
780	199.311	-2514.79	-2380.56	-2514.74	0	0	0	0	0	
790	199.277	-2511.53	-2377.32	-2511.46	0	0	0	0	0	
800	199.33	-2508.46	-2374.22	-2508.38	0	0	0	0	0	
810	209.498	-2505.85	-2364.76	-2505.75	0	0	0	0	0	
820	215.695	-2502.81	-2357.54	-2502.7	0	0	0	0	0	
830	218.202	-2498.36	-2351.4	-2498.24	0	0	0	0	0	
840	217.178	-2491.85	-2345.58	-2491.72	0	0	0	0	0	
850	212.096	-2481.76	-2338.92	-2481.62	0	0	0	0	0	
860	203.589	-2467.51	-2330.39	-2467.35	0	0	0	0	0	
870	194.519	-2451.08	-2320.08	-2450.91	0	0	0	0	0	
880	185.528	-2432.26	-2307.32	-2432.08	0	0	0	0	0	
890	180.214	-2413.98	-2292.61	-2413.76	0	0	0	0	0	
900	177.193	-2396.26	-2276.93	-2396.01	0	0	0	0	0	
910	185.586	-2379.45	-2254.46	-2379.19	0	0	0	0	0	
920	193.67	-2364.19	-2233.76	-2363.93	0	0	0	0	0	
930	203.365	-2352.82	-2215.86	-2352.53	0	0	0	0	0	
940	215.975	-2345.84	-2200.39	-2345.56	0	0	0	0	0	
950	228.565	-2341.8	-2187.87	-2341.54	0	0	0	0	0	
960	239.97	-2340.17	-2178.55	-2339.89	0	0	0	0	0	
970	249.025	-2339.87	-2172.16	-2339.61	0	0	0	0	0	
980	257.981	-2341.58	-2167.84	-2341.35	0	0	0	0	0	
990	267.297	-2346.85	-2166.84	-2346.63	0	0	0	0	0	
1000	277.445	-2355.24	-2168.39	-2361.48	0	0	0	0	0	
1010	297.618	-2375.03	-2174.59	-2376.91	0	0	0	0	0	
1020	308.037	-2384.99	-2177.54	-2390.07	0	0	0	0	0	
1030	322.418	-2401.6	-2184.46	-2401.66	0	0	0	0	0	
1040	332.214	-2409.46	-2185.72	-2409.93	0	0	0	0	0	
1050	342.477	-2418.6	-2187.95	-2419.18	0	0	0	0	0	
1060	353.429	-2428.08	-2190.05	-2428.16	0	0	0	0	0	
1070	363.621	-2437.42	-2192.53	-2437.53	0	0	0	0	0	
1080	372.797	-2446.33	-2195.26	-2446.86	0	0	0	0	0	
1090	383.521	-2456.68	-2198.38	-2457.54	0	0	0	0	0	
1100	393.493	-2467.24	-2202.23	-2468.31	0	0	0	0	0	
1110	393.605	-2471.72	-2206.64	-2473.29	0	0	0	0	0	
1120	385.326	-2471.8	-2212.29	-2473.69	0	0	0	0	0	
1130	373.427	-2468.99	-2217.5	-2470.06	0	0	0	0	0	
1140	362.219	-2465.05	-2221.1	-2465.22	0	0	0	0	0	
1150	354.881	-2462.79	-2223.79	-2462.79	0	0	0	0	0	
1160	352.096	-2462.62	-2225.49	-2462.58	0	0	0	0	0	
1170	350.912	-2463.73	-2227.4	-2463.66	0	0	0	0	0	
1180	350.857	-2465.39	-2229.1	-2465.34	0	0	0	0	0	
1190	350.967	-2467.39	-2231.02	-2467.35	0	0	0	0	0	
1200	351.35	-2469.77	-2233.14	-2469.7	0	0	0	0	0	
1210	357.149	-2475.47	-2234.94	-2475.37	0	0	0	0	0	
1220	365.787	-2483.67	-2237.32	-2483.56	0	0	0	0	0	
1230	378.3	-2494.49	-2239.72	-2494.37	0	0	0	0	0	
1240	387.021	-2503.07	-2242.42	-2502.96	0	0	0	0	0	
1250	386.419	-2505.32	-2245.07	-2505.25	0	0	0	0	0	
1260	378.998	-2502.88	-2247.63	-2502.83	0	0	0	0	0	
1270	362.265	-2494.1	-2250.12	-2494.07	0	0	0	0	0	
1280	341.844	-2482.54	-2252.32	-2482.71	0	0	0	0	0	
1290	322.6	-2470.97	-2253.71	-2471.16	0	0	0	0	0	
1300	304.139	-2458.96	-2254.13	-2459.09	0	0	0	0	0	
1310	290.181	-2449.11	-2253.68	-2449.52	0	0	0	0	0	
1320	276.898	-2439.54	-2253.05	-2440.01	0	0	0	0	0	
1330	264.078	-2430.01	-2252.16	-2430.66	0	0	0	0	0	
1340	255.032	-2423.15	-2251.39	-2424.33	0	0	0	0	0	
1350	250.595	-2420.18	-2251.41	-2421.3	0	0	0	0	0	
1360	260.507	-2426.26	-2250.82	-2427.18	0	0	0	0	0	
1370	285.525	-2442.58	-2250.29	-2443.81	0	0	0	0	0	
1380	319.216	-2466.84	-2251.86	-2467.98	0	0	0	0	0	
1390	350.169	-2490.24	-2254.41	-2490.92	0	0	0	0	0	
1400	369.582	-2506.69	-2257.79	-2507.33	0	0	0	0	0	
1410	374.249	-2512.71	-2260.67	-2513.36	0	0	0	0	0	
1420	367.544	-2511.42	-2263.89	-2511.79	0	0	0	0	0	
1430	360.44	-2509.28	-2266.53	-2509.43	0	0	0	0	0	
1440	355.015	-2507.36	-2268.26	-2507.44	0	0	0	0	0	
1450	346.2	-2503.2	-2270.04	-2503.38	0	0	0	0	0	
1460	337.983	-2498.98	-2271.36	-2499.38	0	0	0	0	0	
1470	327.967	-2494.14	-2273.27	-2494.65	0	0	0	0	0	
1480	314.406	-2485.98	-2274.24	-2486.53	0	0	0	0	0	
1490	293.745	-2473.06	-2275.23	-2473.66	0	0	0	0	0	
1500	266.702	-2454.6	-2274.98	-2455.14	0	0	0	0	0	
1510	238.234	-2434.56	-2274.11	-2434.97	0	0	0	0	0	
1520	212.918	-2415.64	-2272.24	-2415.79	0	0	0	0	0	
1530	191.616	-2398.51	-2269.46	-2398.51	0	0	0	0	0	
1540	177.395	-2385.12	-2265.65	-2385.1	0	0	0	0	0	
1550	172.278	-2376.89	-2260.86	-2376.86	0	0	0	0	0	
1560	178.025	-2376.58	-2256.68	-2376.53	0	0	0	0	0	
1570	189.057	-2380.05	-2252.73	-2379.98	0	0	0	0	0	
1580	197.245	-2381.35	-2248.51	-2381.29	0	0	0	0	0	
1590	198.949	-2379.27	-2245.29	-2379.24	0	0	0	0	0	
1600	195.451	-2373.6	-2241.97	-2373.57	0	0	0	0	0	
1610	196.911	-2371.45	-2238.84	-2371.43	0	0	0	0	0	
1620	208.96	-2376.06	-2235.33	-2376.05	0	0	0	0	0	
1630	229.417	-2387.92	-2233.41	-2387.9	0	0	0	0	0	
1640	248.955	-2398.97	-2231.3	-2398.95	0	0	0	0	0	
1650	263.972	-2407.6	-2229.82	-2407.58	0	0	0	0	0	
1660	268.829	-2409.9	-2228.85	-2409.87	0	0	0	0	0	
1670	267.388	-2407.34	-2227.26	-2407.28	0	0	0	0	0	
1680	267.464	-2406.03	-2225.9	-2405.98	0	0	0	0	0	
1690	270.104	-2406.27	-2224.36	-2406.18	0	0	0	0	0	
1700	275.423	-2409.14	-2223.65	-2409.03	0	0	0	0	0	
1710	279.503	-2411.21	-2222.98	-2411.13	0	0	0	0	0	
1720	279.051	-2410.16	-2222.22	-2410.08	0	0	0	0	0	
1730	274.049	-2405.43	-2220.87	-2405.37	0	0	0	0	0	
1740	267.487	-2400.15	-2220.01	-2400.13	0	0	0	0	0	
1750	264.9	-2397.85	-2219.45	-2397.85	0	0	0	0	0	
1760	273.406	-2402.73	-2218.6	-2402.73	0	0	0	0	0	
1770	294.702	-2416.71	-2218.23	-2416.76	0	0	0	0	0	
1780	320.752	-2435.1	-2219.08	-2435.16	0	0	0	0	0	
1790	338.019	-2448.17	-2220.52	-2448.14	0	0	0	0	0	
1800	333.77	-2446.63	-2221.85	-2446.55	0	0	0	0	0	
1810	313.898	-2433.97	-2222.57	-2433.83	0	0	0	0	0	
1820	283.017	-2413.28	-2222.68	-2413.07	0	0	0	0	0	
1830	254.87	-2393.13	-2221.48	-2392.88	0	0	0	0	0	
1840	245.237	-2384.88	-2219.72	-2384.65	0	0	0	0	0	
1850	258.274	-2392.94	-2219	-2392.75	0	0	0	0	0	
1860	278.898	-2406.41	-2218.58	-2406.26	0	0	0	0	0	
1870	303.799	-2422.56	-2217.96	-2422.45	0	0	0	0	0	
1880	326.631	-2438.43	-2218.46	-2438.36	0	0	0	0	0	
1890	345.347	-2452.57	-2219.99	-2452.49	0	0	0	0	0	
1900	357.36	-2462.7	-2222.02	-2462.63	0	0	0	0	0	
1910	355.68	-2463.15	-2223.6	-2463.11	0	0	0	0	0	
1920	341.988	-2454.33	-2224.01	-2454.29	0	0	0	0	0	
1930	326.169	-2445.03	-2225.36	-2444.97	0	0	0	0	0	
1940	319.474	-2441.88	-2226.72	-2441.82	0	0	0	0	0	
1950	313.555	-2438.61	-2227.44	-2438.53	0	0	0	0	0	
1960	302.098	-2431.16	-2227.7	-2431.08	0	0	0	0	0	
1970	279.404	-2415.39	-2227.22	-2415.34	0	0	0	0	0	
1980	248.3	-2393.21	-2225.99	-2393.19	0	0	0	0	0	
1990	212.682	-2367.08	-2223.85	-2367.16	0	0	0	0	0	
2000	532.233	-2343.35	-1978.26	-2343.71	0	0	0	0	0	
2010	505.405	-2332.06	-1985.38	-2332.09	0	0	0	0	0	
2020	499.448	-2334.59	-1991.99	-2334.59	0	0	0	0	0	
2030	510.947	-2349.49	-1999.01	-2349.54	0	0	0	0	0	
2040	534.403	-2373.44	-2006.87	-2373.61	0	0	0	0	0	
2050	565.296	-2403.52	-2015.75	-2403.64	0	0	0	0	0	
2060	595.49	-2433.91	-2025.44	-2434.04	0	0	0	0	0	
2070	612.855	-2455.91	-2035.53	-2456.04	0	0	0	0	0	
2080	609.647	-2464.59	-2046.41	-2464.62	0	0	0	0	0	
2090	588.718	-2460.88	-2057.05	-2460.89	0	0	0	0	0	
2100	550.92	-2444.9	-2067	-2444.9	0	0	0	0	0	
2110	507.545	-2423.61	-2075.46	-2423.61	0	0	0	0	0	
2120	470.22	-2405.33	-2082.78	-2405.43	0	0	0	0	0	
2130	446.968	-2395.07	-2088.48	-2395.6	0	0	0	0	0	
2140	445.649	-2399.94	-2094.25	-2401.14	0	0	0	0	0	
2150	458.884	-2415.43	-2100.66	-2416.82	0	0	0	0	0	
2160	474.805	-2433.5	-2107.81	-2434.64	0	0	0	0	0	
2170	482.597	-2446.23	-2115.19	-2447.44	0	0	0	0	0	
2180	485.345	-2455.8	-2122.88	-2457.43	0	0	0	0	0	
2190	482.574	-2461.68	-2130.66	-2463.17	0	0	0	0	0	
2200	478.133	-2466.35	-2138.38	-2467.54	0	0	0	0	0	
2210	467.183	-2466.25	-2145.79	-2467.54	0	0	0	0	0	
2220	454.261	-2464.68	-2153.08	-2465.69	0	0	0	0	0	
2230	444.011	-2463.92	-2159.36	-2464.43	0	0	0	0	0	
2240	435.133	-2462.88	-2164.41	-2463.11	0	0	0	0	0	
2250	428.392	-2463.25	-2169.4	-2463.25	0	0	0	0	0	
2260	420.685	-2461.77	-2173.21	-2461.73	0	0	0	0	0	
2270	409.429	-2458.05	-2177.21	-2457.97	0	0	0	0	0	
2280	399.272	-2454.76	-2180.88	-2454.65	0	0	0	0	0	
2290	391.092	-2452.36	-2184.09	-2452.23	0	0	0	0	0	
2300	378.062	-2446.69	-2187.36	-2446.54	0	0	0	0	0	
2310	357.575	-2435.49	-2190.21	-2435.35	0	0	0	0	0	
2320	340.138	-2425.17	-2191.85	-2425.04	0	0	0	0	0	
2330	338.09	-2424.78	-2192.87	-2424.7	0	0	0	0	0	
2340	354.898	-2438.03	-2194.59	-2437.98	0	0	0	0	0	
2350	372.904	-2452.43	-2196.64	-2452.39	0	0	0	0	0	
