step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0119602,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,6.7763e-005,0.0555191,-0.0460217,0.636858,0.502228,1
10,1.24461,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,8.297e-005,0.0555568,-0.0459668,0.636858,0.502228,1
20,1.31782,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,4.88581e-005,0.0555489,-0.0458145,0.636858,0.502228,1
30,1.682,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-3.9925e-005,0.055468,-0.0456932,0.636858,0.502228,1
40,2.17716,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-9.64005e-005,0.0553914,-0.0456199,0.636858,0.502228,1
50,2.37137,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-8.6522e-005,0.055405,-0.0455683,0.636858,0.502228,1
60,2.50327,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-9.49701e-005,0.055432,-0.0454232,0.636858,0.502228,1
70,2.68656,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000133921,0.0554332,-0.0452206,0.636858,0.502228,1
80,2.59918,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000157357,0.0554182,-0.0450311,0.636858,0.502228,1
90,2.55548,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000152324,0.0554174,-0.044916,0.636858,0.502228,1
100,2.43298,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000160725,0.0554027,-0.0448112,0.636858,0.502228,1
110,11.5526,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000197551,0.0553768,-0.0445728,0.636858,0.502228,1
120,18.5921,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000231013,0.0553821,-0.0441521,0.636883,0.502231,1
130,23.0769,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000249475,0.055421,-0.0436626,0.636903,0.502232,1
140,25.7252,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000291748,0.0554088,-0.0431741,0.636918,0.502231,1
150,27.1353,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000342377,0.0553626,-0.0427333,0.637077,0.502213,1
160,27.5406,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000374062,0.0553373,-0.042301,0.637137,0.502203,1
170,27.4784,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000415252,0.0553263,-0.0418349,0.637264,0.502175,1
180,27.0787,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000489853,0.0552923,-0.0413239,0.637384,0.502139,1
190,26.5031,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000545705,0.0552603,-0.0408384,0.637516,0.502091,1
200,26.0281,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000548403,0.0552397,-0.0404277,0.637698,0.502016,1
210,34.4677,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000547559,0.0551886,-0.040038,0.637851,0.501944,1
220,39.9765,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000564311,0.0550889,-0.0396089,0.638027,0.501852,1
230,43.1641,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.00056327,0.0549691,-0.0391165,0.638244,0.501731,1
240,44.7604,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.00055624,0.0548847,-0.0386042,0.638513,0.501575,1
250,45.4107,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.00062777,0.0548343,-0.0381417,0.638804,0.5014,1
260,45.4024,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000748448,0.0547868,-0.0378016,0.639064,0.501237,1
270,45.0807,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000816067,0.0547214,-0.0375064,0.639348,0.501054,1
280,44.5167,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.00078854,0.054702,-0.0371907,0.639661,0.500847,1
290,44.0004,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000771184,0.054672,-0.0368207,0.639996,0.500623,1
300,43.9581,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000804553,0.0545643,-0.03651,0.640313,0.500408,1
310,53.0575,0,0,0,-4.0775e-008,3.79302e-009,0.981818,0,0,0,-0.000848489,0.0543915,-0.0362251,0.640549,0.500242,1
