step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00122594,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000367219,0.0551879,-0.0500412,0.636889,0.498853,1
10,0.191502,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000375757,0.0551934,-0.0500195,0.636889,0.498853,1
20,0.288251,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.00039903,0.0552047,-0.0499599,0.636911,0.498879,1
30,0.457529,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000429085,0.0552139,-0.0498844,0.636922,0.498907,1
40,0.648342,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000448558,0.0552231,-0.0498361,0.636922,0.498909,1
50,0.763018,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000447306,0.0552195,-0.0498005,0.636904,0.498944,1
60,0.879881,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000438413,0.0552068,-0.049722,0.636872,0.498974,1
70,0.974242,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000432669,0.0551969,-0.0495948,0.636828,0.498998,1
80,1.01127,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000421477,0.0551971,-0.0494774,0.636828,0.498998,1
90,1.04939,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000402245,0.0552017,-0.0493942,0.636804,0.499005,1
100,1.05454,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000391929,0.0552053,-0.0493117,0.636804,0.499005,1
110,10.1856,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000393357,0.0551946,-0.0490693,0.636804,0.499005,1
120,17.4277,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000378968,0.0551654,-0.0486729,0.636804,0.499005,1
130,22.4143,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000330936,0.0551383,-0.0481938,0.636804,0.499005,1
140,25.6588,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000275073,0.0551239,-0.047655,0.636804,0.499005,1
150,27.7009,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000233037,0.0551078,-0.0471003,0.636804,0.499005,1
160,28.836,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000205902,0.0550957,-0.0465714,0.636804,0.499005,1
170,29.397,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000192789,0.0550916,-0.0460324,0.636804,0.499005,1
180,29.6267,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.00018341,0.0550806,-0.0454277,0.636804,0.499005,1
190,29.6217,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000158499,0.0550626,-0.0447864,0.636804,0.499005,1
200,29.5483,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000117186,0.0550519,-0.0441757,0.636804,0.499005,1
210,38.7957,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,7.61873e-005,0.0550408,-0.043535,0.636804,0.499005,1
220,44.9922,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,4.74756e-005,0.0550172,-0.0427859,0.636804,0.499005,1
230,49.0182,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,1.39913e-005,0.0549879,-0.0419526,0.636804,0.499005,1
240,51.5158,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-5.78661e-005,0.0549591,-0.0410943,0.636804,0.499005,1
250,52.8611,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000158511,0.0549342,-0.0402212,0.636804,0.499005,1
260,53.4369,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000231867,0.0549049,-0.0393186,0.636804,0.499005,1
270,53.3623,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000262349,0.0548634,-0.0384197,0.636804,0.499005,1
280,52.81,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000299153,0.0548225,-0.0375451,0.636804,0.499005,1
290,51.9307,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000363081,0.054808,-0.0366599,0.636804,0.499005,1
300,50.8483,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000419824,0.0548058,-0.0357354,0.636804,0.499005,1
310,58.7193,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000449825,0.0548075,-0.034769,0.636804,0.499005,1
320,63.3609,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000456032,0.0548151,-0.0337794,0.636804,0.499005,1
330,65.6529,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000435569,0.0548034,-0.0327557,0.636804,0.499005,1
340,66.4476,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000406183,0.0547326,-0.0316678,0.636804,0.499005,1
350,66.4896,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000409559,0.0546496,-0.0305598,0.636804,0.499005,1
360,66.0683,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000447212,0.0546053,-0.0294651,0.636804,0.499005,1
370,65.638,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000466404,0.0545835,-0.0283609,0.636804,0.499005,1
380,65.53,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000429464,0.0545342,-0.0272241,0.636804,0.499005,1
390,65.5885,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000372928,0.0544761,-0.0260801,0.636804,0.499005,1
400,66.1286,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000360027,0.0544322,-0.0248978,0.636804,0.499005,1
410,76.1256,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000383625,0.0543992,-0.0235731,0.636804,0.499005,1
420,83.0395,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000364718,0.0543443,-0.0221124,0.636804,0.499005,1
430,88.1897,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000283636,0.054284,-0.0206411,0.636804,0.499005,1
440,91.8036,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000199335,0.0542279,-0.0191925,0.636804,0.499005,1
450,94.2523,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-0.000125552,0.0541561,-0.0177236,0.636804,0.499005,1
460,95.7591,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,-2.24676e-005,0.054056,-0.0162114,0.636804,0.499005,1
470,96.2058,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,9.2866e-005,0.0540014,-0.0147111,0.636804,0.499005,1
480,95.851,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000203216,0.0540017,-0.0132762,0.636804,0.499005,1
490,94.8247,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000357387,0.0539787,-0.0119238,0.636804,0.499005,1
500,93.4093,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000541131,0.0539061,-0.0106204,0.636804,0.499005,1
510,101.277,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000646147,0.0538681,-0.00929731,0.636804,0.499005,1
520,106.791,0,0,0,-2.43837e-008,8.12791e-010,0.981818,0,0,0,0.000680475,0.0538721,-0.00792321,0.636804,0.499005,1
