step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.713463,-7855.3,0,0.641061,-0.320364,26,-8358.24,502.937,82.5712,239.89,-9151.02,470.316,416.552,86.3848
1,0.707064,-7852.48,2.82103,0.63465,0.0137135,67,-8342.34,489.858,94.9499,239.462,-9148.05,471.298,406.432,83.4258
2,0.700738,-7856.53,-1.22563,0.62824,0.762116,33,-8357.9,501.378,84.8793,239.905,-9152.52,469.827,417.218,84.1604
3,0.694267,-7851.6,3.69675,0.621829,12.276,25,-8358.04,506.434,84.532,240.719,-9152.93,469.644,422.169,84.265
4,0.68783,-7851.04,4.26219,0.615419,14.3366,25,-8357.63,506.59,83.981,241.406,-9152.83,469.81,422.211,84.3784
5,0.681363,-7856.4,-1.09959,0.609008,2.30343,39,-8359.02,502.615,84.0158,240.332,-9153.1,469.736,418.487,84.1284
6,0.675007,-7855.17,0.133501,0.602597,-0.00272876,64,-8358.93,503.76,83.2388,241.299,-9152.81,469.347,419.781,83.979
7,0.668567,-7856.56,-1.25653,0.596187,2.84216,34,-8358.41,501.848,84.0938,240.017,-9151.83,469.312,417.537,84.311
8,0.662139,-7856.83,-1.53129,0.589776,0.49232,107,-8358.6,501.771,84.286,240.049,-9152.21,469.27,417.462,84.3089
9,0.655822,-7850.32,4.98518,0.583366,31.4842,11,-8358.6,508.287,84.286,240.049,-9152.21,469.27,423.978,84.3089
10,0.649411,-7850.12,5.17864,0.576955,30.3787,29,-8358.72,508.594,84.6618,239.555,-9152.13,469.199,424.274,84.3204
11,0.642937,-7849.9,5.39725,0.570544,26.6625,17,-8358.5,508.596,85.1404,239.063,-9151.88,469.179,424.26,84.3361
12,0.636408,-7856.46,-1.15982,0.564134,2.31275,31,-8358.71,502.251,83.8631,240.324,-9152.17,469.269,417.981,84.2703
13,0.630105,-7851.25,4.04745,0.557723,2.48179,35,-8353.73,502.472,84.8175,242.273,-9151.08,470.263,417.875,84.5974
14,0.623901,-7856.72,-1.4177,0.551312,-0.0558539,96,-8358.76,502.046,83.9241,240.345,-9152.11,469.072,417.731,84.3152
15,0.617304,-7849.34,5.95866,0.544902,14.4789,11,-8358.76,509.423,83.924,240.345,-9152.11,469.072,425.108,84.3152
16,0.610893,-7849.28,6.02462,0.538491,9.27726,11,-8358.76,509.489,83.924,240.345,-9152.11,469.072,425.174,84.3152
17,0.604483,-7849.24,6.05605,0.532081,3.79234,11,-8358.77,509.521,83.9237,240.344,-9152.11,469.072,425.206,84.3152
18,0.598072,-7856.41,-1.11243,0.52567,-0.802206,44,-8358.68,502.264,83.8979,240.409,-9152.35,469.363,417.933,84.331
19,0.591641,-7849.88,5.42214,0.519259,-5.38877,25,-8355.7,505.817,86.5919,239.438,-9151.75,470.03,421.706,84.1105
20,0.585314,-7846.87,8.43079,0.512849,-8.93411,11,-8353.07,506.202,87.503,240.734,-9151.91,470.599,422.176,84.0254
21,0.578933,-7844.77,10.5343,0.506438,-7.4155,12,-8349.08,504.313,89.308,242.349,-9152.05,471.316,420.359,83.9548
22,0.572688,-7856.88,-1.57755,0.500028,-1.87351,44,-8357.95,501.076,84.3358,240.177,-9151.61,469.141,416.747,84.3292
23,0.566019,-7850.52,4.78048,0.493617,-14.116,21,-8357.38,506.861,85.2337,240.674,-9152.36,469.068,422.572,84.2894
24,0.559784,-7856.63,-1.32632,0.487206,-2.64667,65,-8357.69,501.068,84.4704,240.101,-9151.37,469.105,416.644,84.4233
25,0.553196,-7850.3,5.00078,0.480796,-13.9239,49,-8358.77,508.473,83.3131,240.559,-9152.12,469.477,423.952,84.5205
26,0.546797,-7848.22,7.0775,0.474385,-13.2441,18,-8358.45,510.225,84.3055,239.535,-9152.55,470.256,425.582,84.643
