step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,
69170,305.037,-8398.13,-7747.58,2,3,0.191014,-4.67175,
69180,289.375,-8364.42,-7747.28,2,3,0.191071,-4.67511,
69190,300.557,-8388.12,-7747.13,2,3,0.1904,-4.67847,
69200,299.597,-8385.76,-7746.81,2,3,0.189643,-4.68183,
69210,313.084,-8415.96,-7748.25,2,3,0.189397,-4.68519,
69220,303.845,-8396.64,-7748.64,2,3,0.189185,-4.68855,
69230,321.242,-8435.5,-7750.4,2,3,0.18848,-4.6919,
69240,299.197,-8389.24,-7751.15,2,3,0.187819,-4.69526,
69250,291.497,-8372.46,-7750.8,2,3,0.187872,-4.69861,
69260,291.609,-8371.93,-7750.02,2,3,0.188181,-4.70196,
69270,316.636,-8427.26,-7751.98,2,3,0.187954,-4.70531,
69280,282.895,-8355.83,-7752.51,2,3,0.187284,-4.70866,
69290,311.894,-8417.42,-7752.25,2,3,0.186869,-4.71201,
69300,274.035,-8335.53,-7751.11,2,3,0.186994,-4.71535,
69310,309.242,-8409.79,-7750.28,2,3,0.187466,-4.7187,
69320,297.697,-8385.27,-7750.38,2,3,0.187981,-4.72204,
69330,297.407,-8384.12,-7749.85,2,3,0.188115,-4.72538,
69340,276.07,-8336.59,-7747.83,2,3,0.187561,-4.72872,
69350,330.804,-8454.55,-7749.05,2,3,0.187059,-4.73206,
69360,297.726,-8384.27,-7749.32,2,3,0.187591,-4.7354,
69370,297.55,-8384.78,-7750.2,2,3,0.188863,-4.73873,
69380,297.62,-8384.22,-7749.49,2,3,0.189707,-4.74207,
69390,302.238,-8395.53,-7750.96,2,3,0.189881,-4.7454,
69400,269.911,-8323.77,-7748.14,2,3,0.190206,-4.74873,
69410,307.396,-8402.44,-7746.86,2,3,0.191062,-4.75206,
69420,300.059,-8387.63,-7747.7,2,3,0.19179,-4.75539,
69430,298.999,-8385.27,-7747.61,2,3,0.191963,-4.75872,
69440,295.126,-8376.65,-7747.24,2,3,0.192009,-4.76204,
69450,296.754,-8380.22,-7747.34,2,3,0.192398,-4.76537,
69460,289.037,-8363.16,-7746.74,2,3,0.193074,-4.76869,
69470,312.742,-8413.79,-7746.81,2,3,0.193748,-4.77201,
69480,310.978,-8411.51,-7748.29,2,3,0.194287,-4.77533,
69490,303.17,-8396.64,-7750.08,2,3,0.194516,-4.77865,
69500,289.821,-8367.06,-7748.97,2,3,0.194578,-4.78197,
69510,322.555,-8437.75,-7749.85,2,3,0.195125,-4.78528,
69520,326.966,-8449.56,-7752.25,2,3,0.1961,-4.7886,
69530,320.511,-8439.04,-7755.5,2,3,0.196742,-4.79191,
69540,273.658,-8338.63,-7755,2,3,0.196944,-4.79522,
69550,281.78,-8354.17,-7753.22,2,3,0.197478,-4.79853,
69560,286.169,-8361.13,-7750.83,2,3,0.198487,-4.80184,
69570,302.101,-8394.75,-7750.47,2,3,0.199184,-4.80515,
69580,315.604,-8424.96,-7751.88,2,3,0.199391,-4.80845,
69590,318.942,-8434.43,-7754.24,2,3,0.199585,-4.81175,
69600,302.447,-8399.93,-7754.91,2,3,0.199998,-4.81506,
69610,304.625,-8406.16,-7756.5,2,3,0.200126,-4.81836,
69620,282.574,-8358.01,-7755.37,2,3,0.200028,-4.82166,
69630,298.232,-8391.57,-7755.54,2,3,0.199898,-4.82496,
69640,294.403,-8382.72,-7754.86,2,3,0.199614,-4.82825,
69650,301.201,-8397.54,-7755.18,2,3,0.19934,-4.83155,
69660,290.054,-8373.18,-7754.59,2,3,0.20021,-4.83484,
69670,300.872,-8396.65,-7754.99,2,3,0.20209,-4.83814,
69680,295.262,-8384.95,-7755.25,2,3,0.203258,-4.84143,
69690,272.456,-8335.07,-7754.01,2,3,0.203017,-4.84472,
69700,300.481,-8392.42,-7751.59,3,4,0.202854,-4.848,
69710,306.137,-8404.99,-7752.1,3,4,0.203481,-4.85129,
69720,326.689,-8449.61,-7752.89,3,4,0.203722,-4.85458,
69730,298.366,-8391.29,-7754.97,3,4,0.203069,-4.85786,
69740,315.223,-8427.74,-7755.47,3,4,0.202032,-4.86114,
69750,295.756,-8388.1,-7757.35,3,4,0.201141,-4.86442,
69760,312.868,-8424.96,-7757.72,3,4,0.200497,-4.8677,
69770,276.413,-8346.72,-7757.22,4,5,0.20042,-4.87098,
69780,306.536,-8410.09,-7756.35,4,5,0.200633,-4.87426,
69790,292.731,-8381.14,-7756.84,4,5,0.200564,-4.87753,
69800,312.622,-8423.86,-7757.14,4,5,0.200382,-4.8808,
69810,288.294,-8370.86,-7756.02,4,5,0.200913,-4.88408,
69820,319.091,-8437.37,-7756.85,4,5,0.201849,-4.88735,
69830,299.778,-8397.87,-7758.54,4,5,0.201861,-4.89062,
69840,294.141,-8385.94,-7758.64,4,5,0.200689,-4.89388,
69850,270.837,-8334.72,-7757.12,4,5,0.199403,-4.89715,
69860,303.197,-8401.38,-7754.76,4,5,0.198754,-4.90041,
69870,312.982,-8423.32,-7755.83,4,5,0.198616,-4.90368,
69880,309.84,-8417.81,-7757.03,4,5,0.198766,-4.90694,
69890,281.457,-8356.57,-7756.31,4,5,0.198617,-4.9102,
69900,302.243,-8400.32,-7755.73,4,5,0.197722,-4.91346,
69910,291.225,-8378.23,-7757.14,4,5,0.196956,-4.91672,
69920,293.151,-8381.76,-7756.57,4,5,0.197531,-4.91997,
69930,285.724,-8365.52,-7756.17,4,5,0.198567,-4.92323,
69940,304.843,-8405.45,-7755.33,4,5,0.198321,-4.92648,
69950,289.902,-8373.8,-7755.53,4,5,0.197312,-4.92973,
69960,282.672,-8357.48,-7754.64,4,5,0.197498,-4.93298,
69970,278.238,-8346.45,-7753.06,4,5,0.198821,-4.93623,
69980,306.218,-8405.52,-7752.45,4,5,0.199509,-4.93948,
69990,288.281,-8365.86,-7751.05,4,5,0.199163,-4.94272,
70000,323.869,-8442.85,-7752.14,4,5,0.199018,-4.94597,
70010,283.003,-8355.77,-7752.21,4,5,0.199467,-4.94921,
70020,291.48,-8373.45,-7751.82,4,5,0.199896,-4.95245,
70030,287.915,-8364.4,-7750.38,4,5,0.200213,-4.95569,
70040,307.957,-8408.15,-7751.38,4,5,0.200692,-4.95893,
70050,276.356,-8341.65,-7752.27,4,5,0.201249,-4.96216,
70060,289.248,-8366.86,-7749.99,4,5,0.201896,-4.9654,
70070,290.964,-8369.86,-7749.33,4,5,0.202904,-4.96863,
70080,296.863,-8381.4,-7748.29,4,5,0.20408,-4.97186,
70090,301.499,-8391.48,-7748.48,4,5,0.204703,-4.97509,
70100,317.947,-8428.69,-7750.62,4,5,0.204626,-4.97832,
70110,291.686,-8373.67,-7751.6,4,5,0.204588,-4.98155,
70120,321.026,-8436.57,-7751.93,4,5,0.205286,-4.98478,
70130,286.065,-8364.34,-7754.26,4,5,0.206356,-4.988,
70140,292.418,-8376.71,-7753.08,4,5,0.206893,-4.99122,
70150,280.616,-8350.72,-7752.26,4,5,0.206899,-4.99445,
70160,312.3,-8417.56,-7751.52,4,5,0.207346,-4.99767,
70170,296.929,-8384.89,-7751.64,4,5,0.208571,-5.00088,
70180,305.301,-8402.74,-7751.63,4,5,0.209794,-5.0041,
70190,303.26,-8399.62,-7752.87,3,4,0.210388,-5.00732,
70200,294.661,-8381.47,-7753.06,3,4,0.210725,-5.01053,
70210,291.03,-8372.54,-7751.87,3,4,0.211561,-5.01374,
70220,302.017,-8396.69,-7752.59,3,4,0.212559,-5.01695,
70230,293.56,-8377.78,-7751.72,3,4,0.212777,-5.02016,
70240,291.939,-8374.03,-7751.42,3,4,0.212206,-5.02337,
70250,276.613,-8338.71,-7748.79,3,4,0.211823,-5.02658,
70260,312.027,-8414.56,-7749.11,3,4,0.211755,-5.02978,
70270,275.539,-8335.81,-7748.17,3,4,0.211693,-5.03299,
70280,308.191,-8404.27,-7747,3,4,0.212085,-5.03619,
70290,283.604,-8351.81,-7746.98,3,4,0.213049,-5.03939,
70300,300.826,-8387.21,-7745.65,3,4,0.213439,-5.04259,
70310,281.771,-8346.45,-7745.52,3,4,0.213012,-5.04579,
70320,315.503,-8416.69,-7743.83,3,4,0.213188,-5.04898,
70330,312.671,-8414.47,-7747.65,3,4,0.214387,-5.05218,
70340,303.882,-8396.23,-7748.15,3,4,0.21524,-5.05537,
70350,296.322,-8380.59,-7748.63,3,4,0.214673,-5.05856,
70360,275.237,-8334.43,-7747.44,3,4,0.213439,-5.06175,
70370,272.539,-8324.68,-7743.45,3,4,0.212494,-5.06494,
70380,317.375,-8420.25,-7743.39,3,4,0.212003,-5.06812,
70390,302.173,-8388.36,-7743.93,3,4,0.211508,-5.07131,
70400,322.165,-8433.11,-7746.04,3,4,0.210951,-5.07449,
70410,300.647,-8388.81,-7747.63,3,4,0.21051,-5.07768,
70420,301.64,-8391.55,-7748.25,3,4,0.210443,-5.08086,
70430,278.481,-8340.88,-7746.97,3,4,0.210609,-5.08404,
70440,293.251,-8370.3,-7744.89,3,4,0.21057,-5.08721,
70450,320.93,-8430.43,-7745.99,3,4,0.210086,-5.09039,
70460,297.205,-8382.13,-7748.29,3,4,0.209413,-5.09356,
70470,285.414,-8356.53,-7747.84,3,4,0.208876,-5.09674,
70480,329.76,-8451.05,-7747.78,3,4,0.208237,-5.09991,
70490,296.831,-8383.77,-7750.72,3,4,0.207554,-5.10308,
70500,300.814,-8391.83,-7750.29,3,4,0.207251,-5.10625,
70510,309.17,-8410.79,-7751.43,3,4,0.207189,-5.10941,
70520,288.611,-8366.06,-7750.54,3,4,0.206544,-5.11258,
70530,295.82,-8379.36,-7748.47,3,4,0.205776,-5.11574,
70540,304.44,-8397.58,-7748.31,3,4,0.205878,-5.11891,
70550,309.494,-8410.14,-7750.09,3,4,0.206416,-5.12207,
70560,298.437,-8386.13,-7749.66,3,4,0.206216,-5.12523,
70570,321.602,-8436.55,-7750.68,3,4,0.205889,-5.12838,
70580,289.34,-8367.74,-7750.67,3,4,0.2067,-5.13154,
70590,296.071,-8381.8,-7750.37,3,4,0.207901,-5.13469,
70600,290.151,-8368.55,-7749.75,3,4,0.207997,-5.13785,
70610,302.529,-8396.16,-7750.96,3,4,0.207431,-5.141,
70620,281.947,-8350.36,-7749.06,3,4,0.20771,-5.14415,
70630,335.609,-8466.63,-7750.89,3,4,0.208611,-5.1473,
70640,283.719,-8356.35,-7751.28,3,4,0.209001,-5.15044,
70650,303.55,-8398.31,-7750.94,3,4,0.208815,-5.15359,
70660,291.185,-8371.96,-7750.95,3,4,0.208779,-5.15673,
70670,300.527,-8391.32,-7750.39,3,4,0.208927,-5.15987,
70680,296.553,-8383.04,-7750.59,3,4,0.209134,-5.16302,
70690,289.854,-8368,-7749.83,3,4,0.209551,-5.16615,
70700,310.894,-8412.96,-7749.92,3,4,0.21026,-5.16929,
70710,315.641,-8424.73,-7751.57,3,4,0.210929,-5.17243,
70720,306.552,-8406.78,-7753.01,3,4,0.211295,-5.17556,
70730,293.381,-8379.72,-7754.03,3,4,0.211605,-5.1787,
70740,272.702,-8334.24,-7752.66,3,4,0.211905,-5.18183,
70750,320.207,-8435.47,-7752.57,3,4,0.212004,-5.18496,
70760,302.26,-8397.66,-7753.04,3,4,0.211856,-5.18808,
70770,304.563,-8402.73,-7753.2,3,4,0.211742,-5.19121,
70780,289.451,-8370.42,-7753.11,3,4,0.211833,-5.19434,
70790,296.342,-8385.72,-7753.72,3,4,0.21232,-5.19746,
70800,294.352,-8382.11,-7754.35,3,4,0.212973,-5.20058,
70810,302.485,-8401.04,-7755.94,3,4,0.213212,-5.2037,
70820,271.407,-8332.52,-7753.7,3,4,0.213019,-5.20682,
70830,297.251,-8386.96,-7753.02,3,4,0.213472,-5.20994,
70840,293.088,-8377.44,-7752.38,3,4,0.214863,-5.21305,
70850,337.07,-8474.05,-7755.19,3,4,0.215647,-5.21617,
70860,300.254,-8397.18,-7756.83,3,4,0.214758,-5.21928,
70870,303.39,-8404.95,-7757.92,3,4,0.213262,-5.22239,
70880,275.163,-8343.49,-7756.66,3,4,0.212687,-5.2255,
70890,292.559,-8379.15,-7755.22,3,4,0.212942,-5.22861,
70900,320.752,-8439.85,-7755.8,3,4,0.213162,-5.23172,
70910,311.704,-8422.56,-7757.8,3,4,0.213025,-5.23482,
70920,308.096,-8415.75,-7758.69,3,4,0.212921,-5.23792,
70930,282.581,-8361.38,-7758.72,3,4,0.212991,-5.24102,
70940,255.613,-8299.69,-7754.56,3,4,0.213055,-5.24412,
70950,312.192,-8419.4,-7753.59,3,4,0.212985,-5.24722,
70960,293.575,-8380.59,-7754.49,3,4,0.212788,-5.25032,
70970,289.791,-8371.76,-7753.73,3,4,0.212215,-5.25341,
70980,291.687,-8374.69,-7752.62,3,4,0.211224,-5.25651,
70990,292.438,-8375.46,-7751.78,3,4,0.210508,-5.2596,
71000,294.483,-8378.74,-7750.71,3,4,0.210341,-5.26269,
71010,311.369,-8415.96,-7751.92,3,4,0.20997,-5.26578,
71020,289.677,-8370.05,-7752.27,3,4,0.209046,-5.26887,
71030,275.566,-8338.13,-7750.44,3,4,0.208383,-5.27195,
71040,302.02,-8393.31,-7749.2,3,4,0.208383,-5.27504,
71050,299.278,-8389.5,-7751.24,3,4,0.208422,-5.27812,
71060,298.873,-8387.96,-7750.57,3,4,0.208002,-5.2812,
71070,303.059,-8398.01,-7751.68,3,4,0.207308,-5.28428,
71080,304.065,-8399.83,-7751.36,3,4,0.206725,-5.28736,
71090,299.405,-8390.12,-7751.59,3,4,0.206357,-5.29043,
71100,294.625,-8380.1,-7751.76,3,4,0.206257,-5.29351,
71110,301.654,-8395.96,-7752.63,3,4,0.206086,-5.29658,
71120,281.812,-8353.02,-7752.01,3,4,0.205435,-5.29965,
71130,300.041,-8390.97,-7751.08,3,4,0.204406,-5.30272,
71140,300.314,-8391.12,-7750.64,3,4,0.203806,-5.30579,
71150,295.273,-8379.95,-7750.23,3,4,0.203841,-5.30886,
71160,303.59,-8397.3,-7749.85,3,4,0.203965,-5.31192,
71170,320.727,-8435.65,-7751.65,3,4,0.203714,-5.31499,
71180,313.53,-8421.63,-7752.97,3,4,0.203402,-5.31805,
71190,302.778,-8399.96,-7754.23,3,4,0.203195,-5.32111,
71200,306.615,-8408.52,-7754.61,3,4,0.203044,-5.32417,
71210,274.453,-8339.61,-7754.3,3,4,0.203051,-5.32723,
71220,282.265,-8352.46,-7750.49,3,4,0.203075,-5.33028,
71230,300.258,-8391.15,-7750.8,3,4,0.202528,-5.33333,
71240,278.949,-8343.34,-7748.44,3,4,0.201692,-5.33639,
71250,305.538,-8399.57,-7747.96,3,4,0.201662,-5.33944,
71260,313.789,-8419.09,-7749.88,3,4,0.201998,-5.34249,
71270,292.349,-8375.76,-7752.28,3,4,0.201137,-5.34553,
71280,279.168,-8345.66,-7750.29,3,4,0.199376,-5.34858,
71290,298.859,-8387.18,-7749.81,3,4,0.198936,-5.35162,
71300,295.235,-8379.78,-7750.14,3,4,0.199949,-5.35467,
71310,288.175,-8364.25,-7749.66,3,4,0.200334,-5.35771,
71320,287.392,-8360.47,-7747.56,3,4,0.199521,-5.36075,
71330,315.498,-8421.21,-7748.35,3,4,0.199213,-5.36379,
71340,298.67,-8385.69,-7748.72,3,4,0.199749,-5.36682,
71350,303.177,-8396.17,-7749.6,3,4,0.199898,-5.36986,
71360,290.276,-8368.16,-7749.09,3,4,0.199562,-5.37289,
71370,323.65,-8440.51,-7750.27,3,4,0.199639,-5.37592,
71380,310.111,-8413.8,-7752.44,3,4,0.199722,-5.37895,
71390,312.811,-8420.3,-7753.17,3,4,0.199131,-5.38198,
71400,298.404,-8390.74,-7754.34,3,4,0.19883,-5.385,
71410,286.618,-8364.61,-7753.35,3,4,0.199563,-5.38803,
71420,296.821,-8385.98,-7752.96,3,4,0.200177,-5.39105,
71430,314.755,-8424.53,-7753.26,3,4,0.19966,-5.39407,
71440,316.461,-8430.96,-7756.05,3,4,0.199081,-5.39709,
71450,286.545,-8366.8,-7755.69,3,4,0.199503,-5.40011,
71460,306.166,-8410.68,-7757.73,3,4,0.200101,-5.40313,
71470,295.993,-8388.49,-7757.24,3,4,0.199668,-5.40615,
71480,308.13,-8415.43,-7758.29,3,4,0.198582,-5.40916,
71490,284.703,-8364.5,-7757.32,3,4,0.197968,-5.41217,
71500,310.056,-8419.19,-7757.94,3,4,0.1982,-5.41518,
71510,290.642,-8377.4,-7757.56,3,4,0.198731,-5.41819,
71520,294.681,-8385.31,-7756.85,3,4,0.199034,-5.4212,
71530,304.486,-8405.88,-7756.51,3,4,0.199083,-5.4242,
71540,299.856,-8396.16,-7756.67,3,4,0.199389,-5.42721,
71550,305.198,-8408.5,-7757.61,3,4,0.200011,-5.43021,
71560,296.013,-8390.06,-7758.76,3,4,0.200169,-5.43321,
71570,284.798,-8364.62,-7757.24,3,4,0.199389,-5.43621,
71580,292.162,-8380.05,-7756.97,3,4,0.198431,-5.4392,
71590,295.231,-8386.1,-7756.47,3,4,0.198269,-5.4422,
71600,316.512,-8432.01,-7756.99,3,4,0.198615,-5.44519,
71610,282.684,-8361,-7758.12,3,4,0.198677,-5.44819,
71620,298.125,-8392.47,-7756.66,3,4,0.198479,-5.45118,
71630,286.17,-8367.6,-7757.29,3,4,0.198244,-5.45417,
71640,275.288,-8341.11,-7754.01,3,4,0.197819,-5.45715,
71650,308.749,-8417.23,-7758.77,3,4,0.197646,-5.46014,
71660,278.739,-8351.96,-7757.5,3,4,0.198298,-5.46312,
71670,285.145,-8363.52,-7755.4,3,4,0.199163,-5.46611,
71680,319.599,-8436.67,-7755.07,3,4,0.198963,-5.46909,
71690,297.358,-8391.54,-7757.37,3,4,0.198159,-5.47207,
71700,308.849,-8416.13,-7757.46,3,4,0.198002,-5.47504,
71710,282.118,-8359.95,-7758.28,3,4,0.198368,-5.47802,
71720,305.182,-8407.85,-7757,3,4,0.198311,-5.48099,
71730,278.719,-8351.53,-7757.11,3,4,0.198003,-5.48397,
71740,283.076,-8357.98,-7754.27,3,4,0.198263,-5.48694,
71750,303.462,-8401.53,-7754.35,3,4,0.199011,-5.48991,
71760,305.463,-8405.81,-7754.36,3,4,0.199599,-5.49287,
71770,314.235,-8426.05,-7755.89,3,4,0.199884,-5.49584,
71780,297.212,-8389.77,-7755.91,3,4,0.199958,-5.4988,
71790,289.987,-8373.03,-7754.59,3,4,0.199923,-5.50177,
71800,299.385,-8392.58,-7754.09,3,4,0.200066,-5.50473,
71810,317.332,-8431.67,-7754.9,3,4,0.200526,-5.50769,
71820,302.077,-8401.15,-7756.92,3,4,0.200956,-5.51065,
71830,282.004,-8357.27,-7755.85,3,4,0.20091,-5.5136,
71840,291.46,-8375.49,-7753.9,3,4,0.200764,-5.51656,
71850,299.671,-8392.14,-7753.04,3,4,0.201072,-5.51951,
71860,280.368,-8350.66,-7752.73,3,4,0.201786,-5.52246,
71870,273.779,-8333.86,-7749.98,3,4,0.202458,-5.52541,
71880,292.576,-8372.08,-7748.12,3,4,0.202907,-5.52836,
71890,295.344,-8377.11,-7747.23,3,4,0.203191,-5.5313,
71900,301.566,-8391.01,-7747.87,3,4,0.203534,-5.53425,
71910,308.027,-8404.69,-7747.77,3,4,0.204142,-5.53719,
71920,308.475,-8406.6,-7748.72,3,4,0.204868,-5.54013,
71930,272.131,-8328.92,-7748.56,3,4,0.205255,-5.54307,
71940,295.564,-8378.39,-7748.05,3,4,0.205543,-5.54601,
71950,281.966,-8347.93,-7746.59,3,4,0.20641,-5.54895,
71960,306.345,-8399.57,-7746.23,3,4,0.207673,-5.55188,
71970,305.132,-8397,-7746.26,3,4,0.208417,-5.55481,
71980,308.911,-8405.5,-7746.7,3,4,0.208455,-5.55774,
71990,278.514,-8340.52,-7746.54,3,4,0.208646,-5.56067,
72000,314.178,-8415.98,-7745.94,3,4,0.209711,-5.5636,
72010,293.444,-8373.25,-7747.43,3,4,0.211469,-5.56653,
72020,298.952,-8384.43,-7746.86,3,4,0.213128,-5.56945,
72030,305.011,-8397.92,-7747.43,3,4,0.214197,-5.57237,
72040,295.502,-8378.27,-7748.06,3,4,0.214892,-5.5753,
72050,271.808,-8326.46,-7746.78,3,4,0.215568,-5.57821,
72060,291.173,-8366,-7745.02,3,4,0.216051,-5.58113,
72070,278.617,-8337.66,-7743.46,3,4,0.216303,-5.58405,
72080,290.156,-8360.82,-7742.01,3,4,0.216523,-5.58696,
72090,286.953,-8352.84,-7740.86,3,4,0.216915,-5.58988,
72100,311.36,-8405.5,-7741.48,3,4,0.217218,-5.59279,
72110,293.408,-8366.28,-7740.54,3,4,0.217607,-5.5957,
72120,314.377,-8412.47,-7742,3,4,0.218572,-5.5986,
72130,285.472,-8349.61,-7740.79,3,4,0.220085,-5.60151,
72140,312.24,-8407.14,-7741.24,3,4,0.221503,-5.60441,
72150,294,-8367.66,-7740.65,3,4,0.222554,-5.60732,
72160,312.158,-8407.41,-7741.68,3,4,0.223791,-5.61022,
72170,272.279,-8321.81,-7741.13,3,4,0.22512,-5.61312,
72180,287.009,-8351.03,-7738.94,3,4,0.225497,-5.61601,
72190,280.593,-8335.61,-7737.19,3,4,0.224785,-5.61891,
72200,288.348,-8350.66,-7735.71,3,4,0.224598,-5.6218,
72210,288.577,-8349.9,-7734.46,3,4,0.225625,-5.6247,
72220,311.894,-8400.31,-7735.14,3,4,0.226741,-5.62759,
72230,288.441,-8351.23,-7736.08,3,4,0.226664,-5.63048,
72240,307.181,-8393.38,-7738.26,3,4,0.225979,-5.63336,
72250,280.639,-8336.49,-7737.98,3,4,0.225875,-5.63625,
72260,305.433,-8389.33,-7737.94,3,4,0.226584,-5.63913,
72270,260.959,-8291.99,-7735.45,3,4,0.22716,-5.64202,
72280,307.508,-8389.52,-7733.71,3,4,0.226953,-5.6449,
72290,291.462,-8356.07,-7734.48,3,4,0.226544,-5.64778,
72300,293.9,-8359.55,-7732.76,3,4,0.226561,-5.65065,
72310,327.543,-8433.1,-7734.56,3,4,0.226846,-5.65353,
72320,300.008,-8376.37,-7736.55,3,4,0.227035,-5.6564,
72330,295.1,-8367.2,-7737.85,3,4,0.227502,-5.65927,
72340,282.485,-8339.1,-7736.65,3,4,0.228232,-5.66215,
72350,309.352,-8395.11,-7735.36,3,4,0.228646,-5.66501,
72360,300.134,-8376.62,-7736.53,3,4,0.228705,-5.66788,
72370,285.646,-8344.67,-7735.48,3,4,0.229074,-5.67075,
72380,301.545,-8378.13,-7735.03,3,4,0.229383,-5.67361,
72390,293.3,-8360.89,-7735.37,3,4,0.228662,-5.67647,
72400,302,-8378.97,-7734.9,3,4,0.227431,-5.67933,
72410,305.693,-8389.47,-7737.53,3,4,0.227301,-5.68219,
72420,314.419,-8409.68,-7739.13,3,4,0.228339,-5.68505,
72430,310.779,-8403.83,-7741.04,3,4,0.228804,-5.6879,
72440,305.812,-8395.11,-7742.91,3,4,0.228228,-5.69076,
72450,295.336,-8372.26,-7742.4,3,4,0.227922,-5.69361,
72460,281.144,-8341.25,-7741.66,3,4,0.228504,-5.69646,
72470,289.199,-8360.9,-7744.13,3,4,0.229043,-5.69931,
72480,284.016,-8349.45,-7743.74,3,4,0.228997,-5.70215,
72490,289.253,-8358.1,-7741.22,3,4,0.228982,-5.705,
72500,299.86,-8380.74,-7741.24,3,4,0.229249,-5.70784,
72510,305.675,-8394.86,-7742.96,3,4,0.229476,-5.71068,
72520,297.807,-8379.43,-7744.31,3,4,0.229766,-5.71352,
72530,313.825,-8414.41,-7745.13,3,4,0.230553,-5.71636,
72540,316.097,-8421.03,-7746.9,3,4,0.231696,-5.7192,
72550,303.984,-8395.66,-7747.36,3,4,0.232867,-5.72203,
72560,287.965,-8365.09,-7750.95,3,4,0.233795,-5.72486,
72570,308.634,-8409,-7750.79,3,4,0.234163,-5.72769,
72580,284.519,-8359.28,-7752.49,3,4,0.233763,-5.73052,
72590,290.601,-8370.84,-7751.08,3,4,0.233194,-5.73335,
72600,311.825,-8417.51,-7752.49,3,4,0.232909,-5.73618,
72610,296.77,-8385.79,-7752.88,3,4,0.232868,-5.739,
72620,290.417,-8371.22,-7751.86,3,4,0.233161,-5.74182,
72630,300.977,-8394.35,-7752.47,3,4,0.234025,-5.74464,
72640,286.341,-8365.1,-7754.43,3,4,0.234798,-5.74746,
72650,316.949,-8429.58,-7753.63,3,4,0.234704,-5.75028,
72660,313.591,-8426.18,-7757.39,3,4,0.234302,-5.7531,
72670,294.834,-8385.84,-7757.05,3,4,0.234531,-5.75591,
72680,281.966,-8359.88,-7758.54,3,4,0.23507,-5.75872,
72690,296.046,-8388.75,-7757.38,3,4,0.234987,-5.76153,
72700,308.219,-8415.78,-7758.45,3,4,0.234561,-5.76434,
72710,308.856,-8417.94,-7759.25,3,4,0.23453,-5.76715,
72720,314.364,-8431.48,-7761.05,3,4,0.234768,-5.76995,
72730,307.58,-8418.05,-7762.08,3,4,0.234341,-5.77276,
72740,291.707,-8384.38,-7762.27,3,4,0.233616,-5.77556,
72750,292.707,-8386.59,-7762.34,3,4,0.233494,-5.77836,
72760,290.876,-8381.84,-7761.5,3,4,0.234163,-5.78116,
72770,308.773,-8419.86,-7761.35,3,4,0.234805,-5.78395,
72780,290.209,-8380.35,-7761.43,3,4,0.234863,-5.78675,
72790,282.112,-8361.05,-7759.4,3,4,0.234397,-5.78954,
72800,307.632,-8415.04,-7758.96,2,3,0.2337,-5.79233,
72810,294.549,-8386.98,-7758.81,2,3,0.233122,-5.79512,
72820,315.813,-8434.34,-7760.82,2,3,0.232788,-5.79791,
72830,302.714,-8407.26,-7761.67,2,3,0.232661,-5.80069,
72840,296.17,-8394.85,-7763.22,2,3,0.232387,-5.80348,
72850,281.249,-8361.5,-7761.69,2,3,0.231878,-5.80626,
72860,301.799,-8405.42,-7761.79,2,3,0.23124,-5.80904,
72870,292.502,-8386.31,-7762.5,3,4,0.231093,-5.81182,
72880,284.172,-8367.9,-7761.85,3,4,0.231442,-5.8146,
72890,291.261,-8381.41,-7760.24,3,4,0.231641,-5.81737,
72900,287.29,-8372.26,-7759.56,3,4,0.231199,-5.82015,
72910,301.012,-8401.45,-7759.49,3,4,0.230564,-5.82292,
72920,267.786,-8329.3,-7758.2,3,4,0.230142,-5.82569,
72930,297.329,-8390,-7755.89,3,4,0.229465,-5.82846,
72940,300.39,-8396.61,-7755.98,3,4,0.228097,-5.83123,
72950,327.652,-8456.65,-7757.88,3,4,0.226385,-5.83399,
72960,288.001,-8372.77,-7758.56,3,4,0.225262,-5.83675,
72970,281.661,-8357.39,-7756.69,3,4,0.225195,-5.83952,
72980,299.018,-8394.15,-7756.44,3,4,0.225675,-5.84228,
72990,294.637,-8385.6,-7757.23,3,4,0.225624,-5.84503,
73000,284.305,-8361.83,-7755.5,3,4,0.224611,-5.84779,
73010,307.122,-8409.89,-7754.9,3,4,0.223335,-5.85054,
73020,308.747,-8414.02,-7755.56,3,4,0.222385,-5.8533,
73030,294.056,-8382.81,-7755.69,3,4,0.221509,-5.85605,
73040,286.079,-8364.95,-7754.83,3,4,0.220491,-5.8588,
73050,304.064,-8402.51,-7754.04,3,4,0.219715,-5.86155,
73060,279.665,-8349.97,-7753.54,3,4,0.219167,-5.86429,
73070,294.794,-8381,-7752.3,3,4,0.218356,-5.86703,
73080,309.888,-8415.17,-7754.28,3,4,0.217461,-5.86978,
73090,308.523,-8414.21,-7756.23,3,4,0.217182,-5.87252,
73100,276.05,-8343.62,-7754.89,3,4,0.21733,-5.87526,
73110,316.898,-8430.59,-7754.75,3,4,0.217082,-5.87799,
73120,275.913,-8343.28,-7754.85,3,4,0.216982,-5.88073,
73130,286.825,-8363.71,-7752,3,4,0.217753,-5.88346,
73140,307.739,-8408.96,-7752.65,3,4,0.218545,-5.88619,
73150,300.089,-8392.28,-7752.29,3,4,0.217943,-5.88892,
