step,T,Epot,Efull,SolventMolsThroughZ,
2.62e-012,296.665,-10070,-5974.17,0,
2.625e-012,296.403,-10063.9,-5971.73,0,
2.63e-012,296.604,-10064.3,-5969.34,0,
2.635e-012,295.804,-10050.9,-5967,0,
2.64e-012,292.251,-9998.63,-5963.75,0,
2.645e-012,291.575,-9984.19,-5958.64,0,
2.65e-012,295.509,-10035.3,-5955.39,0,
2.655e-012,291.769,-9981.05,-5952.82,0,
2.66e-012,287.336,-9912.14,-5945.12,0,
2.665e-012,292.221,-9972.76,-5938.29,0,
2.67e-012,292.544,-9973.18,-5934.24,0,
2.675e-012,291.968,-9960.95,-5929.97,0,
2.68e-012,294.503,-9992.15,-5926.17,0,
2.685e-012,292.822,-9965,-5922.23,0,
2.69e-012,288.526,-9899.23,-5915.76,0,
2.695e-012,288.679,-9893.14,-5907.56,0,
2.7e-012,293.419,-9952.14,-5901.13,0,
2.705e-012,296.547,-9992.05,-5897.84,0,
2.71e-012,297.579,-10004.1,-5895.62,0,
2.715e-012,299.993,-10036.7,-5894.93,0,
2.72e-012,295.773,-9977.49,-5893.98,0,
2.725e-012,290.483,-9899.67,-5889.19,0,
2.73e-012,289.037,-9872.78,-5882.26,0,
2.735e-012,290.002,-9878.85,-5875.02,0,
2.74e-012,293.288,-9919.62,-5870.42,0,
2.745e-012,290.786,-9882.01,-5867.35,0,
2.75e-012,289.686,-9861.94,-5862.47,0,
2.755e-012,290.921,-9872.62,-5856.09,0,
2.76e-012,293.155,-9898.07,-5850.69,0,
2.765e-012,296.678,-9943.53,-5847.52,0,
2.77e-012,295.507,-9924.86,-5845.02,0,
2.775e-012,296.659,-9937.62,-5841.87,0,
2.78e-012,302.776,-10021.8,-5841.6,0,
2.785e-012,303.998,-10041.5,-5844.42,0,
2.79e-012,301.779,-10013.7,-5847.26,0,
2.795e-012,299.835,-9988.35,-5848.76,0,
2.8e-012,301.267,-10010.1,-5850.69,0,
2.805e-012,303.746,-10048.3,-5854.68,0,
2.81e-012,307.043,-10099.3,-5860.21,0,
2.815e-012,305.965,-10090.9,-5866.65,0,
2.82e-012,300.363,-10017.6,-5870.74,0,
2.825e-012,296.831,-9968.65,-5870.54,0,
2.83e-012,294.378,-9933.11,-5868.85,0,
2.835e-012,293.61,-9918.92,-5865.27,0,
2.84e-012,300.021,-10005.8,-5863.61,0,
2.845e-012,301.098,-10021.5,-5864.47,0,
2.85e-012,301.21,-10023.8,-5865.27,0,
2.855e-012,305.518,-10085.8,-5867.79,0,
2.86e-012,308.033,-10126.9,-5874.1,0,
2.865e-012,304.809,-10087.7,-5879.46,0,
2.87e-012,302.456,-10058,-5882.2,0,
2.875e-012,303.331,-10072.3,-5884.42,0,
2.88e-012,302.603,-10064.4,-5886.59,0,
2.885e-012,301.288,-10047.5,-5887.84,0,
2.89e-012,303.55,-10080.2,-5889.31,0,
2.895e-012,303.77,-10086.2,-5892.33,0,
2.9e-012,296.437,-9985.44,-5892.75,0,
2.905e-012,291.757,-9916.68,-5888.62,0,
2.91e-012,291.625,-9909.45,-5883.21,0,
2.915e-012,291.019,-9895.68,-5877.8,0,
2.92e-012,291.885,-9902.18,-5872.35,0,
2.925e-012,294.905,-9940.31,-5868.78,0,
2.93e-012,300.348,-10014.8,-5868.14,0,
2.935e-012,302.66,-10049.2,-5870.6,0,
2.94e-012,303.544,-10064.8,-5874,0,
2.945e-012,306.064,-10104.9,-5879.34,0,
2.95e-012,306.548,-10117.7,-5885.4,0,
2.955e-012,304.15,-10090.5,-5891.31,0,
2.96e-012,305.032,-10107.8,-5896.48,0,
2.965e-012,301.74,-10066.6,-5900.66,0,
2.97e-012,294.923,-9972.49,-5900.71,0,
2.975e-012,292.459,-9935.24,-5897.48,0,
2.98e-012,293.674,-9947.8,-5893.26,0,
2.985e-012,298.716,-10015.3,-5891.2,0,
2.99e-012,301.969,-10061,-5891.94,0,
2.995e-012,299.552,-10028.4,-5892.77,0,
3e-012,295.771,-9974.79,-5891.3,0,
3.005e-012,294.225,-9950.16,-5888.02,0,
3.01e-012,298.109,-10001.7,-5885.97,0,
3.015e-012,304.494,-10091.7,-5887.75,0,
3.02e-012,305.321,-10107.3,-5891.94,0,
3.025e-012,300.415,-10041.9,-5894.32,0,
3.03e-012,294.738,-9961.95,-5892.72,0,
3.035e-012,294.976,-9961.23,-5888.72,0,
3.04e-012,296.153,-9975.43,-5886.67,0,
3.045e-012,289.403,-9877.51,-5881.94,0,
3.05e-012,289.315,-9868.78,-5874.43,0,
3.055e-012,290.837,-9883.27,-5867.91,0,
3.06e-012,293.752,-9918.87,-5863.25,0,
3.065e-012,295.32,-9939.03,-5861.78,0,
3.07e-012,289.751,-9859.64,-5859.26,0,
3.075e-012,288.7,-9839.73,-5853.86,0,
3.08e-012,289.11,-9838.77,-5847.24,0,
3.085e-012,289.384,-9835.18,-5839.86,0,
3.09e-012,290.566,-9845.51,-5833.88,0,
3.095e-012,289.995,-9831.44,-5827.7,0,
3.1e-012,290.04,-9825.43,-5821.06,0,
3.105e-012,291.522,-9840.37,-5815.54,0,
3.11e-012,291.081,-9828.98,-5810.23,0,
3.115e-012,290.581,-9815.85,-5804.02,0,
3.12e-012,292.811,-9840.71,-5798.09,0,
3.125e-012,295.96,-9880.42,-5794.32,0,
3.13e-012,293.922,-9849.15,-5791.18,0,
3.135e-012,292.129,-9820.65,-5787.44,0,
3.14e-012,294.155,-9845.25,-5784.08,0,
3.145e-012,290.339,-9787.65,-5779.15,0,
3.15e-012,286.846,-9731.29,-5771.02,0,
3.155e-012,288.766,-9749.21,-5762.44,0,
3.16e-012,288.747,-9741.53,-5755.02,0,
3.165e-012,286.673,-9704.37,-5746.49,0,
3.17e-012,287.522,-9708.06,-5738.46,0,
3.175e-012,285.948,-9679.77,-5731.91,0,
3.18e-012,285.051,-9658.38,-5722.89,0,
3.185e-012,285.107,-9648.65,-5712.4,0,
3.19e-012,288.617,-9687.96,-5703.24,0,
3.195e-012,291.207,-9716.77,-5696.29,0,
3.2e-012,291.657,-9717.14,-5690.45,0,
3.205e-012,292.69,-9725.78,-5684.83,0,
3.21e-012,295.439,-9759.87,-5680.97,0,
3.215e-012,292.14,-9710.47,-5677.12,0,
3.22e-012,288.506,-9653.56,-5670.38,0,
3.225e-012,286.73,-9620.52,-5661.85,0,
3.23e-012,287.146,-9616.94,-5652.53,0,
3.235e-012,293.323,-9695.08,-5645.39,0,
3.24e-012,299.106,-9772.44,-5642.91,0,
3.245e-012,300.258,-9788.25,-5642.82,0,
3.25e-012,301.514,-9806.08,-5643.31,0,
3.255e-012,302.132,-9816.36,-5645.06,0,
3.26e-012,295.927,-9730.5,-5644.86,0,
3.265e-012,291.909,-9670.51,-5640.35,0,
3.27e-012,295.119,-9709.89,-5635.4,0,
3.275e-012,298.622,-9756.7,-5633.85,0,
3.28e-012,293.648,-9686.4,-5632.22,0,
3.285e-012,292.222,-9662.52,-5628.03,0,
3.29e-012,294.362,-9687.73,-5623.69,0,
3.295e-012,287.127,-9582.18,-5618.04,0,
3.3e-012,283.148,-9516.21,-5607.01,0,
3.305e-012,292.131,-9631.27,-5598.03,0,
3.31e-012,299.998,-9737.6,-5595.76,0,
3.315e-012,304.922,-9808.25,-5598.43,0,
3.32e-012,306.941,-9840.23,-5602.53,0,
3.325e-012,306.492,-9839.38,-5607.87,0,
3.33e-012,300.168,-9755.32,-5611.13,0,
3.335e-012,300.816,-9764.41,-5611.27,0,
3.34e-012,304.66,-9820.29,-5614.07,0,
3.345e-012,298.239,-9733.08,-5615.52,0,
3.35e-012,293.657,-9667.22,-5612.92,0,
3.355e-012,294.819,-9682.19,-5611.84,0,
3.36e-012,298.715,-9735.8,-5611.68,0,
3.365e-012,306.805,-9852.05,-5616.22,0,
3.37e-012,305.25,-9838.06,-5623.7,0,
3.375e-012,294.966,-9697.18,-5624.81,0,
3.38e-012,288.384,-9600.2,-5618.7,0,
3.385e-012,290.331,-9619.67,-5611.29,0,
3.39e-012,290.976,-9621.95,-5604.67,0,
3.395e-012,298.257,-9718.76,-5600.96,0,
3.4e-012,296.977,-9700.16,-5600.02,0,
3.405e-012,291.377,-9618.92,-5596.09,0,
3.41e-012,286.831,-9548.76,-5588.71,0,
3.415e-012,290.919,-9597.12,-5580.62,0,
3.42e-012,291.687,-9602.39,-5575.29,0,
3.425e-012,290.276,-9576.59,-5568.97,0,
3.43e-012,292.705,-9604.35,-5563.19,0,
3.435e-012,298.785,-9685.53,-5560.44,0,
3.44e-012,300.182,-9704.61,-5560.22,0,
3.445e-012,299.957,-9701.66,-5560.38,0,
3.45e-012,296.243,-9649.74,-5559.74,0,
3.455e-012,293.214,-9604.15,-5555.97,0,
3.46e-012,296.744,-9649.82,-5552.89,0,
3.465e-012,297.749,-9662.56,-5551.76,0,
3.47e-012,290.907,-9565.07,-5548.73,0,
3.475e-012,282.773,-9444.64,-5540.61,0,
3.48e-012,283.512,-9443.59,-5529.36,0,
3.485e-012,287.402,-9489.04,-5521.1,0,
3.49e-012,290.179,-9521.78,-5515.5,0,
3.495e-012,289.434,-9504.57,-5508.58,0,
3.5e-012,290.366,-9510.36,-5501.49,0,
3.505e-012,296.046,-9584.64,-5497.35,0,
3.51e-012,298.893,-9623.34,-5496.75,0,
3.515e-012,298.297,-9614.7,-5496.34,0,
3.52e-012,294.98,-9567.39,-5494.82,0,
3.525e-012,294.152,-9552.5,-5491.37,0,
3.53e-012,295.093,-9563.98,-5489.85,0,
3.535e-012,292.849,-9528.45,-5485.31,0,
3.54e-012,298.331,-9600.97,-5482.15,0,
3.545e-012,298.54,-9603.2,-5481.48,0,
3.55e-012,295.81,-9564.28,-5480.25,0,
3.555e-012,294.376,-9541.16,-5476.93,0,
3.56e-012,300.2,-9619.7,-5475.07,0,
3.565e-012,307.045,-9717.18,-5478.05,0,
3.57e-012,302.624,-9660.4,-5482.3,0,
3.575e-012,301.168,-9640.63,-5482.63,0,
3.58e-012,306.195,-9713,-5485.6,0,
3.585e-012,303.711,-9682.39,-5489.28,0,
3.59e-012,301.477,-9654.14,-5491.87,0,
3.595e-012,301.738,-9659.68,-5493.82,0,
3.6e-012,299.527,-9630.02,-5494.67,0,
3.605e-012,293.807,-9548.84,-5492.46,0,
3.61e-012,294.015,-9546.76,-5487.52,0,
3.615e-012,304.847,-9696.26,-5487.48,0,
3.62e-012,308.209,-9750.17,-5494.95,0,
3.625e-012,302.289,-9672.59,-5499.11,0,
3.63e-012,301.599,-9663.97,-5500.01,0,
3.635e-012,303.858,-9697.31,-5502.18,0,
3.64e-012,303.069,-9688.72,-5504.47,0,
3.645e-012,303.499,-9697.48,-5507.3,0,
3.65e-012,294.869,-9577.96,-5506.93,0,
3.655e-012,293.91,-9560.6,-5502.8,0,
3.66e-012,296.671,-9595.14,-5499.23,0,
3.665e-012,303.104,-9683.91,-5499.18,0,
3.67e-012,304.1,-9701.13,-5502.65,0,
3.675e-012,298.016,-9618,-5503.52,0,
3.68e-012,296.932,-9601.34,-5501.82,0,
3.685e-012,299.367,-9634.62,-5501.49,0,
3.69e-012,299.812,-9641.17,-5501.89,0,
3.695e-012,297.566,-9609.28,-5501.01,0,
3.7e-012,300.571,-9649.83,-5500.07,0,
3.705e-012,302.158,-9672.93,-5501.27,0,
3.71e-012,301.19,-9660.88,-5502.57,0,
3.715e-012,301.637,-9667.55,-5503.07,0,
3.72e-012,306.566,-9738.6,-5506.08,0,
3.725e-012,304.924,-9720.03,-5510.17,0,
3.73e-012,305.55,-9731.98,-5513.48,0,
3.735e-012,307.547,-9764.51,-5518.43,0,
3.74e-012,309.541,-9799.75,-5526.15,0,
3.745e-012,306.486,-9765.11,-5533.69,0,
3.75e-012,302.546,-9713.9,-5536.87,0,
3.755e-012,307.74,-9789.97,-5541.24,0,
3.76e-012,301.109,-9704.56,-5547.38,0,
3.765e-012,291.462,-9569.99,-5546,0,
3.77e-012,287.291,-9505.74,-5539.33,0,
3.775e-012,288.675,-9516.13,-5530.62,0,
3.78e-012,291.032,-9542.13,-5524.07,0,
3.785e-012,289.919,-9520,-5517.3,0,
3.79e-012,291.041,-9529.19,-5511.01,0,
3.795e-012,290.584,-9516.76,-5504.88,0,
3.8e-012,291.564,-9524.55,-5499.15,0,
3.805e-012,294.642,-9562.19,-5494.3,0,
3.81e-012,296.757,-9588.67,-5491.56,0,
3.815e-012,296.716,-9586.17,-5489.63,0,
3.82e-012,293.935,-9546.51,-5488.37,0,
3.825e-012,291.875,-9513.56,-5483.86,0,
3.83e-012,294.384,-9544.22,-5479.89,0,
3.835e-012,297.595,-9585.89,-5477.21,0,
3.84e-012,301.717,-9642.71,-5477.13,0,
3.845e-012,305.874,-9704.19,-5481.22,0,
3.85e-012,302.26,-9658.72,-5485.64,0,
3.855e-012,297.179,-9588.6,-5485.68,0,
3.86e-012,298.549,-9606.59,-5484.74,0,
3.865e-012,303.162,-9673.1,-5487.58,0,
3.87e-012,298.194,-9605.89,-5488.96,0,
3.875e-012,297.922,-9600.76,-5487.58,0,
3.88e-012,300.57,-9637.61,-5487.87,0,
3.885e-012,303.409,-9679.16,-5490.22,0,
3.89e-012,302.615,-9670.53,-5492.55,0,
3.895e-012,305.515,-9713.23,-5495.2,0,
3.9e-012,311.278,-9800.2,-5502.62,0,
3.905e-012,300.166,-9653.01,-5508.85,0,
3.91e-012,291.355,-9529.59,-5507.07,0,
3.915e-012,293.554,-9555.15,-5502.27,0,
3.92e-012,293.884,-9556.32,-5498.88,0,
3.925e-012,289.825,-9495.15,-5493.76,0,
3.93e-012,289.627,-9487.18,-5488.51,0,
3.935e-012,289.685,-9484.18,-5484.72,0,
3.94e-012,288.293,-9459.1,-5478.85,0,
3.945e-012,286.656,-9428.47,-5470.83,0,
3.95e-012,294.829,-9535.22,-5464.74,0,
3.955e-012,301.49,-9626.35,-5463.9,0,
3.96e-012,295.982,-9551.04,-5464.64,0,
3.965e-012,292.058,-9492.88,-5460.65,0,
3.97e-012,294.331,-9520.55,-5456.95,0,
3.975e-012,295.354,-9531.47,-5453.74,0,
3.98e-012,298.907,-9578.41,-5451.63,0,
3.985e-012,301.361,-9612.19,-5451.53,0,
3.99e-012,304.985,-9664.41,-5453.71,0,
3.995e-012,306.396,-9688.02,-5457.84,0,
4e-012,305.306,-9677.76,-5462.63,0,
4.005e-012,306.543,-9701.86,-5469.65,0,
4.01e-012,299.936,-9617.18,-5476.19,0,
4.015e-012,303.147,-9664.63,-5479.31,0,
4.02e-012,302.141,-9654.93,-5483.5,0,
4.025e-012,295.904,-9568.45,-5483.12,0,
4.03e-012,295.724,-9563.39,-5480.56,0,
4.035e-012,292.508,-9515.17,-5476.74,0,
4.04e-012,289.865,-9473.23,-5471.28,0,
4.045e-012,291.965,-9496.94,-5466.01,0,
4.05e-012,291.538,-9486.29,-5461.25,0,
4.055e-012,291.939,-9486.54,-5455.96,0,
4.06e-012,297.531,-9560.16,-5452.37,0,
4.065e-012,300.349,-9599.15,-5452.45,0,
4.07e-012,299.046,-9582.95,-5454.25,0,
4.075e-012,295.052,-9528.01,-5454.45,0,
4.08e-012,293.348,-9502.94,-5452.91,0,
4.085e-012,289.155,-9440.75,-5448.62,0,
4.09e-012,290.705,-9456.7,-5443.16,0,
4.095e-012,296.38,-9531.62,-5439.73,0,
4.1e-012,297.657,-9547.33,-5437.81,0,
4.105e-012,298.55,-9558.56,-5436.7,0,
4.11e-012,293.059,-9480.26,-5434.21,0,
4.115e-012,288.02,-9405.41,-5428.94,0,
4.12e-012,297.592,-9533.71,-5425.08,0,
4.125e-012,301.507,-9589.38,-5426.7,0,
4.13e-012,291.84,-9456.51,-5427.3,0,
4.135e-012,289.493,-9418.8,-5421.98,0,
4.14e-012,293.154,-9464.23,-5416.87,0,
4.145e-012,301.293,-9574.01,-5414.29,0,
4.15e-012,305.822,-9639.58,-5417.32,0,
4.155e-012,301.253,-9579.42,-5420.25,0,
4.16e-012,297.575,-9528.25,-5419.85,0,
4.165e-012,295.257,-9494.23,-5417.84,0,
4.17e-012,295.449,-9494.52,-5415.48,0,
4.175e-012,299.727,-9551.87,-5413.76,0,
4.18e-012,301.746,-9581.25,-5415.27,0,
4.185e-012,299.273,-9547.11,-5415.28,0,
4.19e-012,305.56,-9636.07,-5417.42,0,
4.195e-012,315.212,-9777.39,-5425.5,0,
4.2e-012,310.784,-9727.42,-5436.66,0,
4.205e-012,299.976,-9582.71,-5441.16,0,
4.21e-012,296.094,-9527.9,-5439.96,0,
4.215e-012,292.211,-9470.2,-5435.86,0,
4.22e-012,294.594,-9498.44,-5431.21,0,
4.225e-012,292.969,-9472.04,-5427.24,0,
4.23e-012,292.77,-9463.97,-5421.92,0,
4.235e-012,295.729,-9501.18,-5418.28,0,
4.24e-012,291.853,-9445.48,-5416.08,0,
4.245e-012,286.609,-9368.89,-5411.89,0,
4.25e-012,291.424,-9431.85,-5408.38,0,
4.255e-012,295.453,-9485.57,-5406.47,0,
4.26e-012,294.288,-9466.28,-5403.28,0,
4.265e-012,297.576,-9508.38,-5399.97,0,
4.27e-012,302.469,-9576.32,-5400.36,0,
4.275e-012,294.842,-9471.61,-5400.95,0,
4.28e-012,287.277,-9366,-5399.79,0,
4.285e-012,288.628,-9382.12,-5397.26,0,
4.29e-012,293.168,-9442.4,-5394.86,0,
4.295e-012,298.228,-9511.94,-5394.54,0,
4.3e-012,298.358,-9517.49,-5398.29,0,
4.305e-012,298.245,-9520.59,-5402.95,0,
4.31e-012,302.657,-9587.68,-5409.13,0,
4.315e-012,299.771,-9552.89,-5414.18,0,
4.32e-012,295.939,-9499.42,-5413.61,0,
4.325e-012,293.405,-9461.11,-5410.28,0,
4.33e-012,296.778,-9507.02,-5409.63,0,
4.335e-012,300.697,-9561.02,-5409.53,0,
4.34e-012,300.565,-9560.09,-5410.42,0,
4.345e-012,298.833,-9536.28,-5410.52,0,
4.35e-012,298.519,-9533.71,-5412.29,0,
4.355e-012,291.659,-9442.62,-5415.91,0,
4.36e-012,289.926,-9417.04,-5414.25,0,
4.365e-012,293.379,-9459,-5408.53,0,
4.37e-012,296.208,-9496.7,-5407.18,0,
4.375e-012,294.96,-9480.03,-5407.75,0,
4.38e-012,295.923,-9492.63,-5407.04,0,
4.385e-012,302.855,-9595.53,-5414.24,0,
4.39e-012,300.488,-9569.4,-5420.79,0,
4.395e-012,294.339,-9483.8,-5420.08,0,
4.4e-012,298.08,-9533.15,-5417.79,0,
4.405e-012,301.005,-9572.82,-5417.07,0,
4.41e-012,304.475,-9623.03,-5419.38,0,
4.415e-012,301.847,-9589.39,-5422.02,0,
4.42e-012,295.956,-9509.15,-5423.11,0,
4.425e-012,298.246,-9539.11,-5421.45,0,
4.43e-012,305.213,-9640.97,-5427.12,0,
4.435e-012,297.775,-9541.96,-5430.8,0,
4.44e-012,293.012,-9473.44,-5428.04,0,
4.445e-012,291.288,-9444.76,-5423.16,0,
4.45e-012,288.542,-9400.24,-5416.56,0,
4.455e-012,290.98,-9428.04,-5410.69,0,
4.46e-012,296.819,-9507.25,-5409.29,0,
4.465e-012,299.11,-9540.57,-5410.99,0,
4.47e-012,292.069,-9441.54,-5409.16,0,
4.475e-012,287.794,-9374.34,-5400.99,0,
4.48e-012,294.987,-9468.38,-5395.72,0,
4.485e-012,290.425,-9401.07,-5391.39,0,
4.49e-012,287.644,-9354.61,-5383.32,0,
4.495e-012,290.928,-9393.38,-5376.75,0,
4.5e-012,290.932,-9387.72,-5371.04,0,
4.505e-012,290.557,-9378.41,-5366.9,0,
4.51e-012,288.139,-9340.16,-5362.04,0,
4.515e-012,286.709,-9312.28,-5353.91,0,
4.52e-012,292.184,-9381.66,-5347.7,0,
4.525e-012,298.642,-9468.02,-5344.89,0,
4.53e-012,304.167,-9545.64,-5346.23,0,
4.535e-012,298.531,-9470.04,-5348.45,0,
4.54e-012,299.933,-9489.13,-5348.19,0,
4.545e-012,295.319,-9427.14,-5349.89,0,
4.55e-012,289.216,-9342.44,-5349.46,0,
4.555e-012,294.84,-9424.61,-5353.98,0,
4.56e-012,297.693,-9474.91,-5364.88,0,
4.565e-012,299.146,-9499.7,-5369.62,0,
4.57e-012,301.756,-9535.39,-5369.27,0,
4.575e-012,301.756,-9537.85,-5371.72,0,
4.58e-012,299.852,-9512.42,-5372.59,0,
4.585e-012,299.89,-9514.59,-5374.24,0,
4.59e-012,301.364,-9535.2,-5374.49,0,
4.595e-012,302.905,-9560.24,-5378.26,0,
4.6e-012,295.669,-9459.97,-5377.9,0,
4.605e-012,297.853,-9487.59,-5375.35,0,
4.61e-012,303.054,-9560.97,-5376.93,0,
4.615e-012,303.057,-9567.11,-5383.03,0,
4.62e-012,301.827,-9559.44,-5392.34,0,
4.625e-012,299.082,-9527.52,-5398.32,0,
4.63e-012,294.548,-9463.74,-5397.14,0,
4.635e-012,291.702,-9420.99,-5393.68,0,
4.64e-012,291.134,-9410.53,-5391.06,0,
4.645e-012,292.242,-9421.91,-5387.14,0,
4.65e-012,292.387,-9420.66,-5383.9,0,
4.655e-012,291.695,-9408.54,-5381.33,0,
4.66e-012,293.514,-9431.47,-5379.15,0,
4.665e-012,289.868,-9377.38,-5375.39,0,
4.67e-012,290.255,-9376.86,-5369.54,0,
4.675e-012,296.246,-9457.37,-5367.33,0,
4.68e-012,292.837,-9409.03,-5366.05,0,
4.685e-012,299.088,-9494.58,-5365.29,0,
4.69e-012,293.64,-9419.94,-5365.88,0,
4.695e-012,289.254,-9358.69,-5365.18,0,
4.7e-012,286.896,-9322.22,-5361.26,0,
4.705e-012,298.286,-9474.41,-5356.2,0,
4.71e-012,302.259,-9529.47,-5356.41,0,
4.715e-012,304.559,-9563.98,-5359.16,0,
4.72e-012,301.361,-9522.39,-5361.73,0,
4.725e-012,298.844,-9491.2,-5365.28,0,
4.73e-012,292.525,-9406.37,-5367.7,0,
4.735e-012,292.569,-9407.21,-5367.93,0,
4.74e-012,298.798,-9492.85,-5367.58,0,
4.745e-012,303.922,-9566.81,-5370.79,0,
4.75e-012,301.433,-9536.47,-5374.82,0,
4.755e-012,297.998,-9491.52,-5377.29,0,
4.76e-012,297.121,-9478.32,-5376.2,0,
4.765e-012,299.431,-9509.31,-5375.3,0,
4.77e-012,300.611,-9525.52,-5375.21,0,
4.775e-012,305.049,-9589.16,-5377.58,0,
4.78e-012,304.383,-9585.13,-5382.75,0,
4.785e-012,298.895,-9512.11,-5385.5,0,
4.79e-012,297.321,-9489.22,-5384.32,0,
4.795e-012,299.408,-9517.58,-5383.87,0,
4.8e-012,301.566,-9550.89,-5387.4,0,
4.805e-012,298.588,-9513.16,-5390.78,0,
4.81e-012,290.286,-9397.8,-5390.04,0,
4.815e-012,299.494,-9524.57,-5389.68,0,
4.82e-012,306.528,-9627.74,-5395.73,0,
4.825e-012,308.831,-9667.32,-5403.52,0,
4.83e-012,304.413,-9612.35,-5409.54,0,
4.835e-012,303.336,-9601.18,-5413.26,0,
4.84e-012,306.031,-9650.25,-5425.11,0,
4.845e-012,306.648,-9676.33,-5442.67,0,
4.85e-012,309.741,-9730.03,-5453.67,0,
4.855e-012,312.384,-9775.17,-5462.32,0,
4.86e-012,308.254,-9726.35,-5470.51,0,
4.865e-012,305.277,-9690.48,-5475.76,0,
4.87e-012,308.085,-9735.24,-5481.75,0,
4.875e-012,306.989,-9725.97,-5487.61,0,
4.88e-012,311.589,-9797.28,-5495.41,0,
4.885e-012,302.988,-9684.41,-5501.28,0,
4.89e-012,299.556,-9637.1,-5501.36,0,
4.895e-012,304.883,-9712.68,-5503.4,0,
4.9e-012,301.857,-9673.51,-5506,0,
4.905e-012,300.25,-9654.62,-5509.29,0,
4.91e-012,303.133,-9702.35,-5517.22,0,
4.915e-012,296.523,-9613.5,-5519.63,0,
4.92e-012,293.828,-9573.49,-5516.83,0,
4.925e-012,300.137,-9658.01,-5514.25,0,
4.93e-012,307.978,-9771.65,-5519.63,0,
4.935e-012,308.035,-9781.52,-5528.72,0,
4.94e-012,300.614,-9685.15,-5534.8,0,
4.945e-012,300.688,-9688.24,-5536.86,0,
4.95e-012,297.316,-9644.09,-5539.28,0,
4.955e-012,295.054,-9609.84,-5536.25,0,
4.96e-012,297.094,-9636.48,-5534.73,0,
4.965e-012,295.08,-9605.76,-5531.81,0,
4.97e-012,295.44,-9607.44,-5528.53,0,
4.975e-012,295.653,-9609.19,-5527.33,0,
4.98e-012,295.071,-9599.6,-5525.77,0,
4.985e-012,298.798,-9650.51,-5525.24,0,
4.99e-012,297.405,-9632.7,-5526.65,0,
4.995e-012,293.973,-9581.95,-5523.29,0,
5e-012,297.307,-9627.34,-5522.64,0,
5.005e-012,289.087,-9512.43,-5521.23,0,
5.01e-012,287.849,-9488.24,-5514.12,0,
5.015e-012,292.116,-9541.72,-5508.69,0,
5.02e-012,293.62,-9557.69,-5503.9,0,
5.025e-012,292.942,-9544.37,-5499.95,0,
5.03e-012,287.402,-9461.36,-5493.42,0,
5.035e-012,290.485,-9496.78,-5486.27,0,
5.04e-012,294.241,-9543.89,-5481.54,0,
5.045e-012,294.903,-9549.62,-5478.13,0,
5.05e-012,295.814,-9559.41,-5475.33,0,
5.055e-012,298.847,-9601.54,-5475.58,0,
5.06e-012,296.92,-9575.05,-5475.7,0,
5.065e-012,293.473,-9524.16,-5472.4,0,
5.07e-012,290.64,-9479.27,-5466.62,0,
5.075e-012,300.462,-9613.69,-5465.44,0,
5.08e-012,295.879,-9550.45,-5465.47,0,
5.085e-012,294.299,-9525.49,-5462.33,0,
5.09e-012,300.393,-9607.88,-5460.58,0,
5.095e-012,294.955,-9531.84,-5459.63,0,
5.1e-012,292.493,-9493.81,-5455.58,0,
5.105e-012,294.53,-9517.67,-5451.31,0,
5.11e-012,294.437,-9512.65,-5447.59,0,
5.115e-012,301.128,-9605.56,-5448.11,0,
5.12e-012,292.968,-9491,-5446.21,0,
5.125e-012,295.35,-9519.68,-5442.01,0,
5.13e-012,295.71,-9521.75,-5439.11,0,
5.135e-012,290.802,-9449.75,-5434.86,0,
5.14e-012,288.019,-9403.96,-5427.5,0,
5.145e-012,298.592,-9544.99,-5422.56,0,
5.15e-012,304.763,-9633.54,-5425.91,0,
5.155e-012,297.897,-9545.84,-5433,0,
5.16e-012,295.941,-9521.56,-5435.73,0,
5.165e-012,300.089,-9580.64,-5437.54,0,
5.17e-012,294.744,-9505.97,-5436.66,0,
5.175e-012,298.254,-9551.74,-5433.97,0,
5.18e-012,300.824,-9587.96,-5434.71,0,
5.185e-012,297.854,-9545.83,-5433.58,0,
5.19e-012,301.22,-9592.94,-5434.22,0,
5.195e-012,294.496,-9501.88,-5436,0,
5.2e-012,295.443,-9512.91,-5433.95,0,
5.205e-012,294.631,-9500.03,-5432.28,0,
5.21e-012,291.182,-9449.67,-5429.54,0,
5.215e-012,286.484,-9377.53,-5422.26,0,
5.22e-012,291.757,-9442.54,-5414.48,0,
5.225e-012,295.365,-9488.8,-5410.93,0,
5.23e-012,289.358,-9401.59,-5406.65,0,
5.235e-012,289.94,-9405.08,-5402.11,0,
5.24e-012,301.086,-9557.28,-5400.41,0,
5.245e-012,303.893,-9599.79,-5404.17,0,
5.25e-012,301.203,-9566.77,-5408.28,0,
5.255e-012,300.505,-9558.11,-5409.27,0,
5.26e-012,302.495,-9586.63,-5410.31,0,
5.265e-012,302.483,-9588.19,-5412.04,0,
5.27e-012,303.105,-9598.18,-5413.43,0,
5.275e-012,303.817,-9610.61,-5416.04,0,
5.28e-012,300.728,-9571.11,-5419.19,0,
5.285e-012,290.536,-9432.09,-5420.88,0,
5.29e-012,296.593,-9512.08,-5417.25,0,
5.295e-012,303.997,-9614.72,-5417.66,0,
5.3e-012,306.86,-9658.25,-5421.67,0,
5.305e-012,303.063,-9610.87,-5426.71,0,
