step,T,r,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00310391,1.03302,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000237996,0.0552061,-0.0497256,0.636018,0.500048,1
10,0.429647,1.03298,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.00023106,0.0552258,-0.0496843,0.636041,0.500057,1
20,0.565824,1.03288,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000243653,0.0552521,-0.0495866,0.636055,0.50006,1
30,0.804052,1.0328,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000274935,0.0552445,-0.0495027,0.636078,0.500062,1
40,0.992519,1.03271,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000287273,0.0552479,-0.0494137,0.636089,0.500062,1
50,1.13011,1.03261,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000275938,0.0552615,-0.0493071,0.636118,0.500054,1
60,1.17273,1.03247,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000274597,0.0552733,-0.0491669,0.636118,0.500054,1
70,1.25373,1.03232,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000275415,0.0552701,-0.0490221,0.636125,0.500049,1
80,1.26695,1.03217,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000259967,0.0552692,-0.0488664,0.636157,0.500022,1
90,1.31083,1.03201,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000239822,0.0552659,-0.0487119,0.636181,0.499993,1
100,1.32809,1.03186,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000236718,0.055259,-0.0485583,0.636213,0.499938,1
110,10.5506,1.03153,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000241225,0.0552285,-0.04823,0.636263,0.499837,1
120,17.787,1.03099,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000222043,0.0551969,-0.0476942,0.636311,0.499734,1
130,22.7447,1.03035,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000186303,0.0551803,-0.0470557,0.636359,0.499638,1
140,25.9064,1.02967,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000168761,0.0551688,-0.0463749,0.636416,0.499533,1
150,27.8454,1.02899,0,0,0,-3.50855e-008,2.43837e-009,0.981818,0,0,0,0.000149665,0.0551509,-0.045688,0.636486,0.499417,1
