step,T,r,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0132938,1.0151,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000447777,0.0552008,-0.0317772,0.633451,0.499956,1
10,1.74059,1.01511,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000442781,0.0552184,-0.0317926,0.633828,0.500159,1
20,2.84534,1.01519,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.00044476,0.0552151,-0.0318728,0.63427,0.500388,1
30,4.16632,1.01529,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000473135,0.0552065,-0.031974,0.634591,0.500546,1
40,5.17806,1.01537,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000465579,0.0552529,-0.0320463,0.635052,0.500764,1
50,5.74888,1.01541,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000438342,0.0553314,-0.0320871,0.635493,0.500965,1
60,6.16443,1.01554,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000419134,0.0553819,-0.0322071,0.635856,0.501121,1
70,6.31451,1.01574,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.0004017,0.0554251,-0.0324046,0.636247,0.501282,1
80,6.04654,1.01592,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000345007,0.0554661,-0.0325883,0.636667,0.501448,1
90,5.7161,1.01603,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000283264,0.0554812,-0.0326946,0.637056,0.501594,1
100,5.40839,1.01612,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000250046,0.0554764,-0.0327861,0.637414,0.501722,1
110,14.53,1.0163,0,0,0,-2.49256e-008,2.7093e-009,0.981818,0,0,0,-0.000226561,0.0554848,-0.0329646,0.637872,0.501879,1
