step,rz,Epot,Epot00,prob_atom_z,prob_atom_fz,prob_atom_fz_integral,n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.589662,-3347.22,0,-0.663473,1.10551,0,189,-4215.26,868.048,630.889,1130.73,-6427.84,450.957,1142.38,-274.33
1,-0.576497,-3347.2,0.0187977,-0.650204,1.72812,0.0188004,21,-4215.26,868.066,630.899,1130.72,-6427.84,450.959,1142.4,-274.332
2,-0.563228,-3347.17,0.0458242,-0.636934,2.34321,0.0458126,21,-4215.27,868.102,630.906,1130.7,-6427.84,450.956,1142.44,-274.334
3,-0.549958,-3346.78,0.43917,-0.623665,0.252608,0.0630351,21,-4215.26,868.487,630.915,1130.7,-6427.83,450.958,1142.82,-274.332
4,-0.536689,-3346.73,0.484401,-0.610395,0.805608,0.0700561,21,-4215.24,868.505,630.937,1130.69,-6427.83,450.965,1142.83,-274.329
5,-0.523419,-3346.71,0.500526,-0.597126,1.6173,0.0861314,21,-4215.24,868.526,630.942,1130.67,-6427.83,450.972,1142.86,-274.33
6,-0.510149,-3346.69,0.527142,-0.583856,2.39042,0.112722,21,-4215.27,868.579,630.923,1130.68,-6427.83,450.965,1142.91,-274.333
7,-0.496881,-3346.65,0.563821,-0.570587,3.13394,0.149374,21,-4215.27,868.614,630.924,1130.67,-6427.83,450.969,1142.95,-274.334
8,-0.483612,-3346.61,0.610256,-0.557317,3.86301,0.195797,21,-4215.27,868.665,630.931,1130.66,-6427.83,450.967,1143,-274.334
9,-0.470344,-3346.59,0.626971,-0.544048,-1.42649,0.211963,21,-4215.3,868.711,630.924,1130.66,-6427.83,450.952,1143.05,-274.342
10,-0.457076,-3346.71,0.507779,-0.530778,-1.72373,0.191062,21,-4215.26,868.549,630.947,1130.65,-6427.82,450.962,1142.88,-274.329
11,-0.443802,-3346.76,0.458941,-0.517509,-1.45998,0.169939,21,-4215.26,868.502,630.938,1130.65,-6427.81,450.965,1142.82,-274.322
12,-0.430533,-3346.99,0.229595,-0.504239,-2.66085,0.142598,21,-4215.23,868.242,630.952,1130.66,-6427.8,450.964,1142.56,-274.318
13,-0.417264,-3347.02,0.196244,-0.49097,-2.37211,0.109206,21,-4215.23,868.214,630.944,1130.66,-6427.8,450.961,1142.53,-274.313
14,-0.403993,-3347.05,0.166517,-0.477701,-2.11394,0.0794423,21,-4215.23,868.181,630.928,1130.65,-6427.79,450.977,1142.48,-274.3
15,-0.390724,-3347.08,0.139974,-0.464431,-1.89269,0.0528594,21,-4215.22,868.144,630.933,1130.65,-6427.78,450.976,1142.44,-274.296
16,-0.377456,-3347.3,-0.0894294,-0.451162,-3.22206,0.0189244,21,-4215.23,867.926,630.944,1130.64,-6427.78,450.97,1142.22,-274.296
17,-0.364184,-3347.35,-0.132248,-0.437892,-3.24407,-0.0239766,21,-4215.22,867.874,630.931,1130.66,-6427.78,450.969,1142.17,-274.294
18,-0.350914,-3347.39,-0.175837,-0.424623,-3.33959,-0.0676574,21,-4215.2,867.806,630.951,1130.64,-6427.77,450.974,1142.09,-274.286
19,-0.337644,-3347.16,0.058561,-0.411353,-5.60622,-0.12701,22,-4215.18,868.023,630.955,1130.63,-6427.74,450.983,1142.29,-274.27
20,-0.324376,-3347.12,0.0933955,-0.398084,-6.48821,-0.207254,21,-4215.17,868.052,630.934,1130.63,-6427.73,450.993,1142.3,-274.249
21,-0.311107,-3347.21,0.00697884,-0.384814,-6.5481,-0.293746,21,-4215.14,867.93,630.956,1130.64,-6427.73,450.989,1142.18,-274.249
22,-0.297836,-3347.3,-0.0806346,-0.371545,-6.66369,-0.381403,21,-4215.12,867.823,630.95,1130.65,-6427.71,450.995,1142.06,-274.237
23,-0.284568,-3347.39,-0.169862,-0.358275,-6.78039,-0.4706,21,-4215.11,867.724,630.934,1130.65,-6427.7,451.004,1141.94,-274.218
24,-0.271298,-3347.49,-0.275535,-0.345006,-6.9059,-0.561405,21,-4215.09,867.596,630.934,1130.66,-6427.69,451.009,1141.8,-274.207
25,-0.258028,-3347.21,0.00664128,-0.331736,-9.51717,-0.670368,21,-4215.09,867.88,630.943,1130.65,-6427.68,451.001,1142.09,-274.207
26,-0.244761,-3347.33,-0.114693,-0.318467,-8.68913,-0.791162,21,-4215.03,867.7,630.964,1130.63,-6427.65,451.022,1141.89,-274.187
27,-0.231491,-3347.6,-0.382635,-0.305198,-8.42197,-0.904689,21,-4215.03,867.432,630.969,1130.63,-6427.65,451.02,1141.61,-274.174
28,-0.21822,-3347.74,-0.524261,-0.291928,-6.37065,-1.00283,25,-4215.09,867.351,630.962,1130.59,-6427.65,451.008,1141.53,-274.178
29,-0.204953,-3347.8,-0.585018,-0.278659,-2.47893,-1.06155,21,-4215.14,867.339,631.022,1130.51,-6427.65,450.983,1141.53,-274.194
30,-0.191687,-3347.8,-0.57998,-0.265389,3.68057,-1.05358,21,-4215.24,867.44,631.02,1130.46,-6427.66,450.949,1141.65,-274.212
31,-0.178419,-3347.69,-0.472999,-0.25212,13.048,-0.942587,21,-4215.49,867.804,631.01,1130.24,-6427.66,450.919,1142.05,-274.243
32,-0.165148,-3347.43,-0.213662,-0.23885,26.849,-0.677881,21,-4215.64,868.208,631.233,1129.92,-6427.64,450.848,1142.48,-274.276
33,-0.151875,-3347,0.212543,-0.225581,46.2634,-0.1928,37,-4216.07,869.071,631.617,1129.65,-6427.9,450.554,1143.65,-274.579
34,-0.138634,-3346.71,0.506995,-0.212311,69.9201,0.578046,102,-4216.69,869.984,631.998,1129.13,-6428.09,450.263,1144.85,-274.869
35,-0.125377,-3345.18,2.04,-0.199042,101.694,1.71666,106,-4217.47,872.295,632.643,1128.41,-6428.36,449.837,1147.59,-275.291
