step	T	Epot	Efull	E_solute	E_solvent	E_solusolv	NThroughZ	NThroughZmin	NThroughZmax	
0	0.000242344	-1646.69	-1646.69	-1646.69	0	0	0	1	1	
10	0.0370561	-1646.69	-1646.66	-1646.69	0	0	0	0	0	
20	0.0482426	-1646.72	-1646.67	-1646.72	0	0	0	0	0	
30	0.0584359	-1646.76	-1646.69	-1646.76	0	0	0	0	0	
40	0.0696962	-1646.79	-1646.72	-1646.79	0	0	0	0	0	
50	0.0656028	-1646.82	-1646.75	-1646.82	0	0	0	0	0	
60	0.0561182	-1646.83	-1646.77	-1646.83	0	0	0	0	0	
70	0.0449187	-1646.84	-1646.79	-1646.84	0	0	0	0	0	
80	0.032658	-1646.84	-1646.81	-1646.84	0	0	0	0	0	
90	0.0234679	-1646.84	-1646.82	-1646.84	0	0	0	0	0	
100	0.015378	-1646.84	-1646.83	-1646.84	0	0	0	0	0	
110	6.85207	-1646.27	-1639.09	-1646.27	0	0	0	0	0	
120	12.7599	-1644.81	-1631.44	-1644.81	0	0	0	0	0	
130	15.8502	-1642.01	-1625.41	-1642.01	0	0	0	0	0	
140	16.7591	-1637.71	-1620.15	-1637.71	0	0	0	0	0	
150	16.6462	-1632.52	-1615.08	-1632.52	0	0	0	0	0	
160	16.3583	-1627.17	-1610.04	-1627.17	0	0	0	0	0	
170	16.3762	-1621.93	-1604.78	-1621.93	0	0	0	0	0	
180	17.6516	-1618.24	-1599.75	-1618.24	0	0	0	0	0	
190	19.6813	-1615.85	-1595.23	-1615.85	0	0	0	0	0	
200	21.4964	-1614.1	-1591.58	-1614.1	0	0	0	0	0	
210	33.1582	-1613.6	-1578.86	-1613.6	0	0	0	0	0	
220	42.1381	-1613.97	-1569.82	-1613.97	0	0	0	0	0	
230	46.8766	-1612.63	-1563.52	-1612.63	0	0	0	0	0	
240	48.2767	-1609.58	-1559	-1609.58	0	0	0	0	0	
250	48.994	-1605.78	-1554.45	-1605.78	0	0	0	0	0	
260	48.2081	-1600.57	-1550.07	-1600.57	0	0	0	0	0	
270	45.8043	-1593.19	-1545.2	-1593.19	0	0	0	0	0	
280	43.7975	-1584.83	-1538.95	-1584.83	0	0	0	0	0	
290	43.3146	-1578.04	-1532.66	-1578.04	0	0	0	0	0	
300	43.9105	-1572.11	-1526.11	-1572.11	0	0	0	0	0	
310	56.8491	-1570.23	-1510.68	-1570.23	0	0	0	0	0	
320	66.3829	-1569.15	-1499.61	-1569.15	0	0	0	0	0	
330	74.9023	-1570.59	-1492.12	-1570.59	0	0	0	0	0	
340	81.359	-1573.03	-1487.79	-1573.03	0	0	0	0	0	
350	79.3904	-1567.65	-1484.47	-1567.65	0	0	0	0	0	
360	72.0182	-1554.35	-1478.91	-1554.35	0	0	0	0	0	
370	66.0907	-1539.97	-1470.73	-1539.97	0	0	0	0	0	
380	57.2795	-1519.86	-1459.85	-1519.86	0	0	0	0	0	
390	49.2402	-1497.5	-1445.91	-1497.5	0	0	0	0	0	
400	47.3869	-1479.21	-1429.57	-1479.21	0	0	0	0	0	
410	54.5232	-1459.99	-1402.87	-1459.99	0	0	0	0	0	
420	71.0211	-1455.03	-1380.62	-1455.03	0	0	0	0	0	
430	88.104	-1455.98	-1363.68	-1455.98	0	0	0	0	0	
440	107.641	-1467.88	-1355.12	-1467.88	0	0	0	0	0	
450	131.684	-1492.42	-1354.47	-1492.42	0	0	0	0	0	
460	156.277	-1527.12	-1363.4	-1527.12	0	0	0	0	0	
470	167.521	-1555.85	-1380.35	-1555.85	0	0	0	0	0	
480	167.164	-1574.51	-1399.39	-1574.51	0	0	0	0	0	
490	163.858	-1588.6	-1416.94	-1588.6	0	0	0	0	0	
500	152.388	-1592.44	-1432.8	-1592.44	0	0	0	0	0	
510	144.209	-1583.51	-1432.43	-1583.51	0	0	0	0	0	
520	128.98	-1562.45	-1427.32	-1562.45	0	0	0	0	0	
530	117.178	-1539.59	-1416.83	-1539.59	0	0	0	0	0	
540	101.021	-1506.88	-1401.05	-1506.88	0	0	0	0	0	
550	99.0276	-1485.16	-1381.42	-1485.16	0	0	0	0	0	
560	93.5203	-1458.07	-1360.1	-1458.07	0	0	0	0	0	
570	106.147	-1451.57	-1340.37	-1451.57	0	0	0	0	0	
580	125.955	-1457.9	-1325.95	-1457.9	0	0	0	0	0	
590	140.392	-1466.89	-1319.81	-1466.89	0	0	0	0	0	
600	148.097	-1472.9	-1317.75	-1472.9	0	0	0	0	0	
610	160.753	-1475.77	-1307.36	-1475.77	0	0	0	0	0	
620	164.695	-1473.44	-1300.9	-1473.44	0	0	0	0	0	
630	159.857	-1462.23	-1294.76	-1462.23	0	0	0	0	0	
640	161.363	-1455.01	-1285.96	-1455.01	0	0	0	0	0	
650	167.094	-1455.13	-1280.08	-1455.13	0	0	0	0	0	
660	187.994	-1475.44	-1278.5	-1475.44	0	0	0	0	0	
670	188.814	-1479.48	-1281.67	-1479.48	0	0	0	0	0	
680	192.659	-1488.06	-1286.23	-1488.06	0	0	0	0	0	
690	182.414	-1480.39	-1289.28	-1480.39	0	0	0	0	0	
700	181.274	-1479.88	-1289.97	-1479.88	0	0	0	0	0	
