"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"	Angle(1 0 2)	Angle-opt(1 0 2)	Angle(1 0 3)	Angle-opt(1 0 3)	Angle(1 0 4)	Angle-opt(1 0 4)	Angle(2 0 3)	Angle-opt(2 0 3)	Angle(2 0 4)	Angle-opt(2 0 4)	Angle(3 0 4)	Angle-opt(3 0 4)
-21.400000	36.545108	36.545108	0.000000	0.000000	36.545108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	88.071218	-20.611370	109.471219	0.788631	118.839421	10.156833	118.839422	10.156834
-21.200000	35.901757	35.901757	0.000000	0.000000	35.901757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	88.271218	-20.411370	109.471219	0.788631	118.766817	10.084229	118.766814	10.084226
-21.000000	35.263475	35.263475	0.000000	0.000000	35.263475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	88.471217	-20.211371	109.471219	0.788631	118.693878	10.011290	118.693874	10.011286
-20.800000	34.630275	34.630275	0.000000	0.000000	34.630275	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	88.671218	-20.011370	109.471219	0.788631	118.620605	9.938017	118.620605	9.938017
-20.600000	34.002187	34.002187	0.000000	0.000000	34.002187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	88.871218	-19.811370	109.471219	0.788631	118.547006	9.864418	118.547005	9.864417
-20.400000	33.379226	33.379226	0.000000	0.000000	33.379226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	89.071217	-19.611371	109.471219	0.788631	118.473076	9.790488	118.473079	9.790491
-20.200000	32.761413	32.761413	0.000000	0.000000	32.761413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	89.271217	-19.411371	109.471219	0.788631	118.398823	9.716235	118.398822	9.716234
-20.000000	32.148759	32.148759	0.000000	0.000000	32.148759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	89.471220	-19.211368	109.471219	0.788631	118.324241	9.641653	118.324243	9.641655
-19.800000	31.541299	31.541299	0.000000	0.000000	31.541299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	89.671220	-19.011368	109.471219	0.788631	118.249336	9.566748	118.249340	9.566752
-19.600000	30.939051	30.939051	0.000000	0.000000	30.939051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	89.871219	-18.811369	109.471219	0.788631	118.174112	9.491524	118.174112	9.491524
-19.400000	30.342030	30.342030	0.000000	0.000000	30.342030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	90.071218	-18.611370	109.471219	0.788631	118.098566	9.415978	118.098566	9.415978
-19.200000	29.750254	29.750254	0.000000	0.000000	29.750254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	90.271218	-18.411370	109.471219	0.788631	118.022700	9.340112	118.022699	9.340111
-19.000000	29.163743	29.163743	0.000000	0.000000	29.163743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	90.471220	-18.211368	109.471219	0.788631	117.946513	9.263925	117.946517	9.263929
-18.800000	28.582529	28.582529	0.000000	0.000000	28.582529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	90.671217	-18.011371	109.471219	0.788631	117.870016	9.187428	117.870015	9.187427
-18.600000	28.006617	28.006617	0.000000	0.000000	28.006617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	90.871217	-17.811371	109.471219	0.788631	117.793201	9.110613	117.793199	9.110611
-18.400000	27.436031	27.436031	0.000000	0.000000	27.436031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	91.071217	-17.611371	109.471219	0.788631	117.716072	9.033484	117.716071	9.033483
-18.200000	26.870789	26.870789	0.000000	0.000000	26.870789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	91.271218	-17.411370	109.471219	0.788631	117.638631	8.956043	117.638629	8.956041
