step,T,r,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00936567,1.03203,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,0.000149844,0.0554255,-0.0487264,0.6361,0.50137,1
10,1.24755,1.03203,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,0.000132692,0.0554404,-0.0487179,0.6361,0.50137,1
20,1.20584,1.03193,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,5.29722e-005,0.0554137,-0.0486204,0.6361,0.50137,1
30,1.76903,1.03177,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-4.83153e-005,0.0553201,-0.0484682,0.6361,0.50137,1
40,2.19559,1.03164,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-7.9809e-005,0.0552687,-0.0483422,0.6361,0.50137,1
50,2.40885,1.03156,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-5.40595e-005,0.0552958,-0.0482584,0.6361,0.50137,1
60,2.62842,1.03139,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-6.77211e-005,0.0553353,-0.0480866,0.6361,0.50137,1
70,2.7419,1.03114,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.00011136,0.0553415,-0.0478398,0.6361,0.50137,1
80,2.69108,1.03093,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000122187,0.0553307,-0.0476242,0.636123,0.501373,1
90,2.66299,1.03079,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000105365,0.0553163,-0.0474882,0.636144,0.501375,1
100,2.5285,1.03065,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000107096,0.0553034,-0.047342,0.636159,0.501374,1
110,11.7568,1.03032,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000132344,0.0552968,-0.0470187,0.636175,0.501372,1
120,18.8494,1.02985,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000159563,0.0553183,-0.0465433,0.636288,0.501346,1
130,23.4731,1.02935,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000202361,0.0553452,-0.0460428,0.636377,0.501316,1
140,26.3386,1.02882,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000273657,0.0553268,-0.045512,0.636463,0.501275,1
150,27.9897,1.02827,0,0,0,-2.03198e-008,3.79302e-009,0.981818,0,0,0,-0.000321561,0.0552726,-0.0449625,0.636616,0.50119,1
