step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.738936,-3688.96,0,0.664813,6.27512,500,-4389.87,700.918,639.771,996.357,-6509.84,483.836,701.501,-0.583387
1,0.726224,-3688.01,0.946141,0.651648,8.22095,500,-4389.81,701.801,639.783,996.313,-6509.78,483.869,702.379,-0.578118
2,0.713054,-3687.6,1.35776,0.638484,13.3182,500,-4389.76,702.158,639.81,996.276,-6509.73,483.89,702.738,-0.580483
3,0.699884,-3686.34,2.6163,0.625319,11.7582,500,-4389.68,703.341,639.862,996.238,-6509.69,483.91,703.924,-0.583084
4,0.686713,-3685.64,3.31882,0.612155,12.8414,500,-4389.63,703.988,639.907,996.202,-6509.66,483.924,704.574,-0.586602
5,0.673543,-3685.44,3.51277,0.59899,16.3742,500,-4389.58,704.132,639.944,996.166,-6509.62,483.936,704.722,-0.590029
6,0.660374,-3685.21,3.74399,0.585825,18.5569,500,-4389.53,704.32,639.979,996.135,-6509.59,483.946,704.913,-0.592816
7,0.647206,-3684.91,4.0512,0.572661,12.4532,500,-4389.42,704.517,640.039,996.105,-6509.54,483.975,705.167,-0.650495
8,0.634035,-3684.86,4.09607,0.559496,-1.95148,500,-4389.39,704.53,640.045,996.096,-6509.52,483.987,705.185,-0.654937
9,0.620864,-3684.43,4.52306,0.546331,-12.7735,500,-4389.4,704.963,640.05,996.091,-6509.53,483.989,705.623,-0.659958
10,0.607694,-3685.77,3.18857,0.533167,-18.8205,500,-4389.46,703.692,639.976,996.13,-6509.56,483.992,704.369,-0.677033
11,0.594525,-3686,2.95387,0.520002,-16.6087,500,-4389.48,703.476,639.964,996.14,-6509.58,483.995,704.162,-0.685385
12,0.581359,-3686.13,2.82865,0.506838,-12.887,500,-4389.5,703.368,639.957,996.154,-6509.6,483.996,704.061,-0.692384
13,0.568195,-3686.83,2.12338,0.493673,-11.238,500,-4389.53,702.694,639.906,996.202,-6509.63,483.992,703.382,-0.688337
14,0.555029,-3687.52,1.43903,0.480508,-9.07163,500,-4389.54,702.019,639.911,996.208,-6509.65,483.995,702.728,-0.70964
15,0.541862,-3688.46,0.497906,0.467344,-6.63112,500,-4389.59,701.127,639.862,996.247,-6509.68,483.984,701.824,-0.697445
16,0.528696,-3689.76,-0.801573,0.454179,-6.58017,500,-4389.7,699.946,639.825,996.217,-6509.72,483.97,700.616,-0.669276
17,0.515527,-3690.27,-1.3162,0.441015,-0.0156877,500,-4389.81,699.54,639.841,996.166,-6509.77,483.949,700.155,-0.615675
18,0.502363,-3689.94,-0.983607,0.42785,6.93957,500,-4389.94,699.999,639.883,996.081,-6509.82,483.917,700.51,-0.510047
19,0.489202,-3688.72,0.240875,0.414685,16.0847,500,-4390.09,701.369,639.933,996.022,-6509.89,483.851,701.698,-0.328562
20,0.476046,-3687.17,1.78738,0.401521,31.7417,500,-4390.36,703.194,639.96,995.95,-6510.01,483.736,703.224,-0.0296607
21,0.462896,-3686.45,2.50277,0.388356,64.7297,500,-4390.81,704.359,639.916,995.876,-6510.18,483.571,703.924,0.434565
22,0.449755,-3685.31,3.6443,0.375191,110.463,500,-4391.43,706.114,639.833,995.806,-6510.4,483.335,704.986,1.1273
23,0.436626,-3683.48,5.47941,0.362027,170.824,500,-4392.16,708.683,639.739,995.78,-6510.69,483.013,706.574,2.10878
24,0.423512,-3679.78,9.17775,0.348862,237.703,500,-4392.88,713.1,639.705,995.823,-6511.01,482.606,709.682,3.41873
25,0.410413,-3675.33,13.623,0.335698,310.226,500,-4393.43,718.091,639.766,996.068,-6511.37,482.114,713.038,5.05307
26,0.397323,-3670.82,18.141,0.322533,388.1,500,-4393.59,722.771,639.915,996.645,-6511.73,481.585,715.78,6.99097
27,0.384237,-3666.02,22.9325,0.309368,456.898,500,-4393.07,727.041,640.259,997.632,-6512.04,481.083,717.838,9.20275
28,0.371147,-3660.28,28.6752,0.296204,502.864,500,-4391.67,731.391,640.731,999.198,-6512.3,480.698,719.769,11.6226
29,0.358045,-3653.5,35.4568,0.283039,511.539,500,-4388.76,735.258,641.341,1001.71,-6512.46,480.651,721.116,14.1416
30,0.344922,-3648.38,40.5746,0.269875,469.23,500,-4383.97,735.592,641.76,1005.56,-6512.6,481.307,719.371,16.2212
