step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.59069,-3688.89,0,-0.664813,-6.27618,500,-4389.89,701.004,639.759,996.356,-6509.84,483.833,701.58,-0.576798
1,-0.577072,-3688.92,-0.0329054,-0.651648,1.29565,500,-4389.91,700.991,639.76,996.388,-6509.87,483.814,701.566,-0.575029
2,-0.563903,-3688.85,0.0327637,-0.638484,8.58801,500,-4389.92,701.069,639.781,996.412,-6509.91,483.791,701.642,-0.572349
3,-0.550735,-3687.66,1.22534,-0.625319,8.03489,500,-4389.89,702.232,639.849,996.404,-6509.92,483.774,702.795,-0.562677
4,-0.537564,-3686.14,2.75018,-0.612155,4.64286,500,-4389.84,703.708,639.932,996.413,-6509.94,483.752,704.273,-0.564682
5,-0.524392,-3685.86,3.02793,-0.59899,7.97834,500,-4389.83,703.972,639.973,996.431,-6509.97,483.73,704.538,-0.565853
6,-0.511224,-3685.66,3.23047,-0.585825,11.8173,500,-4389.82,704.167,640.006,996.443,-6509.98,483.713,704.731,-0.563897
7,-0.498057,-3686.04,2.84911,-0.572661,10.3824,500,-4389.82,703.786,640.022,996.456,-6509.99,483.689,704.349,-0.562859
8,-0.484888,-3686.19,2.70179,-0.559496,2.22879,500,-4389.84,703.65,640.042,996.439,-6509.98,483.667,704.209,-0.559277
9,-0.471719,-3685.59,3.29241,-0.546331,-8.01558,500,-4389.8,704.207,640.069,996.462,-6509.98,483.653,704.756,-0.549487
10,-0.458549,-3686.46,2.42829,-0.533167,-27.7335,500,-4389.82,703.358,640.034,996.569,-6510.02,483.604,703.897,-0.538818
11,-0.445375,-3687.61,1.28174,-0.520002,-32.8099,500,-4389.79,702.189,639.952,996.692,-6510.04,483.603,702.725,-0.535997
12,-0.432206,-3688.03,0.858327,-0.506838,-31.3304,500,-4389.83,701.803,639.887,996.756,-6510.07,483.595,702.33,-0.527356
13,-0.419041,-3689.19,-0.302524,-0.493673,-34.5903,500,-4389.93,700.74,639.781,996.826,-6510.11,483.578,701.195,-0.455047
14,-0.405872,-3690.2,-1.31095,-0.480508,-35.1513,500,-4389.99,699.791,639.698,996.882,-6510.15,483.584,700.222,-0.430927
15,-0.392705,-3691.28,-2.39698,-0.467344,-34.9257,500,-4390.05,698.764,639.635,996.916,-6510.18,483.585,699.175,-0.410206
16,-0.379536,-3691.71,-2.82481,-0.454179,-29.9126,500,-4390.08,698.368,639.567,996.979,-6510.21,483.588,698.755,-0.387402
17,-0.36637,-3692.73,-3.83972,-0.441015,-27.875,500,-4390.15,697.423,639.517,996.997,-6510.26,483.592,697.788,-0.364515
18,-0.3532,-3693.35,-4.46384,-0.42785,-23.4016,500,-4390.2,696.846,639.479,997.014,-6510.29,483.601,697.195,-0.34935
19,-0.340033,-3693.08,-4.19249,-0.414685,-19.8979,500,-4390.21,697.126,639.466,997.008,-6510.3,483.621,697.457,-0.331332
20,-0.326867,-3692.26,-3.37053,-0.401521,-18.2082,500,-4390.21,697.953,639.483,996.964,-6510.3,483.645,698.278,-0.324762
21,-0.313702,-3691.4,-2.51763,-0.388356,-13.5088,500,-4390.24,698.836,639.521,996.891,-6510.32,483.666,699.179,-0.342122
22,-0.30054,-3691.48,-2.58893,-0.375191,3.65832,500,-4390.34,698.864,639.558,996.744,-6510.34,483.698,699.248,-0.383814
23,-0.287383,-3691.2,-2.31705,-0.362027,28.5135,500,-4390.49,699.291,639.642,996.476,-6510.35,483.741,699.768,-0.476528
24,-0.274233,-3690.6,-1.71008,-0.348862,65.6247,500,-4390.74,700.148,639.785,996.041,-6510.37,483.795,700.784,-0.635877
25,-0.261093,-3688.36,0.526474,-0.335698,114.159,500,-4391.09,702.728,640.06,995.314,-6510.34,483.875,703.622,-0.89428
26,-0.247966,-3684.99,3.89489,-0.322533,183.355,500,-4391.59,706.603,640.49,994.258,-6510.31,483.967,707.919,-1.31597
27,-0.234858,-3682.32,6.56835,-0.309368,298.9,500,-4392.35,710.033,641.078,992.788,-6510.29,484.076,711.926,-1.89344
28,-0.221775,-3678.28,10.6092,-0.296204,457.777,500,-4393.34,715.059,642.036,990.743,-6510.29,484.174,717.84,-2.78045
29,-0.208723,-3671.35,17.5357,-0.283039,676.837,500,-4394.57,723.223,643.472,987.974,-6510.28,484.261,727.15,-3.92639
30,-0.195713,-3660.9,27.9849,-0.269875,964.069,500,-4395.98,735.078,645.577,984.348,-6510.25,484.345,740.439,-5.3607
31,-0.18275,-3646.13,42.7567,-0.25671,1328.39,500,-4397.36,751.229,648.561,979.852,-6510.18,484.408,758.347,-7.11868
32,-0.169838,-3626.34,62.5489,-0.243545,1771.72,500,-4398.3,771.966,652.711,974.541,-6510.04,484.48,781.189,-9.22362
33,-0.156981,-3600.46,88.4243,-0.230381,2293.04,500,-4398.37,797.908,658.187,968.672,-6509.77,484.545,809.548,-11.6408
34,-0.144174,-3567.35,121.533,-0.217216,2878.55,500,-4396.74,829.388,665.347,962.608,-6509.33,484.634,843.739,-14.3502
35,-0.131408,-3524.85,164.037,-0.204052,3515.07,500,-4392.45,867.595,674.526,956.89,-6508.63,484.767,884.901,-17.3057
36,-0.118673,-3474.54,214.344,-0.190887,4152.19,500,-4384.78,910.235,686.129,951.997,-6507.76,484.854,930.871,-20.6355
37,-0.105935,-3414.02,274.864,-0.177722,4766.62,500,-4372.63,958.612,700.262,948.661,-6506.47,484.913,982.95,-24.3382
38,-0.093176,-3347.61,341.277,-0.164558,5327.23,500,-4355.55,1007.94,716.499,947.908,-6504.8,484.847,1036.28,-28.3402
39,-0.0803645,-3273.61,415.273,-0.151393,5779.17,500,-4332.57,1058.95,734.63,950.968,-6502.64,484.48,1091.49,-32.5421
40,-0.0674664,-3194.93,493.958,-0.138228,6067.21,500,-4303.37,1108.44,753.696,959.448,-6500.1,483.59,1145.23,-36.7839
