step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.59069,-3688.89,0,-0.664813,-6.27618,500,-4389.89,701.004,639.759,996.356,-6509.84,483.833,701.58,-0.576798
1,-0.577072,-3688.92,-0.0328292,-0.651648,1.29413,127,-4389.92,700.996,639.757,996.391,-6509.88,483.813,701.575,-0.578756
2,-0.563904,-3688.85,0.0328111,-0.638484,8.58606,103,-4389.92,701.068,639.785,996.408,-6509.91,483.791,701.639,-0.57084
3,-0.550734,-3687.66,1.22538,-0.625319,8.03315,109,-4389.9,702.236,639.844,996.407,-6509.92,483.774,702.801,-0.564496
4,-0.537563,-3686.14,2.75021,-0.612155,4.64263,100,-4389.84,703.708,639.929,996.414,-6509.94,483.753,704.272,-0.564261
5,-0.524392,-3685.86,3.02796,-0.59899,7.97853,83,-4389.84,703.982,639.96,996.438,-6509.97,483.729,704.545,-0.56281
6,-0.511224,-3685.66,3.23051,-0.585825,11.8175,99,-4389.82,704.167,640.009,996.439,-6509.98,483.71,704.729,-0.56214
7,-0.498057,-3686.04,2.84912,-0.572661,10.3818,116,-4389.82,703.787,640.018,996.462,-6509.99,483.687,704.348,-0.561775
8,-0.484888,-3686.18,2.70481,-0.559496,2.25331,11,-4389.79,703.606,640.01,996.471,-6509.97,483.704,704.168,-0.561283
9,-0.471724,-3685.59,3.29243,-0.546331,-8.01476,71,-4389.8,704.206,640.078,996.452,-6509.99,483.655,704.756,-0.549885
10,-0.458549,-3686.46,2.42831,-0.533167,-27.7345,114,-4389.81,703.353,640.039,996.567,-6510.02,483.603,703.889,-0.536593
11,-0.445375,-3687.61,1.28175,-0.520002,-32.81,99,-4389.79,702.189,639.949,996.697,-6510.04,483.602,702.724,-0.535521
12,-0.432207,-3688.03,0.858338,-0.506838,-31.3315,94,-4389.83,701.803,639.89,996.749,-6510.07,483.597,702.329,-0.526252
13,-0.419041,-3689.12,-0.231785,-0.493673,-34.5893,105,-4389.93,700.807,639.784,996.826,-6510.11,483.578,701.262,-0.455184
14,-0.405872,-3690.2,-1.31092,-0.480508,-35.1531,83,-4389.98,699.784,639.701,996.873,-6510.15,483.589,700.213,-0.429257
15,-0.392705,-3691.28,-2.39697,-0.467344,-34.9244,117,-4390.04,698.757,639.638,996.919,-6510.18,483.585,699.169,-0.41144
