step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.738936,-3688.96,0,0.664813,6.27512,500,-4389.87,700.918,639.771,996.357,-6509.84,483.836,701.501,-0.583387
1,0.726224,-3688.01,0.946209,0.651648,8.22112,193,-4389.82,701.811,639.782,996.308,-6509.78,483.869,702.384,-0.573744
2,0.713054,-3687.6,1.35782,0.638484,13.3187,35,-4389.77,702.175,639.803,996.27,-6509.73,483.887,702.751,-0.576305
3,0.699884,-3686.34,2.61634,0.625319,11.7618,103,-4389.69,703.35,639.86,996.231,-6509.69,483.909,703.929,-0.578807
4,0.686713,-3685.64,3.31885,0.612155,12.8423,105,-4389.63,703.992,639.908,996.198,-6509.66,483.924,704.578,-0.58586
5,0.673543,-3685.44,3.51278,0.59899,16.3753,99,-4389.57,704.128,639.947,996.163,-6509.62,483.939,704.72,-0.591985
6,0.660374,-3685.21,3.744,0.585825,18.5568,103,-4389.53,704.321,639.975,996.139,-6509.59,483.945,704.914,-0.59298
7,0.647206,-3684.82,4.13436,0.572661,8.81719,11,-4389.52,704.7,640.021,996.104,-6509.6,483.951,705.293,-0.593355
8,0.634042,-3684.86,4.09608,0.559496,-1.95124,77,-4389.4,704.539,640.041,996.097,-6509.52,483.984,705.192,-0.652748
9,0.620864,-3684.42,4.53857,0.546331,-12.6395,11,-4389.39,704.976,640.053,996.075,-6509.51,483.991,705.631,-0.655314
10,0.6077,-3685.77,3.18859,0.533167,-18.8207,94,-4389.47,703.701,639.965,996.132,-6509.56,483.993,704.376,-0.674696
11,0.594525,-3685.99,2.97171,0.520002,-16.4157,11,-4389.45,703.464,639.964,996.163,-6509.57,483.997,704.138,-0.673649
12,0.58136,-3686.13,2.82866,0.506838,-12.886,93,-4389.49,703.365,639.957,996.154,-6509.6,483.997,704.058,-0.693099
13,0.568195,-3686.83,2.12339,0.493673,-11.239,87,-4389.53,702.698,639.901,996.205,-6509.63,483.992,703.384,-0.686749
14,0.555029,-3687.49,1.46575,0.480508,-8.73696,11,-4389.54,702.046,639.912,996.192,-6509.63,483.992,702.734,-0.688005
15,0.541866,-3688.46,0.497914,0.467344,-6.62998,101,-4389.58,701.122,639.868,996.244,-6509.68,483.985,701.821,-0.698363
16,0.528696,-3689.76,-0.801564,0.454179,-6.57865,95,-4389.7,699.943,639.825,996.215,-6509.71,483.972,700.612,-0.669389
17,0.515527,-3690.25,-1.29022,0.441015,0.196671,11,-4389.69,699.447,639.824,996.224,-6509.71,483.967,700.117,-0.670005
18,0.502362,-3689.94,-0.9836,0.42785,6.93845,92,-4389.93,699.994,639.89,996.078,-6509.82,483.918,700.504,-0.51012
19,0.489201,-3688.69,0.26422,0.414685,16.5066,11,-4389.93,701.241,639.892,996.075,-6509.82,483.919,701.753,-0.511668
20,0.476037,-3687.29,1.66559,0.401521,34.461,11,-4389.94,702.645,639.893,996.074,-6509.82,483.921,703.158,-0.513013
21,0.462872,-3686.59,2.36411,0.388356,74.8346,11,-4389.95,703.352,639.889,996.074,-6509.83,483.924,703.866,-0.513701
22,0.449708,-3685.21,3.74921,0.375191,141.317,11,-4389.96,704.756,639.876,996.078,-6509.85,483.928,705.269,-0.512595
23,0.436543,-3683.48,5.47945,0.362027,170.841,125,-4392.15,708.675,639.739,995.79,-6510.69,483.012,706.571,2.10432
24,0.423512,-3679.18,9.77239,0.348862,311.528,11,-4392.15,712.969,639.742,995.788,-6510.69,483.011,710.865,2.10435
25,0.410347,-3672.6,16.3585,0.335698,545.258,11,-4392.16,719.562,639.757,995.77,-6510.7,483.01,717.458,2.10457
26,0.397184,-3663.47,25.4907,0.322533,967.313,11,-4392.17,728.707,639.785,995.737,-6510.7,483.008,726.601,2.1053
27,0.384021,-3646.5,42.4597,0.309368,1724.07,11,-4392.19,745.691,639.834,995.684,-6510.71,483.004,743.585,2.10677
28,0.37086,-3616.92,72.0403,0.296204,3070.26,11,-4392.2,775.285,639.92,995.602,-6510.72,482.999,773.176,2.10935
29,0.3577,-3562.85,126.107,0.283039,5509.01,11,-4392.19,829.343,640.075,995.48,-6510.74,482.992,827.23,2.11368
30,0.344544,-3648.38,40.5747,0.269875,469.188,282,-4383.97,735.586,641.763,1005.57,-6512.6,481.307,719.367,16.2189
31,0.331761,-3636.25,52.7113,0.25671,1057.11,11,-4383.97,747.723,641.763,1005.57,-6512.6,481.307,731.504,16.2189
32,0.318596,-3637.69,51.2639,0.243545,420.657,298,-4368.31,730.613,641.7,1018.17,-6512.73,484.551,713.703,16.91
33,0.305413,-3633.22,55.7358,0.230381,461.579,133,-4358.14,724.915,641.536,1026.46,-6512.69,486.553,709.083,15.8318
34,0.29227,-3623.72,65.2354,0.217216,894.587,11,-4358.17,734.45,641.443,1026.47,-6512.69,486.605,718.621,15.8294
35,0.279101,-3608.46,80.4978,0.204052,1527.93,11,-4358.24,749.786,641.206,1026.51,-6512.7,486.745,733.964,15.8216
36,0.265923,-3580.19,108.768,0.190887,2618.48,11,-4358.3,778.106,640.854,1026.58,-6512.72,486.992,762.3,15.8065
37,0.252736,-3534.34,154.621,0.177722,4513.2,11,-4358.16,823.822,640.419,1026.73,-6512.74,487.434,808.044,15.7781
38,0.239531,-3455.61,233.342,0.164558,7801.41,11,-4357.21,901.595,640.232,1027.07,-6512.75,488.237,885.871,15.7245
39,0.226296,-3319.87,369.086,0.151393,13526.1,11,-4353.33,1033.46,641.727,1027.87,-6512.65,489.725,1017.84,15.6211
40,0.213006,-3520.93,168.022,0.138228,2406.92,203,-4255.56,734.63,649.182,1111.61,-6511.78,495.43,735.575,-0.944666
41,0.201519,-3478.57,210.387,0.125064,3760.4,11,-4255.56,776.995,649.182,1111.61,-6511.78,495.43,777.939,-0.944654
42,0.188355,-3415.77,273.191,0.111899,5763.57,11,-4255.56,839.799,649.182,1111.61,-6511.78,495.43,840.744,-0.944654
43,0.17519,-3320.68,368.278,0.0987346,8925.74,11,-4255.56,934.886,649.182,1111.61,-6511.78,495.43,935.831,-0.944654
44,0.162025,-3172.91,516.051,0.08557,14022.6,11,-4255.56,1082.66,649.182,1111.61,-6511.78,495.43,1083.6,-0.944654
45,0.148861,-2938.46,750.494,0.0724054,22504.8,11,-4255.56,1317.1,649.182,1111.61,-6511.78,495.43,1318.05,-0.944654
46,0.135696,-2555.97,1132.98,0.0592408,37142.7,11,-4255.56,1699.59,649.182,1111.61,-6511.78,495.43,1700.54,-0.944654
47,0.122531,-1911.52,1777.44,0.0460761,63374,11,-4255.56,2344.05,649.182,1111.61,-6511.78,495.43,2344.99,-0.944654
48,0.109367,-790.238,2898.72,0.0329115,112099,11,-4255.56,3465.33,649.182,1111.61,-6511.78,495.43,3466.27,-0.944654
49,0.0962022,-3026.77,662.186,0.0197469,5051.25,423,-3953.04,926.269,701.891,1355.01,-6496.86,486.917,957.066,-30.7968
50,0.0854239,-2892.94,796.015,0.00658231,9012.43,11,-3953.04,1060.1,701.891,1355.01,-6496.86,486.917,1090.89,-30.7967
51,0.0722593,-2750.91,938.05,-0.00658231,12797.9,11,-3953.04,1202.13,701.891,1355.01,-6496.86,486.917,1232.93,-30.7967
52,0.0590947,-2545.65,1143.31,-0.0197469,18758.8,11,-3953.04,1407.39,701.891,1355.01,-6496.86,486.917,1438.18,-30.7967
53,0.0459301,-2239.95,1449,-0.0329115,28374.4,11,-3953.04,1713.09,701.891,1355.01,-6496.86,486.917,1743.88,-30.7967
54,0.0327655,-2733.92,955.038,-0.0460761,3329.23,500,-3811.01,1077.09,738.072,1449.62,-6480.74,482.041,1111.6,-34.5105
55,0.018908,-2694.58,994.374,-0.0592408,2672.52,500,-3803.93,1109.34,746.174,1446.51,-6478.66,482.059,1142.48,-33.1333
56,0.00540348,-2102.99,1585.97,-0.0724054,20185.3,11,-3803.93,1700.94,746.174,1446.51,-6478.66,482.059,1734.07,-33.1333
57,-0.00776113,-1781.93,1907.02,-0.08557,29046.4,11,-3803.93,2021.99,746.174,1446.51,-6478.66,482.059,2055.13,-33.1333
58,-0.0209257,-2640.8,1048.15,-0.0987346,-244.695,331,-3860.54,1219.74,779.842,1344.3,-6475.42,490.736,1247.32,-27.5808
59,-0.0358526,-1119.69,2569.26,-0.111899,39348.6,11,-3860.54,2740.84,779.842,1344.3,-6475.42,490.736,2768.42,-27.5808
60,-0.0490172,-531.466,3157.49,-0.125064,49663.3,11,-3856.03,3324.57,779.959,1348.82,-6474.4,489.585,3352.13,-27.5661
61,-0.0624301,-2723.99,964.965,-0.138228,-3923.43,408,-3998.96,1274.96,785.387,1193.82,-6480.53,502.367,1290.2,-15.2394
62,-0.0780067,2256.71,5945.67,-0.151393,61661,11,-3998.96,6255.67,785.387,1193.82,-6480.53,502.367,6270.91,-15.2394
63,-0.0911713,3004.04,6693,-0.164558,50431.9,11,-3998.96,7003,785.387,1193.82,-6480.53,502.367,7018.24,-15.2394
64,-0.104336,3548.15,7237.11,-0.177722,31048.4,11,-3998.96,7547.11,785.387,1193.82,-6480.53,502.367,7562.35,-15.2394
