step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.59069,-3686.62,0,-0.664813,-6.36006,200,-4390.9,704.28,639.088,996.034,-6509.87,483.845,704.008,0.271768
1,-0.576966,-3689.05,-2.42607,-0.651517,1.36289,200,-4390.04,700.996,639.705,996.327,-6509.88,483.804,701.521,-0.524987
2,-0.563641,-3688.92,-2.30069,-0.63822,8.72975,200,-4389.93,701.006,639.809,996.38,-6509.91,483.792,701.583,-0.577221
3,-0.55034,-3687.66,-1.037,-0.624924,8.22914,200,-4389.89,702.236,639.849,996.403,-6509.92,483.773,702.796,-0.559834
4,-0.537037,-3686.13,0.487118,-0.611628,4.87765,200,-4389.84,703.711,639.933,996.413,-6509.94,483.751,704.275,-0.564397
5,-0.523734,-3685.85,0.767684,-0.598332,8.20422,200,-4389.83,703.977,639.975,996.432,-6509.97,483.729,704.542,-0.565381
6,-0.510434,-3685.65,0.97431,-0.585035,12.0046,200,-4389.82,704.177,640.007,996.443,-6509.99,483.712,704.74,-0.563646
7,-0.497135,-3686.03,0.59316,-0.571739,10.5013,200,-4389.82,703.796,640.023,996.456,-6509.99,483.688,704.358,-0.562605
8,-0.483835,-3686.18,0.438601,-0.558443,2.29918,200,-4389.84,703.654,640.042,996.44,-6509.98,483.666,704.213,-0.558933
9,-0.470534,-3685.6,1.01739,-0.545147,-7.92608,200,-4389.8,704.2,640.067,996.465,-6509.99,483.652,704.749,-0.54922
10,-0.457233,-3686.49,0.126257,-0.53185,-27.6538,200,-4389.82,703.326,640.029,996.574,-6510.03,483.603,703.864,-0.537762
11,-0.443927,-3687.65,-1.03126,-0.518554,-32.6999,200,-4389.8,702.146,639.945,996.699,-6510.04,483.602,702.681,-0.534969
12,-0.430627,-3688.08,-1.45654,-0.505258,-31.0741,200,-4389.84,701.758,639.878,996.764,-6510.07,483.594,702.285,-0.526403
13,-0.41733,-3689.52,-2.90353,-0.491962,-36.1542,200,-4389.94,700.417,639.769,996.83,-6510.12,483.582,700.867,-0.450005
14,-0.404028,-3690.26,-3.64083,-0.478665,-34.6239,200,-4389.99,699.733,639.687,996.892,-6510.16,483.584,700.161,-0.42803
15,-0.39073,-3691.35,-4.73084,-0.465369,-34.236,200,-4390.05,698.7,639.625,996.926,-6510.19,483.586,699.107,-0.407157
16,-0.377429,-3692.12,-5.49964,-0.452073,-30.8597,200,-4390.1,697.983,639.559,996.978,-6510.23,483.586,698.368,-0.384821
17,-0.36413,-3693.07,-6.44465,-0.438777,-28.6338,200,-4390.18,697.112,639.513,996.985,-6510.27,483.593,697.477,-0.365393
18,-0.350829,-3693.4,-6.78344,-0.42548,-22.1938,200,-4390.2,696.795,639.473,997.019,-6510.3,483.603,697.142,-0.346347
19,-0.337531,-3692.85,-6.23128,-0.412184,-20.2375,200,-4390.2,697.352,639.468,997,-6510.3,483.627,697.681,-0.328365
20,-0.324234,-3691.48,-4.86111,-0.398888,-21.9007,200,-4390.2,698.715,639.504,996.952,-6510.3,483.648,699.044,-0.329627
21,-0.310937,-3691.44,-4.81626,-0.385592,-10.3678,200,-4390.26,698.82,639.527,996.868,-6510.32,483.672,699.168,-0.348109
22,-0.297645,-3691.46,-4.83724,-0.372295,8.333,200,-4390.37,698.91,639.571,996.697,-6510.34,483.706,699.308,-0.3984
23,-0.284358,-3691.11,-4.48548,-0.358999,35.7673,200,-4390.54,699.436,639.668,996.393,-6510.36,483.752,699.942,-0.505783
24,-0.271078,-3689.83,-3.20683,-0.345703,73.1761,200,-4390.8,700.974,639.851,995.879,-6510.35,483.817,701.66,-0.685907
25,-0.257809,-3687.14,-0.517833,-0.332406,126.13,200,-4391.18,704.04,640.17,995.074,-6510.32,483.898,705.021,-0.980592
26,-0.244555,-3684.23,2.39471,-0.31911,210.368,200,-4391.76,707.533,640.626,993.923,-6510.3,483.995,708.988,-1.45452
27,-0.231322,-3681.19,5.43431,-0.305814,338.264,200,-4392.58,711.391,641.315,992.298,-6510.29,484.1,713.491,-2.09971
28,-0.218117,-3676.49,10.1321,-0.292518,513.343,200,-4393.65,717.157,642.395,990.045,-6510.29,484.199,720.23,-3.07271
29,-0.204945,-3668.62,17.998,-0.279221,753.143,200,-4394.95,726.331,644.009,987.025,-6510.27,484.285,730.646,-4.31497
30,-0.191817,-3656.92,29.7011,-0.265925,1065.39,200,-4396.4,739.476,646.386,983.086,-6510.23,484.367,745.333,-5.85721
31,-0.17874,-3640.86,45.7572,-0.252629,1457.19,200,-4397.71,756.848,649.707,978.286,-6510.14,484.436,764.58,-7.73197
32,-0.165716,-3618.59,68.0307,-0.239333,1932.15,200,-4398.43,779.838,654.318,972.714,-6509.96,484.502,789.815,-9.97723
33,-0.152747,-3590.09,96.5317,-0.226036,2483.27,200,-4398.02,807.926,660.372,966.679,-6509.64,484.578,820.44,-12.5149
34,-0.139828,-3553.79,132.832,-0.21274,3091.69,200,-4395.6,841.81,668.238,960.596,-6509.12,484.682,857.152,-15.3423
35,-0.126946,-3508.5,178.126,-0.199444,3740.48,200,-4390.11,881.617,678.316,955.099,-6508.34,484.81,900.064,-18.4461
36,-0.114085,-3453.35,233.276,-0.186148,4376.49,200,-4380.9,927.555,690.975,950.561,-6507.33,484.893,949.499,-21.9442
37,-0.101216,-3390.43,296.19,-0.172851,4984.43,200,-4366.8,976.37,706.062,948.048,-6505.86,484.952,1002.19,-25.8213
38,-0.0883111,-3320.26,366.357,-0.159555,5515.47,200,-4347.36,1027.1,723.255,948.623,-6504,484.761,1057.07,-29.9728
39,-0.0753439,-3243.24,443.382,-0.146259,5913.65,200,-4321.93,1078.69,741.985,953.539,-6501.67,484.217,1112.9,-34.2038
40,-0.0622729,-3162.89,523.734,-0.132963,6126.17,200,-4289.87,1126.99,761.264,964.811,-6498.98,483.035,1165.43,-38.4411
41,-0.0490653,-3080.77,605.851,-0.119666,6084.18,200,-4250.76,1169.99,779.432,985.129,-6496.06,480.733,1212.36,-42.3675
42,-0.035667,-3000.74,685.884,-0.10637,5724.64,200,-4203.57,1202.83,794.147,1018.63,-6493.07,476.726,1248.57,-45.7375
43,-0.022034,-2929.27,757.347,-0.0930738,4955.28,200,-4143.48,1214.21,802.539,1073.32,-6489.67,470.339,1262.73,-48.5191
44,-0.00811701,-2869.29,817.329,-0.0797776,3928.98,200,-4077.47,1208.18,802.055,1144.92,-6486.95,462.514,1258.94,-50.7631
45,0.00595035,-2824.5,862.122,-0.0664813,2773.87,200,-4011.94,1187.44,794.019,1224.38,-6486.31,455.976,1239.37,-51.9355
46,0.0200455,-2797.01,889.615,-0.053185,1701.46,200,-3962.33,1165.32,786.22,1284.52,-6486.86,453.785,1217.21,-51.886
47,0.0339986,-2783.63,902.994,-0.0398888,753.147,200,-3928.68,1145.06,779.702,1326.68,-6488.4,453.337,1197.45,-52.3942
48,0.047881,-2779.63,906.991,-0.0265925,-113.407,200,-3907.99,1128.36,774.232,1354.42,-6489.98,453.337,1180.94,-52.5834
49,0.0616809,-2786.22,900.4,-0.0132963,-897.591,200,-3898.04,1111.82,769.113,1370.24,-6490.9,453.506,1163.61,-51.7901
50,0.0754657,-2803.06,883.558,0,-1598.27,200,-3895.55,1092.48,764.318,1378.65,-6492.97,454.46,1143.35,-50.8701
