step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,
1.4405e-011,288.173,-7855.87,-7288.01,4,5,-0.0219309,
1.441e-011,288.887,-7855.98,-7286.72,4,5,-0.0215165,
1.4415e-011,317.125,-7911.87,-7286.97,4,5,-0.0208575,
1.442e-011,318.456,-7917.08,-7289.55,4,5,-0.0207629,
1.4425e-011,298.064,-7877.49,-7290.14,4,5,-0.0214805,
1.443e-011,282.478,-7845.62,-7288.98,4,5,-0.0221107,
1.4435e-011,284.424,-7847.59,-7287.12,4,5,-0.0225096,
1.444e-011,300.761,-7880.48,-7287.82,4,5,-0.0230742,
1.4445e-011,288.665,-7856.05,-7287.23,4,5,-0.0235821,
1.445e-011,300.16,-7878.82,-7287.34,4,5,-0.0233142,
1.4455e-011,300.904,-7879.82,-7286.87,4,5,-0.0229481,
1.446e-011,300.875,-7880.46,-7287.57,4,5,-0.0233905,
1.4465e-011,294.088,-7867.07,-7287.56,4,5,-0.0237823,
1.447e-011,301.341,-7881.3,-7287.49,4,5,-0.0229794,
1.4475e-011,294.463,-7868.39,-7288.14,4,5,-0.0220826,
1.448e-011,309.868,-7898.81,-7288.2,4,5,-0.0227091,
1.4485e-011,300.236,-7880.49,-7288.87,4,5,-0.0239185,
1.449e-011,299.022,-7877.71,-7288.48,4,5,-0.0238386,
1.4495e-011,311.875,-7901.93,-7287.37,4,5,-0.0226861,
1.45e-011,321.87,-7924.2,-7289.94,4,5,-0.0224125,
1.4505e-011,280.501,-7841.49,-7288.75,4,5,-0.0230388,
1.451e-011,305.856,-7890.33,-7287.63,4,5,-0.0233769,
1.4515e-011,294.053,-7868.4,-7288.96,4,5,-0.0233918,
1.452e-011,269.646,-7819.58,-7288.23,4,5,-0.0240434,
1.4525e-011,279.035,-7834.66,-7284.81,4,5,-0.0248433,
1.453e-011,273.911,-7822.57,-7282.82,4,5,-0.0247943,
1.4535e-011,298.365,-7869.45,-7281.51,4,5,-0.0248768,
1.454e-011,305.652,-7884.44,-7282.14,4,5,-0.0258952,
1.4545e-011,300.731,-7876.33,-7283.73,4,5,-0.0268335,
1.455e-011,308.927,-7892.53,-7283.78,4,5,-0.0265019,
1.4555e-011,322.103,-7920.71,-7285.99,4,5,-0.0256425,
1.456e-011,303.34,-7885.17,-7287.43,4,5,-0.0254115,
1.4565e-011,266.511,-7813.14,-7287.97,4,5,-0.0257294,
1.457e-011,279.506,-7836.52,-7285.74,4,5,-0.0259325,
1.4575e-011,288.351,-7853.67,-7285.47,4,5,-0.0254908,
1.458e-011,295.825,-7869.02,-7286.08,4,5,-0.0246857,
1.4585e-011,272.167,-7821.3,-7284.98,4,5,-0.0241338,
1.459e-011,318.815,-7912.56,-7284.32,4,5,-0.0239381,
1.4595e-011,308.449,-7894.14,-7286.33,4,5,-0.0239007,
1.46e-011,297.214,-7871.56,-7285.88,4,5,-0.024503,
1.4605e-011,285.776,-7848.16,-7285.03,4,5,-0.0261021,
1.461e-011,291.237,-7857.89,-7284,4,5,-0.0277646,
1.4615e-011,302.516,-7879.8,-7283.68,4,5,-0.0286749,
1.462e-011,293.997,-7863.15,-7283.82,4,5,-0.029327,
1.4625e-011,301.872,-7878.35,-7283.5,4,5,-0.0302268,
1.463e-011,298.106,-7871.33,-7283.9,4,5,-0.0310605,
1.4635e-011,305.247,-7885.97,-7284.47,4,5,-0.0314959,
1.464e-011,283.333,-7842.45,-7284.13,4,5,-0.0319791,
1.4645e-011,306.899,-7888.4,-7283.65,4,5,-0.0330316,
1.465e-011,280.883,-7837.29,-7283.8,4,5,-0.0344708,
1.4655e-011,303.025,-7879.02,-7281.9,4,5,-0.0355391,
1.466e-011,300.196,-7874.94,-7283.39,4,5,-0.0360079,
1.4665e-011,296.975,-7867.96,-7282.76,4,5,-0.0361221,
1.467e-011,312.863,-7899.19,-7282.69,4,5,-0.0360873,
1.4675e-011,317.667,-7910.41,-7284.44,4,5,-0.0358951,
1.468e-011,286.15,-7849.89,-7286.02,4,5,-0.0360386,
1.4685e-011,288.07,-7852.25,-7284.6,4,5,-0.0366598,
1.469e-011,307.228,-7889.12,-7283.72,4,5,-0.0370587,
1.4695e-011,292.214,-7859.71,-7283.89,4,5,-0.0367621,
1.47e-011,293.676,-7862.26,-7283.56,4,5,-0.0362478,
1.4705e-011,291.742,-7856.73,-7281.84,4,5,-0.0360709,
1.471e-011,310.91,-7896,-7283.34,4,5,-0.0358787,
1.4715e-011,297.696,-7870.62,-7284,4,5,-0.0353653,
1.472e-011,313.108,-7902.19,-7285.19,4,5,-0.0344125,
1.4725e-011,305.744,-7888.35,-7285.87,4,5,-0.0335379,
1.473e-011,291.839,-7860.31,-7285.23,4,5,-0.0336123,
1.4735e-011,305.187,-7887.9,-7286.51,4,5,-0.0344284,
1.474e-011,276.458,-7830.81,-7286.04,4,5,-0.0348932,
1.4745e-011,277.935,-7831.17,-7283.48,4,5,-0.035019,
1.475e-011,302.329,-7877.74,-7281.99,4,5,-0.0357667,
1.4755e-011,306.696,-7887.09,-7282.73,4,5,-0.036814,
1.476e-011,296.854,-7867.86,-7282.89,4,5,-0.0368479,
1.4765e-011,291.303,-7856.79,-7282.76,4,5,-0.0365171,
1.477e-011,278.385,-7829.63,-7281.07,4,5,-0.0370098,
1.4775e-011,306.642,-7884.97,-7280.72,4,5,-0.0380463,
1.478e-011,309.924,-7892.47,-7281.75,4,5,-0.0384332,
1.4785e-011,293.119,-7859.7,-7282.1,4,5,-0.0386177,
1.479e-011,317.218,-7908.08,-7282.99,4,5,-0.0390621,
1.4795e-011,292.646,-7862.2,-7285.53,4,5,-0.0391946,
1.48e-011,274.573,-7825.36,-7284.3,4,5,-0.0383251,
1.4805e-011,296.283,-7866.99,-7283.16,4,5,-0.037505,
1.481e-011,288.377,-7851.16,-7282.9,4,5,-0.0377536,
1.4815e-011,292.253,-7857.73,-7281.83,4,5,-0.0383291,
1.482e-011,304.184,-7881.46,-7282.06,4,5,-0.0378739,
1.4825e-011,285.94,-7845.79,-7282.33,4,5,-0.0366679,
1.483e-011,301.429,-7875.96,-7281.98,4,5,-0.0362778,
1.4835e-011,313.917,-7902.25,-7283.67,4,5,-0.0363702,
1.484e-011,297.616,-7870.45,-7283.99,4,5,-0.0360417,
1.4845e-011,289.641,-7853.45,-7282.7,4,5,-0.0349873,
1.485e-011,286.255,-7846.1,-7282.02,4,5,-0.034015,
1.4855e-011,309.375,-7892.01,-7282.37,4,5,-0.0330524,
1.486e-011,302.879,-7880.26,-7283.43,4,5,-0.0322827,
1.4865e-011,272.947,-7818.38,-7280.53,4,5,-0.0316563,
1.487e-011,286.173,-7842.15,-7278.23,4,5,-0.0312075,
1.4875e-011,297.401,-7864.05,-7278.01,4,5,-0.031087,
1.488e-011,298.663,-7865.91,-7277.39,4,5,-0.0314812,
1.4885e-011,315.021,-7899.76,-7279,4,5,-0.0318999,
1.489e-011,279.529,-7829.12,-7278.3,4,5,-0.0317537,
1.4895e-011,288.748,-7846.48,-7277.49,4,5,-0.031536,
1.49e-011,279.249,-7825.88,-7275.6,4,5,-0.0312183,
1.4905e-011,301.167,-7868.57,-7275.11,4,5,-0.030687,
1.491e-011,310.205,-7887.39,-7276.12,4,5,-0.0300802,
1.4915e-011,295.839,-7858.69,-7275.72,4,5,-0.0302031,
1.492e-011,309.318,-7885.85,-7276.33,4,5,-0.0302401,
1.4925e-011,303.734,-7876.18,-7277.66,4,5,-0.0297651,
1.493e-011,287.629,-7845.07,-7278.28,4,5,-0.0292248,
1.4935e-011,285.759,-7840.51,-7277.41,4,5,-0.0291652,
1.494e-011,302.736,-7873.29,-7276.74,4,5,-0.0286474,
1.4945e-011,298.381,-7864.33,-7276.36,4,5,-0.0272969,
1.495e-011,336.497,-7941.2,-7278.12,4,5,-0.0260391,
1.4955e-011,313.468,-7899.19,-7281.49,4,5,-0.025345,
1.496e-011,316.171,-7904.9,-7281.88,4,5,-0.0248768,
1.4965e-011,294.821,-7863.41,-7282.45,4,5,-0.0238353,
1.497e-011,303.775,-7881.38,-7282.78,4,5,-0.0225473,
1.4975e-011,275.453,-7825.17,-7282.38,4,5,-0.0212017,
1.498e-011,271.544,-7814.16,-7279.07,4,5,-0.0202214,
1.4985e-011,280.773,-7829.31,-7276.04,4,5,-0.0190942,
1.499e-011,313.346,-7891.7,-7274.24,4,5,-0.0179065,
1.4995e-011,307.298,-7881.62,-7276.08,4,5,-0.016694,
1.5e-011,307.629,-7883.68,-7277.48,4,5,-0.0157388,
1.5005e-011,296.569,-7862.89,-7278.49,4,5,-0.0153182,
1.501e-011,331.312,-7932.97,-7280.11,4,5,-0.0153891,
1.5015e-011,304.519,-7883.4,-7283.33,4,5,-0.0153357,
1.502e-011,307.874,-7890.52,-7283.84,4,5,-0.0143556,
1.5025e-011,292.872,-7861.12,-7284,4,5,-0.0129709,
1.503e-011,275.678,-7826.14,-7282.91,4,5,-0.0114272,
1.5035e-011,282.758,-7838.22,-7281.04,4,5,-0.0106653,
1.504e-011,321.544,-7914.83,-7281.22,4,5,-0.0109489,
1.5045e-011,297.408,-7869.12,-7283.06,4,5,-0.0117317,
1.505e-011,292.507,-7859.14,-7282.74,4,5,-0.0113893,
1.5055e-011,293.565,-7861.1,-7282.62,4,5,-0.0107537,
1.506e-011,302.868,-7878.94,-7282.12,4,5,-0.0114361,
1.5065e-011,293.584,-7860.03,-7281.51,4,5,-0.0127041,
1.507e-011,308.83,-7892,-7283.44,4,5,-0.0125898,
1.5075e-011,296.137,-7867.72,-7284.17,4,5,-0.0108735,
1.508e-011,302.884,-7881.3,-7284.45,4,5,-0.00919737,
1.5085e-011,298.207,-7872.2,-7284.57,4,5,-0.00787035,
1.509e-011,301.697,-7880.07,-7285.56,4,5,-0.00704001,
1.5095e-011,271.411,-7818.5,-7283.67,4,5,-0.00638368,
1.51e-011,301.862,-7876.88,-7282.05,4,5,-0.00606203,
1.5105e-011,300.543,-7875.01,-7282.78,4,5,-0.00567141,
1.511e-011,297.468,-7868.69,-7282.52,4,5,-0.00580791,
1.5115e-011,298.956,-7871.06,-7281.96,4,5,-0.00641146,
1.512e-011,294.899,-7863.98,-7282.87,4,5,-0.00712635,
1.5125e-011,290.192,-7853.24,-7281.41,4,5,-0.00713095,
1.513e-011,315.31,-7903.47,-7282.14,4,5,-0.00660323,
1.5135e-011,290.417,-7855.67,-7283.39,4,5,-0.00651656,
1.514e-011,297.628,-7869.47,-7282.99,4,5,-0.00737352,
1.5145e-011,311.631,-7897.84,-7283.75,4,5,-0.00843856,
1.515e-011,310.337,-7897.01,-7285.47,4,5,-0.00848226,
1.5155e-011,297.597,-7871.85,-7285.42,4,5,-0.00819613,
1.516e-011,281.568,-7839.76,-7284.92,4,5,-0.00845249,
1.5165e-011,280.064,-7834.88,-7283,4,5,-0.00952197,
1.517e-011,288.709,-7849.63,-7280.71,4,5,-0.0104619,
1.5175e-011,315.276,-7903.07,-7281.81,4,5,-0.0109137,
1.518e-011,305.079,-7884.15,-7282.98,4,5,-0.0106353,
1.5185e-011,306.657,-7886.92,-7282.64,4,5,-0.0107702,
1.519e-011,293.772,-7861.77,-7282.89,4,5,-0.0120105,
1.5195e-011,313.185,-7900.24,-7283.1,4,5,-0.0135776,
1.52e-011,290.037,-7856.23,-7284.7,4,5,-0.0141381,
1.5205e-011,288.085,-7851.98,-7284.3,4,5,-0.0140606,
1.521e-011,270.655,-7815.72,-7282.38,4,5,-0.0142325,
1.5215e-011,307.157,-7885.97,-7280.7,4,5,-0.0143395,
1.522e-011,270.601,-7812.55,-7279.32,4,5,-0.0143546,
1.5225e-011,309.84,-7888.54,-7277.98,4,5,-0.0142907,
1.523e-011,306.576,-7883.67,-7279.54,4,5,-0.014286,
1.5235e-011,322.966,-7916.87,-7280.45,4,5,-0.0144248,
1.524e-011,320.496,-7915.28,-7283.73,4,5,-0.0154488,
1.5245e-011,291.905,-7860.4,-7285.19,4,5,-0.0165934,
1.525e-011,272.891,-7822.25,-7284.51,4,5,-0.0168709,
1.5255e-011,288.654,-7850.65,-7281.84,4,5,-0.016343,
1.526e-011,294.685,-7862.32,-7281.63,4,5,-0.0158519,
1.5265e-011,299.321,-7870.31,-7280.48,4,5,-0.0160488,
1.527e-011,282.589,-7836.84,-7279.99,4,5,-0.0171087,
1.5275e-011,292.106,-7853.97,-7278.36,4,5,-0.0186688,
1.528e-011,332.445,-7934.95,-7279.85,4,5,-0.0196816,
1.5285e-011,316.904,-7906.66,-7282.19,4,5,-0.0205729,
1.529e-011,299.762,-7875.33,-7284.63,4,5,-0.0216323,
1.5295e-011,300.624,-7877.04,-7284.65,5,6,-0.0224571,
1.53e-011,285.777,-7847.29,-7284.16,5,6,-0.022268,
1.5305e-011,317.314,-7909.14,-7283.86,5,6,-0.0219783,
1.531e-011,268.706,-7812.28,-7282.78,5,6,-0.0219782,
1.5315e-011,288.142,-7847.87,-7280.08,5,6,-0.0219853,
1.532e-011,302.516,-7876.36,-7280.24,5,6,-0.0220346,
1.5325e-011,301.017,-7873.92,-7280.76,5,6,-0.0224472,
1.533e-011,290.378,-7852.27,-7280.07,5,6,-0.0229777,
1.5335e-011,311.567,-7895.39,-7281.44,5,6,-0.0232823,
1.534e-011,303.704,-7881.25,-7282.79,5,6,-0.0239357,
1.5345e-011,298.188,-7871.42,-7283.83,5,6,-0.0248087,
1.535e-011,272.305,-7820.31,-7283.72,5,6,-0.0252196,
1.5355e-011,288.103,-7848.92,-7281.2,5,6,-0.0246513,
1.536e-011,324.361,-7920.73,-7281.56,5,6,-0.024299,
1.5365e-011,327.607,-7930.42,-7284.86,5,6,-0.024868,
1.537e-011,294.158,-7865.96,-7286.31,5,6,-0.0259448,
1.5375e-011,298.052,-7872.81,-7285.48,5,6,-0.0263043,
1.538e-011,305.905,-7888.75,-7285.95,5,6,-0.0261922,
1.5385e-011,263.339,-7802.74,-7283.82,5,6,-0.0260282,
1.539e-011,281.75,-7836.05,-7280.85,5,6,-0.025502,
1.5395e-011,299.164,-7870.56,-7281.04,5,6,-0.0247139,
1.54e-011,296.963,-7865.16,-7279.98,5,6,-0.0247931,
1.5405e-011,286.464,-7844.51,-7280.02,5,6,-0.0257516,
1.541e-011,296.293,-7861.84,-7277.98,5,6,-0.0258685,
1.5415e-011,302.169,-7874.41,-7278.97,5,6,-0.0255261,
1.542e-011,320.831,-7912.74,-7280.53,5,6,-0.0260109,
1.5425e-011,286.786,-7846.3,-7281.18,5,6,-0.0266559,
1.543e-011,290.685,-7853.16,-7280.36,5,6,-0.0253748,
1.5435e-011,279.256,-7828.76,-7278.47,5,6,-0.0236098,
1.544e-011,310.591,-7889.58,-7277.55,5,6,-0.0234146,
1.5445e-011,292.092,-7854.65,-7279.07,5,6,-0.0243865,
1.545e-011,283.841,-7837.35,-7278.03,5,6,-0.0247806,
1.5455e-011,305.486,-7880.38,-7278.4,5,6,-0.0248875,
1.546e-011,311.66,-7893,-7278.86,5,6,-0.0252739,
1.5465e-011,309.89,-7890.05,-7279.4,5,6,-0.0255088,
1.547e-011,315.63,-7902.71,-7280.75,5,6,-0.0253956,
1.5475e-011,331.425,-7936.37,-7283.29,5,6,-0.0253788,
1.548e-011,292.281,-7861.01,-7285.06,5,6,-0.0256372,
1.5485e-011,292.598,-7861.36,-7284.79,5,6,-0.0255167,
1.549e-011,257.277,-7790.43,-7283.45,5,6,-0.0252228,
1.5495e-011,305.217,-7883.88,-7282.44,5,6,-0.0249998,
1.55e-011,298.056,-7870.49,-7283.16,5,6,-0.0249438,
1.5505e-011,304.261,-7884.45,-7284.89,5,6,-0.0247436,
1.551e-011,303.063,-7881.16,-7283.96,5,6,-0.0248255,
1.5515e-011,306.745,-7889.93,-7285.48,5,6,-0.0252036,
1.552e-011,277.947,-7832.45,-7284.75,5,6,-0.0251874,
1.5525e-011,312.603,-7900.85,-7284.85,5,6,-0.024449,
1.553e-011,283.796,-7844.58,-7285.35,5,6,-0.0235465,
1.5535e-011,287.247,-7850.69,-7284.66,5,6,-0.0229015,
1.554e-011,284.364,-7843.96,-7283.61,5,6,-0.0222592,
1.5545e-011,285.098,-7844.63,-7282.84,5,6,-0.0223371,
1.555e-011,314.519,-7902.53,-7282.76,5,6,-0.0229703,
1.5555e-011,316.044,-7907.92,-7285.15,5,6,-0.0231899,
1.556e-011,283.831,-7845.07,-7285.77,5,6,-0.022324,
1.5565e-011,292.496,-7862.27,-7285.9,5,6,-0.0218662,
1.557e-011,287.158,-7850.87,-7285.02,5,6,-0.0218063,
1.5575e-011,298.636,-7872.01,-7283.54,5,6,-0.0211399,
1.558e-011,315.404,-7905.77,-7284.26,5,6,-0.0198091,
1.5585e-011,303.792,-7883.31,-7284.68,5,6,-0.0189029,
1.559e-011,304.47,-7884.41,-7284.45,5,6,-0.0184482,
1.5595e-011,320.457,-7918.28,-7286.8,5,6,-0.0177795,
1.56e-011,288.593,-7856.26,-7287.58,5,6,-0.0171886,
1.5605e-011,289.158,-7856.82,-7287.02,5,6,-0.0165248,
1.561e-011,293.661,-7865.13,-7286.46,5,6,-0.0159623,
1.5615e-011,300.644,-7878.86,-7286.43,5,6,-0.0153562,
1.562e-011,281.887,-7840.61,-7285.15,5,6,-0.0152462,
1.5625e-011,296.376,-7867.69,-7283.67,5,6,-0.0149515,
1.563e-011,299.699,-7874.26,-7283.69,5,6,-0.0146867,
1.5635e-011,297.956,-7870.63,-7283.5,5,6,-0.0142319,
1.564e-011,303.874,-7881.71,-7282.91,5,6,-0.0139094,
1.5645e-011,296.14,-7867.19,-7283.64,5,6,-0.0135194,
1.565e-011,295.847,-7865.69,-7282.72,5,6,-0.0129918,
1.5655e-011,317.157,-7908.08,-7283.11,5,6,-0.0123319,
1.566e-011,298.151,-7871.53,-7284.01,5,6,-0.0116179,
1.5665e-011,290.118,-7855.3,-7283.62,5,6,-0.0110582,
1.567e-011,298.694,-7871.34,-7282.75,5,6,-0.0104333,
1.5675e-011,292.911,-7860.16,-7282.97,5,6,-0.010686,
1.568e-011,277.671,-7828.63,-7281.47,5,6,-0.0117501,
1.5685e-011,286.241,-7842.85,-7278.8,5,6,-0.012898,
1.569e-011,319.896,-7910.24,-7279.88,5,6,-0.0132127,
1.5695e-011,305.655,-7884.01,-7281.7,5,6,-0.0133727,
1.57e-011,289.674,-7851.51,-7280.69,5,6,-0.0131899,
1.5705e-011,297.629,-7866.98,-7280.49,5,6,-0.0126491,
1.571e-011,270.753,-7812.03,-7278.5,5,6,-0.0125445,
1.5715e-011,286.736,-7840.72,-7275.69,5,6,-0.0131744,
1.572e-011,293.772,-7853.93,-7275.04,5,6,-0.013671,
1.5725e-011,277.269,-7820.17,-7273.8,5,6,-0.0136123,
1.573e-011,286.834,-7836.45,-7271.23,5,6,-0.0137845,
1.5735e-011,315.916,-7894.65,-7272.12,5,6,-0.0135676,
1.574e-011,308.455,-7881.58,-7273.76,5,6,-0.0128875,
1.5745e-011,316.709,-7898.91,-7274.82,5,6,-0.0122359,
1.575e-011,292.031,-7851.39,-7275.93,5,6,-0.0119961,
1.5755e-011,296.711,-7860.34,-7275.66,5,6,-0.0112325,
1.576e-011,303.348,-7873.23,-7275.47,5,6,-0.0105569,
1.5765e-011,299.9,-7866.49,-7275.52,5,6,-0.010753,
1.577e-011,293.132,-7853.75,-7276.12,5,6,-0.0115689,
1.5775e-011,283.542,-7832.24,-7273.51,5,6,-0.0124562,
1.578e-011,303.161,-7869.97,-7272.58,5,6,-0.0135533,
1.5785e-011,301.295,-7866.07,-7272.35,5,6,-0.0148712,
1.579e-011,318.959,-7902.4,-7273.88,5,6,-0.0157189,
1.5795e-011,298.345,-7862.6,-7274.7,5,6,-0.0161146,
1.58e-011,307.751,-7881.79,-7275.36,5,6,-0.016009,
1.5805e-011,284.98,-7836.01,-7274.44,5,6,-0.0160858,
1.581e-011,299.66,-7863.48,-7272.98,5,6,-0.016914,
1.5815e-011,293.795,-7851.48,-7272.55,5,6,-0.0187033,
1.582e-011,295.377,-7855.53,-7273.48,5,6,-0.0203998,
1.5825e-011,265.27,-7794.11,-7271.38,5,6,-0.0215174,
1.583e-011,310.949,-7882.72,-7269.99,5,6,-0.0223662,
1.5835e-011,302.538,-7867.39,-7271.23,5,6,-0.023199,
1.584e-011,316.222,-7896.03,-7272.91,5,6,-0.0241288,
1.5845e-011,290.022,-7844.5,-7273,5,6,-0.0248817,
1.585e-011,306.909,-7877.7,-7272.92,5,6,-0.0257935,
1.5855e-011,275.897,-7815.1,-7271.43,5,6,-0.0268462,
1.586e-011,284.757,-7830.92,-7269.79,5,6,-0.0280518,
1.5865e-011,266.688,-7793.12,-7267.61,5,6,-0.0288641,
1.587e-011,300.434,-7858.5,-7266.48,5,6,-0.0297217,
1.5875e-011,317.348,-7892.46,-7267.12,5,6,-0.0303092,
1.588e-011,308.11,-7875.67,-7268.53,5,6,-0.030045,
1.5885e-011,319.803,-7899.69,-7269.5,5,6,-0.0290927,
1.589e-011,295.901,-7853.86,-7270.78,5,6,-0.0287867,
1.5895e-011,263.134,-7787.3,-7268.78,5,6,-0.028948,
1.59e-011,280.285,-7818.38,-7266.06,5,6,-0.0281213,
1.5905e-011,289.174,-7834.97,-7265.14,5,6,-0.0271276,
1.591e-011,302.339,-7860.49,-7264.72,5,6,-0.0274548,
1.5915e-011,311.118,-7878.65,-7265.58,5,6,-0.0286931,
1.592e-011,297.011,-7850.89,-7265.61,5,6,-0.0290703,
1.5925e-011,315.01,-7886.61,-7265.87,5,6,-0.0291525,
1.593e-011,303.862,-7865.15,-7266.38,5,6,-0.0295787,
1.5935e-011,302.843,-7863.55,-7266.79,5,6,-0.0299967,
1.594e-011,281.914,-7821.32,-7265.79,5,6,-0.0297993,
1.5945e-011,305.748,-7867.93,-7265.44,5,6,-0.0298441,
1.595e-011,330.652,-7919.34,-7267.77,5,6,-0.0304143,
1.5955e-011,308.985,-7880.29,-7271.42,5,6,-0.0310424,
1.596e-011,260.968,-7783.65,-7269.4,5,6,-0.0314928,
1.5965e-011,319.625,-7897.9,-7268.07,5,6,-0.031842,
1.597e-011,290.88,-7843.47,-7270.28,5,6,-0.0321607,
1.5975e-011,273.681,-7806.83,-7267.53,5,6,-0.0320822,
1.598e-011,278.168,-7813.37,-7265.23,5,6,-0.0318209,
1.5985e-011,312.311,-7880.32,-7264.9,5,6,-0.0313396,
1.599e-011,313.811,-7884.35,-7265.97,5,6,-0.031163,
1.5995e-011,315.632,-7890.3,-7268.33,5,6,-0.0312591,
1.6e-011,260.248,-7780.05,-7267.22,5,6,-0.0312011,
1.6005e-011,287.21,-7830.53,-7264.57,5,6,-0.0302804,
1.601e-011,297.229,-7850.42,-7264.72,5,6,-0.0290859,
1.6015e-011,305.462,-7871.73,-7269.81,5,6,-0.0289141,
1.602e-011,273.878,-7812.35,-7272.67,5,6,-0.0297514,
1.6025e-011,292.797,-7848.12,-7271.16,5,6,-0.0300893,
1.603e-011,304.844,-7872.4,-7271.69,5,6,-0.0295423,
1.6035e-011,313.09,-7889.56,-7272.6,5,6,-0.0295948,
1.604e-011,291.705,-7848.14,-7273.32,5,6,-0.030526,
1.6045e-011,304.837,-7873.39,-7272.7,5,6,-0.031131,
1.605e-011,280.341,-7824.67,-7272.24,5,6,-0.0311568,
1.6055e-011,310.383,-7882.94,-7271.32,5,6,-0.0315067,
1.606e-011,296.135,-7855.08,-7271.53,5,6,-0.031667,
1.6065e-011,318.47,-7899.12,-7271.56,5,6,-0.0310152,
1.607e-011,307.314,-7878.7,-7273.12,5,6,-0.0307625,
1.6075e-011,300.084,-7865.71,-7274.38,5,6,-0.0315218,
1.608e-011,262.276,-7788.56,-7271.73,5,6,-0.0319999,
1.6085e-011,312.323,-7885.5,-7270.05,5,6,-0.031223,
1.609e-011,305.936,-7874.56,-7271.7,5,6,-0.030493,
1.6095e-011,302.5,-7868.01,-7271.92,5,6,-0.0305859,
1.61e-011,286.861,-7837.74,-7272.47,5,6,-0.0308305,
1.6105e-011,306.176,-7875.11,-7271.77,5,6,-0.0303654,
1.611e-011,298.527,-7861.2,-7272.94,5,6,-0.0291248,
1.6115e-011,291.051,-7845.35,-7271.82,5,6,-0.0277755,
1.612e-011,301.442,-7865.83,-7271.83,5,6,-0.0271852,
1.6125e-011,312.867,-7888.78,-7272.26,5,6,-0.0276471,
1.613e-011,310.356,-7884.67,-7273.11,5,6,-0.0282204,
1.6135e-011,294.015,-7852.66,-7273.3,5,6,-0.0282509,
1.614e-011,284.465,-7833.08,-7272.53,5,6,-0.0277467,
1.6145e-011,286.956,-7837.31,-7271.85,5,6,-0.0269822,
1.615e-011,286.82,-7836.14,-7270.95,5,6,-0.0258841,
1.6155e-011,300.169,-7862.17,-7270.68,5,6,-0.0249045,
1.616e-011,309.571,-7881.61,-7271.59,5,6,-0.0242577,
1.6165e-011,320.32,-7904.65,-7273.44,5,6,-0.0237163,
1.617e-011,313.126,-7892.08,-7275.06,5,6,-0.0224414,
1.6175e-011,292.832,-7852.6,-7275.56,5,6,-0.0208295,
1.618e-011,271.833,-7808.88,-7273.22,5,6,-0.020198,
1.6185e-011,287.928,-7838.44,-7271.07,5,6,-0.0204908,
1.619e-011,297.674,-7856.96,-7270.38,5,6,-0.0200872,
1.6195e-011,293.963,-7850.75,-7271.49,5,6,-0.018956,
1.62e-011,306.08,-7874.95,-7271.8,5,6,-0.018917,
1.6205e-011,280.679,-7825.49,-7272.4,5,6,-0.0195627,
1.621e-011,307.441,-7876.6,-7270.78,5,6,-0.0190694,
1.6215e-011,326.027,-7916.07,-7273.62,5,6,-0.0178691,
1.622e-011,301.911,-7869.84,-7274.91,5,6,-0.017482,
1.6225e-011,292.708,-7853.46,-7276.67,5,6,-0.017061,
1.623e-011,288.436,-7845.55,-7277.18,5,6,-0.0157406,
1.6235e-011,278.061,-7824.95,-7277.02,5,6,-0.014452,
1.624e-011,311.142,-7892.06,-7278.94,5,6,-0.0139793,
1.6245e-011,297.165,-7865.72,-7280.14,5,6,-0.0133893,
1.625e-011,313.318,-7897.63,-7280.23,5,6,-0.0123232,
1.6255e-011,288.39,-7850.1,-7281.81,5,6,-0.0113538,
1.626e-011,297.739,-7866.92,-7280.22,5,6,-0.0106399,
1.6265e-011,293.424,-7858.85,-7280.64,5,6,-0.0102532,
1.627e-011,305.413,-7883.52,-7281.69,5,6,-0.0100326,
1.6275e-011,294.418,-7862.63,-7282.47,5,6,-0.00986661,
1.628e-011,259.213,-7790.6,-7279.81,5,6,-0.00976064,
1.6285e-011,292.06,-7853.14,-7277.63,5,6,-0.0101171,
1.629e-011,321.051,-7911.76,-7279.11,5,6,-0.0104538,
1.6295e-011,327.637,-7927.19,-7281.57,5,6,-0.0102637,
1.63e-011,290.641,-7855.61,-7282.89,5,6,-0.0102172,
1.6305e-011,314.149,-7901.21,-7282.17,5,6,-0.0106826,
1.631e-011,287.77,-7849.97,-7282.9,5,6,-0.0109905,
1.6315e-011,281.126,-7834.97,-7281,5,6,-0.0104057,
1.632e-011,308.8,-7889.6,-7281.1,5,6,-0.00954501,
1.6325e-011,298.631,-7870.55,-7282.08,5,6,-0.00880542,
1.633e-011,280.654,-7833.99,-7280.95,5,6,-0.008242,
1.6335e-011,318.635,-7910.99,-7283.11,5,6,-0.00733767,
1.634e-011,274.893,-7824.49,-7282.8,5,6,-0.00651852,
1.6345e-011,291.037,-7854.42,-7280.92,5,6,-0.00658361,
1.635e-011,326.54,-7925.21,-7281.75,5,6,-0.00745729,
1.6355e-011,298.508,-7872.46,-7284.24,5,6,-0.00793367,
1.636e-011,302.392,-7881.34,-7285.46,5,6,-0.00793407,
1.6365e-011,284.399,-7846.16,-7285.74,5,6,-0.00849345,
1.637e-011,284.637,-7843.79,-7282.9,5,6,-0.00937503,
