step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,
3.3855e-011,280.095,-7831.65,-7279.71,5,6,-0.0154084,
3.386e-011,307.313,-7884.66,-7279.09,5,6,-0.0149742,
3.3865e-011,278.804,-7828.66,-7279.26,5,6,-0.0148812,
3.387e-011,307.955,-7884.8,-7277.96,5,6,-0.0150948,
3.3875e-011,292.174,-7854.15,-7278.41,5,6,-0.0145706,
3.388e-011,298.593,-7866.54,-7278.15,5,6,-0.0140191,
3.3885e-011,314.009,-7898.81,-7280.04,5,6,-0.0147369,
3.389e-011,288.807,-7850.2,-7281.09,5,6,-0.0161101,
3.3895e-011,296.99,-7865.03,-7279.8,5,6,-0.0165777,
3.39e-011,313.728,-7899.91,-7281.7,5,6,-0.0169482,
3.3905e-011,285.47,-7843.32,-7280.79,5,6,-0.017637,
3.391e-011,308.942,-7889.35,-7280.56,5,6,-0.0184748,
3.3915e-011,318.865,-7910.01,-7281.68,5,6,-0.0193272,
3.392e-011,294.087,-7862.17,-7282.66,5,6,-0.0202625,
3.3925e-011,288.401,-7849.08,-7280.77,4,5,-0.0202881,
3.393e-011,314.111,-7900.23,-7281.26,4,5,-0.0198532,
3.3935e-011,303.91,-7881.15,-7282.28,4,5,-0.0202394,
3.394e-011,300.966,-7876.1,-7283.04,4,5,-0.0213114,
3.3945e-011,299.515,-7873.1,-7282.89,4,5,-0.0220721,
3.395e-011,299.275,-7873.32,-7283.58,4,5,-0.0223491,
3.3955e-011,290.237,-7853.82,-7281.9,4,5,-0.0225949,
3.396e-011,306.481,-7886.44,-7282.51,4,5,-0.0226737,
3.3965e-011,285.048,-7843.2,-7281.51,4,5,-0.0225921,
3.397e-011,307.615,-7887.25,-7281.08,4,5,-0.0221852,
3.3975e-011,313.982,-7901.37,-7282.65,4,5,-0.0217818,
3.398e-011,288.29,-7851.23,-7283.14,4,5,-0.0214993,
3.3985e-011,285.326,-7844.43,-7282.18,4,5,-0.0211523,
3.399e-011,295.977,-7864.2,-7280.97,4,5,-0.0206958,
3.3995e-011,301.237,-7874.64,-7281.04,4,5,-0.0210014,
3.4e-011,313.097,-7898.81,-7281.84,4,5,-0.021935,
3.4005e-011,292.763,-7860.68,-7283.78,4,5,-0.022451,
3.401e-011,265.787,-7807.49,-7283.75,4,5,-0.0226463,
3.4015e-011,296.424,-7868.23,-7284.12,4,5,-0.0233282,
3.402e-011,304.243,-7884.16,-7284.64,4,5,-0.023996,
3.4025e-011,294.914,-7867.27,-7286.14,4,5,-0.0237981,
3.403e-011,291.536,-7860.19,-7285.71,4,5,-0.0233936,
3.4035e-011,285.341,-7846.46,-7284.19,4,5,-0.0232562,
3.404e-011,323.9,-7923.08,-7284.83,4,5,-0.0233111,
3.4045e-011,286.487,-7851.68,-7287.14,4,5,-0.0234796,
3.405e-011,312.287,-7903.91,-7288.54,4,5,-0.023399,
3.4055e-011,274.877,-7829.15,-7287.49,4,5,-0.0225334,
3.406e-011,317.624,-7912.35,-7286.46,4,5,-0.0218941,
3.4065e-011,288.877,-7859.53,-7290.29,4,5,-0.0220244,
3.407e-011,287.502,-7855.84,-7289.31,5,6,-0.0218782,
3.4075e-011,286.728,-7853.41,-7288.41,5,6,-0.0211105,
3.408e-011,311.071,-7902.4,-7289.42,5,6,-0.0212441,
3.4085e-011,273.662,-7827.73,-7288.46,5,6,-0.0220187,
3.409e-011,318.367,-7915.5,-7288.14,5,6,-0.0217067,
3.4095e-011,299.093,-7878.88,-7289.51,5,6,-0.020504,
3.41e-011,317.77,-7915.96,-7289.78,5,6,-0.0197319,
3.4105e-011,304.69,-7892.45,-7292.04,5,6,-0.0196416,
3.411e-011,278.58,-7839.67,-7290.72,5,6,-0.019568,
3.4115e-011,282.087,-7845.18,-7289.31,5,6,-0.0199009,
3.412e-011,308.652,-7897.04,-7288.83,5,6,-0.0207125,
3.4125e-011,295.659,-7871.21,-7288.6,5,6,-0.0217411,
3.413e-011,316.43,-7913.85,-7290.31,5,6,-0.0221492,
3.4135e-011,299.636,-7882.39,-7291.95,5,6,-0.0222976,
3.414e-011,308.581,-7900.39,-7292.32,5,6,-0.0226605,
3.4145e-011,288.307,-7862.02,-7293.9,5,6,-0.0232624,
3.415e-011,280.67,-7845.89,-7292.82,5,6,-0.0232934,
3.4155e-011,295.913,-7876.69,-7293.58,5,6,-0.0230011,
3.416e-011,291.084,-7867.48,-7293.88,5,6,-0.0232291,
3.4165e-011,301.03,-7888.27,-7295.08,5,6,-0.0236653,
3.417e-011,296.498,-7879.87,-7295.61,5,6,-0.0236279,
3.4175e-011,316.627,-7919.6,-7295.67,5,6,-0.0232969,
3.418e-011,299.306,-7886.41,-7296.61,5,6,-0.0234114,
3.4185e-011,310.644,-7910.48,-7298.34,5,6,-0.0236445,
3.419e-011,274.8,-7838.76,-7297.26,5,6,-0.0240946,
3.4195e-011,301.982,-7892.13,-7297.06,5,6,-0.0244039,
3.42e-011,262.386,-7811.25,-7294.21,5,6,-0.0243197,
3.4205e-011,329.032,-7942.62,-7294.25,5,6,-0.0234503,
3.421e-011,274.673,-7835.76,-7294.5,5,6,-0.0224899,
3.4215e-011,291.938,-7868.09,-7292.81,5,6,-0.0215949,
3.422e-011,296.786,-7876.85,-7292.02,5,6,-0.0211316,
3.4225e-011,323.127,-7930.57,-7293.84,5,6,-0.021481,
3.423e-011,287.692,-7860.01,-7293.1,5,6,-0.0217881,
3.4235e-011,301.386,-7885.74,-7291.85,5,6,-0.0210238,
3.424e-011,283.934,-7849.62,-7290.11,5,6,-0.0201422,
3.4245e-011,307.924,-7897.96,-7291.18,5,6,-0.0205126,
3.425e-011,276.234,-7832.77,-7288.44,5,6,-0.0208839,
3.4255e-011,295.47,-7870.91,-7288.68,5,6,-0.0203763,
3.426e-011,273.662,-7825.58,-7286.32,5,6,-0.0198269,
3.4265e-011,315.906,-7909.89,-7287.38,5,6,-0.0202344,
3.427e-011,309.51,-7898.63,-7288.73,5,6,-0.0207334,
3.4275e-011,297.819,-7876.57,-7289.71,5,6,-0.0209729,
3.428e-011,279.295,-7838.54,-7288.17,5,6,-0.021115,
3.4285e-011,293.946,-7867.33,-7288.1,5,6,-0.0212434,
3.429e-011,291.632,-7863.37,-7288.7,4,5,-0.0214091,
3.4295e-011,310.344,-7900.44,-7288.89,4,5,-0.0215922,
3.43e-011,268.473,-7816.52,-7287.49,4,5,-0.0218935,
3.4305e-011,306.923,-7890.4,-7285.59,4,5,-0.0221643,
3.431e-011,308.157,-7894.93,-7287.69,4,5,-0.0222824,
3.4315e-011,299.306,-7877.66,-7287.87,4,5,-0.0219357,
3.432e-011,287.644,-7854.63,-7287.82,4,5,-0.0214038,
3.4325e-011,299.068,-7876.5,-7287.17,4,5,-0.0208151,
3.433e-011,285.041,-7849.11,-7287.42,4,5,-0.0201872,
3.4335e-011,292.441,-7862.67,-7286.4,4,5,-0.0200886,
3.434e-011,287.339,-7851.28,-7285.07,4,5,-0.0204009,
3.4345e-011,292.332,-7859.7,-7283.65,4,5,-0.0202529,
3.435e-011,298.517,-7871.95,-7283.71,4,5,-0.0196859,
3.4355e-011,306.164,-7887.28,-7283.97,4,5,-0.0202672,
3.436e-011,301.855,-7879.6,-7284.78,4,5,-0.0210719,
3.4365e-011,280.997,-7837.54,-7283.83,4,5,-0.0212459,
3.437e-011,288.388,-7851.13,-7282.85,4,5,-0.0213472,
3.4375e-011,294.586,-7862.29,-7281.79,4,5,-0.0223016,
3.438e-011,297.534,-7867.75,-7281.45,4,5,-0.0224594,
3.4385e-011,316.901,-7907.27,-7282.8,4,5,-0.0223219,
3.439e-011,293.796,-7862.09,-7283.16,4,5,-0.0232793,
3.4395e-011,305.319,-7883.66,-7282.01,4,5,-0.0247648,
3.44e-011,305.738,-7884.84,-7282.37,4,5,-0.0247662,
3.4405e-011,292.427,-7858.88,-7282.64,4,5,-0.0241529,
3.441e-011,301.038,-7875.35,-7282.14,4,5,-0.0247864,
3.4415e-011,300.827,-7875.22,-7282.43,4,5,-0.025679,
3.442e-011,293.696,-7861.32,-7282.58,4,5,-0.0257158,
3.4425e-011,290.202,-7853.15,-7281.3,4,5,-0.0251906,
3.443e-011,307.384,-7887.49,-7281.77,4,5,-0.0251696,
3.4435e-011,288.731,-7851.25,-7282.29,4,5,-0.0246434,
3.444e-011,324.514,-7923.52,-7284.05,4,5,-0.0237708,
3.4445e-011,263.915,-7804.7,-7284.64,4,5,-0.0229382,
3.445e-011,319.907,-7913.43,-7283.04,4,5,-0.0227752,
3.4455e-011,307.694,-7891.3,-7284.98,4,5,-0.0227838,
3.446e-011,319.875,-7918.81,-7288.48,4,5,-0.0228703,
3.4465e-011,270.704,-7822.15,-7288.71,4,5,-0.0229242,
3.447e-011,288.446,-7854.23,-7285.84,4,5,-0.023022,
3.4475e-011,283.043,-7842.71,-7284.96,4,5,-0.0231784,
3.448e-011,306.337,-7888.75,-7285.1,4,5,-0.0232394,
3.4485e-011,282.579,-7840.48,-7283.65,4,5,-0.0237067,
3.449e-011,308.907,-7892.83,-7284.12,4,5,-0.0243263,
3.4495e-011,289.579,-7855.24,-7284.62,4,5,-0.0247619,
3.45e-011,291.376,-7857.87,-7283.7,4,5,-0.0251523,
3.4505e-011,310.438,-7894.81,-7283.08,4,5,-0.0260364,
3.451e-011,309.631,-7895.73,-7285.59,4,5,-0.0267369,
3.4515e-011,297.988,-7873.64,-7286.44,4,5,-0.0272801,
3.452e-011,289.908,-7856.68,-7285.4,4,5,-0.0282436,
3.4525e-011,295.091,-7865.92,-7284.44,4,5,-0.0286791,
3.453e-011,291.086,-7859.92,-7286.33,4,5,-0.0281416,
3.4535e-011,282.575,-7839.67,-7282.84,4,5,-0.0279948,
3.454e-011,296.358,-7866.87,-7282.88,4,5,-0.0289928,
3.4545e-011,289.975,-7853.03,-7281.62,4,5,-0.0294631,
3.455e-011,287.858,-7848.4,-7281.17,4,5,-0.0293592,
3.4555e-011,312.585,-7896.13,-7280.17,4,5,-0.0294386,
3.456e-011,322.379,-7918.1,-7282.84,4,5,-0.0293944,
3.4565e-011,284.569,-7843.66,-7282.9,4,5,-0.0287215,
3.457e-011,295.064,-7862.95,-7281.52,4,5,-0.0283082,
3.4575e-011,293.081,-7859.13,-7281.6,4,5,-0.0281592,
3.458e-011,270.739,-7813,-7279.49,4,5,-0.0271421,
3.4585e-011,305.851,-7882.4,-7279.71,4,5,-0.0262281,
3.459e-011,310.432,-7892.32,-7280.6,4,5,-0.0263789,
3.4595e-011,293.925,-7860.19,-7281,4,5,-0.0271981,
3.46e-011,298.408,-7868.59,-7280.56,4,5,-0.0271907,
3.4605e-011,301.312,-7875.92,-7282.17,4,5,-0.0269975,
3.461e-011,291.5,-7855.35,-7280.94,4,5,-0.0268863,
3.4615e-011,289.543,-7850.27,-7279.72,4,5,-0.0270328,
3.462e-011,296.618,-7863.01,-7278.52,4,5,-0.0271039,
3.4625e-011,287.968,-7844.85,-7277.39,4,5,-0.0274868,
3.463e-011,302.941,-7873.66,-7276.7,4,5,-0.0280393,
3.4635e-011,296.776,-7861.84,-7277.04,4,5,-0.0282121,
3.464e-011,305.719,-7878.8,-7276.37,4,5,-0.0278976,
3.4645e-011,303.912,-7876.74,-7277.87,4,5,-0.027659,
3.465e-011,323.275,-7916.37,-7279.34,4,5,-0.028189,
3.4655e-011,299.473,-7871.73,-7281.6,4,5,-0.0283288,
3.466e-011,277.532,-7826.43,-7279.54,4,5,-0.0279864,
3.4665e-011,297.78,-7866.58,-7279.8,4,5,-0.0274448,
3.467e-011,293.028,-7855.99,-7278.57,4,5,-0.026967,
3.4675e-011,318.635,-7906.9,-7279.02,4,5,-0.0256303,
3.468e-011,293.948,-7859.2,-7279.97,4,5,-0.0244329,
3.4685e-011,290.947,-7852.42,-7279.1,4,5,-0.0241875,
3.469e-011,304.935,-7880.16,-7279.28,4,5,-0.0241719,
3.4695e-011,306.337,-7883.5,-7279.85,4,5,-0.0234967,
3.47e-011,318.512,-7909.3,-7281.66,4,5,-0.0221381,
3.4705e-011,314.615,-7903.76,-7283.8,4,5,-0.0206669,
3.471e-011,274.325,-7824.31,-7283.74,4,5,-0.0190388,
3.4715e-011,287.531,-7847.78,-7281.19,4,5,-0.0181274,
3.472e-011,319.117,-7911.38,-7282.55,4,5,-0.0174362,
3.4725e-011,301.302,-7877.19,-7283.47,4,5,-0.0171593,
3.473e-011,299.895,-7874.65,-7283.69,4,5,-0.0171721,
3.4735e-011,290.188,-7855.3,-7283.48,4,5,-0.0177269,
3.474e-011,303.425,-7879.65,-7281.74,4,5,-0.0179102,
3.4745e-011,305.543,-7884.94,-7282.86,4,5,-0.0178826,
3.475e-011,296.729,-7867.38,-7282.66,4,5,-0.018004,
3.4755e-011,310.828,-7895.65,-7283.16,4,5,-0.017778,
3.476e-011,299.062,-7873.57,-7284.25,4,5,-0.0170839,
3.4765e-011,317.346,-7910.99,-7285.65,4,5,-0.0165102,
3.477e-011,289.357,-7856.48,-7286.29,4,5,-0.0171157,
3.4775e-011,300.165,-7876.16,-7284.67,4,5,-0.0178662,
3.478e-011,303.775,-7886.18,-7287.58,4,5,-0.0184727,
3.4785e-011,286.726,-7855.85,-7290.84,4,5,-0.0186149,
3.479e-011,303.491,-7889.76,-7291.72,4,5,-0.019286,
3.4795e-011,274.378,-7831.28,-7290.61,4,5,-0.0199195,
3.48e-011,309.369,-7899.69,-7290.07,4,5,-0.0203354,
3.4805e-011,304.88,-7891.58,-7290.8,4,5,-0.0202455,
3.481e-011,339.31,-7962.68,-7294.06,4,5,-0.0201529,
3.4815e-011,281.925,-7850.73,-7295.19,4,5,-0.0202386,
3.482e-011,306.711,-7899.88,-7295.49,4,5,-0.0205737,
3.4825e-011,264.161,-7814.88,-7294.34,4,5,-0.0213072,
3.483e-011,314.125,-7912.34,-7293.35,4,5,-0.0215525,
3.4835e-011,272.864,-7829.89,-7292.2,4,5,-0.0214287,
3.484e-011,308.712,-7900.25,-7291.92,4,5,-0.0209348,
3.4845e-011,294.925,-7874.4,-7293.24,4,5,-0.0208053,
3.485e-011,300.081,-7885.73,-7294.41,4,5,-0.0204302,
3.4855e-011,291.91,-7870.32,-7295.1,4,5,-0.0205857,
3.486e-011,300.503,-7887.15,-7295,5,6,-0.02119,
3.4865e-011,291.279,-7869.1,-7295.12,5,6,-0.0215489,
3.487e-011,300.051,-7886.11,-7294.85,5,6,-0.0206404,
3.4875e-011,294.893,-7876.45,-7295.35,5,6,-0.0198321,
3.488e-011,302.723,-7891.54,-7295.01,5,6,-0.0202914,
3.4885e-011,296.076,-7877.79,-7294.37,5,6,-0.020525,
3.489e-011,299.709,-7885.68,-7295.09,5,6,-0.0200562,
3.4895e-011,293.126,-7872.1,-7294.48,5,6,-0.0203117,
3.49e-011,304.636,-7895.76,-7295.47,5,6,-0.0219273,
3.4905e-011,273.725,-7833.22,-7293.84,5,6,-0.0222707,
3.491e-011,313.739,-7911.87,-7293.64,5,6,-0.0215844,
3.4915e-011,274.043,-7833.28,-7293.27,5,6,-0.0215553,
3.492e-011,316.36,-7915.65,-7292.25,5,6,-0.022725,
3.4925e-011,296.911,-7877.89,-7292.82,5,6,-0.0229336,
3.493e-011,298.922,-7881.69,-7292.65,5,6,-0.0218932,
3.4935e-011,274.341,-7831.74,-7291.14,5,6,-0.0207273,
3.494e-011,314.102,-7908.49,-7289.54,5,6,-0.0202355,
3.4945e-011,293.87,-7869.46,-7290.38,5,6,-0.0200601,
3.495e-011,312.658,-7908.38,-7292.27,5,6,-0.0194894,
3.4955e-011,286.648,-7857.77,-7292.92,5,6,-0.019105,
3.496e-011,290.017,-7862.39,-7290.9,5,6,-0.01915,
3.4965e-011,299.064,-7880.7,-7291.38,5,6,-0.0196429,
3.497e-011,303.127,-7888.9,-7291.57,5,6,-0.0195472,
3.4975e-011,296.391,-7876.08,-7292.03,5,6,-0.019266,
3.498e-011,286.17,-7854.53,-7290.62,5,6,-0.0191923,
3.4985e-011,302.623,-7886.37,-7290.04,5,6,-0.0197829,
3.499e-011,297.27,-7876.84,-7291.06,5,6,-0.0203564,
3.4995e-011,286.355,-7854.13,-7289.86,5,6,-0.0204965,
3.5e-011,300.303,-7880.71,-7288.95,5,6,-0.0206712,
3.5005e-011,294.282,-7871.58,-7291.68,5,6,-0.0216036,
3.501e-011,287.225,-7856.19,-7290.21,5,6,-0.0226236,
3.5015e-011,297.065,-7875.71,-7290.33,5,6,-0.0221802,
3.502e-011,297.687,-7876.39,-7289.79,5,6,-0.0215299,
3.5025e-011,308.906,-7898.49,-7289.78,5,6,-0.0221109,
3.503e-011,290.196,-7861.84,-7290,5,6,-0.023009,
3.5035e-011,301.373,-7882.84,-7288.97,5,6,-0.0224679,
3.504e-011,291.831,-7863.09,-7288.02,5,6,-0.0221159,
3.5045e-011,307.777,-7895.13,-7288.65,5,6,-0.0227522,
3.505e-011,294.188,-7869.01,-7289.31,5,6,-0.022716,
3.5055e-011,288.534,-7856.18,-7287.61,5,6,-0.0216953,
3.506e-011,295.113,-7868.17,-7286.64,5,6,-0.0216044,
3.5065e-011,286.721,-7850.56,-7285.57,5,6,-0.022412,
3.507e-011,282.186,-7839.96,-7283.9,5,6,-0.0219167,
3.5075e-011,294.298,-7862.98,-7283.05,5,6,-0.0203553,
3.508e-011,302.675,-7878.67,-7282.23,5,6,-0.0193972,
3.5085e-011,310.025,-7893.38,-7282.46,5,6,-0.0197539,
3.509e-011,293.326,-7861.42,-7283.41,5,6,-0.0202156,
3.5095e-011,293.78,-7860.19,-7281.28,5,6,-0.0205515,
3.51e-011,301.769,-7876.24,-7281.59,5,6,-0.0212994,
3.5105e-011,311.663,-7896.75,-7282.6,5,6,-0.0225081,
3.511e-011,286.814,-7848.62,-7283.44,5,6,-0.0228958,
3.5115e-011,292.407,-7858.91,-7282.71,5,6,-0.0222312,
3.512e-011,285.617,-7844.61,-7281.79,5,6,-0.0218894,
3.5125e-011,299.715,-7872.55,-7281.95,5,6,-0.022384,
3.513e-011,291.064,-7856.18,-7282.63,5,6,-0.0228629,
3.5135e-011,304.897,-7882.35,-7281.54,5,6,-0.0227131,
3.514e-011,297.149,-7868.06,-7282.52,5,6,-0.0226757,
3.5145e-011,297.345,-7867.85,-7281.92,5,6,-0.0228613,
3.515e-011,295.896,-7865.24,-7282.16,5,6,-0.0233704,
3.5155e-011,314.117,-7900.84,-7281.86,6,7,-0.0235361,
3.516e-011,303.629,-7881.7,-7283.39,6,7,-0.0230492,
3.5165e-011,284.714,-7845.39,-7284.34,6,7,-0.022144,
3.517e-011,252.156,-7777.36,-7280.47,6,7,-0.0220476,
3.5175e-011,276.755,-7822.53,-7277.17,6,7,-0.0224167,
3.518e-011,284.842,-7836.05,-7274.75,6,7,-0.0223245,
3.5185e-011,304.251,-7874.49,-7274.95,6,7,-0.0217972,
3.519e-011,313.156,-7892.87,-7275.79,6,7,-0.0214096,
3.5195e-011,290.184,-7848.86,-7277.04,6,7,-0.0209152,
3.52e-011,311.702,-7890.97,-7276.75,6,7,-0.0200119,
3.5205e-011,294.248,-7859.2,-7279.37,6,7,-0.0196766,
3.521e-011,283.84,-7837.85,-7278.53,6,7,-0.0198037,
3.5215e-011,295.48,-7860.67,-7278.41,6,7,-0.0198423,
3.522e-011,304.635,-7878.59,-7278.3,6,7,-0.0192545,
3.5225e-011,272.978,-7815.09,-7277.18,6,7,-0.0191205,
3.523e-011,290.863,-7848.6,-7275.44,6,7,-0.0195273,
3.5235e-011,322.956,-7912.25,-7275.86,5,6,-0.0200014,
3.524e-011,322.815,-7915.1,-7278.98,5,6,-0.0196796,
3.5245e-011,310.579,-7891.98,-7279.98,5,6,-0.0190958,
3.525e-011,297.938,-7867.84,-7280.74,5,6,-0.0189824,
3.5255e-011,278.059,-7827.48,-7279.56,5,6,-0.0193108,
3.526e-011,306.61,-7883.98,-7279.79,5,6,-0.0196026,
3.5265e-011,294.491,-7859.54,-7279.23,5,6,-0.0197461,
3.527e-011,314.055,-7899.4,-7280.54,5,6,-0.0204312,
3.5275e-011,298.298,-7869.07,-7281.27,5,6,-0.0210463,
3.528e-011,291.45,-7855.62,-7281.3,5,6,-0.0210861,
3.5285e-011,297.501,-7866.62,-7280.39,5,6,-0.0201023,
3.529e-011,313.83,-7899.27,-7280.86,5,6,-0.0194484,
3.5295e-011,312.476,-7898.15,-7282.4,5,6,-0.0194681,
3.53e-011,299.579,-7873.3,-7282.97,5,6,-0.01971,
3.5305e-011,291.824,-7857.67,-7282.62,5,6,-0.0190846,
3.531e-011,292.67,-7858.65,-7281.93,5,6,-0.0184716,
3.5315e-011,296.961,-7866.56,-7281.39,5,6,-0.0187932,
3.532e-011,281.145,-7834.24,-7280.23,5,6,-0.0190594,
3.5325e-011,288.207,-7846.68,-7278.76,5,6,-0.0182794,
3.533e-011,296.678,-7863.07,-7278.45,5,6,-0.0171349,
3.5335e-011,315.119,-7899.64,-7278.69,5,6,-0.017003,
3.534e-011,289.203,-7848.88,-7278.99,5,6,-0.0169168,
3.5345e-011,288,-7845.82,-7278.3,5,6,-0.0165826,
3.535e-011,303.658,-7875.6,-7277.23,5,6,-0.0163928,
3.5355e-011,303.198,-7877.06,-7279.6,5,6,-0.0170379,
3.536e-011,267.11,-7805.32,-7278.97,5,6,-0.0174794,
3.5365e-011,280.606,-7829.82,-7276.87,5,6,-0.0178529,
3.537e-011,298.129,-7863.32,-7275.85,5,6,-0.018298,
3.5375e-011,320.881,-7909.15,-7276.85,5,6,-0.0188828,
3.538e-011,314.59,-7898.29,-7278.38,5,6,-0.019442,
3.5385e-011,268.3,-7806.03,-7277.34,5,6,-0.0201983,
3.539e-011,323.727,-7914.24,-7276.33,5,6,-0.0212729,
3.5395e-011,304.025,-7877.54,-7278.45,5,6,-0.0224419,
3.54e-011,292.543,-7854.99,-7278.52,5,6,-0.0241528,
3.5405e-011,279.238,-7826.9,-7276.65,5,6,-0.0259237,
3.541e-011,305.834,-7879.61,-7276.95,5,6,-0.027369,
3.5415e-011,280.821,-7830.6,-7277.23,5,6,-0.0278823,
3.542e-011,310.45,-7889.81,-7278.05,5,6,-0.0279704,
3.5425e-011,293.738,-7856.53,-7277.71,5,6,-0.0275439,
3.543e-011,317.042,-7903.48,-7278.74,5,6,-0.0268792,
3.5435e-011,304.079,-7879.24,-7280.04,5,6,-0.0260891,
3.544e-011,291.843,-7854.77,-7279.68,5,6,-0.0260096,
3.5445e-011,300.636,-7872.41,-7279.99,5,6,-0.0268231,
3.545e-011,292.782,-7856.62,-7279.68,5,6,-0.0277593,
3.5455e-011,308.939,-7887.6,-7278.83,5,6,-0.0282355,
3.546e-011,291.059,-7852.62,-7279.08,5,6,-0.0283499,
3.5465e-011,293.811,-7857.79,-7278.83,5,6,-0.0284789,
3.547e-011,308.548,-7887.3,-7279.3,5,6,-0.027608,
3.5475e-011,301.365,-7874.74,-7280.89,5,6,-0.0264172,
3.548e-011,295.069,-7862.53,-7281.09,5,6,-0.0260377,
3.5485e-011,302.853,-7878.02,-7281.24,5,6,-0.0267251,
3.549e-011,301.246,-7875,-7281.39,5,6,-0.0267259,
3.5495e-011,281.05,-7833.77,-7279.95,5,6,-0.0263881,
3.55e-011,268.876,-7807.66,-7277.83,5,6,-0.0269303,
3.5505e-011,289.911,-7848.03,-7276.75,5,6,-0.0281202,
3.551e-011,311.333,-7890.49,-7276.99,5,6,-0.0289589,
3.5515e-011,310.243,-7889.39,-7278.04,5,6,-0.0291077,
3.552e-011,305.087,-7880.19,-7279.01,5,6,-0.0292392,
3.5525e-011,291.942,-7854.68,-7279.39,5,6,-0.0296971,
3.553e-011,281.835,-7833.77,-7278.41,5,6,-0.030771,
3.5535e-011,307.887,-7884.98,-7278.27,5,6,-0.0312584,
3.554e-011,289.252,-7848.69,-7278.71,5,6,-0.0312844,
3.5545e-011,289.408,-7848.28,-7277.99,5,6,-0.0314593,
3.555e-011,281.411,-7831.83,-7277.3,5,6,-0.0323688,
3.5555e-011,306.55,-7880.93,-7276.86,5,6,-0.0330913,
3.556e-011,298.973,-7866.39,-7277.25,5,6,-0.0334879,
3.5565e-011,320.692,-7909.85,-7277.91,5,6,-0.0339046,
3.557e-011,287.46,-7845.86,-7279.41,5,6,-0.0340358,
3.5575e-011,302.557,-7875.92,-7279.72,5,6,-0.0339015,
3.558e-011,292.003,-7855.58,-7280.17,5,6,-0.0338637,
3.5585e-011,292.542,-7854.68,-7278.22,5,6,-0.0344353,
3.559e-011,293.73,-7857.28,-7278.48,5,6,-0.0346389,
3.5595e-011,280.241,-7828.92,-7276.7,5,6,-0.0341527,
3.56e-011,322.367,-7914.47,-7279.24,5,6,-0.0331025,
3.5605e-011,289.408,-7850.5,-7280.21,5,6,-0.0323456,
3.561e-011,300.001,-7870.79,-7279.63,5,6,-0.0317723,
3.5615e-011,286.166,-7843.12,-7279.22,5,6,-0.031315,
3.562e-011,298.521,-7868.13,-7279.88,5,6,-0.0310243,
3.5625e-011,305.229,-7881.94,-7280.47,5,6,-0.0310709,
3.563e-011,293.743,-7860.49,-7281.66,5,6,-0.0311538,
3.5635e-011,289.591,-7851.57,-7280.92,5,6,-0.0309457,
3.564e-011,293.012,-7858.81,-7281.42,5,6,-0.0310331,
3.5645e-011,289.32,-7849.5,-7279.39,5,6,-0.0312699,
3.565e-011,294.76,-7860.06,-7279.22,5,6,-0.0314936,
3.5655e-011,283.838,-7836.83,-7277.51,5,6,-0.0314698,
3.566e-011,292.002,-7852.59,-7277.19,5,6,-0.0319855,
3.5665e-011,303.247,-7873.87,-7276.31,5,6,-0.0327148,
3.567e-011,316.061,-7901.93,-7279.12,5,6,-0.0333206,
3.5675e-011,300.874,-7872.61,-7279.73,5,6,-0.03357,
3.568e-011,297.742,-7866.17,-7279.46,5,6,-0.0337887,
3.5685e-011,291.485,-7855.48,-7281.1,5,6,-0.0340132,
3.569e-011,275.782,-7822.27,-7278.83,5,6,-0.0339009,
3.5695e-011,299.389,-7867.24,-7277.28,5,6,-0.0332613,
3.57e-011,282.548,-7832.21,-7275.44,5,6,-0.0320996,
3.5705e-011,310.589,-7887.22,-7275.19,5,6,-0.0312209,
3.571e-011,324.046,-7916.03,-7277.49,5,6,-0.0309861,
3.5715e-011,310.239,-7891.12,-7279.78,5,6,-0.031447,
3.572e-011,287.605,-7846.47,-7279.73,5,6,-0.0315072,
3.5725e-011,300.105,-7870.02,-7278.66,5,6,-0.0311524,
3.573e-011,304.387,-7879.21,-7279.4,5,6,-0.0306544,
3.5735e-011,319.046,-7908.71,-7280.02,5,6,-0.0302924,
3.574e-011,297.551,-7867.17,-7280.84,5,6,-0.0292414,
3.5745e-011,294.453,-7861.2,-7280.97,5,6,-0.0275717,
3.575e-011,299.579,-7870.9,-7280.57,5,6,-0.026394,
3.5755e-011,296.94,-7866.51,-7281.37,5,6,-0.02633,
3.576e-011,318.688,-7909.64,-7281.65,5,6,-0.0268073,
3.5765e-011,288.003,-7849.19,-7281.67,5,6,-0.0267679,
3.577e-011,299.303,-7870.42,-7280.63,5,6,-0.0266262,
3.5775e-011,310.433,-7893.06,-7281.34,5,6,-0.0264235,
3.578e-011,303.809,-7879.9,-7281.23,5,6,-0.0260283,
3.5785e-011,310.823,-7895.56,-7283.07,5,6,-0.0253075,
3.579e-011,304.665,-7883.82,-7283.46,6,7,-0.025168,
3.5795e-011,289.035,-7853.07,-7283.52,6,7,-0.0254069,
3.58e-011,314.091,-7902.48,-7283.55,6,7,-0.0255026,
3.5805e-011,304.499,-7884.33,-7284.3,6,7,-0.0253239,
3.581e-011,298.541,-7874.2,-7285.91,6,7,-0.0253468,
3.5815e-011,295.62,-7867.64,-7285.11,6,7,-0.0254215,
3.582e-011,291.885,-7860.1,-7284.93,6,7,-0.024836,
