step,T,Epot,Efull,SolventMolsThroughZ,
2.23e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.235e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.24e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.245e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.25e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.255e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.26e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.265e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.27e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.275e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.28e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.285e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.29e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.295e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.3e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.305e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.31e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.315e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.32e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.325e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.33e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.335e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.34e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.345e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.35e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.355e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.36e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.365e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.37e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.375e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.38e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.385e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.39e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.395e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.4e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.405e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.41e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.415e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.42e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.425e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.43e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.435e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.44e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.445e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.45e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.455e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.46e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.465e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.47e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.475e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.48e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.485e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.49e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.495e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.5e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.505e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.51e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.515e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.52e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.525e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.53e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.535e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.54e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.545e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.55e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.555e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.56e-012,1.#QNAN,1.#QNAN,1.#QNAN,
2.565e-012,1.#QNAN,1.#QNAN,1.#QNAN,
