t	temperature	ConvEKinTemp(ekin)	sum_vel[0]	sum_vel[1]	sum_vel[2]	sum_fup[0]	sum_fup[1]	sum_fup[2]	sum_fdw[0]	sum_fdw[1]	sum_fdw[2]				
1220	298	298.23413	-33.581199	149.602975	-169.443118	-1747.022504	-1977.475213	556.64716	-394.275239	-539.882473	1131.418129		-1352.747265		-31.55348499
1220.5	298	297.484025	-37.862206	143.876736	-153.824609	-1781.427057	-1993.784081	548.183105	-335.782642	-443.315088	1130.595988		-1445.644415		
1221	298	296.736176	-38.780098	133.742363	-137.840691	-1795.22554	-1987.875062	542.763399	-263.321532	-339.476127	1125.949536		-1531.904008		
1221.5	298	296.34092	-35.692685	119.497802	-122.367121	-1790.475698	-1961.777812	540.37478	-178.090945	-230.113182	1117.589591		-1612.384753		
1222	298	296.50696	-28.369349	101.867722	-108.203463	-1767.604309	-1917.797227	540.926353	-84.069658	-117.186915	1105.707821		-1683.534651		
1222.5	298	297.219032	-17.019205	81.958007	-96.001198	-1727.559556	-1858.414105	544.259473	13.603112	-2.837682	1090.558737		-1741.162668		
1223	298	298.249715	-2.291786	61.168434	-86.216752	-1673.844859	-1786.173782	550.148458	115.87665	110.648252	1072.435292		-1789.721509		
1223.5	298	299.256028	14.779527	41.069865	-79.068034	-1608.14238	-1703.57415	558.291356	219.909834	220.893827	1051.640953		-1828.052214		
1224	298	299.916352	32.888049	23.25922	-74.539337	-1533.995625	-1612.983049	568.303362	320.910337	325.488306	1028.472318		-1854.905962		
1224.5	298	300.051195	50.586631	9.209022	-72.360745	-1452.31591	-1516.579601	579.723272	419.084287	422.047129	1003.217817		-1871.400197		
1225	298	299.681152	66.411923	0.126969	-72.072561	-1367.594532	-1416.328394	592.037439	510.491819	508.275987	976.175295		-1878.086351		
1225.5	298	299.00115	79.072757	-3.161797	-73.072075	-1282.667172	-1313.980861	604.715738	594.490735	582.029908	947.681064		-1877.157907		
1226	298	298.284343	87.549557	-0.298609	-74.675919	-1198.651747	-1211.101747	617.254071	671.16392	641.37829	918.137135		-1869.815667		
1226.5	298	297.758297	91.21149	8.567153	-76.204588	-1120.941188	-1109.088411	629.210777	738.696554	684.681828	888.022083		-1859.637742		
1227	298	297.507577	89.877963	22.785078	-77.07464	-1046.944289	-1009.188218	640.22908	798.069278	710.669257	857.878419		-1845.013567		
1227.5	298	297.445132	83.817262	41.26078	-76.87012	-980.136282	-912.512862	650.04288	849.140543	718.517636	828.281505		-1829.276825
1228	298	297.362854	73.728005	62.559497	-75.4159	-922.898628	-820.03827	658.473222	889.986399	707.918362	799.801285		-1812.885027
1228.5	298	297.036589	60.650176	85.046015	-72.804647	-873.368452	-732.605483	665.422178	923.898114	679.113766	772.971828		-1797.266566
1229	298	296.337239	45.846107	107.045561	-69.393688	-829.63545	-650.913322	670.865338	948.269326	632.907772	748.276922		-1777.904776
1229.5	298	295.299213	30.67696	127.012625	-65.75771	-792.443168	-575.514799	674.845285	963.970648	570.645285	726.151372		-1756.413816
1230	298	294.116633	16.464111	143.672777	-62.60501	-759.516133	-506.813652	677.458924	973.11911	494.161881	706.99175		-1732.635243
1230.5	298	293.070587	4.366913	156.142848	-60.681295	-730.947818	-445.051387	678.835858	975.32473	405.71444	691.168461		-1706.272548
1231	298	292.420287	-4.743399	163.999554	-60.651353	-707.050668	-390.301478	679.103741	970.16007	307.903851	679.033155		-1677.210738
1231.5	298	292.302128	-10.359922	167.291547	-62.987532	-685.609888	-342.461619	678.349125	956.407625	203.590024	670.91673		-1642.017513
1232	298	292.676497	-12.371315	166.495814	-67.874141	-662.223768	-301.265241	676.581144	936.588029	95.802801	667.115266		-1598.811797
1232.5	298	293.342861	-11.074696	162.427556	-75.161064	-640.177614	-266.303697	673.7155	913.597996	-12.342503	667.868244		-1553.77561
1233	298	294.017798	-7.112583	156.117958	-84.357751	-619.242923	-237.072558	669.582991	885.645533	-117.730532	673.333175		-1504.888456
1233.5	298	294.445561	-1.394746	148.676396	-94.665974	-598.235333	-213.038483	663.962094	854.264658	-217.325442	683.565469		-1452.499991
1234	298	294.498723	5.012056	141.154913	-105.058177	-578.552466	-193.732679	656.623511	822.273099	-308.25095	698.510091		-1400.825565
1234.5	298	294.22859	11.019793	134.429796	-114.390779	-559.877241	-178.826975	647.379033	791.635932	-387.877261	718.010724		-1351.513173
1235	298	293.844971	15.639656	129.113412	-121.531777	-546.643958	-168.208005	636.117936	762.764445	-453.89826	741.832423		-1309.408403
1235.5	298	293.632595	18.10265	125.503803	-125.475201	-536.809189	-162.016402	622.82185	734.192042	-504.403484	769.690865		-1271.001231
