step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,
27720,291.108,-7858.83,-7285.19,1,2,-0.0177448,7.70052,
27730,280.713,-7836.07,-7282.92,1,2,-0.0170494,7.70073,
27740,303.18,-7880.01,-7282.58,1,2,-0.0170802,7.70094,
27750,280.204,-7833.81,-7281.66,1,2,-0.017189,7.70115,
27760,272.258,-7815.38,-7278.89,1,2,-0.0167266,7.70136,
27770,283.597,-7835.64,-7276.8,1,2,-0.0165318,7.70157,
27780,298.472,-7865.6,-7277.45,1,2,-0.0163493,7.70177,
27790,291.458,-7851.6,-7277.27,1,2,-0.015791,7.70197,
27800,294.862,-7858.9,-7277.86,1,2,-0.0149384,7.70217,
27810,301.524,-7872.65,-7278.49,1,2,-0.0146073,7.70236,
27820,292.013,-7855.56,-7280.14,1,2,-0.0146574,7.70255,
27830,288.803,-7848.5,-7279.4,1,2,-0.0146528,7.70275,
27840,296.261,-7863.15,-7279.35,1,2,-0.0150544,7.70293,
27850,300.845,-7871.94,-7279.11,1,2,-0.0153635,7.70312,
27860,298.133,-7867.14,-7279.66,1,2,-0.0150975,7.7033,
27870,305.583,-7882.59,-7280.43,1,2,-0.0146149,7.70349,
27880,283.816,-7839.67,-7280.4,1,2,-0.0156296,7.70367,
27890,292.566,-7855.53,-7279.01,1,2,-0.017139,7.70384,
27900,294.793,-7858.86,-7277.96,1,2,-0.0180936,7.70402,
27910,299.891,-7868.54,-7277.59,1,2,-0.0183865,7.70419,
27920,287.599,-7844.97,-7278.24,1,2,-0.018961,7.70436,
27930,293.531,-7856.08,-7277.66,1,2,-0.0191491,7.70453,
27940,296.245,-7860.24,-7276.48,1,2,-0.0189167,7.70469,
27950,303.142,-7873.35,-7276,1,2,-0.0189539,7.70486,
27960,306.764,-7881.28,-7276.79,1,2,-0.0194905,7.70502,
27970,299.52,-7867.25,-7277.03,1,2,-0.0200313,7.70518,
27980,311.351,-7891.71,-7278.19,1,2,-0.0200995,7.70533,
27990,282.23,-7834.02,-7277.87,1,2,-0.0203974,7.70549,
28000,306.622,-7881.5,-7277.29,1,2,-0.0209889,7.70564,
28010,300.346,-7869.6,-7277.75,1,2,-0.0220003,7.70579,
28020,311.476,-7892.18,-7278.41,1,2,-0.0226879,7.70593,
28030,304.962,-7879.92,-7278.98,1,2,-0.0234301,7.70608,
28040,313.41,-7898.18,-7280.59,1,2,-0.0240386,7.70622,
28050,298.804,-7870.37,-7281.57,1,2,-0.0245016,7.70636,
28060,300.285,-7873.5,-7281.78,1,2,-0.0245561,7.7065,
28070,309.57,-7895.53,-7285.51,1,2,-0.0245584,7.70664,
28080,295.091,-7877.2,-7295.71,1,2,-0.0248128,7.70677,
28090,318.477,-7924.95,-7297.38,1,2,-0.0252551,7.7069,
28100,307.301,-7905.3,-7299.75,1,2,-0.0261233,7.70703,
28110,299.487,-7890.56,-7300.41,1,2,-0.026939,7.70715,
28120,289.89,-7872.44,-7301.2,1,2,-0.02738,7.70728,
28130,297.836,-7886.88,-7299.99,1,2,-0.0268259,7.7074,
28140,300.876,-7892.3,-7299.41,1,2,-0.0262198,7.70752,
28150,305.491,-7902.22,-7300.24,1,2,-0.0256645,7.70764,
28160,306.661,-7905.61,-7301.32,1,2,-0.0252887,7.70775,
28170,300.059,-7892.78,-7301.5,1,2,-0.0250593,7.70786,
28180,291.832,-7876.05,-7300.99,1,2,-0.0251843,7.70797,
28190,280.168,-7851.33,-7299.24,1,2,-0.0250832,7.70808,
28200,295.27,-7880.78,-7298.94,1,2,-0.0240224,7.70818,
28210,283.749,-7856.52,-7297.38,1,2,-0.0227828,7.70829,
28220,296.914,-7882.7,-7297.62,1,2,-0.0221084,7.70839,
28230,290.694,-7870.57,-7297.74,1,2,-0.0221855,7.70849,
28240,313.488,-7916.93,-7299.19,1,2,-0.021679,7.70858,
28250,297.217,-7885.44,-7299.76,1,2,-0.0207931,7.70868,
28260,277.492,-7845.39,-7298.58,1,2,-0.0199943,7.70877,
28270,305.604,-7899.88,-7297.68,1,2,-0.019918,7.70886,
28280,306.417,-7902.35,-7298.55,1,2,-0.019733,7.70894,
28290,281.309,-7852.39,-7298.06,1,2,-0.019274,7.70903,
28300,295.822,-7878.85,-7295.92,1,2,-0.0188728,7.70911,
28310,317.569,-7924.44,-7298.66,1,2,-0.0189236,7.70919,
28320,297.832,-7886.2,-7299.31,1,2,-0.0192053,7.70927,
28330,307.739,-7906.55,-7300.14,1,2,-0.0195281,7.70934,
28340,277.892,-7847.53,-7299.94,1,2,-0.0202841,7.70942,
28350,312.69,-7915.99,-7299.82,1,2,-0.0204962,7.70949,
28360,291.295,-7874.56,-7300.55,1,2,-0.0197339,7.70955,
28370,286,-7863.02,-7299.45,1,2,-0.0185991,7.70962,
28380,316.421,-7923.52,-7300,1,2,-0.0187095,7.70968,
28390,290.083,-7872.48,-7300.86,1,2,-0.019137,7.70975,
28400,292.214,-7875.86,-7300.04,1,2,-0.0187563,7.7098,
28410,290.978,-7874.56,-7301.18,1,2,-0.0178018,7.70986,
28420,302.137,-7896.56,-7301.18,1,2,-0.0177493,7.70991,
28430,292.78,-7877.98,-7301.05,1,2,-0.0183462,7.70997,
28440,283.889,-7859.34,-7299.92,1,2,-0.019014,7.71002,
28450,285.479,-7860.59,-7298.04,1,2,-0.0197879,7.71006,
28460,277.606,-7842.97,-7295.93,1,2,-0.0202935,7.71011,
28470,288.696,-7862.33,-7293.44,1,2,-0.0197087,7.71015,
28480,319.744,-7923.3,-7293.23,1,2,-0.0182311,7.71019,
28490,283.273,-7852.15,-7293.95,1,2,-0.0178287,7.71023,
28500,286.229,-7856.18,-7292.16,1,2,-0.0185873,7.71027,
28510,283.991,-7851.01,-7291.39,1,2,-0.0192622,7.7103,
28520,298.798,-7878.67,-7289.88,1,2,-0.0191971,7.71033,
28530,325.363,-7931.94,-7290.8,1,2,-0.0197796,7.71036,
28540,314.78,-7914.39,-7294.1,1,2,-0.0205986,7.71039,
28550,301.365,-7888.66,-7294.8,1,2,-0.0207142,7.71041,
28560,289.019,-7863.89,-7294.37,1,2,-0.0199866,7.71043,
28570,300.508,-7886.45,-7294.29,1,2,-0.0193729,7.71045,
28580,287.372,-7860.6,-7294.33,1,2,-0.0187248,7.71047,
28590,287.566,-7859.36,-7292.7,1,2,-0.0177948,7.71048,
28600,278.492,-7839.25,-7290.47,1,2,-0.017221,7.7105,
28610,291.66,-7864.12,-7289.39,1,2,-0.0173225,7.71051,
28620,312.207,-7905.39,-7290.17,1,2,-0.0179331,7.71051,
28630,284.635,-7850.98,-7290.09,1,2,-0.0180895,7.71052,
28640,275.413,-7830.99,-7288.28,1,2,-0.018303,7.71052,
28650,280.731,-7838.9,-7285.71,1,2,-0.0186812,7.71052,
28660,293.063,-7862.23,-7284.74,1,2,-0.0194237,7.71052,
28670,286.588,-7848.38,-7283.65,1,2,-0.0196366,7.71052,
28680,288.82,-7852.31,-7283.18,1,2,-0.0194984,7.71051,
28690,278.339,-7829.85,-7281.37,1,2,-0.0191925,7.71051,
28700,283.033,-7837.61,-7279.88,1,2,-0.0189894,7.71049,
28710,309.955,-7890.08,-7279.3,1,2,-0.0192115,7.71048,
28720,304.599,-7880.78,-7280.56,1,2,-0.0198505,7.71047,
28730,283.427,-7838.29,-7279.78,1,2,-0.0210112,7.71045,
28740,319.082,-7909.28,-7280.52,1,2,-0.0222313,7.71043,
28750,307.093,-7887.45,-7282.31,1,2,-0.0234957,7.71041,
28760,311.456,-7896.81,-7283.08,1,2,-0.0235899,7.71038,
28770,303.554,-7882.79,-7284.62,1,2,-0.0229539,7.71036,
28780,283.692,-7843.71,-7284.69,1,2,-0.0226594,7.71033,
28790,281.565,-7839.78,-7284.94,1,2,-0.0235554,7.7103,
28800,295.897,-7866.98,-7283.91,1,2,-0.0240647,7.71026,
28810,298.832,-7874.33,-7285.48,1,2,-0.0240346,7.71023,
28820,313.363,-7903.47,-7285.97,1,2,-0.0247741,7.71019,
28830,296.322,-7870.95,-7287.04,1,2,-0.0261083,7.71015,
28840,302.303,-7882.92,-7287.22,1,2,-0.0266421,7.7101,
28850,289.976,-7858.06,-7286.65,1,2,-0.0263837,7.71006,
28860,287.959,-7854.14,-7286.71,1,2,-0.0268985,7.71001,
28870,282.028,-7839.56,-7283.82,1,2,-0.0275324,7.70996,
28880,319.536,-7913.35,-7283.69,1,2,-0.0278038,7.70991,
28890,301.144,-7879.77,-7286.35,1,2,-0.0280138,7.70985,
28900,290.978,-7860.98,-7287.6,1,2,-0.0289158,7.7098,
28910,300.39,-7878.63,-7286.69,1,2,-0.0294532,7.70974,
28920,296.453,-7871.72,-7287.55,1,2,-0.0294681,7.70968,
28930,283.634,-7845.55,-7286.64,1,2,-0.0295923,7.70961,
28940,293.604,-7865.14,-7286.59,1,2,-0.0299675,7.70955,
28950,283.157,-7843.01,-7285.04,1,2,-0.0298894,7.70948,
28960,297.192,-7871.04,-7285.41,1,2,-0.0293196,7.70941,
28970,297.805,-7872.54,-7285.7,1,2,-0.0290366,7.70933,
28980,298.133,-7872.21,-7284.73,1,2,-0.0288459,7.70926,
28990,309.106,-7895.1,-7285.99,1,2,-0.0286451,7.70918,
29000,269.926,-7816.58,-7284.68,1,2,-0.0282904,7.7091,
29010,301.872,-7877.95,-7283.1,1,2,-0.0280889,7.70902,
29020,298.435,-7871.1,-7283.03,1,2,-0.0274008,7.70893,
29030,296.51,-7867.92,-7283.64,1,2,-0.0264765,7.70884,
29040,287.85,-7849.98,-7282.76,1,2,-0.0258522,7.70876,
29050,294.014,-7861.84,-7282.48,1,2,-0.0256312,7.70866,
29060,283.252,-7839.84,-7281.68,1,2,-0.0251707,7.70857,
29070,298.878,-7870.23,-7281.28,1,2,-0.0244162,7.70847,
29080,291.09,-7854.28,-7280.68,1,2,-0.0240685,7.70837,
29090,289.425,-7850.89,-7280.56,1,2,-0.023958,7.70827,
29100,276.418,-7824,-7279.31,1,2,-0.0236284,7.70817,
29110,311.231,-7891.89,-7278.6,1,2,-0.0231089,7.70806,
29120,318.941,-7909.14,-7280.65,1,2,-0.023188,7.70796,
29130,293.521,-7859.36,-7280.96,1,2,-0.0232648,7.70785,
29140,289.238,-7849.23,-7279.27,1,2,-0.0234169,7.70773,
29150,320.251,-7912.44,-7281.37,1,2,-0.0240475,7.70762,
29160,283.468,-7840,-7281.41,1,2,-0.0251984,7.7075,
29170,293.939,-7859.85,-7280.63,1,2,-0.0255972,7.70738,
29180,308.059,-7887.94,-7280.9,1,2,-0.0256731,7.70726,
29190,312.695,-7897.21,-7281.03,1,2,-0.0261168,7.70714,
29200,303.797,-7880.79,-7282.14,1,2,-0.0262457,7.70701,
29210,321.95,-7918.04,-7283.62,1,2,-0.0254482,7.70688,
29220,295.343,-7866.65,-7284.67,1,2,-0.0246722,7.70675,
29230,277.035,-7828.75,-7282.85,1,2,-0.0247177,7.70662,
29240,309.355,-7892.38,-7282.79,1,2,-0.0242742,7.70648,
29250,314.874,-7904.24,-7283.77,1,2,-0.0230889,7.70634,
29260,313.284,-7902.67,-7285.33,1,2,-0.0221646,7.7062,
29270,294.983,-7866.53,-7285.26,1,2,-0.0223215,7.70606,
29280,282.272,-7840.1,-7283.87,1,2,-0.0224246,7.70592,
29290,282.517,-7838.7,-7281.99,1,2,-0.0220338,7.70577,
29300,292.275,-7856.95,-7281.02,1,2,-0.0213157,7.70562,
29310,285.317,-7842.04,-7279.81,1,2,-0.0209167,7.70547,
29320,304.476,-7878.97,-7278.99,1,2,-0.0210799,7.70531,
29330,316.204,-7904.73,-7281.64,1,2,-0.021748,7.70516,
29340,288.656,-7850.57,-7281.76,1,2,-0.0227244,7.705,
29350,294.354,-7860.81,-7280.78,1,2,-0.0235144,7.70484,
29360,308.93,-7890.91,-7282.15,1,2,-0.0238965,7.70467,
29370,289.992,-7852.99,-7281.55,1,2,-0.0237771,7.70451,
29380,287.17,-7845.93,-7280.05,1,2,-0.0236305,7.70434,
29390,303.524,-7878.15,-7280.05,1,2,-0.0235044,7.70417,
29400,289.177,-7850.19,-7280.36,1,2,-0.0232381,7.70399,
29410,314.157,-7897.97,-7278.91,1,2,-0.0225704,7.70382,
29420,301.749,-7875.75,-7281.14,1,2,-0.0219325,7.70364,
29430,281.309,-7834,-7279.67,1,2,-0.0221037,7.70346,
29440,278.839,-7827.72,-7278.26,1,2,-0.0229388,7.70328,
29450,301.885,-7873.41,-7278.54,1,2,-0.0232009,7.7031,
29460,300.019,-7870.88,-7279.68,1,2,-0.0221579,7.70291,
29470,279.759,-7830.13,-7278.85,1,2,-0.0209145,7.70272,
29480,291.434,-7851.14,-7276.86,1,2,-0.0202116,7.70253,
29490,295.845,-7859.99,-7277.02,1,2,-0.0198519,7.70234,
29500,292.375,-7852.51,-7276.37,1,2,-0.0190635,7.70214,
29510,298.139,-7863.36,-7275.86,1,2,-0.0177998,7.70194,
29520,307.509,-7881.04,-7275.08,1,2,-0.0162541,7.70174,
29530,312.925,-7895.12,-7278.49,1,2,-0.0150129,7.70154,
29540,295.135,-7860.27,-7278.69,1,2,-0.0147314,7.70133,
29550,289.112,-7847.92,-7278.21,1,2,-0.0152695,7.70112,
29560,289.936,-7848.19,-7276.86,1,2,-0.0157942,7.70091,
29570,304.87,-7878.82,-7278.06,1,2,-0.0155631,7.7007,
29580,318.512,-7906.29,-7278.65,1,2,-0.0153915,7.70049,
29590,298.362,-7867.4,-7279.47,1,2,-0.0159827,7.70027,
29600,319.295,-7910.28,-7281.1,1,2,-0.0173466,7.70005,
29610,295.305,-7864.71,-7282.8,1,2,-0.0180463,7.69983,
29620,312.864,-7899.08,-7282.57,1,2,-0.0177616,7.69961,
29630,289.993,-7853.84,-7282.4,1,2,-0.0173045,7.69938,
29640,305.352,-7882.84,-7281.13,1,2,-0.0176818,7.69915,
29650,303.679,-7881.05,-7282.64,1,2,-0.0186752,7.69892,
29660,293.697,-7860.94,-7282.2,1,2,-0.019542,7.69869,
29670,286.087,-7845.17,-7281.43,1,2,-0.0197776,7.69845,
29680,300.612,-7873.15,-7280.78,1,2,-0.0193811,7.69822,
29690,285.456,-7842.85,-7280.34,1,2,-0.0193745,7.69798,
29700,315.965,-7903.04,-7280.42,1,2,-0.0200305,7.69773,
29710,287.077,-7847.15,-7281.46,1,2,-0.0204988,7.69749,
29720,293.16,-7858.32,-7280.64,1,2,-0.0200131,7.69724,
29730,302.24,-7876.91,-7281.34,1,2,-0.0195385,7.69699,
29740,290.211,-7852.71,-7280.84,1,2,-0.019381,7.69674,
29750,300.33,-7871.53,-7279.72,1,2,-0.0189952,7.69649,
29760,319.911,-7911.55,-7281.15,1,2,-0.0181991,7.69623,
29770,298.881,-7871.44,-7282.48,1,2,-0.0177477,7.69597,
29780,284.614,-7841.96,-7281.12,1,2,-0.0179906,7.69571,
29790,297.58,-7867.52,-7281.12,1,2,-0.0185078,7.69545,
29800,314.789,-7902.84,-7282.53,1,2,-0.0188566,7.69518,
29810,290.34,-7855.54,-7283.41,1,2,-0.0185552,7.69492,
29820,299.727,-7872.45,-7281.83,1,2,-0.0178501,7.69465,
29830,273.263,-7819.9,-7281.43,1,2,-0.0171389,7.69437,
29840,289.441,-7849.45,-7279.1,1,2,-0.0166186,7.6941,
29850,310.677,-7893.19,-7280.99,1,2,-0.0159181,7.69382,
29860,317.008,-7905.9,-7281.22,1,2,-0.0152711,7.69354,
29870,303.298,-7880.88,-7283.22,1,2,-0.0149771,7.69326,
29880,302.659,-7878.63,-7282.23,1,2,-0.0145582,7.69298,
29890,292.895,-7859.56,-7282.4,1,2,-0.0141684,7.69269,
29900,293.715,-7859.87,-7281.09,1,2,-0.0144056,7.6924,
29910,313.551,-7899.05,-7281.18,1,2,-0.015203,7.69211,
29920,309.346,-7892.67,-7283.09,1,2,-0.0154557,7.69182,
29930,286.375,-7846.81,-7282.5,1,2,-0.0154639,7.69152,
29940,311.159,-7896.41,-7283.26,1,2,-0.0158984,7.69123,
29950,293.806,-7862.42,-7283.46,1,2,-0.0164041,7.69093,
29960,304.78,-7883.26,-7282.68,1,2,-0.0162147,7.69062,
29970,313.345,-7903.4,-7285.94,1,2,-0.0156619,7.69032,
29980,301.061,-7880.76,-7287.51,1,2,-0.0155297,7.69001,
29990,306.06,-7892.06,-7288.96,1,2,-0.0158959,7.6897,
30000,278.306,-7835.81,-7287.4,1,2,-0.0164058,7.68939,
30010,305.046,-7888.07,-7286.96,1,2,-0.0165425,7.68908,
30020,308.059,-7894.58,-7287.54,1,2,-0.0163702,7.68876,
30030,326.024,-7932.7,-7290.25,1,2,-0.0157409,7.68844,
30040,288.98,-7863.03,-7293.58,1,2,-0.0153532,7.68812,
30050,287.05,-7858.24,-7292.6,1,2,-0.0159254,7.6878,
30060,298.026,-7879.49,-7292.22,1,2,-0.0177355,7.68747,
30070,295.625,-7875.95,-7293.41,2,3,-0.0187717,7.68714,
30080,295.254,-7874.6,-7292.79,2,3,-0.0182632,7.68681,
30090,320.44,-7924.41,-7292.97,2,3,-0.0177473,7.68648,
30100,307.475,-7900.22,-7294.33,2,3,-0.0184668,7.68615,
30110,294.674,-7875.23,-7294.56,2,3,-0.0192156,7.68581,
30120,311.464,-7908.56,-7294.81,2,3,-0.0187996,7.68547,
30130,304.484,-7896.05,-7296.05,2,3,-0.0184514,7.68513,
30140,298.138,-7884.61,-7297.12,2,3,-0.0189058,7.68479,
30150,286.246,-7860.28,-7296.22,2,3,-0.0197369,7.68444,
30160,313.599,-7915.68,-7297.72,2,3,-0.0202065,7.68409,
30170,276.002,-7842.42,-7298.55,2,3,-0.0208981,7.68374,
30180,296.573,-7881.69,-7297.28,2,3,-0.0214351,7.68339,
30190,285.062,-7858.66,-7296.93,2,3,-0.0220268,7.68303,
30200,316.694,-7921.44,-7297.38,2,3,-0.0229252,7.68267,
30210,293.947,-7876.94,-7297.71,2,3,-0.0240273,7.68231,
30220,303.71,-7895.21,-7296.74,2,3,-0.0239483,7.68195,
30230,306.806,-7901.47,-7296.89,2,3,-0.022896,7.68159,
30240,297.272,-7884.75,-7298.97,2,3,-0.0224513,7.68122,
30250,295.153,-7879.1,-7297.48,2,3,-0.0227529,7.68085,
30260,310.285,-7910.78,-7299.35,2,3,-0.0231192,7.68048,
30270,303.794,-7898.38,-7299.74,2,3,-0.0231912,7.6801,
30280,285.338,-7861.46,-7299.19,2,3,-0.0233408,7.67973,
30290,307.155,-7904.26,-7299,2,3,-0.0227428,7.67935,
30300,313.654,-7918.18,-7300.11,2,3,-0.0214402,7.67897,
30310,313.476,-7918.77,-7301.05,2,3,-0.0201998,7.67858,
30320,305.581,-7904.98,-7302.82,2,3,-0.0199049,7.6782,
30330,299.092,-7893.96,-7304.59,2,3,-0.0200567,7.67781,
30340,276.878,-7848.66,-7303.06,2,3,-0.0201619,7.67742,
30350,292.347,-7877.15,-7301.07,2,3,-0.0202771,7.67703,
30360,297.931,-7887.13,-7300.04,2,3,-0.0205042,7.67663,
30370,316.594,-7924.15,-7300.28,2,3,-0.0207,7.67624,
30380,294.563,-7881.58,-7301.13,2,3,-0.0207071,7.67584,
30390,284.986,-7862.22,-7300.64,2,3,-0.0211938,7.67544,
30400,298.365,-7886.82,-7298.88,2,3,-0.0220858,7.67503,
30410,300.774,-7892.72,-7300.04,2,3,-0.023091,7.67462,
30420,308.134,-7907.84,-7300.65,2,3,-0.0232197,7.67422,
30430,291.787,-7876.61,-7301.63,2,3,-0.0226535,7.67381,
30440,283.012,-7857.49,-7299.8,2,3,-0.0220867,7.67339,
30450,290.679,-7871.46,-7298.66,2,3,-0.0224361,7.67298,
30460,300.41,-7890.38,-7298.41,2,3,-0.0233925,7.67256,
30470,306.515,-7903.06,-7299.06,2,3,-0.0239285,7.67214,
30480,273.709,-7837.87,-7298.51,2,3,-0.02405,7.67172,
30490,295.462,-7878.65,-7296.43,2,3,-0.0243472,7.67129,
30500,316.548,-7922.44,-7298.67,2,3,-0.0247148,7.67086,
30510,294.858,-7879.45,-7298.42,2,3,-0.0240473,7.67043,
30520,306.721,-7903.1,-7298.69,2,3,-0.0230227,7.67,
30530,285.503,-7861.42,-7298.82,2,3,-0.0228399,7.66957,
30540,303.033,-7895.1,-7297.96,2,3,-0.02339,7.66913,
30550,304.858,-7899.41,-7298.68,2,3,-0.0233452,7.66869,
30560,304.081,-7898.44,-7299.24,2,3,-0.0232373,7.66825,
30570,284.169,-7858.61,-7298.64,2,3,-0.023586,7.66781,
30580,282.965,-7856.04,-7298.45,2,3,-0.0234896,7.66736,
30590,274.787,-7837.17,-7295.69,2,3,-0.0224718,7.66692,
30600,295.523,-7876.22,-7293.88,2,3,-0.0221821,7.66647,
30610,289.04,-7862.57,-7293,2,3,-0.0236752,7.66601,
30620,286.079,-7855.53,-7291.8,2,3,-0.0246038,7.66556,
30630,306.038,-7894.07,-7291.01,2,3,-0.0238079,7.6651,
30640,323.411,-7930.83,-7293.54,2,3,-0.0226709,7.66464,
30650,299.454,-7885.26,-7295.18,2,3,-0.0229024,7.66418,
30660,304.003,-7894.45,-7295.4,2,3,-0.0232523,7.66372,
30670,288.834,-7864.78,-7295.62,2,3,-0.0232162,7.66325,
30680,292.305,-7870.55,-7294.55,2,3,-0.0233048,7.66278,
30690,281.496,-7849.3,-7294.6,2,3,-0.023307,7.66231,
30700,303.702,-7892.15,-7293.7,2,3,-0.022446,7.66184,
30710,310.998,-7909.08,-7296.25,2,3,-0.0214823,7.66136,
30720,302.451,-7892.51,-7296.52,2,3,-0.0213527,7.66089,
30730,319.578,-7927.85,-7298.11,2,3,-0.0208216,7.66041,
30740,307.056,-7904.35,-7299.28,2,3,-0.0196571,7.65992,
30750,288.681,-7868.33,-7299.47,2,3,-0.0188742,7.65944,
30760,308.099,-7905.13,-7298.01,2,3,-0.0194079,7.65895,
30770,286.32,-7861.71,-7297.5,2,3,-0.0196577,7.65846,
30780,309.623,-7908.27,-7298.15,2,3,-0.0195478,7.65797,
30790,315.749,-7921.15,-7298.95,2,3,-0.0195655,7.65748,
30800,285.728,-7862.43,-7299.4,2,3,-0.0201611,7.65698,
30810,286.983,-7863.52,-7298.01,2,3,-0.0204399,7.65648,
30820,316.579,-7922.91,-7299.08,2,3,-0.0205114,7.65598,
30830,281.334,-7854.08,-7299.7,2,3,-0.0203941,7.65548,
30840,301.941,-7893.5,-7298.51,2,3,-0.0197128,7.65497,
30850,281.902,-7854.46,-7298.96,2,3,-0.0186209,7.65446,
30860,294.525,-7877.5,-7297.13,2,3,-0.0178959,7.65395,
30870,282.941,-7853.88,-7296.33,2,3,-0.0183072,7.65344,
30880,293.504,-7873.95,-7295.59,2,3,-0.0191342,7.65293,
30890,304.042,-7895.33,-7296.21,2,3,-0.0196347,7.65241,
30900,327.397,-7942.43,-7297.29,2,3,-0.0195042,7.65189,
30910,291.555,-7873.36,-7298.84,2,3,-0.0197598,7.65137,
30920,281.395,-7851.8,-7297.3,2,3,-0.0201265,7.65085,
30930,306.747,-7901.77,-7297.31,2,3,-0.0202935,7.65032,
30940,282.804,-7854.03,-7296.76,2,3,-0.0201134,7.64979,
30950,279.817,-7847.31,-7295.92,2,3,-0.020167,7.64926,
30960,274.648,-7835.39,-7294.19,2,3,-0.0203148,7.64873,
30970,307.352,-7900.59,-7294.94,2,3,-0.0200938,7.64819,
30980,297.342,-7881.27,-7295.35,2,3,-0.0195312,7.64766,
30990,301.472,-7889.88,-7295.81,2,3,-0.0187328,7.64712,
31000,287.989,-7862.07,-7294.58,2,3,-0.0182753,7.64657,
31010,304.943,-7894.96,-7294.06,2,3,-0.0176578,7.64603,
31020,254.98,-7794.8,-7292.36,2,3,-0.0169716,7.64548,
31030,291.18,-7863.06,-7289.28,2,3,-0.0160006,7.64493,
31040,310.301,-7901.57,-7290.11,2,3,-0.0155321,7.64438,
31050,301.297,-7883.64,-7289.92,2,3,-0.0148142,7.64383,
31060,314.597,-7910.6,-7290.68,2,3,-0.0138068,7.64327,
31070,301.393,-7886.98,-7293.08,2,3,-0.0134579,7.64271,
31080,301.703,-7887.77,-7293.25,2,3,-0.0140619,7.64215,
31090,281.953,-7847.78,-7292.18,2,3,-0.0141532,7.64159,
31100,293.633,-7869.99,-7291.38,2,3,-0.0130915,7.64102,
31110,294.873,-7870.69,-7289.63,2,3,-0.012737,7.64046,
31120,281.939,-7844.7,-7289.13,2,3,-0.0128382,7.63989,
31130,293.391,-7865.82,-7287.68,2,3,-0.0124281,7.63932,
31140,307.972,-7896.37,-7289.5,2,3,-0.0113399,7.63874,
31150,292.696,-7866.31,-7289.54,2,3,-0.0113936,7.63816,
31160,310.103,-7900.87,-7289.8,2,3,-0.0114656,7.63759,
31170,313.178,-7908.13,-7291,2,3,-0.0109892,7.637,
31180,282.622,-7850.62,-7293.7,2,3,-0.0104549,7.63642,
31190,283.768,-7851.94,-7292.77,2,3,-0.0105947,7.63583,
31200,295.168,-7873.45,-7291.81,2,3,-0.0106195,7.63525,
31210,288.268,-7857.75,-7289.71,2,3,-0.0107319,7.63466,
31220,308.657,-7897.4,-7289.18,2,3,-0.0119345,7.63406,
31230,338.939,-7959.28,-7291.39,2,3,-0.0134606,7.63347,
31240,300.618,-7886,-7293.62,2,3,-0.0146177,7.63287,
31250,303.18,-7892.57,-7295.14,2,3,-0.0150976,7.63227,
31260,282.781,-7852.57,-7295.34,2,3,-0.0157341,7.63167,
31270,286.744,-7860.13,-7295.09,2,3,-0.015694,7.63106,
31280,303.369,-7894.57,-7296.77,2,3,-0.0151199,7.63046,
31290,299.908,-7887.85,-7296.87,2,3,-0.0144712,7.62985,
31300,281.749,-7850.56,-7295.36,2,3,-0.0145017,7.62924,
31310,290.492,-7865.72,-7293.29,2,3,-0.0148579,7.62863,
31320,302.204,-7888.98,-7293.48,2,3,-0.0155141,7.62801,
31330,299.524,-7884.07,-7293.85,2,3,-0.0167578,7.62739,
31340,299.571,-7884,-7293.69,2,3,-0.0177979,7.62677,
31350,301.721,-7889.03,-7294.48,2,3,-0.0181076,7.62615,
31360,267.692,-7819.8,-7292.3,2,3,-0.0180175,7.62552,
31370,298.104,-7879,-7291.58,2,3,-0.0186398,7.6249,
31380,306.71,-7896.61,-7292.22,2,3,-0.0187193,7.62427,
31390,290.925,-7865.84,-7292.57,2,3,-0.0181856,7.62364,
31400,303.795,-7889.86,-7291.22,2,3,-0.0181018,7.623,
31410,300.467,-7884.24,-7292.16,2,3,-0.0192323,7.62237,
31420,304.88,-7892.76,-7291.98,2,3,-0.0201133,7.62173,
31430,294.348,-7871.84,-7291.81,2,3,-0.020395,7.62109,
31440,292.757,-7868.3,-7291.41,2,3,-0.0208253,7.62044,
31450,286.397,-7855.09,-7290.73,2,3,-0.0211484,7.6198,
31460,285.559,-7851.14,-7288.43,2,3,-0.0210011,7.61915,
31470,308.836,-7896.14,-7287.57,2,3,-0.0205709,7.6185,
31480,315.106,-7910.02,-7289.09,2,3,-0.0206931,7.61785,
31490,301.262,-7884.74,-7291.09,2,3,-0.0206445,7.61719,
31500,332.44,-7947.88,-7292.8,2,3,-0.0211139,7.61654,
31510,299.625,-7885.37,-7294.95,2,3,-0.0223828,7.61588,
31520,322.238,-7932.18,-7297.2,2,3,-0.0241713,7.61521,
31530,270.776,-7830.97,-7297.4,2,3,-0.0248115,7.61455,
31540,276.505,-7839.56,-7294.7,2,3,-0.0248679,7.61388,
31550,274.163,-7832.19,-7291.94,2,3,-0.025336,7.61322,
31560,296.326,-7873.77,-7289.85,2,3,-0.026,7.61255,
31570,283.294,-7847.77,-7289.53,2,3,-0.0261418,7.61187,
31580,288.333,-7856.14,-7287.97,2,3,-0.0264956,7.6112,
31590,290.949,-7860.74,-7287.41,2,3,-0.027765,7.61052,
31600,290.661,-7859.15,-7286.39,2,3,-0.0282091,7.60984,
