step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.738722,-3393.75,0,0.664813,9.46337,100,-4199.37,805.618,646.219,1138.91,-6433.47,448.969,1083.69,-278.069
1,0.725316,-3393.85,-0.0999511,0.651648,16.4873,100,-4199.63,805.786,645.644,1139.2,-6433.51,449.037,1083.86,-278.073
2,0.712149,-3393.59,0.158885,0.638484,22.6464,100,-4199.65,806.068,645.654,1139.11,-6433.47,449.054,1084.14,-278.075
3,0.698984,-3390.71,3.03068,0.625319,10.1368,100,-4199.52,808.806,645.719,1139.06,-6433.42,449.116,1086.88,-278.075
4,0.685806,-3390.4,3.34022,0.612155,15.1542,100,-4199.44,809.039,645.759,1139,-6433.37,449.162,1087.11,-278.071
5,0.672641,-3390.11,3.63598,0.59899,18.8299,100,-4199.43,809.324,645.806,1138.93,-6433.34,449.172,1087.4,-278.074
6,0.659471,-3389.77,3.97245,0.585825,21.3836,100,-4199.39,809.618,645.886,1138.85,-6433.31,449.183,1087.7,-278.085
7,0.646302,-3389.48,4.26651,0.572661,23.2174,100,-4199.39,809.908,645.887,1138.82,-6433.3,449.207,1087.99,-278.078
8,0.633136,-3389.33,4.41053,0.559496,-12.5344,100,-4199.42,810.087,645.816,1138.8,-6433.3,449.262,1088.15,-278.06
9,0.619961,-3389.49,4.25734,0.546331,-10.642,100,-4199.45,809.957,645.854,1138.76,-6433.32,449.27,1088.02,-278.067
10,0.606793,-3389.61,4.13378,0.533167,-7.95807,100,-4199.48,809.869,645.861,1138.73,-6433.36,449.284,1087.93,-278.065
11,0.593629,-3389.76,3.98241,0.520002,-4.07673,100,-4199.54,809.772,645.884,1138.7,-6433.4,449.283,1087.84,-278.072
12,0.580464,-3389.85,3.89124,0.506838,1.21167,100,-4199.59,809.735,645.898,1138.68,-6433.46,449.287,1087.81,-278.074
13,0.567301,-3389.87,3.87913,0.493673,7.91384,100,-4199.64,809.775,645.922,1138.66,-6433.52,449.294,1087.86,-278.081
14,0.554137,-3391.63,2.11454,0.480508,4.71687,100,-4199.76,808.133,645.757,1138.75,-6433.59,449.321,1086.19,-278.054
15,0.54097,-3392.99,0.75416,0.467344,2.57673,100,-4199.88,806.89,645.717,1138.74,-6433.67,449.339,1084.95,-278.058
16,0.5278,-3393.95,-0.206345,0.454179,0.551372,100,-4199.96,806.013,645.796,1138.58,-6433.7,449.356,1084.04,-278.024
17,0.514628,-3393.91,-0.160148,0.441015,6.32211,100,-4200,806.09,645.873,1138.54,-6433.76,449.357,1084.12,-278.025
18,0.501464,-3393.79,-0.0448063,0.42785,10.9666,100,-4200,806.213,645.942,1138.5,-6433.82,449.373,1084.23,-278.015
19,0.488298,-3391.15,2.59655,0.414685,-4.04959,100,-4199.92,808.771,646.144,1138.42,-6433.85,449.371,1086.78,-278.008
20,0.475132,-3391.18,2.56288,0.401521,-1.38723,100,-4199.91,808.732,646.242,1138.37,-6433.9,449.374,1086.73,-278.002
21,0.461965,-3391.19,2.5517,0.388356,-0.605569,100,-4199.89,808.692,646.352,1138.32,-6433.93,449.376,1086.69,-277.998
22,0.448798,-3391.21,2.53982,0.375191,-1.43183,100,-4199.84,808.639,646.466,1138.28,-6433.96,449.37,1086.63,-277.991
23,0.435631,-3391.24,2.5093,0.362027,-3.31512,100,-4199.85,808.613,646.529,1138.26,-6433.99,449.357,1086.6,-277.989
24,0.422465,-3389.65,4.0978,0.348862,-16.7438,100,-4199.75,810.105,646.635,1138.25,-6433.99,449.35,1088.09,-277.986
25,0.4093,-3388.87,4.87784,0.335698,-24.2683,100,-4199.7,810.833,646.723,1138.25,-6434,449.323,1088.81,-277.978
26,0.396137,-3389.18,4.56866,0.322533,-22.2665,100,-4199.68,810.499,646.71,1138.35,-6434.02,449.285,1088.49,-277.989
27,0.382975,-3392.35,1.39168,0.309368,-37.3973,100,-4199.76,807.402,646.55,1138.44,-6434.01,449.263,1085.35,-277.947
28,0.369797,-3392.79,0.958115,0.296204,-28.6849,100,-4199.73,806.946,646.511,1138.6,-6434.05,449.206,1084.93,-277.983
29,0.356641,-3393.07,0.675211,0.283039,-12.9136,100,-4199.64,806.571,646.506,1138.83,-6434.1,449.123,1084.62,-278.046
