step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0165377,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-1.45783e-006,0.0557913,-0.0411664,0.637374,0.503579,1
10,1.98302,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,1.15419e-005,0.0557936,-0.0411398,0.637374,0.503579,1
20,2.04383,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-1.93683e-005,0.0557547,-0.0410903,0.637374,0.503579,1
30,2.7191,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-6.45666e-005,0.0556784,-0.0410877,0.637374,0.503579,1
40,3.20771,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000128769,0.0556198,-0.0410681,0.637374,0.503579,1
50,3.21712,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000137589,0.0556131,-0.0410266,0.637374,0.503579,1
60,3.15039,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000153643,0.0556316,-0.040976,0.637374,0.503579,1
70,3.23595,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000191043,0.0556445,-0.0409577,0.637374,0.503579,1
80,2.96285,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000244382,0.0556201,-0.0409394,0.637374,0.503579,1
90,2.89019,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000259781,0.0555771,-0.040914,0.637374,0.503579,1
100,2.66766,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000279914,0.0555505,-0.0408702,0.637374,0.503579,1
110,11.6422,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000321225,0.0555383,-0.0407789,0.637374,0.503579,1
120,18.4673,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000355499,0.0555255,-0.0406147,0.637374,0.503579,1
130,22.6756,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000355065,0.0555348,-0.0404395,0.637383,0.503581,1
140,24.9968,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000397893,0.0555554,-0.0403072,0.637396,0.503582,1
150,26.3037,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000467654,0.0555431,-0.0402195,0.63743,0.503585,1
160,26.4854,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000505803,0.0555085,-0.04009,0.637456,0.503586,1
170,26.3951,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000493561,0.0554891,-0.0399101,0.63749,0.503587,1
180,25.9751,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000473939,0.055466,-0.039758,0.637521,0.503585,1
190,25.0835,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000465377,0.0554309,-0.039697,0.637573,0.503582,1
200,24.61,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000460162,0.0554025,-0.0396812,0.637722,0.503566,1
210,32.5764,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.0004433,0.0553645,-0.0396715,0.637739,0.503564,1
220,37.7183,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000395416,0.0553023,-0.039701,0.637862,0.503543,1
230,40.476,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.00036702,0.0552298,-0.0397865,0.637936,0.503528,1
240,41.4686,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000386439,0.0551514,-0.0399182,0.638071,0.503494,1
250,41.5245,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.00048346,0.0550838,-0.0401369,0.638289,0.503433,1
260,41.1371,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000591142,0.0550693,-0.0405173,0.638511,0.503365,1
270,40.249,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000649529,0.0550688,-0.0409511,0.638693,0.503303,1
280,39.0489,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000532371,0.0550352,-0.0413033,0.638958,0.503208,1
290,38.4711,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000352204,0.0549692,-0.0415951,0.639311,0.503073,1
300,37.6984,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000206068,0.0548643,-0.042037,0.639555,0.502974,1
310,46.3469,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.00015828,0.0547125,-0.0426126,0.639665,0.502926,1
320,52.4915,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-4.42962e-005,0.0546174,-0.043194,0.639769,0.502878,1
330,56.4952,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,3.75055e-005,0.0545486,-0.0437707,0.639833,0.502846,1
340,60.852,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,0.000102285,0.0543932,-0.0446183,0.639833,0.502846,1
350,66.0258,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,9.09111e-005,0.0542061,-0.0455709,0.639833,0.502846,1
360,71.8353,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,9.1488e-005,0.0541394,-0.0464218,0.639833,0.502846,1
370,78.4379,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-7.24338e-005,0.0541048,-0.0471843,0.639833,0.502846,1
380,84.5372,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000233275,0.0540924,-0.0481498,0.639833,0.502846,1
390,91.3384,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000369147,0.0541472,-0.0490433,0.639833,0.502846,1
400,94.8143,0,0,0,-4.66e-008,1.13791e-008,0.981818,0,0,0,-0.000411417,0.0542844,-0.0496394,0.639833,0.502846,1
