step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.589777,-3377.05,0,-0.66353,-0.779668,100,-4216.69,839.639,629.109,1131.69,-6428.58,451.088,1114.62,-274.981
1,-0.576625,-3377.04,0.00890913,-0.650391,3.12584,100,-4216.59,839.543,628.852,1131.94,-6428.55,451.176,1114.28,-274.735
2,-0.563484,-3376.98,0.0754459,-0.637252,6.95991,100,-4216.59,839.616,628.869,1131.93,-6428.57,451.17,1114.35,-274.736
3,-0.550345,-3375.74,1.3079,-0.624112,2.50104,100,-4216.55,840.807,628.933,1131.92,-6428.57,451.164,1115.53,-274.726
4,-0.537202,-3374.99,2.06002,-0.610973,1.30604,100,-4216.53,841.537,628.981,1131.9,-6428.57,451.159,1116.27,-274.731
5,-0.524061,-3374.95,2.10258,-0.597834,5.09521,100,-4216.56,841.61,628.959,1131.91,-6428.58,451.156,1116.34,-274.735
6,-0.510922,-3374.86,2.19151,-0.584695,8.34573,100,-4216.57,841.705,628.976,1131.92,-6428.6,451.14,1116.44,-274.739
7,-0.497783,-3374.73,2.31989,-0.571556,11.1377,100,-4216.56,841.83,628.988,1131.89,-6428.59,451.147,1116.56,-274.734
8,-0.484644,-3374.57,2.48278,-0.558416,13.6123,100,-4216.57,842.005,629.014,1131.87,-6428.6,451.142,1116.74,-274.74
9,-0.471506,-3374.52,2.53028,-0.545277,-11.2126,100,-4216.56,842.033,629.082,1131.81,-6428.55,451.102,1116.74,-274.712
10,-0.458358,-3374.78,2.2695,-0.532138,-10.0777,100,-4216.58,841.794,629.058,1131.82,-6428.55,451.101,1116.5,-274.706
11,-0.445219,-3375.47,1.58113,-0.518999,-13.1038,100,-4216.5,841.026,628.979,1131.93,-6428.54,451.133,1115.7,-274.677
12,-0.432074,-3376.62,0.431731,-0.50586,-18.7419,100,-4216.42,839.801,628.957,1131.95,-6428.5,451.169,1114.42,-274.622
13,-0.418936,-3376.86,0.194777,-0.49272,-17.2773,100,-4216.41,839.548,628.938,1131.97,-6428.49,451.175,1114.16,-274.612
14,-0.405796,-3377.07,-0.0209531,-0.479581,-15.5084,100,-4216.4,839.325,628.903,1132,-6428.48,451.183,1113.92,-274.594
15,-0.392658,-3377.26,-0.211518,-0.466442,-13.4558,100,-4216.38,839.121,628.876,1132.01,-6428.47,451.194,1113.7,-274.575
16,-0.379519,-3378,-0.950455,-0.453303,-15.2641,100,-4216.38,838.376,628.879,1131.98,-6428.45,451.212,1112.92,-274.545
17,-0.366377,-3378.6,-1.54909,-0.440163,-16.0794,100,-4216.38,837.778,628.868,1131.98,-6428.45,451.219,1112.31,-274.535
18,-0.353234,-3378.8,-1.74834,-0.427024,-14.2518,100,-4216.34,837.54,628.848,1132,-6428.43,451.239,1112.05,-274.51
19,-0.340094,-3378.6,-1.54637,-0.413885,-15.1276,100,-4216.29,837.692,628.849,1132,-6428.4,451.254,1112.18,-274.488
20,-0.326954,-3377.38,-0.329471,-0.400746,-23.1473,100,-4216.24,838.853,628.856,1131.98,-6428.36,451.284,1113.32,-274.468
21,-0.313813,-3377.67,-0.612555,-0.387607,-19.8713,100,-4216.22,838.551,628.835,1131.99,-6428.34,451.3,1113,-274.445
22,-0.300675,-3377.9,-0.848705,-0.374467,-15.9095,100,-4216.21,838.304,628.839,1131.97,-6428.33,451.311,1112.73,-274.43
23,-0.287537,-3378.08,-1.02453,-0.361328,-10.5416,100,-4216.22,838.143,628.851,1131.93,-6428.32,451.313,1112.57,-274.424
24,-0.2744,-3378.26,-1.20771,-0.348189,-3.25419,100,-4216.28,838.02,628.893,1131.84,-6428.32,451.301,1112.45,-274.433
25,-0.261264,-3376.43,0.622407,-0.33505,-4.34832,100,-4216.37,839.945,629.019,1131.64,-6428.3,451.266,1114.42,-274.476
26,-0.248131,-3376.37,0.682332,-0.321911,14.6895,100,-4216.64,840.272,629.171,1131.37,-6428.35,451.167,1114.84,-274.567
27,-0.235002,-3376.01,1.04719,-0.308771,42.606,100,-4217.1,841.09,629.415,1130.96,-6428.46,450.996,1115.82,-274.732
28,-0.221878,-3376.21,0.841104,-0.295632,75.8808,100,-4217.85,841.636,629.752,1130.31,-6428.63,450.729,1116.63,-274.99
29,-0.208756,-3374.79,2.26624,-0.282493,132.863,100,-4218.88,844.098,630.393,1129.34,-6428.91,450.291,1119.51,-275.416
30,-0.195648,-3372.67,4.38008,-0.269354,212.252,100,-4220.36,847.684,631.368,1127.96,-6429.32,449.627,1123.73,-276.048
31,-0.182552,-3369.14,7.91591,-0.256215,319.694,100,-4222.44,853.302,632.764,1126.05,-6429.93,448.671,1130.28,-276.981
32,-0.169471,-3364.06,12.9975,-0.243075,459.706,100,-4225.03,860.972,634.845,1123.55,-6430.75,447.324,1139.23,-278.261
33,-0.156406,-3356.83,20.2229,-0.229936,634.638,100,-4228.24,871.411,637.691,1120.42,-6431.87,445.525,1151.41,-280.002
34,-0.143356,-3347.16,29.8908,-0.216797,842.263,100,-4231.88,884.718,641.444,1116.77,-6433.31,443.22,1166.94,-282.22
35,-0.13032,-3335.78,41.2691,-0.203658,1054.07,100,-4235.69,899.911,646.082,1112.86,-6435.07,440.431,1184.87,-284.958
36,-0.117281,-3319.39,57.6672,-0.190519,1289.31,100,-4238.94,919.553,651.883,1109.11,-6437.09,437.165,1207.68,-288.131
37,-0.104248,-3301.95,75.1021,-0.177379,1514.57,100,-4241.28,939.327,658.499,1106.03,-6439.35,433.544,1231.01,-291.684
38,-0.0911949,-3280.59,96.4608,-0.16424,1713.67,100,-4241.81,961.219,665.762,1104.49,-6441.74,429.677,1256.64,-295.418
39,-0.0781136,-3256.59,120.463,-0.151101,1855.59,100,-4240.02,983.429,673.284,1105.11,-6444.13,425.715,1282.66,-299.232
40,-0.0649852,-3231.65,145.399,-0.137962,1922.11,100,-4235.66,1004,680.387,1108.55,-6446.42,421.821,1306.93,-302.922
41,-0.0518081,-3204.7,172.354,-0.124822,1885.47,100,-4228.44,1023.75,686.49,1115.41,-6448.49,418.154,1330.07,-306.324
42,-0.0385717,-3180.43,196.622,-0.111683,1765.82,100,-4218.73,1038.3,691.091,1125.69,-6450.37,414.869,1347.65,-309.352
43,-0.0252832,-3157.96,219.096,-0.0985441,1554.09,100,-4206.99,1049.03,694.056,1138.82,-6451.97,412.105,1360.96,-311.928
44,-0.0119402,-3139.41,237.646,-0.0854049,1266.28,100,-4194.28,1054.87,695.214,1153.8,-6453.24,409.957,1368.87,-314.005
45,0.00144059,-3126.23,250.822,-0.0722656,911.099,100,-4181.64,1055.41,694.63,1169.48,-6454.23,408.48,1371.05,-315.639
46,0.0148514,-3117.13,259.925,-0.0591264,525.086,100,-4169.85,1052.72,692.647,1184.69,-6454.9,407.715,1369.47,-316.753
47,0.0282687,-3112.95,264.107,-0.0459872,130.532,100,-4160.17,1047.22,689.533,1198.01,-6455.35,407.642,1364.71,-317.493
48,0.0416767,-3113.83,263.223,-0.032848,-258.005,100,-4152.85,1039.02,685.632,1208.81,-6455.56,408.268,1356.75,-317.727
49,0.0550672,-3119.72,257.328,-0.0197088,-622.672,100,-4148.59,1028.87,681.322,1216.14,-6455.55,409.489,1346.5,-317.628
50,0.0684305,-3130.63,246.421,-0.0065696,-952.269,100,-4147.33,1016.7,676.714,1219.92,-6455.29,411.326,1333.72,-317.017
51,0.0817617,-3146.03,231.02,0.0065696,-1254.02,100,-4148.97,1002.94,671.978,1220.17,-6454.79,413.668,1318.9,-315.96
52,0.0950622,-3163.51,213.544,0.0197088,-1484.57,100,-4153.08,989.569,667.426,1217.02,-6454.02,416.489,1303.94,-314.374
53,0.108313,-3184.61,192.447,0.032848,-1648.32,100,-4159.22,974.613,662.917,1211.11,-6452.95,419.703,1286.86,-312.252
