step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,v_theor,v_pract
4.32e-012,270.242,-8444.51,-7925.47,1,1,-0.15497,-187.432,0.598358,1.23961
4.325e-012,263.92,-8430,-7923.1,1,1,-0.156022,-189.405,0.597416,1.23866
4.33e-012,273.176,-8444.73,-7920.05,1,1,-0.157552,-191.375,0.596464,1.23771
4.335e-012,286.443,-8468.17,-7918.01,1,1,-0.15954,-193.342,0.595502,1.23675
4.34e-012,297.743,-8488.75,-7916.89,1,1,-0.161755,-195.305,0.59453,1.23578
4.345e-012,303.687,-8501,-7917.72,1,1,-0.164054,-197.266,0.593549,1.23479
4.35e-012,309.36,-8512.66,-7918.48,1,1,-0.166517,-199.223,0.592558,1.2338
4.355e-012,313.621,-8521.29,-7918.93,1,1,-0.169036,-201.177,0.591557,1.2328
4.36e-012,312.54,-8521.4,-7921.11,1,1,-0.171344,-203.127,0.590546,1.23179
4.365e-012,305.209,-8508.75,-7922.55,1,1,-0.173513,-205.074,0.589525,1.23077
4.37e-012,298.935,-8496.49,-7922.34,1,1,-0.175834,-207.018,0.588495,1.22974
4.375e-012,279.663,-8458.68,-7921.54,1,1,-0.178307,-208.958,0.587455,1.2287
4.38e-012,253.748,-8406.47,-7919.11,1,1,-0.180702,-210.895,0.586405,1.22765
4.385e-012,252.106,-8398.18,-7913.97,1,1,-0.182762,-212.829,0.585346,1.22659
4.39e-012,258.97,-8406.54,-7909.15,1,1,-0.18408,-214.759,0.584277,1.22552
4.395e-012,263.335,-8411.56,-7905.78,1,1,-0.184382,-216.685,0.583199,1.22444
4.4e-012,265.413,-8413,-7903.23,1,1,-0.183972,-218.608,0.58211,1.22335
4.405e-012,265.487,-8410.27,-7900.37,1,1,-0.18332,-220.527,0.581012,1.22225
4.41e-012,263.814,-8404.17,-7897.47,1,1,-0.182522,-222.443,0.579905,1.22114
4.415e-012,264.58,-8402.37,-7894.21,1,0,-0.18174,-224.354,0.578788,1.22003
4.42e-012,261.376,-8393.45,-7891.44,1,0,-0.181583,-226.263,0.577661,1.2189
4.425e-012,267.026,-8401.56,-7888.7,1,0,-0.182429,-228.167,0.576525,1.21776
4.43e-012,286.738,-8438.85,-7888.12,1,0,-0.18391,-230.068,0.57538,1.21662
4.435e-012,285.06,-8436.09,-7888.59,1,0,-0.185506,-231.965,0.574225,1.21546
4.44e-012,274.58,-8414.89,-7887.52,1,0,-0.187165,-233.858,0.57306,1.2143
4.445e-012,277.679,-8418.37,-7885.04,1,0,-0.188888,-235.747,0.571886,1.21312
4.45e-012,283.185,-8426.85,-7882.95,1,0,-0.190302,-237.632,0.570703,1.21194
4.455e-012,294.412,-8447.1,-7881.64,1,0,-0.191215,-239.513,0.56951,1.21075
4.46e-012,309.885,-8477.15,-7881.96,1,0,-0.192109,-241.391,0.568308,1.20954
4.465e-012,312.478,-8483.22,-7883.06,1,0,-0.193401,-243.264,0.567096,1.20833
4.47e-012,289.202,-8439.6,-7884.14,1,0,-0.194698,-245.134,0.565875,1.20711
4.475e-012,268.23,-8397.13,-7881.96,1,0,-0.195439,-246.999,0.564645,1.20588
4.48e-012,258.097,-8374.79,-7879.08,1,0,-0.195757,-248.86,0.563405,1.20464
4.485e-012,263.704,-8381.82,-7875.33,1,0,-0.196115,-250.718,0.562156,1.20339
4.49e-012,283.981,-8419.6,-7874.17,1,0,-0.196539,-252.571,0.560898,1.20213
4.495e-012,291.238,-8432.35,-7872.98,1,0,-0.196726,-254.42,0.55963,1.20086
4.5e-012,286.268,-8421.27,-7871.45,1,0,-0.196631,-256.264,0.558354,1.19958
4.505e-012,277.695,-8403.92,-7870.57,1,0,-0.196607,-258.105,0.557068,1.1983
4.51e-012,287.945,-8421.81,-7868.77,1,1,-0.197087,-259.941,0.555773,1.197
4.515e-012,307.682,-8460.46,-7869.51,1,1,-0.198082,-261.773,0.554468,1.1957
4.52e-012,309.743,-8464.58,-7869.67,1,1,-0.199066,-263.6,0.553155,1.19438
4.525e-012,298.595,-8444.19,-7870.69,1,1,-0.199713,-265.424,0.551832,1.19306
4.53e-012,298.449,-8447,-7873.78,1,1,-0.200432,-267.243,0.550501,1.19173
4.535e-012,295.884,-8442.67,-7874.38,1,1,-0.201618,-269.057,0.54916,1.19039
4.54e-012,272.121,-8396.54,-7873.89,1,1,-0.20302,-270.867,0.54781,1.18904
4.545e-012,254.159,-8359.31,-7871.16,1,1,-0.204331,-272.673,0.546451,1.18768
4.55e-012,249.459,-8346.34,-7867.21,1,1,-0.205471,-274.474,0.545083,1.18631
4.555e-012,267.029,-8375.32,-7862.44,1,1,-0.206065,-276.27,0.543706,1.18493
4.56e-012,289.941,-8417.36,-7860.48,1,1,-0.20586,-278.062,0.542321,1.18355
4.565e-012,302.935,-8442.37,-7860.53,1,1,-0.205568,-279.849,0.540926,1.18215
4.57e-012,318.46,-8473.68,-7862.03,1,1,-0.205888,-281.632,0.539522,1.18075
4.575e-012,316.09,-8470.46,-7863.36,1,1,-0.20608,-283.41,0.53811,1.17933
4.58e-012,302.273,-8445.35,-7864.79,1,1,-0.205093,-285.184,0.536688,1.17791
4.585e-012,276.77,-8395.9,-7864.32,1,1,-0.203571,-286.953,0.535258,1.17648
4.59e-012,275.744,-8390.85,-7861.24,1,1,-0.203078,-288.717,0.533819,1.17504
4.595e-012,301.733,-8440.77,-7861.25,1,1,-0.203835,-290.476,0.532371,1.17359
4.6e-012,303.273,-8444.24,-7861.76,1,1,-0.204847,-292.23,0.530914,1.17214
4.605e-012,303.868,-8445.71,-7862.09,1,1,-0.205656,-293.98,0.529448,1.17067
4.61e-012,305.749,-8450.73,-7863.5,1,1,-0.20657,-295.725,0.527974,1.1692
4.615e-012,300.84,-8441.6,-7863.8,1,1,-0.207692,-297.464,0.526491,1.16771
4.62e-012,295.703,-8434.55,-7866.61,1,1,-0.208746,-299.199,0.524999,1.16622
4.625e-012,300.902,-8443.97,-7866.04,1,1,-0.209591,-300.929,0.523499,1.16472
4.63e-012,308.535,-8460.36,-7867.77,1,1,-0.210325,-302.655,0.52199,1.16321
4.635e-012,303.962,-8451.95,-7868.15,1,1,-0.21116,-304.375,0.520473,1.16169
4.64e-012,287.101,-8418.99,-7867.57,1,1,-0.212444,-306.09,0.518946,1.16017
4.645e-012,263.268,-8370.61,-7864.96,1,1,-0.214345,-307.8,0.517412,1.15863
4.65e-012,243.504,-8328.72,-7861.03,1,1,-0.216196,-309.505,0.515868,1.15709
4.655e-012,245.263,-8326.22,-7855.16,1,1,-0.216813,-311.204,0.514317,1.15553
4.66e-012,273.882,-8377.11,-7851.08,1,1,-0.215814,-312.899,0.512756,1.15397
4.665e-012,303.46,-8432.79,-7849.95,1,1,-0.214021,-314.589,0.511188,1.1524
4.67e-012,321.01,-8467.92,-7851.37,1,1,-0.212273,-316.273,0.50961,1.15083
4.675e-012,307.22,-8442.49,-7852.43,1,1,-0.210597,-317.952,0.508025,1.14924
4.68e-012,291.543,-8411.87,-7851.92,1,1,-0.208957,-319.626,0.506431,1.14765
4.685e-012,287.996,-8403.75,-7850.61,1,1,-0.207799,-321.295,0.504829,1.14604
4.69e-012,280.65,-8387.89,-7848.86,1,1,-0.20735,-322.958,0.503218,1.14443
4.695e-012,292.287,-8409.33,-7847.94,1,1,-0.207309,-324.616,0.501599,1.14281
4.7e-012,309.591,-8442.26,-7847.64,1,1,-0.2076,-326.269,0.499972,1.14119
4.705e-012,328.686,-8481.72,-7850.43,1,1,-0.208477,-327.916,0.498336,1.13955
4.71e-012,305.439,-8439.6,-7852.96,1,1,-0.209578,-329.558,0.496693,1.13791
4.715e-012,280.844,-8391.98,-7852.58,1,1,-0.209964,-331.194,0.495041,1.13625
4.72e-012,275.039,-8378.39,-7850.14,1,1,-0.209499,-332.825,0.493381,1.13459
4.725e-012,265.766,-8357.61,-7847.17,1,1,-0.20899,-334.45,0.491713,1.13292
4.73e-012,280.224,-8382.91,-7844.7,1,1,-0.208596,-336.07,0.490036,1.13125
4.735e-012,280.935,-8382.59,-7843.02,1,1,-0.207553,-337.685,0.488352,1.12956
4.74e-012,271.835,-8363.54,-7841.44,1,1,-0.205725,-339.293,0.486659,1.12787
4.745e-012,297.629,-8412.93,-7841.29,1,1,-0.203937,-340.897,0.484959,1.12617
4.75e-012,301.394,-8420.89,-7842.02,1,1,-0.202522,-342.494,0.48325,1.12446
4.755e-012,294.883,-8408.01,-7841.64,1,1,-0.200847,-344.086,0.481534,1.12274
4.76e-012,293.996,-8406.61,-7841.94,1,1,-0.198558,-345.672,0.47981,1.12102
4.765e-012,271.001,-8360.94,-7840.44,1,1,-0.196057,-347.253,0.478077,1.11929
4.77e-012,266.742,-8349.59,-7837.27,1,1,-0.193699,-348.828,0.476337,1.11755
4.775e-012,277.104,-8366.37,-7834.16,1,1,-0.191661,-350.397,0.474589,1.1158
4.78e-012,292.262,-8393.38,-7832.05,1,1,-0.19046,-351.96,0.472833,1.11404
4.785e-012,299.845,-8407.45,-7831.55,1,1,-0.190447,-353.517,0.471069,1.11228
4.79e-012,280.161,-8369.96,-7831.87,1,1,-0.191106,-355.069,0.469298,1.1105
4.795e-012,268.826,-8345.48,-7829.16,1,1,-0.191691,-356.615,0.467519,1.10873
4.8e-012,287.117,-8379.5,-7828.04,1,1,-0.191909,-358.155,0.465732,1.10694
4.805e-012,309.79,-8426.26,-7831.26,1,1,-0.191588,-359.689,0.463937,1.10514
4.81e-012,310.753,-8432.6,-7835.75,1,1,-0.190348,-361.217,0.462135,1.10334
4.815e-012,317.482,-8449.25,-7839.48,1,1,-0.187863,-362.739,0.460325,1.10153
4.82e-012,318.636,-8452.89,-7840.9,1,1,-0.18418,-364.255,0.458508,1.09971
4.825e-012,307.771,-8433.7,-7842.58,1,1,-0.179669,-365.765,0.456683,1.09789
4.83e-012,282.559,-8385.71,-7843.02,1,1,-0.174813,-367.269,0.45485,1.09605
4.835e-012,276.928,-8374.44,-7842.56,1,1,-0.17012,-368.767,0.45301,1.09421
4.84e-012,279.667,-8380.31,-7843.17,1,1,-0.165926,-370.259,0.451162,1.09237
4.845e-012,271.804,-8365.18,-7843.14,1,1,-0.162258,-371.745,0.449307,1.09051
4.85e-012,272.145,-8365.92,-7843.22,1,1,-0.159199,-373.224,0.447445,1.08865
4.855e-012,274.738,-8370.85,-7843.18,1,1,-0.157039,-374.698,0.445575,1.08678
4.86e-012,277.167,-8374.45,-7842.11,1,1,-0.155686,-376.165,0.443698,1.0849
4.865e-012,284.152,-8386.01,-7840.25,1,1,-0.154657,-377.626,0.441813,1.08301
4.87e-012,288.985,-8394.07,-7839.03,1,1,-0.153766,-379.081,0.439922,1.08112
4.875e-012,306.606,-8427.32,-7838.44,1,1,-0.153193,-380.53,0.438023,1.07922
4.88e-012,340.205,-8494.26,-7840.84,1,1,-0.152923,-381.972,0.436116,1.07732
4.885e-012,339.583,-8497.95,-7845.73,1,1,-0.1525,-383.408,0.434203,1.0754
4.89e-012,308.622,-8441.37,-7848.61,1,1,-0.151552,-384.838,0.432282,1.07348
4.895e-012,290.591,-8407.48,-7849.35,1,1,-0.150283,-386.261,0.430355,1.07155
4.9e-012,286.398,-8397.74,-7847.67,1,1,-0.148989,-387.678,0.42842,1.06962
4.905e-012,292.634,-8409.09,-7847.04,1,1,-0.147396,-389.089,0.426478,1.06768
4.91e-012,297.577,-8418.49,-7846.95,1,1,-0.144729,-390.493,0.424529,1.06573
4.915e-012,297.285,-8418.01,-7847.03,1,1,-0.140369,-391.891,0.422573,1.06377
4.92e-012,310.547,-8443.62,-7847.17,1,1,-0.134721,-393.282,0.42061,1.06181
4.925e-012,318.776,-8460.04,-7847.78,1,1,-0.129042,-394.667,0.41864,1.05984
4.93e-012,333.14,-8490.59,-7850.75,2,1,-0.123999,-396.045,0.416663,1.05786
4.935e-012,344.627,-8516.51,-7854.6,2,1,-0.119329,-397.417,0.41468,1.05588
4.94e-012,353.612,-8538.42,-7859.26,2,1,-0.115028,-398.782,0.412689,1.05388
4.945e-012,341.381,-8519.69,-7864.01,2,1,-0.111596,-400.14,0.410692,1.05189
4.95e-012,311.998,-8465.59,-7866.35,2,1,-0.10926,-401.492,0.408688,1.04988
4.955e-012,303.61,-8450.68,-7867.55,2,1,-0.107843,-402.838,0.406677,1.04787
4.96e-012,311.739,-8468.32,-7869.58,2,1,-0.107124,-404.177,0.404659,1.04585
4.965e-012,314.604,-8474.64,-7870.4,2,1,-0.106691,-405.509,0.402635,1.04383
4.97e-012,310.931,-8469.32,-7872.13,2,1,-0.105857,-406.834,0.400604,1.0418
4.975e-012,315.153,-8478.84,-7873.55,2,1,-0.104417,-408.153,0.398567,1.03976
4.98e-012,336.269,-8521.64,-7875.78,2,1,-0.10279,-409.464,0.396523,1.03772
4.985e-012,335.416,-8523.13,-7878.92,2,1,-0.100916,-410.77,0.394472,1.03566
4.99e-012,326.918,-8508.91,-7881.01,2,1,-0.0982183,-412.068,0.392415,1.03361
4.995e-012,321.957,-8502.25,-7883.88,2,1,-0.0949336,-413.36,0.390352,1.03154
5e-012,324.321,-8508.81,-7885.91,2,1,-0.0920334,-414.644,0.388282,1.02947
5.005e-012,321.061,-8505.39,-7888.75,2,1,-0.0896986,-415.922,0.386205,1.0274
5.01e-012,307.244,-8481.41,-7891.3,2,1,-0.0871349,-417.193,0.384122,1.02531
5.015e-012,287.854,-8444.03,-7891.16,2,1,-0.0839205,-418.458,0.382033,1.02322
5.02e-012,286.97,-8440.67,-7889.5,2,1,-0.0803295,-419.715,0.379938,1.02113
5.025e-012,287.132,-8439.72,-7888.24,2,1,-0.0764847,-420.965,0.377836,1.01903
5.03e-012,298.962,-8461.66,-7887.46,2,1,-0.0726902,-422.209,0.375728,1.01692
5.035e-012,324.869,-8512.62,-7888.66,2,1,-0.0699781,-423.445,0.373614,1.0148
5.04e-012,339.724,-8544.71,-7892.22,2,1,-0.0687255,-424.674,0.371494,1.01268
5.045e-012,334.592,-8538.41,-7895.77,2,1,-0.0679311,-425.897,0.369367,1.01056
5.05e-012,336.366,-8545.59,-7899.55,2,1,-0.0669582,-427.112,0.367235,1.00842
5.055e-012,340.006,-8557.66,-7904.63,2,1,-0.0662782,-428.321,0.365096,1.00628
5.06e-012,327.428,-8536.54,-7907.66,2,1,-0.0658769,-429.522,0.362952,1.00414
5.065e-012,327.687,-8540.33,-7910.96,2,1,-0.0646534,-430.716,0.360801,1.00199
5.07e-012,320.274,-8529.6,-7914.46,2,1,-0.0620108,-431.903,0.358644,0.999832
5.075e-012,320.504,-8532.02,-7916.44,2,1,-0.05872,-433.083,0.356482,0.997669
5.08e-012,338.401,-8569.05,-7919.1,2,1,-0.055688,-434.256,0.354314,0.9955
5.085e-012,342.806,-8581.25,-7922.84,2,1,-0.0528978,-435.422,0.352139,0.993326
5.09e-012,330.043,-8560.83,-7926.93,2,1,-0.0499424,-436.58,0.349959,0.991146
5.095e-012,302.068,-8509.39,-7929.22,2,1,-0.0468378,-437.731,0.347774,0.98896
5.1e-012,280.117,-8465.86,-7927.85,2,1,-0.0438914,-438.875,0.345582,0.986768
5.105e-012,293.012,-8488.91,-7926.14,2,1,-0.0411411,-440.012,0.343385,0.98457
5.11e-012,300.839,-8504.14,-7926.33,2,1,-0.0383507,-441.142,0.341182,0.982367
5.115e-012,295.345,-8492.83,-7925.57,2,1,-0.0354819,-442.264,0.338973,0.980158
5.12e-012,304.715,-8510.81,-7925.56,2,1,-0.0327874,-443.379,0.336759,0.977944
5.125e-012,296.806,-8496.98,-7926.91,2,1,-0.0304176,-444.487,0.33454,0.975724
5.13e-012,293.403,-8490.98,-7927.45,2,1,-0.0281821,-445.587,0.332314,0.973498
5.135e-012,289.237,-8482.11,-7926.59,2,1,-0.025831,-446.68,0.330084,0.971268
5.14e-012,305.727,-8514.2,-7927.01,2,1,-0.0234354,-447.766,0.327848,0.969031
5.145e-012,308.214,-8519.41,-7927.44,2,1,-0.0211873,-448.844,0.325606,0.966789
5.15e-012,288.667,-8482.17,-7927.74,2,1,-0.018865,-449.915,0.323359,0.964542
5.155e-012,280.854,-8465.89,-7926.47,2,1,-0.01608,-450.978,0.321107,0.96229
5.16e-012,285.732,-8476.03,-7927.24,2,1,-0.013126,-452.034,0.318849,0.960032
5.165e-012,291.341,-8486.17,-7926.6,2,1,-0.0106991,-453.082,0.316587,0.957769
5.17e-012,292.609,-8488.59,-7926.59,2,1,-0.00867533,-454.123,0.314319,0.955501
5.175e-012,278.468,-8462.28,-7927.44,2,1,-0.00600609,-455.157,0.312045,0.953227
5.18e-012,281.721,-8469.74,-7928.65,2,1,-0.00202217,-456.183,0.309767,0.950948
5.185e-012,300.323,-8506.83,-7930.02,2,1,0.00273084,-457.201,0.307484,0.948665
5.19e-012,301.759,-8510.78,-7931.21,2,1,0.00715374,-458.212,0.305195,0.946376
5.195e-012,290.91,-8489.17,-7930.43,2,1,0.0107148,-459.216,0.302902,0.944082
5.2e-012,281.853,-8470.19,-7928.84,2,1,0.0135915,-460.212,0.300603,0.941783
5.205e-012,279.396,-8464.55,-7927.93,2,1,0.0159947,-461.2,0.298299,0.93948
5.21e-012,283.194,-8470.5,-7926.59,2,1,0.0179756,-462.18,0.295991,0.937171
5.215e-012,286.134,-8475.43,-7925.86,2,1,0.0198573,-463.153,0.293678,0.934857
5.22e-012,280.678,-8463.42,-7924.33,2,1,0.0220692,-464.119,0.291359,0.932539
5.225e-012,283.284,-8466.72,-7922.63,2,1,0.0245585,-465.076,0.289036,0.930216
5.23e-012,297.016,-8492.55,-7922.09,2,1,0.0270799,-466.026,0.286709,0.927888
5.235e-012,295.727,-8489.85,-7921.86,2,1,0.029745,-466.969,0.284376,0.925555
5.24e-012,286.55,-8471.69,-7921.33,2,1,0.0325925,-467.903,0.282039,0.923217
5.245e-012,286.893,-8471.59,-7920.57,2,1,0.0352028,-468.83,0.279697,0.920875
5.25e-012,290.264,-8476.86,-7919.36,2,1,0.0373376,-469.749,0.277351,0.918529
5.255e-012,282.171,-8460.58,-7918.63,2,1,0.0393321,-470.661,0.275,0.916177
5.26e-012,268.903,-8433.52,-7917.05,2,1,0.0414224,-471.564,0.272644,0.913822
5.265e-012,266.54,-8426.56,-7914.63,2,1,0.0433359,-472.46,0.270284,0.911461
5.27e-012,260.426,-8411.23,-7911.04,2,1,0.0448133,-473.348,0.26792,0.909097
5.275e-012,247.881,-8382.36,-7906.27,2,1,0.0458531,-474.228,0.265551,0.906727
5.28e-012,243.601,-8369.35,-7901.47,2,1,0.0464035,-475.101,0.263177,0.904354
5.285e-012,244.583,-8366.03,-7896.27,2,1,0.0464895,-475.965,0.2608,0.901976
5.29e-012,255.392,-8381.84,-7891.32,2,1,0.0466053,-476.822,0.258418,0.899594
5.295e-012,281.505,-8428.45,-7887.77,2,1,0.0472911,-477.671,0.256031,0.897207
5.3e-012,296.79,-8457.21,-7887.18,2,1,0.0482052,-478.512,0.253641,0.894817
5.305e-012,287.215,-8438.81,-7887.17,2,1,0.0484925,-479.345,0.251246,0.892422
5.31e-012,261.942,-8387.54,-7884.44,2,1,0.0483677,-480.17,0.248848,0.890023
5.315e-012,243.799,-8348.39,-7880.14,2,1,0.0488652,-480.987,0.246445,0.88762
5.32e-012,247.934,-8350.43,-7874.23,2,1,0.0497634,-481.797,0.244038,0.885213
5.325e-012,278.569,-8406.51,-7871.48,2,1,0.0496459,-482.598,0.241627,0.882801
5.33e-012,296.754,-8440.28,-7870.32,2,1,0.0482356,-483.391,0.239212,0.880386
5.335e-012,304.216,-8454.5,-7870.2,2,1,0.0466475,-484.177,0.236793,0.877967
5.34e-012,298.822,-8443.38,-7869.45,2,1,0.0453395,-484.954,0.23437,0.875544
5.345e-012,284.019,-8414.58,-7869.08,2,1,0.0438008,-485.724,0.231943,0.873117
5.35e-012,278.82,-8402.7,-7867.18,2,1,0.042108,-486.485,0.229513,0.870686
5.355e-012,286.588,-8416.39,-7865.96,2,1,0.0409335,-487.238,0.227078,0.868252
5.36e-012,268.536,-8380.68,-7864.92,2,1,0.0402414,-487.984,0.22464,0.865814
5.365e-012,269.64,-8381.66,-7863.77,2,1,0.0395346,-488.721,0.222199,0.863372
5.37e-012,279.93,-8399.32,-7861.67,2,1,0.0388296,-489.45,0.219753,0.860926
5.375e-012,280.193,-8398.58,-7860.43,2,1,0.0381424,-490.171,0.217304,0.858477
5.38e-012,267.387,-8371.76,-7858.21,2,1,0.0368047,-490.884,0.214851,0.856024
5.385e-012,263.707,-8361.84,-7855.35,2,1,0.0344375,-491.589,0.212395,0.853568
5.39e-012,276.694,-8383.98,-7852.55,2,1,0.0318844,-492.286,0.209936,0.851108
5.395e-012,316.63,-8460.33,-7852.2,2,1,0.0302055,-492.975,0.207472,0.848645
5.4e-012,324.078,-8476.29,-7853.85,2,1,0.0292698,-493.656,0.205006,0.846178
5.405e-012,312.219,-8455.08,-7855.42,2,1,0.0281578,-494.328,0.202536,0.843708
5.41e-012,303.58,-8439.71,-7856.64,2,1,0.0267405,-494.992,0.200063,0.841234
5.415e-012,292.838,-8418.66,-7856.22,2,1,0.0258676,-495.649,0.197586,0.838757
5.42e-012,274.913,-8382.88,-7854.87,2,1,0.0256944,-496.296,0.195106,0.836277
5.425e-012,272.19,-8374.89,-7852.11,2,1,0.0250935,-496.936,0.192623,0.833794
5.43e-012,269.379,-8368.23,-7850.84,2,1,0.0235253,-497.568,0.190137,0.831308
5.435e-012,274.346,-8375.31,-7848.39,2,1,0.0221452,-498.191,0.187647,0.828818
5.44e-012,290.235,-8404.32,-7846.88,2,1,0.0219083,-498.806,0.185155,0.826326
5.445e-012,291.304,-8406.19,-7846.69,2,1,0.0220667,-499.413,0.182659,0.82383
5.45e-012,285.481,-8393.46,-7845.15,2,1,0.0218952,-500.012,0.180161,0.821331
5.455e-012,277.724,-8376.48,-7843.07,2,1,0.0221787,-500.602,0.177659,0.818829
5.46e-012,275.148,-8369.02,-7840.56,2,1,0.0234713,-501.184,0.175155,0.816325
5.465e-012,265.938,-8348.48,-7837.7,2,1,0.0247567,-501.758,0.172647,0.813817
5.47e-012,287.513,-8387.42,-7835.21,2,1,0.0252375,-502.324,0.170137,0.811307
5.475e-012,312.494,-8435.02,-7834.83,2,1,0.0256062,-502.881,0.167624,0.808794
5.48e-012,314.723,-8441.39,-7836.92,2,1,0.0264068,-503.43,0.165108,0.806278
5.485e-012,300.437,-8414.66,-7837.63,2,1,0.0270001,-503.971,0.16259,0.803759
5.49e-012,297.115,-8407.85,-7837.19,2,1,0.0270598,-504.503,0.160069,0.801238
5.495e-012,298.258,-8409.82,-7836.97,2,1,0.0273811,-505.027,0.157545,0.798714
5.5e-012,313.908,-8440.73,-7837.83,2,1,0.0285061,-505.543,0.155018,0.796187
5.505e-012,334.431,-8482.96,-7840.64,2,1,0.0298804,-506.05,0.152489,0.793658
5.51e-012,346.899,-8511.45,-7845.18,2,1,0.030832,-506.55,0.149958,0.791127
5.515e-012,327.584,-8479.74,-7850.57,2,1,0.031248,-507.04,0.147424,0.788593
5.52e-012,310.99,-8449.92,-7852.61,2,1,0.031011,-507.523,0.144888,0.786056
5.525e-012,314.541,-8457.61,-7853.48,2,1,0.030134,-507.996,0.142349,0.783517
5.53e-012,332.544,-8495.7,-7857,2,1,0.0293583,-508.462,0.139808,0.780976
5.535e-012,333.118,-8500.45,-7860.65,2,1,0.0292521,-508.919,0.137264,0.778432
5.54e-012,327.28,-8494.54,-7865.95,2,1,0.0292253,-509.368,0.134718,0.775886
5.545e-012,309.477,-8463.03,-7868.64,2,1,0.0285643,-509.808,0.13217,0.773338
5.55e-012,318.434,-8481.88,-7870.28,2,1,0.0276697,-510.24,0.12962,0.770788
5.555e-012,301.236,-8450.78,-7872.21,2,1,0.0272073,-510.664,0.127068,0.768236
5.56e-012,285.849,-8421.15,-7872.13,2,1,0.0269033,-511.079,0.124514,0.765681
5.565e-012,303.882,-8455.33,-7871.67,2,1,0.0262304,-511.486,0.121957,0.763125
5.57e-012,299.024,-8446.47,-7872.15,2,1,0.0254739,-511.884,0.119399,0.760566
5.575e-012,300.691,-8448.97,-7871.45,2,1,0.025086,-512.274,0.116838,0.758006
5.58e-012,325.094,-8497.23,-7872.84,2,1,0.0246965,-512.655,0.114276,0.755443
5.585e-012,318.9,-8487.89,-7875.39,2,1,0.0236481,-513.028,0.111712,0.752879
5.59e-012,321.804,-8495.61,-7877.54,2,1,0.0218272,-513.392,0.109146,0.750313
5.595e-012,298.32,-8452.21,-7879.24,2,1,0.0194826,-513.748,0.106578,0.747745
5.6e-012,293.813,-8442.89,-7878.57,2,1,0.0169514,-514.096,0.104008,0.745175
5.605e-012,307.778,-8469.56,-7878.43,2,1,0.0146168,-514.435,0.101437,0.742604
5.61e-012,320.937,-8496.34,-7879.93,2,1,0.0125396,-514.765,0.0988641,0.740031
5.615e-012,295.894,-8450.67,-7882.36,2,1,0.0103655,-515.087,0.0962894,0.737456
5.62e-012,286.486,-8433,-7882.76,2,1,0.00784131,-515.401,0.0937132,0.73488
5.625e-012,283.315,-8427.4,-7883.26,2,1,0.0050214,-515.706,0.0911354,0.732302
5.63e-012,293.04,-8444.56,-7881.73,2,1,0.00193456,-516.002,0.0885561,0.729723
5.635e-012,280.827,-8420.85,-7881.48,2,1,-0.001361,-516.29,0.0859754,0.727142
5.64e-012,267.523,-8392.94,-7879.12,2,1,-0.00448688,-516.57,0.0833933,0.72456
5.645e-012,293.313,-8440.37,-7877.01,2,1,-0.00706163,-516.841,0.0808097,0.721976
5.65e-012,313.194,-8479.06,-7877.52,2,1,-0.00918233,-517.103,0.0782249,0.719391
5.655e-012,322.728,-8498.63,-7878.78,2,1,-0.0111352,-517.357,0.0756387,0.716805
5.66e-012,328.73,-8513.12,-7881.74,2,1,-0.0128737,-517.602,0.0730513,0.714217
5.665e-012,324.73,-8507.54,-7883.85,2,1,-0.0144153,-517.839,0.0704627,0.711629
5.67e-012,326.629,-8513.86,-7886.52,2,1,-0.016424,-518.067,0.0678729,0.709039
5.675e-012,309.269,-8483.37,-7889.37,2,1,-0.019305,-518.287,0.065282,0.706448
5.68e-012,312.952,-8491.51,-7890.44,2,1,-0.0223176,-518.498,0.0626901,0.703856
5.685e-012,315.659,-8498.95,-7892.68,2,1,-0.0247675,-518.701,0.0600971,0.701263
5.69e-012,284.487,-8439.14,-7892.74,2,1,-0.0271733,-518.895,0.0575031,0.698669
5.695e-012,276.132,-8421.37,-7891.02,2,1,-0.0303446,-519.08,0.0549081,0.696074
5.7e-012,298.283,-8462.53,-7889.63,2,1,-0.0342374,-519.257,0.0523123,0.693478
5.705e-012,330.875,-8526.84,-7891.35,2,1,-0.0383256,-519.426,0.0497156,0.690881
5.71e-012,323.194,-8515.04,-7894.3,2,1,-0.0422586,-519.585,0.0471181,0.688284
5.715e-012,308.821,-8488.95,-7895.81,2,1,-0.0458909,-519.737,0.0445197,0.685685
5.72e-012,297.476,-8468.4,-7897.05,2,1,-0.0493195,-519.879,0.0419207,0.683086
5.725e-012,307.957,-8489.54,-7898.06,2,1,-0.052855,-520.013,0.039321,0.680486
5.73e-012,292.908,-8462.17,-7899.6,2,1,-0.0564312,-520.139,0.0367206,0.677886
5.735e-012,266.412,-8408.92,-7897.24,2,1,-0.0594042,-520.256,0.0341196,0.675285
5.74e-012,281.634,-8435.93,-7895.01,2,1,-0.061567,-520.364,0.031518,0.672683
5.745e-012,303.438,-8477.3,-7894.5,2,1,-0.0636488,-520.464,0.028916,0.670081
5.75e-012,303.078,-8476.17,-7894.06,2,1,-0.0660965,-520.555,0.0263134,0.667479
5.755e-012,296.269,-8463.46,-7894.43,2,1,-0.0681744,-520.637,0.0237104,0.664876
5.76e-012,290.265,-8451.04,-7893.54,2,1,-0.0692021,-520.711,0.0211071,0.662272
