step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,Z_Klap,G,v_theor,v_pract
1.4e-012,175.771,-8781.28,-8443.69,0,0,-0.107391,472.819,-0.269332,0.372081
1.405e-012,178.296,-8793.49,-8451.04,0,0,-0.110434,473.703,-0.266966,0.374448
1.41e-012,179.335,-8802.87,-8458.43,0,0,-0.11347,474.581,-0.264595,0.376819
1.415e-012,179.003,-8810.28,-8466.48,0,0,-0.116826,475.45,-0.26222,0.379194
1.42e-012,177.883,-8815.36,-8473.71,0,0,-0.12032,476.311,-0.259841,0.381574
1.425e-012,178.481,-8823.73,-8480.93,0,0,-0.12349,477.165,-0.257457,0.383958
1.43e-012,178.906,-8832.69,-8489.07,0,0,-0.126305,478.01,-0.255069,0.386346
1.435e-012,178.372,-8840.28,-8497.69,0,0,-0.129067,478.848,-0.252677,0.388738
1.44e-012,178.327,-8848,-8505.49,0,0,-0.131793,479.678,-0.250281,0.391135
1.445e-012,177.61,-8853.59,-8512.46,0,0,-0.134188,480.5,-0.24788,0.393535
1.45e-012,176.672,-8858.23,-8518.91,0,0,-0.136119,481.314,-0.245476,0.39594
1.455e-012,177.887,-8862.76,-8521.1,0,0,-0.137761,482.12,-0.243067,0.398349
1.46e-012,179.275,-8868.08,-8523.75,0,0,-0.139343,482.918,-0.240655,0.400762
1.465e-012,181.211,-8875.73,-8527.69,0,0,-0.140955,483.709,-0.238238,0.403178
1.47e-012,181.678,-8882.36,-8533.42,0,0,-0.142569,484.491,-0.235817,0.405599
1.475e-012,181.885,-8887.9,-8538.56,0,0,-0.144189,485.265,-0.233393,0.408024
1.48e-012,180.956,-8892.1,-8544.54,0,0,-0.145919,486.031,-0.230965,0.410452
1.485e-012,178.961,-8892.95,-8549.23,0,0,-0.147791,486.789,-0.228533,0.412884
1.49e-012,178.646,-8895.44,-8552.33,0,0,-0.149681,487.54,-0.226097,0.41532
1.495e-012,177.039,-8895.41,-8555.38,0,0,-0.151517,488.282,-0.223657,0.41776
1.5e-012,174.975,-8892.83,-8556.76,0,0,-0.153412,489.016,-0.221214,0.420203
1.505e-012,174.491,-8888.87,-8553.73,0,0,-0.155422,489.742,-0.218767,0.422651
1.51e-012,173.198,-8888.48,-8555.83,0,0,-0.157429,490.46,-0.216317,0.425101
1.515e-012,171.56,-8881.05,-8551.55,0,0,-0.159402,491.169,-0.213863,0.427556
1.52e-012,169.777,-8870.65,-8544.57,0,0,-0.161445,491.871,-0.211405,0.430013
1.525e-012,167.797,-8859.12,-8536.84,0,0,-0.163466,492.565,-0.208944,0.432475
1.53e-012,165.912,-8846.67,-8528.01,0,0,-0.165217,493.25,-0.206479,0.434939
1.535e-012,164.235,-8832.44,-8517,0,0,-0.16675,493.927,-0.204012,0.437407
1.54e-012,163.928,-8820.1,-8505.25,0,0,-0.168408,494.597,-0.20154,0.439879
1.545e-012,164.876,-8810.8,-8494.13,0,0,-0.17031,495.258,-0.199066,0.442354
1.55e-012,165.494,-8801.3,-8483.44,0,0,-0.172262,495.91,-0.196588,0.444832
1.555e-012,169.212,-8795.38,-8470.38,0,0,-0.174139,496.555,-0.194106,0.447313
1.56e-012,171.243,-8788.23,-8459.33,0,0,-0.176008,497.192,-0.191622,0.449798
1.565e-012,170.693,-8776.57,-8448.73,0,0,-0.177987,497.82,-0.189135,0.452285
1.57e-012,171.229,-8766.38,-8437.5,0,0,-0.180216,498.44,-0.186644,0.454776
1.575e-012,171.511,-8756.66,-8427.24,0,0,-0.182752,499.052,-0.18415,0.45727
1.58e-012,172.401,-8748.48,-8417.36,0,0,-0.185427,499.655,-0.181653,0.459767
1.585e-012,173.956,-8742.2,-8408.09,0,0,-0.18805,500.251,-0.179154,0.462267
1.59e-012,175.004,-8736.01,-8399.89,0,0,-0.190723,500.838,-0.176651,0.46477
1.595e-012,175.379,-8728.72,-8391.87,0,0,-0.193653,501.416,-0.174145,0.467275
1.6e-012,173.418,-8717.22,-8384.14,0,0,-0.196748,501.987,-0.171637,0.469784
1.605e-012,175.042,-8707.69,-8371.5,0,0,-0.199767,502.549,-0.169125,0.472296
1.61e-012,175.426,-8696.85,-8359.92,0,0,-0.202695,503.103,-0.166611,0.47481
1.615e-012,174.454,-8683.5,-8348.44,0,0,-0.205695,503.649,-0.164094,0.477327
1.62e-012,174.612,-8672.13,-8336.76,0,0,-0.208838,504.186,-0.161575,0.479847
1.625e-012,174.159,-8659.86,-8325.36,0,0,-0.212057,504.715,-0.159053,0.482369
1.63e-012,174.517,-8648.52,-8313.33,0,0,-0.215212,505.236,-0.156528,0.484894
1.635e-012,175.588,-8638.94,-8301.69,0,0,-0.2181,505.748,-0.154,0.487422
1.64e-012,174.949,-8626.19,-8290.17,0,0,-0.22063,506.252,-0.15147,0.489952
1.645e-012,174.088,-8612.93,-8278.57,0,0,-0.222966,506.748,-0.148938,0.492484
1.65e-012,171.233,-8594.74,-8265.86,0,0,-0.225271,507.235,-0.146403,0.495019
1.655e-012,169.192,-8571.63,-8246.68,0,0,-0.227448,507.714,-0.143865,0.497557
1.66e-012,168.096,-8549.02,-8226.17,0,0,-0.229327,508.185,-0.141326,0.500097
1.665e-012,165.011,-8521.36,-8204.43,0,0,-0.231001,508.647,-0.138784,0.502639
1.67e-012,164.102,-8495.32,-8180.14,0,0,-0.232745,509.101,-0.136239,0.505184
1.675e-012,165.09,-8472.66,-8155.58,0,0,-0.234615,509.546,-0.133693,0.50773
1.68e-012,162.667,-8443.97,-8131.54,0,0,-0.236342,509.983,-0.131144,0.510279
1.685e-012,162.312,-8418.26,-8106.51,0,0,-0.237705,510.412,-0.128593,0.51283
1.69e-012,160.998,-8390.13,-8080.9,0,0,-0.238907,510.832,-0.12604,0.515384
1.695e-012,163.506,-8368.42,-8054.38,0,0,-0.240421,511.244,-0.123484,0.517939
1.7e-012,169.218,-8356.82,-8031.81,0,0,-0.242378,511.647,-0.120927,0.520496
1.705e-012,178.176,-8352.04,-8009.83,0,0,-0.244339,512.042,-0.118368,0.523055
1.71e-012,187.527,-8354.46,-7994.29,0,0,-0.24588,512.428,-0.115807,0.525617
1.715e-012,195.017,-8359.2,-7984.64,0,0,-0.247094,512.806,-0.113244,0.52818
1.72e-012,200.407,-8365.19,-7980.28,0,0,-0.248221,513.176,-0.110679,0.530745
1.725e-012,205.408,-8374.3,-7979.79,0,0,-0.249184,513.537,-0.108112,0.533312
1.73e-012,203.052,-8370.95,-7980.96,0,0,-0.249852,513.889,-0.105543,0.535881
1.735e-012,202.954,-8369.27,-7979.47,0,0,-0.250295,514.233,-0.102973,0.538451
1.74e-012,217.357,-8401.07,-7983.6,0,0,-0.250475,514.569,-0.100401,0.541023
1.745e-012,220.7,-8419.01,-7995.12,0,0,-0.250237,514.896,-0.0978274,0.543597
1.75e-012,215.097,-8418.65,-8005.52,0,0,-0.249745,515.215,-0.0952521,0.546172
1.755e-012,203.712,-8398.03,-8006.77,0,0,-0.249375,515.525,-0.0926752,0.548749
1.76e-012,193.126,-8369.79,-7998.86,0,0,-0.249148,515.826,-0.0900969,0.551328
1.765e-012,186.454,-8343.02,-7984.9,0,0,-0.248839,516.119,-0.087517,0.553907
1.77e-012,181.03,-8314.05,-7966.35,0,0,-0.248492,516.404,-0.0849357,0.556489
1.775e-012,182.471,-8296.82,-7946.36,0,0,-0.248237,516.68,-0.082353,0.559072
1.78e-012,185.5,-8283.93,-7927.64,0,0,-0.247798,516.947,-0.0797689,0.561656
1.785e-012,189.621,-8275.39,-7911.19,0,0,-0.246766,517.206,-0.0771835,0.564241
1.79e-012,203.167,-8291.39,-7901.18,0,0,-0.245153,517.457,-0.0745969,0.566828
1.795e-012,212.812,-8308.73,-7899.99,0,0,-0.243247,517.699,-0.072009,0.569416
1.8e-012,224.311,-8336.7,-7905.87,0,0,-0.241204,517.932,-0.0694199,0.572005
1.805e-012,231.86,-8361.27,-7915.94,0,0,-0.239089,518.157,-0.0668297,0.574595
1.81e-012,227.519,-8363.43,-7926.44,0,0,-0.236967,518.373,-0.0642383,0.577187
1.815e-012,220.857,-8357.11,-7932.92,0,0,-0.234775,518.581,-0.0616459,0.579779
1.82e-012,220.978,-8360.98,-7936.56,0,0,-0.232371,518.78,-0.0590525,0.582373
1.825e-012,227.907,-8380.05,-7942.33,0,0,-0.229742,518.971,-0.0564582,0.584967
1.83e-012,231.104,-8397.11,-7953.23,0,0,-0.227042,519.153,-0.0538628,0.587562
1.835e-012,231.945,-8409.96,-7964.48,0,0,-0.224538,519.326,-0.0512666,0.590159
1.84e-012,238.926,-8436.5,-7977.6,0,0,-0.222462,519.491,-0.0486696,0.592756
1.845e-012,247.568,-8472.02,-7996.53,0,0,-0.22073,519.647,-0.0460717,0.595354
1.85e-012,252.32,-8506.93,-8022.31,0,0,-0.219008,519.795,-0.0434731,0.597952
1.855e-012,259.703,-8545.28,-8046.48,0,0,-0.217257,519.934,-0.0408738,0.600552
1.86e-012,262.856,-8579.95,-8075.1,0,0,-0.215827,520.065,-0.0382738,0.603152
1.865e-012,262.917,-8609.55,-8104.58,0,0,-0.214807,520.187,-0.0356732,0.605752
1.87e-012,257.8,-8628.65,-8133.51,0,0,-0.213797,520.3,-0.033072,0.608354
1.875e-012,249.621,-8636.33,-8156.89,0,0,-0.212537,520.405,-0.0304702,0.610955
1.88e-012,244.287,-8644.24,-8175.05,0,0,-0.211112,520.501,-0.0278679,0.613558
1.885e-012,238.321,-8646.21,-8188.48,0,0,-0.2094,520.589,-0.0252652,0.61616
1.89e-012,235.825,-8652.33,-8199.4,0,0,-0.206998,520.668,-0.022662,0.618764
1.895e-012,232.728,-8655.79,-8208.8,0,0,-0.203815,520.739,-0.0200585,0.621367
1.9e-012,228.474,-8653.68,-8214.86,0,0,-0.200146,520.8,-0.0174547,0.623971
1.905e-012,231.206,-8660.03,-8215.97,0,0,-0.19617,520.854,-0.0148505,0.626575
1.91e-012,233.193,-8668.01,-8220.12,0,0,-0.191974,520.899,-0.0122461,0.629179
1.915e-012,233.32,-8671.95,-8223.82,0,0,-0.187849,520.935,-0.00964156,0.631784
1.92e-012,233.964,-8677.05,-8227.69,0,0,-0.184049,520.962,-0.00703682,0.634389
1.925e-012,234.215,-8681.25,-8231.41,0,0,-0.180539,520.981,-0.00443196,0.636994
1.93e-012,237.276,-8692.13,-8236.41,0,0,-0.177339,520.991,-0.00182702,0.639599
1.935e-012,241.271,-8708.07,-8244.67,0,0,-0.174669,520.993,0.000777943,0.642204
1.94e-012,241.696,-8718.4,-8254.18,0,0,-0.172417,520.986,0.0033829,0.644809
1.945e-012,241.458,-8727.31,-8263.55,0,0,-0.170003,520.971,0.00598779,0.647413
1.95e-012,239.974,-8734.32,-8273.42,0,0,-0.167044,520.947,0.00859259,0.650018
1.955e-012,240.85,-8740.53,-8277.94,0,0,-0.1636,520.914,0.0111972,0.652623
1.96e-012,241.867,-8748.78,-8284.24,0,0,-0.159712,520.873,0.0138017,0.655227
1.965e-012,240.23,-8751,-8289.6,0,0,-0.155303,520.823,0.016406,0.657832
1.97e-012,241.916,-8759.48,-8294.85,0,0,-0.15052,520.765,0.0190099,0.660436
1.975e-012,244.824,-8771.77,-8301.54,0,0,-0.145723,520.698,0.0216136,0.663039
1.98e-012,244.023,-8777.99,-8309.31,0,0,-0.141145,520.622,0.0242169,0.665642
1.985e-012,243.658,-8785.24,-8317.26,0,0,-0.136815,520.538,0.0268198,0.668245
1.99e-012,242.394,-8789.49,-8323.93,0,0,-0.13265,520.445,0.0294223,0.670848
1.995e-012,243.554,-8797.89,-8330.1,0,0,-0.128493,520.344,0.0320242,0.67345
2e-012,243.923,-8805.62,-8337.13,0,0,-0.12436,520.234,0.0346257,0.676051
2.005e-012,242.972,-8808.12,-8341.45,0,0,-0.120604,520.115,0.0372266,0.678652
2.01e-012,240.713,-8811.97,-8349.64,0,0,-0.117551,519.988,0.0398268,0.681252
2.015e-012,235.211,-8800.83,-8349.07,0,0,-0.115045,519.852,0.0424264,0.683852
2.02e-012,234.913,-8796.89,-8345.71,0,0,-0.112642,519.708,0.0450253,0.686451
2.025e-012,235.637,-8795.21,-8342.64,0,0,-0.110056,519.555,0.0476235,0.689049
2.03e-012,236.516,-8794.55,-8340.29,0,0,-0.107183,519.394,0.0502209,0.691646
2.035e-012,239.977,-8800.09,-8339.18,0,0,-0.103975,519.223,0.0528174,0.694243
2.04e-012,243.032,-8807.57,-8340.79,0,0,-0.100415,519.045,0.0554131,0.696838
2.045e-012,245.207,-8815.21,-8344.25,0,0,-0.096397,518.858,0.0580078,0.699433
2.05e-012,242.848,-8814.24,-8347.82,0,0,-0.0917769,518.662,0.0606016,0.702027
2.055e-012,240.4,-8807.26,-8345.54,0,0,-0.0867703,518.458,0.0631944,0.704619
2.06e-012,239.151,-8803.98,-8344.65,0,0,-0.0819309,518.245,0.0657862,0.707211
2.065e-012,237.585,-8796.05,-8339.73,0,0,-0.0774284,518.024,0.0683769,0.709802
2.07e-012,237.976,-8793.35,-8336.29,0,0,-0.0729066,517.794,0.0709664,0.712391
2.075e-012,239.157,-8792.77,-8333.43,0,0,-0.0684243,517.555,0.0735548,0.71498
2.08e-012,236.989,-8783.18,-8328.01,0,0,-0.0647142,517.308,0.076142,0.717567
2.085e-012,233.154,-8768.42,-8320.62,0,0,-0.0620725,517.053,0.0787279,0.720153
2.09e-012,228.639,-8749.23,-8310.09,0,0,-0.0598669,516.789,0.0813125,0.722737
2.095e-012,224.002,-8725.75,-8295.52,0,0,-0.0575424,516.516,0.0838957,0.72532
2.1e-012,226.527,-8716.96,-8281.88,0,0,-0.055255,516.235,0.0864776,0.727902
2.105e-012,234.778,-8719.14,-8268.22,0,0,-0.0532057,515.945,0.0890581,0.730482
2.11e-012,240.538,-8719.82,-8257.83,0,0,-0.051158,515.647,0.0916371,0.733061
2.115e-012,242.809,-8717.01,-8250.66,0,0,-0.0488008,515.34,0.0942145,0.735639
2.12e-012,243.647,-8713.03,-8245.07,0,0,-0.0458892,515.025,0.0967904,0.738215
2.125e-012,246.917,-8715.19,-8240.95,0,0,-0.04214,514.702,0.0993648,0.740789
2.13e-012,248.615,-8715.63,-8238.13,0,0,-0.0376803,514.369,0.101937,0.743361
2.135e-012,251.33,-8719.11,-8236.39,0,0,-0.0332398,514.029,0.104508,0.745932
2.14e-012,253.944,-8725.05,-8237.32,0,0,-0.0292185,513.68,0.107078,0.748502
2.145e-012,250.243,-8719.92,-8239.29,0,0,-0.0250828,513.322,0.109645,0.751069
2.15e-012,244.961,-8707.66,-8237.18,0,0,-0.0203438,512.956,0.112211,0.753635
2.155e-012,240.114,-8688.2,-8227.03,0,0,-0.0154755,512.582,0.114775,0.756198
2.16e-012,236.129,-8667.11,-8213.59,1,0,-0.0112324,512.199,0.117337,0.75876
2.165e-012,234.192,-8647.44,-8197.64,1,0,-0.00769353,511.807,0.119897,0.76132
2.17e-012,238.372,-8639.72,-8181.89,1,0,-0.00452387,511.407,0.122455,0.763878
2.175e-012,245.569,-8641.68,-8170.03,1,0,-0.00166373,510.999,0.125011,0.766434
2.18e-012,250.109,-8643.88,-8163.5,1,0,0.000722778,510.582,0.127565,0.768988
2.185e-012,248.688,-8636.38,-8158.74,1,0,0.00258212,510.157,0.130117,0.77154
2.19e-012,249.101,-8631.1,-8152.66,1,0,0.00401079,509.723,0.132666,0.774089
2.195e-012,248.327,-8624.31,-8147.36,1,0,0.00528812,509.281,0.135214,0.776637
2.2e-012,253.115,-8629.05,-8142.9,1,0,0.0068891,508.831,0.137759,0.779182
2.205e-012,259.935,-8638.62,-8139.38,1,0,0.00913237,508.372,0.140302,0.781725
2.21e-012,261.528,-8639.92,-8137.61,1,0,0.0119051,507.905,0.142843,0.784265
2.215e-012,260.924,-8637.01,-8135.86,1,0,0.0149757,507.429,0.145381,0.786803
2.22e-012,257.623,-8626.97,-8132.17,1,0,0.0183275,506.945,0.147917,0.789339
2.225e-012,255.676,-8618.02,-8126.95,1,0,0.0219483,506.453,0.150451,0.791873
2.23e-012,255.535,-8612.64,-8121.85,1,0,0.025582,505.952,0.152982,0.794404
2.235e-012,251.818,-8598.51,-8114.86,1,0,0.0289305,505.443,0.15551,0.796932
2.24e-012,249.833,-8585.41,-8105.57,1,0,0.0319232,504.926,0.158036,0.799458
2.245e-012,243.392,-8560.72,-8093.25,1,0,0.034666,504.4,0.160559,0.801981
2.25e-012,243.991,-8546.11,-8077.49,1,0,0.0372915,503.866,0.16308,0.804501
2.255e-012,252.779,-8546.63,-8061.13,1,0,0.0398095,503.324,0.165598,0.807019
2.26e-012,264.215,-8560.12,-8052.65,1,0,0.0419741,502.773,0.168113,0.809534
2.265e-012,275.015,-8580.89,-8052.69,1,1,0.0434696,502.214,0.170626,0.812047
2.27e-012,273.998,-8583.22,-8056.96,1,1,0.0443784,501.647,0.173135,0.814556
2.275e-012,264.485,-8565.24,-8057.26,1,1,0.0452315,501.072,0.175642,0.817063
2.28e-012,254.339,-8538.47,-8049.97,1,1,0.0464518,500.488,0.178146,0.819567
2.285e-012,258.677,-8536.11,-8039.28,1,1,0.0479689,499.896,0.180647,0.822067
2.29e-012,267.975,-8549.33,-8034.65,1,1,0.0495033,499.296,0.183145,0.824565
2.295e-012,267.979,-8548.56,-8033.87,1,1,0.0509726,498.687,0.18564,0.82706
2.3e-012,263.62,-8538.17,-8031.84,1,1,0.0524601,498.07,0.188132,0.829552
2.305e-012,256.828,-8514.1,-8020.83,1,1,0.0540407,497.446,0.190621,0.83204
2.31e-012,247.672,-8480,-8004.31,1,1,0.0557207,496.812,0.193106,0.834526
2.315e-012,243.609,-8449.6,-7981.71,1,1,0.0573497,496.171,0.195589,0.837008
2.32e-012,245.268,-8429.71,-7958.64,1,1,0.0586729,495.521,0.198068,0.839487
2.325e-012,252.208,-8423.13,-7938.73,1,1,0.0596483,494.864,0.200544,0.841963
2.33e-012,256.438,-8415.28,-7922.75,1,1,0.0605251,494.198,0.203017,0.844436
2.335e-012,261.925,-8413.98,-7910.91,1,1,0.061446,493.524,0.205486,0.846905
2.34e-012,265.656,-8411.25,-7901.01,1,1,0.0622675,492.842,0.207952,0.849371
2.345e-012,274.879,-8424.51,-7896.57,1,1,0.063008,492.151,0.210414,0.851833
2.35e-012,283.332,-8443.11,-7898.93,1,1,0.0641218,491.453,0.212873,0.854292
2.355e-012,290.39,-8459.34,-7901.6,1,1,0.0658576,490.746,0.215329,0.856747
2.36e-012,288.295,-8460.95,-7907.23,1,1,0.0676352,490.032,0.217781,0.859199
2.365e-012,282.087,-8452.57,-7910.78,2,1,0.068597,489.309,0.220229,0.861647
2.37e-012,275.573,-8438.21,-7908.93,2,1,0.0685987,488.578,0.222674,0.864091
2.375e-012,275.25,-8432.69,-7904.03,2,1,0.0681833,487.839,0.225115,0.866532
2.38e-012,283.406,-8445.77,-7901.45,2,1,0.0676973,487.092,0.227552,0.868969
2.385e-012,292.258,-8466.56,-7905.23,2,1,0.0668998,486.338,0.229986,0.871403
2.39e-012,301.167,-8493.4,-7914.96,2,1,0.0654901,485.575,0.232416,0.873832
2.395e-012,304.513,-8515.06,-7930.19,2,1,0.0636578,484.804,0.234842,0.876258
2.4e-012,306.96,-8537.86,-7948.3,2,1,0.0618799,484.025,0.237264,0.87868
2.405e-012,310.599,-8562.95,-7966.4,2,1,0.0603462,483.238,0.239682,0.881098
2.41e-012,303.06,-8563.68,-7981.6,2,1,0.0587837,482.443,0.242096,0.883512
2.415e-012,287.507,-8539.95,-7987.75,2,1,0.0569344,481.64,0.244506,0.885922
2.42e-012,281.436,-8525.47,-7984.93,2,1,0.0549025,480.829,0.246912,0.888328
2.425e-012,288.694,-8537.39,-7982.91,2,1,0.0527942,480.01,0.249315,0.89073
2.43e-012,296.62,-8556.14,-7986.44,2,1,0.050421,479.183,0.251713,0.893128
2.435e-012,307.993,-8587.75,-7996.2,2,1,0.0477276,478.349,0.254106,0.895521
2.44e-012,310.328,-8609.04,-8013.01,2,1,0.0451135,477.506,0.256496,0.897911
2.445e-012,302.732,-8609.41,-8027.97,2,1,0.0429361,476.656,0.258881,0.900296
2.45e-012,291.222,-8595.81,-8036.47,2,1,0.0411578,475.798,0.261263,0.902677
2.455e-012,285.914,-8584.05,-8034.91,2,1,0.0397473,474.932,0.263639,0.905054
2.46e-012,284.435,-8574.14,-8027.83,2,1,0.0388418,474.058,0.266012,0.907426
2.465e-012,287.655,-8575,-8022.52,2,1,0.0381803,473.176,0.26838,0.909794
2.47e-012,293.074,-8582.65,-8019.76,2,1,0.0369332,472.286,0.270744,0.912157
2.475e-012,297.346,-8591.92,-8020.82,2,1,0.0345626,471.389,0.273103,0.914516
2.48e-012,300.573,-8602.97,-8025.67,2,1,0.0314169,470.484,0.275457,0.91687
2.485e-012,305.283,-8617.86,-8031.51,2,1,0.0279964,469.571,0.277808,0.91922
2.49e-012,309.771,-8636.51,-8041.55,2,1,0.0242293,468.65,0.280153,0.921566
2.495e-012,309.228,-8647.77,-8053.85,2,1,0.0200312,467.722,0.282494,0.923906
2.5e-012,305.21,-8650.82,-8064.61,2,1,0.0158219,466.786,0.28483,0.926242
2.505e-012,307.048,-8655.55,-8065.82,2,1,0.0119041,465.842,0.287162,0.928574
2.51e-012,323.668,-8695.5,-8073.85,2,1,0.00814035,464.891,0.289489,0.9309
2.515e-012,334.472,-8720.12,-8077.72,2,1,0.00457974,463.931,0.291811,0.933222
2.52e-012,332.201,-8720.22,-8082.18,2,1,0.00151837,462.965,0.294128,0.935539
2.525e-012,315.947,-8696.54,-8089.72,2,1,-0.00122591,461.99,0.29644,0.937851
2.53e-012,293.827,-8655.71,-8091.37,2,1,-0.00411604,461.008,0.298748,0.940159
2.535e-012,259.334,-8587.16,-8089.07,2,1,-0.00684822,460.018,0.301051,0.942461
2.54e-012,261.259,-8586.67,-8084.88,2,1,-0.00869532,459.021,0.303348,0.944758
2.545e-012,282.614,-8625.24,-8082.44,2,1,-0.0099763,458.016,0.305641,0.947051
2.55e-012,276.018,-8610.38,-8080.24,2,1,-0.0117889,457.004,0.307928,0.949338
2.555e-012,264.3,-8585.4,-8077.77,2,1,-0.0143517,455.984,0.310211,0.95162
2.56e-012,254.018,-8561.32,-8073.44,2,1,-0.0169796,454.956,0.312488,0.953897
2.565e-012,251.732,-8552.84,-8069.35,2,1,-0.0194464,453.921,0.31476,0.956169
2.57e-012,258.672,-8562.59,-8065.77,2,1,-0.0222639,452.879,0.317027,0.958436
2.575e-012,275.439,-8592.56,-8063.54,2,1,-0.0257763,451.829,0.319289,0.960697
2.58e-012,285.246,-8611.49,-8063.63,2,1,-0.029763,450.772,0.321546,0.962954
2.585e-012,284.655,-8612.31,-8065.58,2,1,-0.0338397,449.707,0.323797,0.965205
2.59e-012,283.262,-8609.96,-8065.92,2,1,-0.0377357,448.635,0.326043,0.96745
2.595e-012,281.443,-8606.82,-8066.26,2,1,-0.0412745,447.555,0.328283,0.96969
2.6e-012,281.069,-8606,-8066.16,2,1,-0.0444037,446.468,0.330518,0.971925
2.605e-012,282.938,-8609.29,-8065.86,2,1,-0.0471596,445.374,0.332748,0.974155
2.61e-012,284.244,-8611.24,-8065.31,2,1,-0.0495873,444.272,0.334972,0.976378
2.615e-012,285.739,-8613.27,-8064.47,2,1,-0.0517751,443.163,0.33719,0.978597
2.62e-012,284.203,-8610.41,-8064.55,2,1,-0.0537989,442.046,0.339404,0.980809
2.625e-012,277.633,-8597.61,-8064.37,2,1,-0.0556562,440.923,0.341611,0.983017
2.63e-012,268.533,-8578.48,-8062.72,2,1,-0.0574781,439.792,0.343813,0.985218
2.635e-012,259.821,-8559.25,-8060.22,1,1,-0.0596465,438.653,0.346009,0.987414
2.64e-012,262.43,-8561.19,-8057.15,1,1,-0.0624397,437.508,0.348199,0.989604
2.645e-012,267.475,-8567.55,-8053.82,1,1,-0.0657154,436.355,0.350384,0.991788
2.65e-012,271.802,-8573.14,-8051.1,1,1,-0.069172,435.195,0.352563,0.993967
2.655e-012,281.171,-8589.49,-8049.46,1,1,-0.0727529,434.028,0.354736,0.99614
2.66e-012,284.347,-8594.61,-8048.48,1,1,-0.0764654,432.854,0.356903,0.998307
2.665e-012,286.991,-8598.23,-8047.03,1,1,-0.0800352,431.673,0.359064,1.00047
2.67e-012,288.897,-8601,-8046.13,1,1,-0.083244,430.484,0.36122,1.00262
2.675e-012,288.06,-8598.28,-8045.01,1,1,-0.0863201,429.289,0.363369,1.00477
2.68e-012,292.798,-8607.17,-8044.8,1,1,-0.0894875,428.086,0.365513,1.00692
2.685e-012,295.726,-8612.67,-8044.68,1,1,-0.0924913,426.876,0.36765,1.00905
2.69e-012,292.981,-8607.06,-8044.35,1,1,-0.0949396,425.66,0.369781,1.01118
2.695e-012,284.464,-8589.19,-8042.83,1,1,-0.0966957,424.436,0.371907,1.01331
2.7e-012,274.537,-8569.03,-8041.74,1,1,-0.0978065,423.205,0.374026,1.01543
2.705e-012,274.045,-8566.04,-8039.69,1,1,-0.0985459,421.967,0.376139,1.01754
2.71e-012,266.743,-8550.18,-8037.86,1,1,-0.0995077,420.722,0.378245,1.01965
2.715e-012,255.182,-8524.53,-8034.42,1,1,-0.101184,419.471,0.380346,1.02175
2.72e-012,262.035,-8533.24,-8029.97,1,1,-0.103553,418.212,0.38244,1.02384
2.725e-012,264.169,-8533.93,-8026.55,1,1,-0.106384,416.947,0.384528,1.02593
2.73e-012,264.429,-8531.07,-8023.19,1,1,-0.109665,415.674,0.38661,1.02801
2.735e-012,265.864,-8530.68,-8020.04,1,1,-0.113434,414.395,0.388685,1.03008
2.74e-012,273.647,-8541.77,-8016.19,1,1,-0.117563,413.109,0.390754,1.03215
2.745e-012,295.16,-8581.84,-8014.94,1,1,-0.121914,411.816,0.392816,1.03421
2.75e-012,309.432,-8609.58,-8015.27,1,1,-0.126443,410.516,0.394872,1.03627
2.755e-012,313.071,-8617.29,-8015.99,1,1,-0.131109,409.21,0.396921,1.03832
2.76e-012,306.779,-8606.25,-8017.03,1,1,-0.135947,407.897,0.398964,1.04036
2.765e-012,297.832,-8590.04,-8018.01,1,1,-0.141068,406.577,0.401,1.0424
2.77e-012,291.7,-8577.73,-8017.47,1,1,-0.146429,405.25,0.403029,1.04443
2.775e-012,291.019,-8575.15,-8016.21,1,1,-0.151799,403.917,0.405052,1.04645
2.78e-012,296.847,-8585.65,-8015.51,1,1,-0.156988,402.577,0.407069,1.04846
2.785e-012,303.535,-8598.55,-8015.57,1,1,-0.161914,401.23,0.409078,1.05047
2.79e-012,307.864,-8607.62,-8016.32,1,1,-0.166423,399.877,0.411081,1.05248
2.795e-012,311.294,-8615.85,-8017.96,1,1,-0.170254,398.517,0.413077,1.05447
2.8e-012,313.767,-8623,-8020.37,1,1,-0.173286,397.15,0.415066,1.05646
2.805e-012,313.17,-8623.77,-8022.28,1,1,-0.175734,395.777,0.417048,1.05844
2.81e-012,312.491,-8630.05,-8029.86,1,1,-0.177927,394.398,0.419024,1.06042
2.815e-012,294.247,-8595.84,-8030.69,1,1,-0.179991,393.012,0.420992,1.06239
2.82e-012,280.686,-8569.05,-8029.95,1,1,-0.181989,391.619,0.422954,1.06435
2.825e-012,275.932,-8558.15,-8028.18,1,1,-0.184225,390.22,0.424909,1.0663
2.83e-012,276.101,-8556.76,-8026.47,1,1,-0.187094,388.815,0.426856,1.06825
2.835e-012,278.576,-8559.46,-8024.41,1,1,-0.190718,387.403,0.428797,1.07019
2.84e-012,273.297,-8546.93,-8022.02,1,1,-0.194764,385.985,0.43073,1.07212
2.845e-012,264.904,-8527.48,-8018.69,1,1,-0.198491,384.56,0.432657,1.07405
2.85e-012,266.325,-8526.8,-8015.28,1,1,-0.20126,383.129,0.434576,1.07597
2.855e-012,263.501,-8517.67,-8011.58,1,1,-0.203188,381.692,0.436488,1.07788
