197,0,-0.158562,0
198,0,-0.158154,0
199,0,-0.157866,0
200,0,-0.157639,0
201,0,-0.157430,0
202,0,-0.157393,0
203,0,-0.157601,0
204,0,-0.157851,0
205,0,-0.157988,0
206,0,-0.158181,0
207,0,-0.158597,0
208,0,-0.159132,0
209,0,-0.159750,0
210,0,-0.160689,0
211,0,-0.162007,0
212,0,-0.163354,0
213,0,-0.164472,0
214,0,-0.165467,0
215,0,-0.166409,0
216,0,-0.167182,0
217,0,-0.167766,0
218,0,-0.168199,0
219,0,-0.168433,0
220,0,-0.168600,0
221,0,-0.169052,0
222,0,-0.169845,0
223,0,-0.170701,0
224,0,-0.171641,0
225,0,-0.172945,0
226,0,-0.174458,0
0,0,-0.183082,0
227,0,-0.175747,0
1,0,-0.183143,0
2,0,-0.183248,0
228,0,-0.176880,0
3,0,-0.183290,0
229,0,-0.178168,0
4,0,-0.183314,0
230,0,-0.179409,0
5,0,-0.183406,0
231,0,-0.180255,0
6,0,-0.183552,0
232,0,-0.180942,0
7,0,-0.183703,0
233,0,-0.181907,0
8,0,-0.183898,0
234,0,-0.183102,0
9,0,-0.184190,0
235,0,-0.184280,0
10,0,-0.184487,0
236,0,-0.185507,0
11,0,-0.184634,0
237,0,-0.186955,0
12,0,-0.184609,0
238,0,-0.188544,0
13,0,-0.184649,0
239,0,-0.190086,0
14,0,-0.184991,0
240,0,-0.191575,0
15,0,-0.185494,0
241,0,-0.193165,0
16,0,-0.185841,0
242,0,-0.194930,0
17,0,-0.186023,0
243,0,-0.196740,0
18,0,-0.186305,0
244,0,-0.198481,0
19,0,-0.186740,0
245,0,-0.200277,0
20,0,-0.187115,0
246,0,-0.202188,0
21,0,-0.187392,0
247,0,-0.203856,0
22,0,-0.187774,0
248,0,-0.204938,0
23,0,-0.188308,0
249,0,-0.205623,0
24,0,-0.188828,0
250,0,-0.206256,0
25,0,-0.189279,0
251,0,-0.206841,0
26,0,-0.189718,0
252,0,-0.207330,0
27,0,-0.190064,0
253,0,-0.207935,0
28,0,-0.190242,0
254,0,-0.208728,0
29,0,-0.190459,0
255,0,-0.209490,0
30,0,-0.190905,0
256,0,-0.210191,0
31,0,-0.191360,0
257,0,-0.210995,0
32,0,-0.191475,0
258,0,-0.211747,0
33,0,-0.191344,0
259,0,-0.212162,0
34,0,-0.191366,0
260,0,-0.212399,0
35,0,-0.191602,0
261,0,-0.212724,0
36,0,-0.191771,0
262,0,-0.212949,0
37,0,-0.191772,0
263,0,-0.212917,0
38,0,-0.191786,0
264,0,-0.213007,0
39,0,-0.191905,0
265,0,-0.213525,0
40,0,-0.191996,0
266,0,-0.214233,0
41,0,-0.191971,0
267,0,-0.214908,0
42,0,-0.191942,0
268,0,-0.215628,0
43,0,-0.192030,0
269,0,-0.216300,0
44,0,-0.192172,0
270,0,-0.216660,0
45,0,-0.192274,0
271,0,-0.216691,0
46,0,-0.192395,0
272,0,-0.216339,0
47,0,-0.192580,0
273,0,-0.215248,0
48,0,-0.192675,0
274,0,-0.213510,0
49,0,-0.192600,0
275,0,-0.211879,0
50,0,-0.192587,0
276,0,-0.210552,0
51,0,-0.192834,0
277,0,-0.208812,0
52,0,-0.193109,0
278,0,-0.206507,0
53,0,-0.193089,0
279,0,-0.204523,0
54,0,-0.192870,0
280,0,-0.203269,0
55,0,-0.192704,0
281,0,-0.202165,0
56,0,-0.192523,0
282,0,-0.200993,0
57,0,-0.192150,0
283,0,-0.200299,0
58,0,-0.191643,0
284,0,-0.200208,0
59,0,-0.191093,0
285,0,-0.200169,0
60,0,-0.190418,0
286,0,-0.199953,0
61,0,-0.189566,0
287,0,-0.199771,0
62,0,-0.188571,0
288,0,-0.199536,0
63,0,-0.187333,0
289,0,-0.199000,0
64,0,-0.185776,0
290,0,-0.198274,0
65,0,-0.184175,0
291,0,-0.197474,0
66,0,-0.182804,0
292,0,-0.196308,0
67,0,-0.181482,0
293,0,-0.194580,0
68,0,-0.179983,0
294,0,-0.192614,0
69,0,-0.178548,0
295,0,-0.190817,0
70,0,-0.177458,0
296,0,-0.189150,0
71,0,-0.176533,0
297,0,-0.187247,0
72,0,-0.175537,0
298,0,-0.184957,0
73,0,-0.174573,0
299,0,-0.182696,0
74,0,-0.173716,0
300,1,-0.181032,0
75,0,-0.172797,0
301,1,-0.179917,0
76,0,-0.171762,0
302,1,-0.178818,0
77,0,-0.170684,0
303,1,-0.177643,0
78,0,-0.169396,0
304,1,-0.176759,0
79,0,-0.167676,0
305,1,-0.176076,0
80,0,-0.165682,0
306,1,-0.175025,0
81,0,-0.163652,0
307,1,-0.173414,0
82,0,-0.161471,0
