frame(num),distance (nm)
430.000000,1.407878
431.000000,1.413140
432.000000,1.353163
433.000000,1.356153
434.000000,1.398267
435.000000,1.393506
436.000000,1.361445
437.000000,1.338853
438.000000,1.333640
439.000000,1.350697
440.000000,1.394387
441.000000,1.417601
442.000000,1.410459
443.000000,1.379197
444.000000,1.363434
445.000000,1.376480
446.000000,1.373244
447.000000,1.369981
448.000000,1.381100
449.000000,1.390162
450.000000,1.382581
451.000000,1.419575
452.000000,1.383443
453.000000,1.416926
454.000000,1.383757
455.000000,1.358237
456.000000,1.395761
457.000000,1.403155
458.000000,1.395639
459.000000,1.396438
460.000000,1.389338
461.000000,1.396808
462.000000,1.348915
463.000000,1.358529
464.000000,1.382406
465.000000,1.386263
466.000000,1.404406
467.000000,1.419491
468.000000,1.369706
469.000000,1.352348
470.000000,1.367175
471.000000,1.357037
472.000000,1.341085
473.000000,1.343545
474.000000,1.368121
475.000000,1.352418
476.000000,1.366109
477.000000,1.376615
478.000000,1.371547
479.000000,1.363550
480.000000,1.373463
481.000000,1.382156
482.000000,1.364406
483.000000,1.356731
484.000000,1.369828
485.000000,1.368612
486.000000,1.372251
487.000000,1.373991
488.000000,1.371079
489.000000,1.372257
490.000000,1.361626
491.000000,1.364598
492.000000,1.379577
493.000000,1.382513
494.000000,1.401863
495.000000,1.397378
496.000000,1.386495
497.000000,1.339361
498.000000,1.341931
499.000000,1.357927
500.000000,1.354592
501.000000,1.343993
502.000000,1.344546
503.000000,1.349360
504.000000,1.345392
505.000000,1.347974
506.000000,1.343419
507.000000,1.343188
508.000000,1.333694
509.000000,1.343633
510.000000,1.342805
511.000000,1.337325
512.000000,1.339666
513.000000,1.359724
514.000000,1.372150
515.000000,1.341793
516.000000,1.391159
517.000000,1.395478
518.000000,1.390524
519.000000,1.402187
520.000000,1.420522
521.000000,1.415076
522.000000,1.398201
523.000000,1.352296
524.000000,1.403626
525.000000,1.390319
526.000000,1.395263
527.000000,1.352283
528.000000,1.355015
529.000000,1.367239
530.000000,1.406042
531.000000,1.392887
532.000000,1.392926
533.000000,1.416329
534.000000,1.380582
535.000000,1.415915
536.000000,1.413972
537.000000,1.396916
538.000000,1.414702
539.000000,1.417984
540.000000,1.429138
541.000000,1.410527
542.000000,1.415178
543.000000,1.366106
544.000000,1.396835
545.000000,1.408977
546.000000,1.432275
547.000000,1.421159
548.000000,1.371723
549.000000,1.396191
550.000000,1.424041
551.000000,1.417149
552.000000,1.410620
553.000000,1.405071
554.000000,1.409176
555.000000,1.363076
556.000000,1.355747
557.000000,1.364823
558.000000,1.373973
559.000000,1.378128
560.000000,1.382102
561.000000,1.365779
562.000000,1.397511
563.000000,1.395557
564.000000,1.367820
565.000000,1.379011
566.000000,1.369995
567.000000,1.367455
568.000000,1.389561
569.000000,1.393285
570.000000,1.377051
571.000000,1.362819
572.000000,1.357081
573.000000,1.361768
574.000000,1.353793
575.000000,1.357469
576.000000,1.397218
577.000000,1.401195
578.000000,1.410090
579.000000,1.400252
580.000000,1.413306
581.000000,1.389941
582.000000,1.403274
583.000000,1.452962
584.000000,1.398396
585.000000,1.363350
586.000000,1.401221
587.000000,1.425327
588.000000,1.412719
589.000000,1.420708
590.000000,1.419993
591.000000,1.407115
592.000000,1.399444
593.000000,1.414155
594.000000,1.370492
595.000000,1.367103
596.000000,1.412900
597.000000,1.412803
598.000000,1.406422
599.000000,1.418524
600.000000,1.419517
601.000000,1.428173
602.000000,1.441372
603.000000,1.393888
604.000000,1.357753
605.000000,1.451122
606.000000,1.454372
607.000000,1.427897
608.000000,1.414345
609.000000,1.416065
610.000000,1.424232
611.000000,1.445343
612.000000,1.427786
613.000000,1.403318
614.000000,1.399396
615.000000,1.418499
616.000000,1.408140
617.000000,1.398720
618.000000,1.382696
619.000000,1.371752
620.000000,1.350597
621.000000,1.381804
622.000000,1.399331
623.000000,1.377937
624.000000,1.371461
625.000000,1.409189
626.000000,1.359941
627.000000,1.340955
628.000000,1.353288
629.000000,1.373889
630.000000,1.357950
631.000000,1.411283
632.000000,1.432087
633.000000,1.430931
634.000000,1.424733
635.000000,1.426922
636.000000,1.388958
637.000000,1.392679
638.000000,1.413377
639.000000,1.416823
640.000000,1.405417
641.000000,1.398143
642.000000,1.395706
643.000000,1.395368
644.000000,1.386070
645.000000,1.415287
646.000000,1.413509
647.000000,1.413994
648.000000,1.434427
649.000000,1.430661
650.000000,1.439260
651.000000,1.468871
652.000000,1.427866
653.000000,1.420900
654.000000,1.417003
655.000000,1.417681
656.000000,1.412300
657.000000,1.400204
658.000000,1.409849
659.000000,1.371758
660.000000,1.411386
661.000000,1.413325
662.000000,1.406318
663.000000,1.404424
664.000000,1.431980
665.000000,1.438648
666.000000,1.436453
667.000000,1.433883
668.000000,1.370670
669.000000,1.367968
670.000000,1.386187
671.000000,1.444445
672.000000,1.451120
673.000000,1.455495
674.000000,1.438127
675.000000,1.433895
676.000000,1.418961
677.000000,1.406073
678.000000,1.410927
679.000000,1.398103
680.000000,1.411590
681.000000,1.418090
682.000000,1.444653
683.000000,1.435279
684.000000,1.428711
685.000000,1.400652
686.000000,1.396961
687.000000,1.397338
688.000000,1.446337
689.000000,1.443601
690.000000,1.440708
691.000000,1.456353
692.000000,1.452703
693.000000,1.443749
694.000000,1.463406
695.000000,1.473514
696.000000,1.433960
697.000000,1.427236
698.000000,1.422091
699.000000,1.425427
700.000000,1.424384
701.000000,1.438218
702.000000,1.439396
703.000000,1.424984
704.000000,1.413573
705.000000,1.401157
706.000000,1.399502
707.000000,1.426605
708.000000,1.432242
709.000000,1.408466
710.000000,1.400956
711.000000,1.411134
712.000000,1.425068
713.000000,1.431713
714.000000,1.420807
715.000000,1.415016
716.000000,1.408833
717.000000,1.423548
718.000000,1.435853
719.000000,1.426345
720.000000,1.422068
721.000000,1.421160
722.000000,1.420173
723.000000,1.407799
724.000000,1.383477
725.000000,1.407202
726.000000,1.389041
727.000000,1.397350
728.000000,1.373942
729.000000,1.371973
730.000000,1.378812
731.000000,1.368745
732.000000,1.437662
733.000000,1.435517
734.000000,1.423469
735.000000,1.429414
736.000000,1.428990
737.000000,1.440453
738.000000,1.423004
739.000000,1.408929
740.000000,1.416369
741.000000,1.387220
742.000000,1.395472
743.000000,1.375930
744.000000,1.388680
745.000000,1.384512
746.000000,1.382112
747.000000,1.395908
748.000000,1.393789
749.000000,1.416376
750.000000,1.421361
751.000000,1.392323
752.000000,1.403813
753.000000,1.429275
754.000000,1.392582
755.000000,1.388803
756.000000,1.402749
757.000000,1.400274
758.000000,1.394615
759.000000,1.377640
760.000000,1.362313
761.000000,1.358565
762.000000,1.361499
763.000000,1.376692
764.000000,1.380291
765.000000,1.374625
766.000000,1.393596
767.000000,1.395333
768.000000,1.383417
769.000000,1.379236
770.000000,1.374567
771.000000,1.376534
772.000000,1.366746
773.000000,1.385212
774.000000,1.386593
775.000000,1.410119
776.000000,1.391857
777.000000,1.393039
778.000000,1.379594
779.000000,1.373966
780.000000,1.389610
781.000000,1.366055
782.000000,1.384466
783.000000,1.373358
784.000000,1.385240
785.000000,1.343583
786.000000,1.335988
787.000000,1.331271
788.000000,1.381739
789.000000,1.392803
790.000000,1.390904
791.000000,1.372155
792.000000,1.380882
793.000000,1.376585
794.000000,1.347241
795.000000,1.337369
796.000000,1.381457
797.000000,1.386975
798.000000,1.363060
799.000000,1.365980
800.000000,1.342233
801.000000,1.340477
802.000000,1.368646
803.000000,1.380236
804.000000,1.381315
805.000000,1.361474
806.000000,1.379102
807.000000,1.399841
808.000000,1.408865
809.000000,1.387399
810.000000,1.360876
811.000000,1.367066
812.000000,1.362498
813.000000,1.402706
814.000000,1.387859
815.000000,1.333216
816.000000,1.373957
817.000000,1.383025
818.000000,1.400422
819.000000,1.398933
820.000000,1.384692
821.000000,1.374632
822.000000,1.369053
823.000000,1.385229
824.000000,1.391520
825.000000,1.406519
826.000000,1.401872
827.000000,1.381438
828.000000,1.384728
829.000000,1.386459
830.000000,1.370046
831.000000,1.387222
832.000000,1.376280
833.000000,1.384475
834.000000,1.380116
835.000000,1.376132
836.000000,1.374947
837.000000,1.369925
838.000000,1.376339
839.000000,1.361613
840.000000,1.377385
841.000000,1.381550
842.000000,1.369683
843.000000,1.379192
844.000000,1.386065
845.000000,1.392305
846.000000,1.369114
847.000000,1.375102
848.000000,1.369071
849.000000,1.355004
850.000000,1.369630
851.000000,1.385031
852.000000,1.380675
853.000000,1.377632
854.000000,1.359787
855.000000,1.397486
856.000000,1.437191
857.000000,1.439175
858.000000,1.389532
859.000000,1.397395
860.000000,1.402195
861.000000,1.385509
862.000000,1.371317
863.000000,1.447767
864.000000,1.399268
865.000000,1.386868
866.000000,1.376285
867.000000,1.370669
868.000000,1.377490
869.000000,1.394606
870.000000,1.401487
871.000000,1.398427
872.000000,1.474813
873.000000,1.419673
874.000000,1.400917
875.000000,1.399300
876.000000,1.396188
877.000000,1.379450
878.000000,1.374391
879.000000,1.393429
880.000000,1.393103
881.000000,1.407341
882.000000,1.426940
883.000000,1.424048
884.000000,1.397337
885.000000,1.391283
886.000000,1.382366
887.000000,1.369928
888.000000,1.382756
889.000000,1.401481
890.000000,1.401281
891.000000,1.403651
892.000000,1.393420
893.000000,1.385224
894.000000,1.397137
895.000000,1.397125
896.000000,1.407191
897.000000,1.415711
898.000000,1.405032
899.000000,1.405414
900.000000,1.405258
901.000000,1.398407
902.000000,1.399417
903.000000,1.381026
904.000000,1.380077
905.000000,1.431794
906.000000,1.435263
907.000000,1.388306
908.000000,1.440458
909.000000,1.400421
910.000000,1.392460
911.000000,1.403712
912.000000,1.402502
913.000000,1.415665
914.000000,1.394377
915.000000,1.384483
916.000000,1.379626
917.000000,1.373045
918.000000,1.376847
919.000000,1.399786
920.000000,1.412115
921.000000,1.463328
922.000000,1.467022
923.000000,1.436969
924.000000,1.394642
925.000000,1.403489
926.000000,1.396321
927.000000,1.369494
928.000000,1.411960
929.000000,1.425137
930.000000,1.410516
931.000000,1.374442
932.000000,1.374192
933.000000,1.400407
934.000000,1.386709
935.000000,1.362587
936.000000,1.374714
937.000000,1.362211
938.000000,1.355265
939.000000,1.366449
940.000000,1.390324
941.000000,1.378914
942.000000,1.373204
943.000000,1.360726
944.000000,1.407846
945.000000,1.341681
946.000000,1.341700
947.000000,1.391630
948.000000,1.397261
949.000000,1.336677
950.000000,1.336096
951.000000,1.344654
952.000000,1.348915
953.000000,1.395341
954.000000,1.372862
955.000000,1.344178
956.000000,1.382100
957.000000,1.323941
958.000000,1.332152
959.000000,1.341624
960.000000,1.344298
961.000000,1.345342
962.000000,1.350367
963.000000,1.359169
964.000000,1.332744
965.000000,1.332424
966.000000,1.330150
967.000000,1.332313
968.000000,1.328735
969.000000,1.330258
970.000000,1.341930
971.000000,1.345499
972.000000,1.341285
973.000000,1.333630
974.000000,1.344122
975.000000,1.358023
976.000000,1.360815
977.000000,1.375216
978.000000,1.387829
979.000000,1.381682
980.000000,1.365460
981.000000,1.360086
982.000000,1.342159
983.000000,1.351507
984.000000,1.352991
985.000000,1.360600
986.000000,1.342246
987.000000,1.338925
988.000000,1.349662
989.000000,1.346752
990.000000,1.353971
991.000000,1.350106
992.000000,1.366229
993.000000,1.359437
994.000000,1.367077
995.000000,1.362876
996.000000,1.373459
997.000000,1.365919
998.000000,1.351915
999.000000,1.348050
1000.000000,1.359055
1001.000000,1.355346
1002.000000,1.356554
1003.000000,1.362581
1004.000000,1.341527
1005.000000,1.346953
1006.000000,1.352516
1007.000000,1.354874
1008.000000,1.354557
1009.000000,1.340958
1010.000000,1.340218
1011.000000,1.338884
1012.000000,1.340223
1013.000000,1.358733
1014.000000,1.361860
1015.000000,1.342371
1016.000000,1.328703
1017.000000,1.335485
1018.000000,1.337339
1019.000000,1.335750
1020.000000,1.344068
1021.000000,1.322685
1022.000000,1.333207
1023.000000,1.333613
1024.000000,1.350028
1025.000000,1.392654
1026.000000,1.342627
1027.000000,1.361270
1028.000000,1.397351
1029.000000,1.394013
1030.000000,1.347499
1031.000000,1.352666
1032.000000,1.352453
1033.000000,1.339218
1034.000000,1.336903
1035.000000,1.321594
1036.000000,1.330459
1037.000000,1.362189
1038.000000,1.388347
1039.000000,1.392030
1040.000000,1.400212
1041.000000,1.369337
1042.000000,1.407873
1043.000000,1.417031
1044.000000,1.420904
1045.000000,1.362029
1046.000000,1.399414
1047.000000,1.396976
1048.000000,1.401351
1049.000000,1.350831
1050.000000,1.349123
1051.000000,1.396531
1052.000000,1.394986
1053.000000,1.396490
1054.000000,1.398574
1055.000000,1.423742
1056.000000,1.413111
1057.000000,1.391609
1058.000000,1.397259
1059.000000,1.351048
1060.000000,1.345965
1061.000000,1.384319
1062.000000,1.343064
1063.000000,1.346389
1064.000000,1.366058
1065.000000,1.375143
1066.000000,1.357008
1067.000000,1.352788
1068.000000,1.359698
1069.000000,1.365722
1070.000000,1.381386
1071.000000,1.424262
1072.000000,1.386327
1073.000000,1.384718
1074.000000,1.351881
1075.000000,1.338512
1076.000000,1.340779
1077.000000,1.353006
1078.000000,1.395066
1079.000000,1.406592
1080.000000,1.360600
1081.000000,1.412848
1082.000000,1.408088
1083.000000,1.404387
1084.000000,1.358305
1085.000000,1.358276
1086.000000,1.389854
1087.000000,1.339046
1088.000000,1.342911
1089.000000,1.352304
1090.000000,1.350156
1091.000000,1.348645
1092.000000,1.367689
1093.000000,1.346672
1094.000000,1.355860
1095.000000,1.353055
1096.000000,1.356552
1097.000000,1.355976
1098.000000,1.356276
1099.000000,1.372948
1100.000000,1.374617
1101.000000,1.359551
1102.000000,1.358086
1103.000000,1.365781
1104.000000,1.360638
1105.000000,1.354779
1106.000000,1.344992
1107.000000,1.358671
1108.000000,1.370395
1109.000000,1.340172
1110.000000,1.328911
1111.000000,1.323716
1112.000000,1.359003
1113.000000,1.366188
1114.000000,1.365510
1115.000000,1.370795
1116.000000,1.346844
1117.000000,1.347815
1118.000000,1.349065
1119.000000,1.354106
1120.000000,1.339134
1121.000000,1.342347
1122.000000,1.341126
1123.000000,1.343737
1124.000000,1.350767
1125.000000,1.350013
1126.000000,1.351718
1127.000000,1.353971
1128.000000,1.347824
1129.000000,1.360824
1130.000000,1.364828
1131.000000,1.360892
1132.000000,1.360400
1133.000000,1.351479
1134.000000,1.336012
1135.000000,1.328416
1136.000000,1.329034
1137.000000,1.333987
1138.000000,1.341116
1139.000000,1.353699
1140.000000,1.332343
1141.000000,1.345634
1142.000000,1.342255
1143.000000,1.339028
1144.000000,1.340762
1145.000000,1.311166
1146.000000,1.337481
1147.000000,1.332430
1148.000000,1.337243
1149.000000,1.337476
1150.000000,1.336002
1151.000000,1.353958
1152.000000,1.379595
1153.000000,1.363580
1154.000000,1.351781
1155.000000,1.351276
1156.000000,1.343373
1157.000000,1.316819
1158.000000,1.308167
1159.000000,1.295878
1160.000000,1.324580
1161.000000,1.326533
1162.000000,1.317163
1163.000000,1.317003
1164.000000,1.326662
1165.000000,1.326325
1166.000000,1.320727
1167.000000,1.313053
1168.000000,1.304562
1169.000000,1.300350
1170.000000,1.309399
1171.000000,1.306939
1172.000000,1.309603
1173.000000,1.355227
1174.000000,1.346211
1175.000000,1.350301
1176.000000,1.358818
1177.000000,1.358289
1178.000000,1.359541
1179.000000,1.300246
1180.000000,1.308242
1181.000000,1.299987
1182.000000,1.308131
1183.000000,1.348155
1184.000000,1.301558
1185.000000,1.287761
1186.000000,1.326802
1187.000000,1.276603
1188.000000,1.318163
1189.000000,1.265614
1190.000000,1.312674
1191.000000,1.281250
1192.000000,1.286262
1193.000000,1.307163
1194.000000,1.312115
1195.000000,1.306905
1196.000000,1.314692
1197.000000,1.297244
1198.000000,1.299718
1199.000000,1.317202
1200.000000,1.314874
1201.000000,1.308351
1202.000000,1.292665
1203.000000,1.293189
1204.000000,1.290307
1205.000000,1.289243
1206.000000,1.311801
1207.000000,1.322417
1208.000000,1.314881
1209.000000,1.314330
1210.000000,1.315676
1211.000000,1.325599
1212.000000,1.315221
1213.000000,1.327647
1214.000000,1.334983
1215.000000,1.325727
1216.000000,1.327263
1217.000000,1.330821
1218.000000,1.338901
1219.000000,1.336354
1220.000000,1.342636
1221.000000,1.327052
1222.000000,1.319934
1223.000000,1.307189
1224.000000,1.340045
1225.000000,1.345906
1226.000000,1.331409
1227.000000,1.338095
1228.000000,1.322882
1229.000000,1.354527
1230.000000,1.354738
1231.000000,1.317526
1232.000000,1.320076
1233.000000,1.335583
1234.000000,1.349874
1235.000000,1.337599
1236.000000,1.333141
1237.000000,1.328819
1238.000000,1.324749
1239.000000,1.328420
1240.000000,1.329686
1241.000000,1.318530
1242.000000,1.332262
1243.000000,1.337876
1244.000000,1.328089
1245.000000,1.334243
1246.000000,1.366441
1247.000000,1.340682
1248.000000,1.325018
1249.000000,1.326171
1250.000000,1.388457
1251.000000,1.393048
1252.000000,1.392040
1253.000000,1.384490
1254.000000,1.389429
1255.000000,1.395757
1256.000000,1.376011
1257.000000,1.351962
1258.000000,1.377654
1259.000000,1.360056
1260.000000,1.363998
1261.000000,1.375540
1262.000000,1.341946
1263.000000,1.351085
1264.000000,1.382219
1265.000000,1.387053
1266.000000,1.394461
1267.000000,1.328251
1268.000000,1.375558
1269.000000,1.330850
1270.000000,1.324045
1271.000000,1.337810
1272.000000,1.335564
1273.000000,1.336483
1274.000000,1.342217
1275.000000,1.347087
1276.000000,1.402769
1277.000000,1.357493
1278.000000,1.353310
1279.000000,1.342605
1280.000000,1.325325
1281.000000,1.339252
1282.000000,1.302361
1283.000000,1.346912
1284.000000,1.331300
1285.000000,1.317477
1286.000000,1.318658
1287.000000,1.329311
1288.000000,1.340155
1289.000000,1.349849
1290.000000,1.334403
1291.000000,1.321033
1292.000000,1.341872
1293.000000,1.351106
1294.000000,1.337547
1295.000000,1.326529
1296.000000,1.338262
1297.000000,1.337614
1298.000000,1.344939
1299.000000,1.336463
1300.000000,1.328070
1301.000000,1.330625
1302.000000,1.340996
1303.000000,1.359599
1304.000000,1.308807
1305.000000,1.314959
1306.000000,1.329895
1307.000000,1.367440
1308.000000,1.308795
1309.000000,1.332407
1310.000000,1.350639
1311.000000,1.361556
1312.000000,1.370599
1313.000000,1.364805
1314.000000,1.360662
1315.000000,1.335343
1316.000000,1.341245
1317.000000,1.344272
1318.000000,1.330374
1319.000000,1.326348
1320.000000,1.316037
1321.000000,1.327291
1322.000000,1.322200
1323.000000,1.325731
1324.000000,1.332424
1325.000000,1.340073
1326.000000,1.339763
1327.000000,1.353182
1328.000000,1.366914
1329.000000,1.355881
1330.000000,1.352325
1331.000000,1.338681
1332.000000,1.346707
1333.000000,1.352711
1334.000000,1.343336
1335.000000,1.321370
1336.000000,1.330314
1337.000000,1.347439
1338.000000,1.343862
1339.000000,1.333673
1340.000000,1.329434
1341.000000,1.335384
1342.000000,1.335934
1343.000000,1.361456
1344.000000,1.349950
1345.000000,1.327918
1346.000000,1.320817
1347.000000,1.319736
1348.000000,1.342944
1349.000000,1.345106
1350.000000,1.324376
1351.000000,1.321568
1352.000000,1.335947
1353.000000,1.327563
1354.000000,1.341535
1355.000000,1.342948
1356.000000,1.338029
1357.000000,1.344372
1358.000000,1.343196
1359.000000,1.352174
1360.000000,1.344912
