457602.000000,295.000000,291.489897,-0.085529,-16.941577,-68.354778,-65.486234,-0.593917,-0.460905,-1.465414,-0.975665,0.442010,1.044698,-16.923979,-36.879683,-36.471166,-0.017598,-31.475095,-29.015067,507.265584,5546.536326,-1762.488205,-202.141400,151.564384,1553.518846
457604.000000,295.000000,290.196074,-0.005460,14.997423,-67.404306,-71.253314,-0.509473,0.462666,-1.760439,-1.009365,0.467261,1.301950,-5.972050,-37.847628,-27.477209,20.969473,-29.556678,-43.776105,1168.432291,5986.022540,855.115106,501.203950,178.487354,-463.434530
457606.000000,295.000000,291.763976,0.040123,-23.003470,-57.599390,-38.258206,-0.314924,1.459443,-1.619712,-0.925935,0.496988,1.223202,-11.626152,-20.608546,-44.280847,-11.377318,-36.990844,6.022641,288.567866,4065.536244,3264.016878,974.804998,-366.641437,-2332.208659
457608.000000,295.000000,294.432295,0.027408,-81.371074,-55.926163,-41.412086,-0.266875,2.136408,-1.077887,-0.763620,0.435927,0.833188,-38.620541,8.526945,-73.778301,-42.750532,-64.453108,32.366215,-1568.917999,470.436022,4881.315634,1606.782043,-748.107815,-3675.883836
457610.000000,295.000000,296.536273,-0.011594,-64.551864,-59.863534,-76.202090,-0.528117,2.214695,-0.266542,-0.496060,0.311333,0.219624,-33.850250,18.051559,-60.953754,-30.701614,-77.915092,-15.248336,-2977.147536,-2945.926456,5295.644785,2414.272661,-617.336297,-4108.710360
457612.000000,295.000000,299.978685,-0.061827,11.416153,-52.814441,-60.997841,-1.023821,1.724051,0.614090,-0.094038,0.208503,-0.465689,12.381309,5.513418,-11.085809,-0.965156,-58.327859,-49.912031,-2920.144630,-4622.096161,4422.554937,2829.828690,-424.587424,-3434.923737
457614.000000,295.000000,301.421101,-0.129744,34.892676,-25.590722,17.010395,-1.509999,0.954306,1.349402,0.377161,0.137764,-1.038665,48.797437,-2.276184,24.704269,-13.904760,-23.314538,-7.693874,-1608.590113,-4409.372330,2550.977510,2240.489853,-862.920321,-1854.641702
457616.000000,295.000000,296.441589,-0.204703,-18.550639,-3.565900,55.375138,-1.777832,0.220043,1.773067,0.750227,-0.005959,-1.348564,39.822788,7.028076,23.087125,-58.373427,-10.593976,32.288013,-61.735641,-3321.381641,191.579986,734.895815,-1947.475272,86.557042
457618.000000,295.000000,296.623723,-0.258951,-43.796396,-23.077205,1.080387,-1.788087,-0.333048,1.804027,0.872587,-0.330273,-1.335049,22.775531,0.014613,12.965816,-66.571927,-23.091818,-11.885430,1021.918078,-2297.575056,-2136.256765,-762.499891,-2769.944570,1822.370129
457620.000000,295.000000,292.541350,-0.266566,8.697421,-72.569142,-52.830656,-1.617959,-0.715671,1.447627,0.745637,-0.791554,-1.032341,26.926676,-32.667099,21.036061,-18.229254,-39.902043,-73.866717,1877.526534,-1339.696775,-3987.877971,-1199.234227,-2268.468574,3041.603687
