1414420.000000,295.000000,300.992919,-0.221469,-33.642640,54.656921,-20.993859,-1.239558,-1.043189,0.499582,-2.955395,0.959076,-1.145425,0.864069,57.267536,1.797026,-34.506709,-2.610615,-22.790885,-1097.375966,-3158.797129,-4822.406422,232.634084,-2424.911088,2830.338943
1414422.000000,295.000000,301.323933,-0.258948,-65.849181,-45.748956,-28.144506,-1.422216,-1.569117,-0.303813,-2.916504,0.555243,-0.674478,-22.059543,0.521056,-6.232600,-43.789638,-46.270013,-21.911905,1410.474298,7.628958,-4832.911502,1335.292409,-1682.614520,3805.020945
1414424.000000,295.000000,297.522613,-0.203650,-102.320836,-48.076948,-33.132524,-1.187325,-1.567816,-1.109087,-2.694099,0.275053,-0.041423,-34.394534,-35.283352,-11.104947,-67.926302,-12.793596,-22.027577,3066.985235,2038.325714,-3494.321093,2358.409914,-872.966908,3867.519962
1414426.000000,295.000000,296.875464,-0.178821,-126.832151,29.720767,-25.313931,-0.676614,-1.228381,-1.691565,-2.301352,0.129691,0.601923,-51.967347,-14.104640,-21.788129,-74.864804,43.825407,-3.525802,3678.615745,2976.535416,-1232.835057,3760.919458,400.245467,3105.060588
1414428.000000,295.000000,295.464186,-0.185750,-116.285047,55.907899,-4.044119,-0.064072,-0.732739,-1.897505,-1.675098,0.196340,1.118293,-66.890929,13.793972,-28.850213,-49.394118,42.113927,24.806094,3748.228172,3468.240301,1264.285446,5200.717308,1809.621313,1664.653474
1414430.000000,295.000000,291.642710,-0.201434,-76.003477,3.348388,13.660051,0.560068,-0.155244,-1.687700,-0.809141,0.497675,1.394852,-51.188536,-1.669151,-24.336634,-24.814940,5.017539,37.996685,3640.045771,3646.251641,3287.304353,5650.872098,2340.576224,-228.661952
1414432.000000,295.000000,289.947220,-0.178848,-24.314367,-19.477170,14.434741,1.166224,0.451902,-1.141079,0.131793,0.887431,1.356137,-2.295708,-22.818659,-22.555079,-22.018659,3.341489,36.989820,3080.008071,2856.283064,4374.033644,4409.419101,1200.241008,-2184.120655
1414434.000000,295.000000,289.203402,-0.126597,26.258959,37.530033,10.426879,1.679160,0.927521,-0.413476,0.866049,1.087310,0.991813,38.544969,-2.344766,-29.917398,-12.286010,39.874799,40.344277,1546.203138,529.884895,4418.018388,1945.267151,-1280.323369,-3700.049896
1414436.000000,295.000000,289.558758,-0.088247,55.927333,67.141333,14.770388,1.936710,1.015756,0.321560,1.190011,0.874121,0.375111,47.801916,27.444377,-33.498919,8.125418,39.696956,48.269306,-893.339769,-2748.409034,3521.031685,-339.890676,-3706.835237,-4361.737282
1414438.000000,295.000000,292.306323,-0.072557,51.237750,-10.966470,14.490902,1.787999,0.558069,0.907282,1.133441,0.256837,-0.351773,44.730584,5.387699,-28.900991,6.507166,-16.354169,43.391892,-3241.687042,-5240.350423,1851.156441,-1243.130473,-4696.063850,-4009.015358
1414440.000000,295.000000,293.798276,-0.063297,23.516605,-86.887624,1.465155,1.248228,-0.314586,1.214910,0.926453,-0.525188,-1.019962,44.046299,-35.661622,-26.539498,-20.529694,-51.226002,28.004653,-4168.628803,-5325.420770,-274.503268,-701.617745,-3960.955017,-2753.021918
1414442.000000,295.000000,295.309198,-0.074818,-10.150609,-40.176200,-6.905421,0.554091,-1.201409,1.168586,0.809622,-1.184809,-1.478989,27.045070,-30.525540,-29.396729,-37.195678,-9.650660,22.491308,-3113.119960,-2898.687646,-2301.682599,342.811873,-2348.713027,-898.438742
1414444.000000,295.000000,289.943419,-0.099114,-31.966632,49.217047,3.433150,0.035725,-1.684217,0.784849,0.866741,-1.576036,-1.629176,-9.622994,-1.131867,-27.993687,-22.343638,50.348915,31.426837,-828.753793,460.705019,-3605.682400,951.250337,-869.137318,1120.220349
1414446.000000,295.000000,292.100319,-0.178695,-30.096576,56.267886,28.956320,-0.102275,-1.607622,0.184005,1.025161,-1.720878,-1.443141,-29.268402,-7.968601,-17.900799,-0.828174,64.236487,46.857119,1200.554609,2749.565486,-3790.635168,1006.549476,246.298201,2834.703247
1414448.000000,295.000000,294.336347,-0.216708,-17.562475,25.764718,60.104848,0.097635,-1.149868,-0.447691,1.192772,-1.679955,-0.971631,-15.172734,-18.036513,3.769664,-2.389741,43.801231,56.335184,1959.097731,3067.006894,-2851.898330,1042.945059,1497.350248,3876.219299
1414450.000000,295.000000,297.612885,-0.193072,-8.311689,57.565916,86.137760,0.423846,-0.639227,-0.923014,1.366409,-1.430669,-0.326630,-0.846426,12.533651,28.866255,-7.465262,45.032266,57.271505,1588.963557,2029.800086,-1159.308754,1387.507866,3174.756387,4058.710971
1414452.000000,295.000000,293.152199,-0.156895,3.175928,111.659487,98.032673,0.688440,-0.301320,-1.116356,1.597472,-0.902122,0.348918,-5.326191,47.889704,42.420082,8.502120,63.769783,55.612591,953.735069,811.530636,664.747329,1589.347864,4637.577834,3365.108578
1414454.000000,295.000000,292.584484,-0.141581,5.316751,80.642130,91.290737,0.847266,-0.166263,-1.005801,1.862156,-0.129980,0.909157,-11.328703,35.376833,38.172485,16.645454,45.265297,53.118253,614.559452,-93.603497,2003.805340,774.175562,4706.476859,1920.922562
1414456.000000,295.000000,296.418323,-0.126226,-18.751747,-21.656411,63.934114,0.949588,-0.181905,-0.672182,1.991044,0.653654,1.228952,-0.256551,-1.086559,21.785984,-18.495196,-20.569852,42.148130,323.883299,-1073.324534,2548.147572,-1384.432089,2811.544533,0.288595
1414458.000000,295.000000,299.999769,-0.097185,-45.353491,-68.257308,28.736611,1.003478,-0.360659,-0.247968,1.760439,1.121736,1.228841,11.902643,-3.612908,10.404181,-57.256134,-64.644400,18.332430,-455.393860,-2490.415160,2357.352925,-4094.665065,-253.498630,-1976.154590
1414460.000000,295.000000,298.461625,-0.078816,-46.939179,-22.665191,11.750205,0.927621,-0.775357,0.144360,1.078579,1.079467,0.899546,3.162815,20.562168,9.553578,-50.101994,-43.227359,2.196627,-1645.379892,-3798.147949,1628.425157,-5915.309645,-2811.896301,-3512.506657
1414462.000000,295.000000,290.274060,-0.079574,-33.628780,9.907303,9.013574,0.653674,-1.407859,0.415204,0.093620,0.611269,0.314367,-13.742832,9.794000,-0.262392,-19.885947,0.113303,9.275966,-2370.192089,-3735.144946,506.613227,-5854.349314,-3652.382640,-4177.371181
1414464.000000,295.000000,291.462071,-0.146793,-23.599613,-19.359828,-3.963232,0.259018,-2.029871,0.499168,-0.881223,0.003100,-0.381633,-12.676641,-21.180141,-32.650380,-10.922972,1.820313,28.687148,-1767.157136,-1538.950297,-814.622535,-4125.157214,-2907.685062,-3752.835714
1414466.000000,295.000000,291.570105,-0.058085,-15.082645,-29.041529,-20.263135,-0.035236,-2.286196,0.363022,-1.568155,-0.481082,-1.007066,2.135890,-25.217202,-49.518117,-17.218536,-3.824327,29.254982,53.613317,2016.827076,-1953.258650,-1859.561619,-1627.903641,-2334.646650
1414468.000000,295.000000,298.452439,0.025478,1.531433,21.233496,-19.698999,-0.026307,-1.950319,0.037131,-1.877749,-0.752147,-1.396423,10.475318,14.397331,-35.381958,-8.943885,6.836165,15.682959,1919.574381,4965.213751,-2469.229939,-43.392758,-629.438252,-313.299348
1414470.000000,295.000000,296.459640,0.019541,18.322453,54.229962,-11.979404,0.293327,-1.123550,-0.374702,-1.884951,-0.856976,-1.449248,5.429788,35.810213,-24.340822,12.892665,18.419749,12.361418,2547.156379,5706.265359,-2143.979033,1212.071443,164.805588,1787.390056
1414472.000000,295.000000,301.714180,-0.066789,9.283199,11.927899,-17.702186,0.717436,-0.173389,-0.732266,-1.683025,-0.829534,-1.152142,3.151109,6.990813,-42.107154,6.132089,4.937086,24.404968,1644.247713,4297.354403,-1114.572763,2374.684885,1276.163611,3497.117658
1414474.000000,295.000000,295.056837,-0.164235,-22.528708,-46.659104,-34.100566,0.991226,0.542109,-0.918361,-1.287606,-0.617106,-0.570326,14.554849,-6.357158,-55.996075,-37.083557,-40.301946,21.895508,87.528787,2210.517361,194.451106,3599.223381,2731.079896,4453.980733
1414476.000000,295.000000,295.863626,-0.240304,-44.554563,-41.266790,-40.247641,1.005794,0.910087,-0.886440,-0.688277,-0.162439,0.170862,11.495069,28.152491,-45.126634,-56.049631,-69.419281,4.878993,-998.085193,865.033483,1265.876768,4259.300833,3721.337626,4398.157181
1414478.000000,295.000000,292.777323,-0.300176,-42.944312,-2.308443,-24.015809,0.839616,1.054019,-0.676097,0.020950,0.457091,0.902798,-17.202934,59.797313,-12.268286,-25.741378,-62.105756,-11.747523,-1292.359129,427.428132,1749.360701,3509.723061,3239.345945,3247.103769
1414480.000000,295.000000,298.300603,-0.329236,-31.071774,-6.358683,-0.614313,0.624400,1.125005,-0.385162,0.605359,0.996311,1.443081,-33.295796,13.255898,-2.110800,2.224022,-19.614581,1.496487,-1403.321082,8.323894,1644.289859,1312.572923,1101.974426,1218.967216
1414482.000000,295.000000,298.224250,-0.306430,-27.623185,-22.556031,8.742202,0.390713,1.126176,-0.111618,0.823902,1.179591,1.645754,-22.524370,-30.870289,-19.884977,-5.098816,8.314259,28.627180,-2037.771778,-1061.712602,1222.355711,-1221.790588,-1637.855112,-1156.769549
