frame(num),distance (nm)
307.000000,-0.022421
308.000000,-0.028702
309.000000,-0.028368
310.000000,-0.019835
311.000000,-0.005630
312.000000,-0.009680
313.000000,-0.012465
314.000000,-0.016980
315.000000,-0.026014
316.000000,-0.018426
317.000000,-0.003283
318.000000,-0.000984
319.000000,-0.005466
320.000000,-0.006979
321.000000,-0.008893
322.000000,-0.011008
323.000000,-0.011564
324.000000,0.003407
325.000000,0.000331
326.000000,-0.002000
327.000000,-0.006900
328.000000,-0.002214
329.000000,-0.002097
330.000000,-0.002721
331.000000,-0.004805
332.000000,-0.004589
333.000000,-0.004558
334.000000,-0.006598
335.000000,-0.011789
336.000000,-0.004938
337.000000,0.001534
338.000000,-0.005803
339.000000,-0.000426
340.000000,-0.008200
341.000000,-0.013485
342.000000,-0.009789
343.000000,-0.008871
344.000000,-0.019817
345.000000,-0.018451
346.000000,-0.014922
347.000000,-0.019466
348.000000,-0.025330
349.000000,-0.018438
350.000000,-0.029047
351.000000,-0.038081
352.000000,-0.032968
353.000000,-0.028417
354.000000,-0.042728
355.000000,-0.046173
356.000000,-0.036692
357.000000,-0.047763
358.000000,-0.045710
359.000000,-0.039173
360.000000,-0.041898
361.000000,-0.048410
362.000000,-0.048955
363.000000,-0.051678
364.000000,-0.055074
365.000000,-0.052204
366.000000,-0.055077
367.000000,-0.058917
368.000000,-0.055065
369.000000,-0.065475
370.000000,-0.069071
371.000000,-0.059061
372.000000,-0.054339
373.000000,-0.059889
374.000000,-0.063211
375.000000,-0.075009
376.000000,-0.071131
377.000000,-0.068116
378.000000,-0.063173
379.000000,-0.064014
380.000000,-0.069529
381.000000,-0.068344
382.000000,-0.080311
383.000000,-0.069699
384.000000,-0.067354
385.000000,-0.072402
386.000000,-0.063035
387.000000,-0.065263
388.000000,-0.077682
389.000000,-0.080069
390.000000,-0.069262
391.000000,-0.068236
392.000000,-0.064224
393.000000,-0.072965
394.000000,-0.074426
395.000000,-0.071505
396.000000,-0.068411
397.000000,-0.071983
398.000000,-0.072311
399.000000,-0.066491
400.000000,-0.066420
401.000000,-0.076257
402.000000,-0.072361
403.000000,-0.077881
404.000000,-0.070696
405.000000,-0.060392
406.000000,-0.058274
407.000000,-0.069262
408.000000,-0.065252
409.000000,-0.070195
410.000000,-0.066541
411.000000,-0.050227
412.000000,-0.056644
413.000000,-0.067339
414.000000,-0.065001
415.000000,-0.057379
416.000000,-0.058637
417.000000,-0.055175
418.000000,-0.051218
419.000000,-0.053371
420.000000,-0.059047
421.000000,-0.050714
422.000000,-0.045576
423.000000,-0.055695
424.000000,-0.052341
425.000000,-0.049479
426.000000,-0.054497
427.000000,-0.053170
428.000000,-0.055765
429.000000,-0.056582
430.000000,-0.048474
431.000000,-0.048709
432.000000,-0.052413
433.000000,-0.052242
434.000000,-0.048077
435.000000,-0.057512
436.000000,-0.047910
437.000000,-0.050368
438.000000,-0.062166
439.000000,-0.061563
440.000000,-0.055325
441.000000,-0.066449
442.000000,-0.070100
443.000000,-0.057954
444.000000,-0.065686
445.000000,-0.086423
446.000000,-0.074592
447.000000,-0.083582
448.000000,-0.082349
449.000000,-0.077085
450.000000,-0.084039
451.000000,-0.090369
452.000000,-0.093222
453.000000,-0.096203
454.000000,-0.096093
455.000000,-0.094115
456.000000,-0.098231
457.000000,-0.095837
458.000000,-0.100102
459.000000,-0.104657
460.000000,-0.101161
461.000000,-0.102309
462.000000,-0.109310
463.000000,-0.104662
464.000000,-0.108387
465.000000,-0.114285
466.000000,-0.107951
467.000000,-0.119594
468.000000,-0.120273
469.000000,-0.116888
470.000000,-0.113432
471.000000,-0.122745
472.000000,-0.113195
473.000000,-0.115805
474.000000,-0.129302
475.000000,-0.128134
476.000000,-0.117018
477.000000,-0.129258
478.000000,-0.134520
479.000000,-0.128677
480.000000,-0.128748
481.000000,-0.137485
482.000000,-0.138719
483.000000,-0.132051
484.000000,-0.133876
485.000000,-0.125016
486.000000,-0.130580
487.000000,-0.130415
488.000000,-0.130751
489.000000,-0.127227
490.000000,-0.128735
491.000000,-0.126425
492.000000,-0.125752
493.000000,-0.129832
494.000000,-0.120815
495.000000,-0.126192
496.000000,-0.129779
497.000000,-0.130686
498.000000,-0.125279
499.000000,-0.114593
500.000000,-0.121931
501.000000,-0.128120
502.000000,-0.126079
503.000000,-0.122101
504.000000,-0.122487
505.000000,-0.118153
506.000000,-0.120197
507.000000,-0.120064
508.000000,-0.118054
509.000000,-0.116137
510.000000,-0.112588
511.000000,-0.112610
512.000000,-0.116877
513.000000,-0.115243
514.000000,-0.117191
515.000000,-0.123293
516.000000,-0.112793
517.000000,-0.112890
518.000000,-0.121843
519.000000,-0.116094
520.000000,-0.117147
521.000000,-0.116723
522.000000,-0.107471
523.000000,-0.102956
524.000000,-0.110242
525.000000,-0.113520
526.000000,-0.108600
527.000000,-0.103404
528.000000,-0.108191
529.000000,-0.109330
530.000000,-0.111184
531.000000,-0.116859
532.000000,-0.110337
533.000000,-0.111501
534.000000,-0.111695
535.000000,-0.113391
536.000000,-0.115009
537.000000,-0.120443
538.000000,-0.115696
539.000000,-0.118277
540.000000,-0.118740
541.000000,-0.109057
542.000000,-0.113194
543.000000,-0.115517
544.000000,-0.114057
545.000000,-0.106004
546.000000,-0.115081
547.000000,-0.111915
548.000000,-0.106379
549.000000,-0.110795
550.000000,-0.112969
551.000000,-0.111695
552.000000,-0.112386
553.000000,-0.121041
554.000000,-0.109497
555.000000,-0.106108
556.000000,-0.105371
557.000000,-0.112194
558.000000,-0.115515
559.000000,-0.112318
560.000000,-0.114691
561.000000,-0.108583
562.000000,-0.113263
563.000000,-0.120522
564.000000,-0.117678
565.000000,-0.122594
566.000000,-0.127964
567.000000,-0.132416
568.000000,-0.125022
569.000000,-0.123170
570.000000,-0.125132
571.000000,-0.128143
572.000000,-0.132689
573.000000,-0.129059
574.000000,-0.130735
575.000000,-0.130143
576.000000,-0.129144
577.000000,-0.129930
578.000000,-0.131566
579.000000,-0.143693
580.000000,-0.136191
581.000000,-0.140392
582.000000,-0.137623
583.000000,-0.136278
584.000000,-0.136319
585.000000,-0.142642
586.000000,-0.140026
587.000000,-0.137978
588.000000,-0.138251
589.000000,-0.135381
590.000000,-0.131284
591.000000,-0.137391
592.000000,-0.139471
593.000000,-0.131727
594.000000,-0.142724
595.000000,-0.137886
596.000000,-0.134309
597.000000,-0.139315
598.000000,-0.143376
599.000000,-0.138811
600.000000,-0.144922
601.000000,-0.142988
602.000000,-0.135263
603.000000,-0.142899
604.000000,-0.152972
605.000000,-0.140401
606.000000,-0.146492
607.000000,-0.142401
608.000000,-0.145622
609.000000,-0.144513
610.000000,-0.152817
611.000000,-0.144548
612.000000,-0.140371
613.000000,-0.141903
614.000000,-0.142160
615.000000,-0.141400
616.000000,-0.145039
617.000000,-0.157532
618.000000,-0.141607
619.000000,-0.141647
620.000000,-0.142567
621.000000,-0.146767
622.000000,-0.152520
623.000000,-0.156918
624.000000,-0.155766
625.000000,-0.145658
626.000000,-0.143021
627.000000,-0.149510
628.000000,-0.152267
629.000000,-0.154326
630.000000,-0.150438
631.000000,-0.141726
632.000000,-0.152856
633.000000,-0.141587
634.000000,-0.148248
635.000000,-0.142907
636.000000,-0.145665
637.000000,-0.143002
638.000000,-0.134296
639.000000,-0.135902
640.000000,-0.131146
641.000000,-0.134849
642.000000,-0.143107
643.000000,-0.137533
644.000000,-0.127605
645.000000,-0.122535
646.000000,-0.118816
647.000000,-0.121948
648.000000,-0.137065
649.000000,-0.129488
650.000000,-0.122101
651.000000,-0.122310
652.000000,-0.121549
653.000000,-0.119921
654.000000,-0.124158
655.000000,-0.136801
656.000000,-0.130445
657.000000,-0.115216
658.000000,-0.121955
659.000000,-0.128610
660.000000,-0.120195
661.000000,-0.131191
662.000000,-0.130940
663.000000,-0.125578
664.000000,-0.126893
665.000000,-0.124746
666.000000,-0.134753
667.000000,-0.138386
668.000000,-0.135651
669.000000,-0.135326
670.000000,-0.129977
671.000000,-0.130655
672.000000,-0.137084
673.000000,-0.131458
674.000000,-0.133381
675.000000,-0.137689
676.000000,-0.140630
677.000000,-0.136709
678.000000,-0.127740
679.000000,-0.141838
680.000000,-0.146178
681.000000,-0.138092
682.000000,-0.149350
683.000000,-0.151036
684.000000,-0.141840
685.000000,-0.144282
686.000000,-0.159145
687.000000,-0.149300
688.000000,-0.147960
689.000000,-0.150709
690.000000,-0.149776
691.000000,-0.149949
692.000000,-0.150916
693.000000,-0.153479
694.000000,-0.150214
695.000000,-0.156985
696.000000,-0.144378
697.000000,-0.139585
698.000000,-0.148026
699.000000,-0.154326
700.000000,-0.145009
701.000000,-0.143501
702.000000,-0.147275
703.000000,-0.140785
704.000000,-0.134206
705.000000,-0.146799
706.000000,-0.154250
707.000000,-0.150613
708.000000,-0.150523
709.000000,-0.138347
710.000000,-0.139087
711.000000,-0.141378
712.000000,-0.138651
713.000000,-0.143998
714.000000,-0.149763
715.000000,-0.141281
716.000000,-0.132071
717.000000,-0.132252
718.000000,-0.129466
719.000000,-0.134581
720.000000,-0.139188
721.000000,-0.139013
722.000000,-0.130367
723.000000,-0.128332
724.000000,-0.127855
725.000000,-0.134504
726.000000,-0.138512
727.000000,-0.142145
728.000000,-0.141583
729.000000,-0.134136
730.000000,-0.134885
731.000000,-0.131448
732.000000,-0.136694
733.000000,-0.148575
734.000000,-0.157093
735.000000,-0.152017
736.000000,-0.146546
737.000000,-0.140231
738.000000,-0.141006
739.000000,-0.151803
740.000000,-0.155335
741.000000,-0.153925
742.000000,-0.148642
743.000000,-0.151547
744.000000,-0.147739
745.000000,-0.143893
746.000000,-0.157910
747.000000,-0.165832
748.000000,-0.162249
749.000000,-0.166282
750.000000,-0.158162
751.000000,-0.147598
752.000000,-0.159607
753.000000,-0.165002
754.000000,-0.155457
755.000000,-0.160733
756.000000,-0.158000
757.000000,-0.145965
758.000000,-0.148406
759.000000,-0.157826
760.000000,-0.156401
761.000000,-0.152051
762.000000,-0.159027
763.000000,-0.143607
764.000000,-0.141593
765.000000,-0.145847
766.000000,-0.141356
767.000000,-0.141865
768.000000,-0.140966
769.000000,-0.128650
770.000000,-0.124750
771.000000,-0.120027
772.000000,-0.121914
773.000000,-0.129546
774.000000,-0.126984
775.000000,-0.117113
776.000000,-0.110086
777.000000,-0.112634
778.000000,-0.110082
779.000000,-0.106882
780.000000,-0.121616
781.000000,-0.112984
782.000000,-0.101843
783.000000,-0.105593
784.000000,-0.102557
785.000000,-0.096226
786.000000,-0.109218
787.000000,-0.102665
788.000000,-0.095859
789.000000,-0.098299
790.000000,-0.090230
791.000000,-0.083204
792.000000,-0.082487
793.000000,-0.096698
794.000000,-0.097665
795.000000,-0.085518
796.000000,-0.086038
797.000000,-0.085795
798.000000,-0.087972
799.000000,-0.087312
800.000000,-0.090648
801.000000,-0.088205
802.000000,-0.093058
803.000000,-0.093615
804.000000,-0.082441
805.000000,-0.077623
806.000000,-0.090115
807.000000,-0.101206
808.000000,-0.095807
809.000000,-0.089059
810.000000,-0.093291
811.000000,-0.087186
812.000000,-0.093751
813.000000,-0.104439
814.000000,-0.105109
815.000000,-0.102395
816.000000,-0.106438
817.000000,-0.104142
818.000000,-0.106201
819.000000,-0.107345
820.000000,-0.112991
821.000000,-0.118909
822.000000,-0.119383
823.000000,-0.118636
824.000000,-0.110873
825.000000,-0.113462
826.000000,-0.130477
827.000000,-0.129797
828.000000,-0.136365
829.000000,-0.134660
830.000000,-0.132038
831.000000,-0.133824
832.000000,-0.148656
833.000000,-0.143952
834.000000,-0.141537
835.000000,-0.147198
836.000000,-0.154824
837.000000,-0.144409
838.000000,-0.151167
839.000000,-0.159767
840.000000,-0.161025
841.000000,-0.149941
842.000000,-0.151948
843.000000,-0.162338
844.000000,-0.161614
845.000000,-0.157940
846.000000,-0.165256
847.000000,-0.160884
848.000000,-0.162626
849.000000,-0.161360
850.000000,-0.154861
851.000000,-0.165137
852.000000,-0.155628
853.000000,-0.157258
854.000000,-0.160271
855.000000,-0.164943
856.000000,-0.161977
857.000000,-0.160690
858.000000,-0.161939
859.000000,-0.161491
860.000000,-0.163610
861.000000,-0.157364
862.000000,-0.155789
863.000000,-0.162907
864.000000,-0.154222
865.000000,-0.140666
866.000000,-0.153550
867.000000,-0.158594
868.000000,-0.147961
869.000000,-0.148927
870.000000,-0.150885
871.000000,-0.139330
872.000000,-0.145026
873.000000,-0.151832
874.000000,-0.146566
875.000000,-0.145312
876.000000,-0.149633
877.000000,-0.142744
878.000000,-0.147885
879.000000,-0.147886
880.000000,-0.147973
881.000000,-0.141795
882.000000,-0.144383
883.000000,-0.142681
884.000000,-0.141781
885.000000,-0.143793
886.000000,-0.138538
887.000000,-0.144447
888.000000,-0.149307
889.000000,-0.137431
890.000000,-0.131530
891.000000,-0.141649
892.000000,-0.135516
893.000000,-0.131625
894.000000,-0.137881
895.000000,-0.134031
896.000000,-0.133307
897.000000,-0.135245
898.000000,-0.136267
899.000000,-0.137657
900.000000,-0.139414
901.000000,-0.140854
902.000000,-0.136721
903.000000,-0.138851
904.000000,-0.141228
905.000000,-0.140052
906.000000,-0.142288
907.000000,-0.145560
908.000000,-0.140268
909.000000,-0.145512
910.000000,-0.154440
911.000000,-0.158609
912.000000,-0.156135
913.000000,-0.155480
914.000000,-0.160613
915.000000,-0.162617
916.000000,-0.169374
917.000000,-0.162848
918.000000,-0.167441
919.000000,-0.169580
920.000000,-0.165789
921.000000,-0.166939
922.000000,-0.166819
923.000000,-0.168900
924.000000,-0.176823
925.000000,-0.174881
926.000000,-0.165635
927.000000,-0.169637
928.000000,-0.177814
929.000000,-0.179894
930.000000,-0.183091
931.000000,-0.192684
932.000000,-0.189017
933.000000,-0.193468
934.000000,-0.187997
935.000000,-0.200451
936.000000,-0.201275
937.000000,-0.203003
938.000000,-0.204884
939.000000,-0.205026
940.000000,-0.206096
941.000000,-0.211737
942.000000,-0.209362
943.000000,-0.209874
944.000000,-0.221588
945.000000,-0.222347
946.000000,-0.221417
947.000000,-0.227972
948.000000,-0.234248
949.000000,-0.228321
950.000000,-0.231184
951.000000,-0.240066
952.000000,-0.236146
953.000000,-0.242014
954.000000,-0.252964
955.000000,-0.244391
956.000000,-0.252206
957.000000,-0.250529
958.000000,-0.252312
959.000000,-0.260615
960.000000,-0.261498
961.000000,-0.259359
962.000000,-0.266950
963.000000,-0.268288
964.000000,-0.267958
965.000000,-0.261311
966.000000,-0.263347
967.000000,-0.265017
968.000000,-0.266531
969.000000,-0.261880
970.000000,-0.261146
971.000000,-0.261255
972.000000,-0.258267
973.000000,-0.250607
974.000000,-0.254781
975.000000,-0.256574
976.000000,-0.254698
977.000000,-0.247747
978.000000,-0.243012
979.000000,-0.244819
980.000000,-0.239579
981.000000,-0.231111
982.000000,-0.229972
983.000000,-0.234277
984.000000,-0.230238
985.000000,-0.220501
986.000000,-0.219257
987.000000,-0.217029
988.000000,-0.204280
989.000000,-0.208028
990.000000,-0.207517
991.000000,-0.200052
992.000000,-0.193652
993.000000,-0.190021
994.000000,-0.192937
995.000000,-0.190925
996.000000,-0.184407
997.000000,-0.185910
998.000000,-0.176390
999.000000,-0.173347
1000.000000,-0.176636
1001.000000,-0.175431
1002.000000,-0.180535
1003.000000,-0.173422
1004.000000,-0.168828
1005.000000,-0.167430
1006.000000,-0.172411
1007.000000,-0.174284
1008.000000,-0.168107
1009.000000,-0.172993
1010.000000,-0.165481
1011.000000,-0.167989
1012.000000,-0.166048
1013.000000,-0.173053
1014.000000,-0.172397
1015.000000,-0.183667
1016.000000,-0.177623
1017.000000,-0.169191
1018.000000,-0.169960
1019.000000,-0.172893
1020.000000,-0.173864
1021.000000,-0.181435
1022.000000,-0.179198
1023.000000,-0.174885
1024.000000,-0.168964
1025.000000,-0.168927
1026.000000,-0.177475
1027.000000,-0.188792
1028.000000,-0.193909
1029.000000,-0.190892
1030.000000,-0.186153
1031.000000,-0.178932
1032.000000,-0.192852
1033.000000,-0.200319
1034.000000,-0.200517
1035.000000,-0.197772
1036.000000,-0.197182
1037.000000,-0.194624
1038.000000,-0.196860
1039.000000,-0.208044
1040.000000,-0.209992
1041.000000,-0.208512
1042.000000,-0.211060
1043.000000,-0.210144
1044.000000,-0.213834
1045.000000,-0.216426
1046.000000,-0.212888
1047.000000,-0.221519
1048.000000,-0.215113
1049.000000,-0.215078
1050.000000,-0.226537
1051.000000,-0.223584
1052.000000,-0.224730
1053.000000,-0.230478
1054.000000,-0.222079
1055.000000,-0.219835
1056.000000,-0.223932
1057.000000,-0.229371
1058.000000,-0.233256
1059.000000,-0.230727
1060.000000,-0.224737
1061.000000,-0.230104
1062.000000,-0.228258
1063.000000,-0.231568
1064.000000,-0.228870
1065.000000,-0.227784
1066.000000,-0.242948
1067.000000,-0.234794
1068.000000,-0.219442
1069.000000,-0.220795
1070.000000,-0.231143
1071.000000,-0.227779
1072.000000,-0.222503
1073.000000,-0.233833
1074.000000,-0.218178
1075.000000,-0.218225
1076.000000,-0.226277
1077.000000,-0.214690
1078.000000,-0.213396
1079.000000,-0.218141
1080.000000,-0.217313
1081.000000,-0.214853
1082.000000,-0.209312
1083.000000,-0.209275
1084.000000,-0.205336
1085.000000,-0.199404
1086.000000,-0.201648
1087.000000,-0.202013
1088.000000,-0.197006
1089.000000,-0.196511
1090.000000,-0.193113
1091.000000,-0.192629
1092.000000,-0.190205
1093.000000,-0.198984
1094.000000,-0.184526
1095.000000,-0.185205
1096.000000,-0.184825
1097.000000,-0.182407
1098.000000,-0.184503
1099.000000,-0.183792
1100.000000,-0.187095
1101.000000,-0.185241
1102.000000,-0.175266
1103.000000,-0.169708
1104.000000,-0.176366
1105.000000,-0.178097
1106.000000,-0.173540
1107.000000,-0.169060
1108.000000,-0.176432
1109.000000,-0.175746
1110.000000,-0.178847
1111.000000,-0.176864
1112.000000,-0.171732
1113.000000,-0.168226
1114.000000,-0.172699
1115.000000,-0.173557
1116.000000,-0.174894
1117.000000,-0.170629
1118.000000,-0.167555
1119.000000,-0.176483
1120.000000,-0.164878
1121.000000,-0.162943
1122.000000,-0.178007
1123.000000,-0.179427
1124.000000,-0.172552
1125.000000,-0.171837
1126.000000,-0.167142
1127.000000,-0.166275
1128.000000,-0.170401
1129.000000,-0.170919
1130.000000,-0.162268
1131.000000,-0.166790
1132.000000,-0.171671
1133.000000,-0.161048
1134.000000,-0.158979
1135.000000,-0.168030
1136.000000,-0.173096
1137.000000,-0.173939
1138.000000,-0.176032
1139.000000,-0.162992
1140.000000,-0.163385
1141.000000,-0.167306
1142.000000,-0.177473
1143.000000,-0.176046
1144.000000,-0.178759
1145.000000,-0.174730
1146.000000,-0.170494
1147.000000,-0.179879
1148.000000,-0.181807
1149.000000,-0.182583
1150.000000,-0.189414
1151.000000,-0.201916
1152.000000,-0.191294
1153.000000,-0.183132
1154.000000,-0.194168
1155.000000,-0.201716
1156.000000,-0.205105
1157.000000,-0.203535
1158.000000,-0.203019
1159.000000,-0.204424
1160.000000,-0.206783
1161.000000,-0.216946
1162.000000,-0.222776
1163.000000,-0.230953
1164.000000,-0.234320
1165.000000,-0.229274
1166.000000,-0.237448
1167.000000,-0.248594
1168.000000,-0.246899
1169.000000,-0.254290
1170.000000,-0.257903
1171.000000,-0.253426
1172.000000,-0.255549
1173.000000,-0.260951
1174.000000,-0.268473
1175.000000,-0.273889
1176.000000,-0.276900
1177.000000,-0.274030
1178.000000,-0.271674
1179.000000,-0.269297
1180.000000,-0.286389
1181.000000,-0.290146
1182.000000,-0.302167
1183.000000,-0.294411
1184.000000,-0.286337
1185.000000,-0.288407
1186.000000,-0.293936
1187.000000,-0.300325
1188.000000,-0.303031
1189.000000,-0.303202
1190.000000,-0.291857
1191.000000,-0.285191
1192.000000,-0.287174
1193.000000,-0.296789
1194.000000,-0.302163
1195.000000,-0.293946
1196.000000,-0.282320
1197.000000,-0.280017
1198.000000,-0.277807
1199.000000,-0.277002
1200.000000,-0.277201
1201.000000,-0.283232
1202.000000,-0.272419
1203.000000,-0.262369
1204.000000,-0.258344
1205.000000,-0.256698
1206.000000,-0.257666
1207.000000,-0.249395
1208.000000,-0.244226
1209.000000,-0.238312
1210.000000,-0.233516
1211.000000,-0.228373
1212.000000,-0.224435
1213.000000,-0.216791
1214.000000,-0.216653
1215.000000,-0.210079
1216.000000,-0.201262
1217.000000,-0.190242
1218.000000,-0.192057
1219.000000,-0.189680
1220.000000,-0.186729
1221.000000,-0.182366
1222.000000,-0.174178
1223.000000,-0.172688
1224.000000,-0.170335
1225.000000,-0.170956
1226.000000,-0.167341
1227.000000,-0.167348
1228.000000,-0.167408
1229.000000,-0.159157
1230.000000,-0.155831
1231.000000,-0.151050
1232.000000,-0.154563
1233.000000,-0.152906
1234.000000,-0.156213
1235.000000,-0.158131
1236.000000,-0.148305
1237.000000,-0.142172
1238.000000,-0.149751
1239.000000,-0.152735
1240.000000,-0.157721
1241.000000,-0.156313
1242.000000,-0.139273
1243.000000,-0.135780
1244.000000,-0.141622
1245.000000,-0.145501
1246.000000,-0.150416
1247.000000,-0.150009
1248.000000,-0.140773
1249.000000,-0.141618
1250.000000,-0.145273
1251.000000,-0.149118
1252.000000,-0.161089
1253.000000,-0.160553
1254.000000,-0.154343
1255.000000,-0.146187
1256.000000,-0.152088
1257.000000,-0.150475
1258.000000,-0.152934
1259.000000,-0.163765
1260.000000,-0.164022
1261.000000,-0.156806
1262.000000,-0.161187
