step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.590904,-3381.32,0,-0.664813,-9.45551,5,-4199.95,818.684,639.313,1144.6,-6434.21,450.352,1086.1,-267.417
1,-0.564397,-3382.45,-1.12675,-0.63822,4.91979,5,-4199.8,817.342,640.35,1143.51,-6433.89,450.235,1084.92,-267.575
2,-0.537923,-3380.31,1.0147,-0.611628,-1.25692,5,-4198.83,818.595,640.183,1142.95,-6432.98,451.01,1086.16,-267.569
3,-0.511402,-3382.41,-1.09017,-0.585035,9.20916,5,-4199.59,817.048,639.344,1143.91,-6433.09,450.243,1086.61,-269.562
4,-0.484695,-3385.88,-4.55643,-0.558443,5.1882,5,-4203.64,817.766,635.565,1144.1,-6434.26,450.954,1090.59,-272.828
5,-0.457939,-3386.97,-5.64075,-0.53185,-29.8701,5,-4198.65,811.666,640.377,1144.15,-6433.72,450.541,1086.54,-274.877
6,-0.431412,-3392,-10.6719,-0.505258,-36.7166,5,-4202.92,811.276,638.852,1144.58,-6435,448.645,1088.54,-277.267
7,-0.405065,-3394.37,-13.0451,-0.478665,-30.1347,5,-4197.88,803.553,642.298,1142.66,-6432.7,449.872,1081.12,-277.564
8,-0.378465,-3397.47,-16.1495,-0.452073,-30.0877,5,-4198.2,800.802,646.407,1139.03,-6432.97,449.33,1078.6,-277.796
9,-0.351761,-3398.14,-16.8137,-0.42548,-18.1642,5,-4199.78,801.641,645.131,1139.8,-6433.75,449.042,1079.67,-278.028
10,-0.325118,-3395.69,-14.365,-0.398888,-22.6056,5,-4199.43,803.745,645.385,1139.82,-6433.77,449.131,1081.82,-278.07
11,-0.29856,-3396.01,-14.6896,-0.372295,0.983881,5,-4199.17,803.156,645.918,1139.41,-6433.58,449.082,1081.18,-278.025
12,-0.27198,-3395.65,-14.3303,-0.345703,43.0633,5,-4199.92,804.27,646.439,1138.62,-6433.82,448.837,1082.52,-278.253
