step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],target_crd[2]
78,-0.28,-2093.27,-1.3263,-0.277466,12.8657,0.0025338
79,-0.29,-2093.15,-1.19936,-0.287344,12.4753,0.00265575
80,-0.3,-2093.03,-1.07763,-0.297222,11.8532,0.0027777
81,-0.31,-2092.91,-0.962827,-0.3071,11.1056,0.00289965
82,-0.32,-2092.79,-0.839624,-0.316978,10.1803,0.00302161
83,-0.33,-2092.69,-0.741922,-0.326856,9.37599,0.00314355
84,-0.34,-2092.58,-0.636643,-0.336734,8.47076,0.0032655
85,-0.35,-2092.46,-0.507914,-0.346613,7.35937,0.00338746
86,-0.36,-2092.37,-0.421517,-0.356491,6.5609,0.00350941
87,-0.37,-2092.31,-0.359057,-0.366369,5.94949,0.00363136
88,-0.38,-2092.25,-0.302468,-0.376247,5.38597,0.00375331
89,-0.39,-2092.2,-0.251269,-0.386125,4.86999,0.00387527
90,-0.4,-2092.15,-0.204993,-0.396003,4.39989,0.00399722
91,-0.41,-2092.11,-0.163196,-0.405881,3.97315,0.00411917
92,-0.42,-2092.07,-0.125456,-0.415759,3.58688,0.00424112
93,-0.43,-2092.04,-0.0913867,-0.425637,3.23798,0.00436307
94,-0.44,-2092.01,-0.0606292,-0.435515,2.92331,0.00448502
95,-0.45,-2091.98,-0.0328573,-0.445393,2.63985,0.00460697
96,-0.46,-2091.96,-0.00777373,-0.455271,2.38471,0.00472892
97,-0.47,-2091.93,0.0148907,-0.465149,2.15516,0.00485087
98,-0.48,-2091.91,0.0353789,-0.475027,1.94871,0.00497282
99,-0.49,-2091.89,0.05391,-0.484905,1.76305,0.00509478
