t,temperature,ConvEKinTemp(ekin),sum_mom_xy,sum_vel[0],sum_vel[1],sum_vel[2],sum_vel_wk_up[0],sum_vel_wk_up[1],sum_vel_wk_up[2],sum_vel_wk_dw[0],sum_vel_wk_dw[1],sum_vel_wk_dw[2],sum_vel_up[0],sum_vel_up[1],sum_vel_up[2],sum_vel_dw[0],sum_vel_dw[1],sum_vel_dw[2],sum_f_wk_up[0],sum_f_wk_up[1],sum_f_wk_up[2],sum_f_wk_dw[0],sum_f_wk_dw[1],sum_f_wk_dw[2]
994.000000,295.000000,262.225297,0.875070,6.554928,-102.061277,37.949132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-53.917524,-46.664667,24.366372,60.472452,-55.396611,13.582760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
996.000000,295.000000,261.377682,0.890664,13.616803,-150.757766,-9.088014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36.559529,-83.061118,3.439834,50.176333,-67.696648,-12.527848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
998.000000,295.000000,261.960885,0.909476,-9.283468,-123.695904,-42.922968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-37.417135,-67.872263,-11.520140,28.133667,-55.823641,-31.402827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1000.000000,295.000000,263.862190,0.941704,-8.983165,-83.440727,-11.870099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-42.070207,-33.471695,2.155311,33.087042,-49.969031,-14.025409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1002.000000,295.000000,260.431596,0.936025,10.271077,-101.921862,37.912720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.967993,-31.100890,19.926464,45.239070,-70.820973,17.986256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1004.000000,295.000000,261.461574,0.911856,5.134538,-130.369082,49.514737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-20.070014,-42.214030,17.120982,25.204551,-88.155052,32.393755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1006.000000,295.000000,267.706494,0.890663,-31.567343,-87.541380,41.662999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-21.374985,-15.935724,7.638383,-10.192358,-71.605656,34.024616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1008.000000,295.000000,262.864495,0.877998,-61.578737,-13.838052,58.047417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-43.522632,30.159439,18.799904,-18.056106,-43.997491,39.247513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1010.000000,295.000000,262.281549,0.856824,-57.982448,-5.028467,78.325128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-65.148572,38.731845,38.416658,7.166124,-43.760312,39.908470,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1012.000000,295.000000,255.078481,0.823937,-43.784088,-55.906040,55.124059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-63.069488,2.305178,37.534299,19.285400,-58.211218,17.589759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1014.000000,295.000000,261.455391,0.802620,-47.454321,-86.300580,7.897184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-55.325186,-29.105812,26.126540,7.870865,-57.194768,-18.229356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1016.000000,295.000000,255.573835,0.803232,-48.755586,-66.967945,-11.344754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.704610,-25.393509,20.964929,10.949025,-41.574436,-32.309682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1018.000000,295.000000,260.257349,0.807902,-28.004016,-53.206913,-8.338034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-63.018123,-16.379796,26.467632,35.014107,-36.827116,-34.805666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1020.000000,295.000000,255.088098,0.802318,-18.192344,-89.863550,-17.059206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-54.792925,-38.014945,25.292188,36.600581,-51.848605,-42.351394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1022.000000,295.000000,261.488046,0.811669,-42.166925,-128.714784,-25.609766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-42.207562,-61.036519,16.424040,0.040638,-67.678264,-42.033806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1024.000000,295.000000,259.662213,0.818288,-64.698584,-105.808482,-5.121490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-39.022658,-43.727364,13.186338,-25.675926,-62.081118,-18.307828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1026.000000,295.000000,257.795724,0.824773,-60.379470,-53.313506,21.220757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-51.837356,-8.884241,17.501181,-8.542114,-44.429265,3.719576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1028.000000,295.000000,263.524284,0.831054,-50.843013,-47.995617,10.270209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-65.226276,-3.885634,15.547680,14.383263,-44.109983,-5.277471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1030.000000,295.000000,261.120711,0.835832,-51.346564,-87.458157,-18.671866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.168186,-26.343833,9.235308,9.821622,-61.114323,-27.907174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1032.000000,295.000000,262.505105,0.841327,-40.802087,-110.088299,-14.541229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-45.236174,-40.183138,14.842097,4.434086,-69.905161,-29.383327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1034.000000,295.000000,255.223569,0.852629,-3.499016,-94.057606,6.618962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-33.574836,-27.406040,25.770554,30.075820,-66.651566,-19.151592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1036.000000,295.000000,261.855952,0.868164,36.085903,-79.347616,-14.039136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-26.913838,-10.328202,19.100601,62.999740,-69.019414,-33.139737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1038.000000,295.000000,259.021135,0.875409,43.817320,-98.074081,-63.566337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-15.890250,-20.002501,-1.941521,59.707570,-78.071580,-61.624815,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1040.000000,295.000000,263.740076,0.863875,19.689407,-118.634891,-60.265886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.734053,-41.217477,-5.973235,23.423460,-77.417414,-54.292651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1042.000000,295.000000,260.359941,0.838520,-12.543721,-93.183286,9.405348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.231462,-30.756828,17.060382,-5.312258,-62.426458,-7.655035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1044.000000,295.000000,263.938532,0.813103,-41.770878,-43.403052,54.560856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-30.628064,1.422743,37.896849,-11.142814,-44.825796,16.664008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1046.000000,295.000000,262.315229,0.794458,-67.085463,-33.241621,30.745792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-54.164674,4.261329,33.991525,-12.920789,-37.502950,-3.245734,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1048.000000,295.000000,256.847472,0.778514,-79.235949,-64.596264,11.547787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.798563,-19.499031,24.667567,-21.437387,-45.097234,-13.119780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1050.000000,295.000000,255.292702,0.762665,-70.663069,-91.380392,48.142306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.573314,-32.240206,37.652598,-14.089755,-59.140185,10.489708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1052.000000,295.000000,262.428151,0.754495,-44.871564,-97.246358,73.171937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-64.187398,-23.571385,56.674172,19.315834,-73.674973,16.497765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1054.000000,295.000000,267.160274,0.760238,-14.586163,-99.260409,24.034269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-64.743719,-14.200945,45.990092,50.157556,-85.059464,-21.955824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1056.000000,295.000000,262.970835,0.775925,2.702279,-111.106725,-39.244331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-47.615128,-23.178723,23.917743,50.317408,-87.928001,-63.162074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1058.000000,295.000000,261.893890,0.794174,4.328210,-127.801541,-29.054435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-26.481923,-37.752951,22.371078,30.810133,-90.048591,-51.425513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1060.000000,295.000000,261.075197,0.813649,-2.673962,-126.453761,26.740287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-17.960514,-33.251656,42.100574,15.286553,-93.202105,-15.360287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1062.000000,295.000000,264.823694,0.835478,-22.122667,-94.049842,41.429726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-28.485745,-11.466922,56.698999,6.363078,-82.582920,-15.269273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1064.000000,295.000000,266.368676,0.855713,-49.927958,-52.277188,17.688776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-45.916644,1.845900,60.165906,-4.011314,-54.123088,-42.477129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1066.000000,295.000000,268.403713,0.866887,-52.570815,-35.255770,27.826698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-50.370844,-11.249182,63.243651,-2.199971,-24.006589,-35.416953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1068.000000,295.000000,271.307455,0.870677,-23.173399,-50.285932,76.648716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-42.802044,-24.632689,74.435392,19.628645,-25.653243,2.213324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1070.000000,295.000000,268.042991,0.878776,-3.400886,-73.075381,85.550455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-47.489450,-20.483911,77.816613,44.088564,-52.591470,7.733842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1072.000000,295.000000,261.467419,0.894014,-8.336378,-81.521553,22.150857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.059966,-9.510928,58.701056,48.723587,-72.010625,-36.550199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1074.000000,295.000000,261.871277,0.903711,-2.783308,-84.127701,-39.706382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-48.584576,-11.704920,28.689950,45.801267,-72.422782,-68.396333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1076.000000,295.000000,270.224838,0.899039,17.634456,-101.182446,-31.642066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-24.080040,-25.048554,18.321043,41.714495,-76.133892,-49.963109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1078.000000,295.000000,269.571379,0.887012,4.681874,-120.992293,7.938528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-21.023486,-30.778003,25.788497,25.705360,-90.214290,-17.849970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1080.000000,295.000000,263.781256,0.877995,-52.258031,-105.636384,10.848434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-45.990704,-23.281657,27.167587,-6.267328,-82.354727,-16.319153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1082.000000,295.000000,260.906320,0.870206,-92.045710,-56.019180,-9.976850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-67.671924,-16.511148,18.345403,-24.373786,-39.508033,-28.322253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1084.000000,295.000000,262.942683,0.853450,-70.322594,-26.826597,1.510603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-62.046410,-23.167972,18.948058,-8.276184,-3.658625,-17.437455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1086.000000,295.000000,268.712915,0.826320,-31.568191,-48.111448,42.877646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-47.975476,-38.272180,34.660882,16.407286,-9.839267,8.216764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1088.000000,295.000000,267.263819,0.800489,-31.836672,-81.032793,57.197699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-51.127282,-41.523988,46.577783,19.290610,-39.508804,10.619916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1090.000000,295.000000,265.989856,0.787756,-41.524149,-79.459902,20.026623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-57.741025,-28.007906,34.967651,16.216876,-51.451996,-14.941028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1092.000000,295.000000,265.121158,0.786313,-5.156415,-59.630112,-25.068976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-48.817089,-8.427605,10.110242,43.660674,-51.202507,-35.179218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1094.000000,295.000000,269.119320,0.787889,48.802918,-71.825021,-34.609325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-22.288675,-10.802813,2.026061,71.091594,-61.022209,-36.635387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1096.000000,295.000000,263.259467,0.792810,45.880850,-112.738885,-20.097457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.799739,-22.317948,14.158069,58.680589,-90.420937,-34.255527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1098.000000,295.000000,270.663434,0.808212,-11.270076,-120.484283,-14.033384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-38.323776,-21.123144,20.858941,27.053700,-99.361139,-34.892326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1100.000000,295.000000,270.469374,0.881755,-43.199474,-80.853052,-16.244975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-68.678422,-11.409172,12.455236,25.478948,-69.443880,-28.700211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1102.000000,295.000000,275.633422,0.909696,-18.276506,-60.041032,-5.651951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-61.904693,-10.406841,10.720183,43.628187,-49.634191,-16.372134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1104.000000,295.000000,270.871314,0.942129,0.099757,-88.209589,17.802276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-43.634384,-21.050098,30.125828,43.734141,-67.159492,-12.323551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1106.000000,295.000000,267.879058,0.985505,-29.202762,-106.595893,38.045970,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-53.809169,-22.061932,52.052626,24.606407,-84.533960,-14.006656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1108.000000,295.000000,266.220081,1.036377,-50.127728,-77.014235,43.443705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-74.904327,-5.211747,59.603860,24.776599,-71.802488,-16.160155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1110.000000,295.000000,266.030445,1.074056,-8.090763,-50.585390,26.453064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-64.481346,2.576647,50.504717,56.390583,-53.162037,-24.051653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1112.000000,295.000000,269.056117,1.082030,47.148316,-72.983049,-6.165224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-27.101362,-6.550965,39.293807,74.249678,-66.432084,-45.459031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1114.000000,295.000000,260.125509,1.061741,32.933444,-103.755228,-23.977527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-24.062074,-18.329649,35.371114,56.995519,-85.425580,-59.348641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1116.000000,295.000000,266.156997,1.028203,-29.110353,-87.605182,-6.974513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-65.366877,-19.276760,30.170293,36.256524,-68.328422,-37.144806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1118.000000,295.000000,260.985851,0.990147,-48.075267,-48.896059,17.223801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-86.378230,-8.909674,14.611132,38.302964,-39.986386,2.612670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1120.000000,295.000000,268.178162,0.943134,-20.608696,-50.393638,16.238831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.998122,-10.256851,8.142245,38.389426,-40.136786,8.096586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1122.000000,295.000000,264.144823,0.889586,-30.954340,-83.512351,12.493058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-41.457292,-18.720293,18.285307,10.502951,-64.792057,-5.792249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1124.000000,295.000000,265.456223,0.849489,-89.699536,-90.538185,42.364511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-68.097499,-14.712518,42.544686,-21.602037,-75.825668,-0.180175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1126.000000,295.000000,261.035199,0.835500,-105.619867,-73.670044,73.137164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-93.393460,-2.596955,56.534311,-12.226407,-71.073089,16.602854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1128.000000,295.000000,263.711449,0.840755,-40.946968,-85.732376,47.693407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-58.587111,-10.951053,45.387906,17.640143,-74.781324,2.305502,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1130.000000,295.000000,263.685017,0.852510,16.596052,-127.512076,-14.215485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.824841,-32.270891,33.991333,27.420893,-95.241185,-48.206818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1132.000000,295.000000,264.327943,0.866038,-0.350765,-139.564587,-41.756863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-17.175968,-43.855580,33.051256,16.825203,-95.709007,-74.808120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1134.000000,295.000000,268.438072,0.885568,-26.492556,-98.038505,-17.888053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-59.894263,-29.526278,35.263217,33.401707,-68.512226,-53.151271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1136.000000,295.000000,263.271329,0.914157,12.038698,-53.387316,-2.780465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-54.181400,-6.879742,22.891777,66.220097,-46.507573,-25.672242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1138.000000,295.000000,264.091847,0.945492,64.180145,-49.577430,-36.884529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.110729,-1.497854,-1.848478,64.290873,-48.079577,-35.036051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1140.000000,295.000000,261.657141,0.983626,40.511400,-57.512688,-67.944331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.062673,-4.514504,-17.129652,20.448727,-52.998183,-50.814679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1142.000000,295.000000,269.280429,1.001839,-35.287147,-40.173839,-27.582636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-22.583452,0.251306,-7.648775,-12.703694,-40.425145,-19.933861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1144.000000,295.000000,270.333821,1.019972,-58.550737,-27.791937,41.600142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-56.233877,11.122189,17.757397,-2.316860,-38.914126,23.842745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1146.000000,295.000000,271.893844,1.032583,-9.317568,-61.012475,39.787739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-27.762096,1.644279,24.569852,18.444528,-62.656754,15.217887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1148.000000,295.000000,265.111119,1.039170,14.073303,-108.212595,-21.555023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.570052,-29.184269,6.257124,13.503251,-79.028325,-27.812147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1150.000000,295.000000,266.879941,1.047906,-34.731466,-116.747687,-33.975178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-36.743964,-42.929478,-0.608384,2.012499,-73.818208,-33.366795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1152.000000,295.000000,274.264256,1.066860,-71.607549,-97.871894,17.761115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-94.661040,-28.777050,20.824860,23.053491,-69.094844,-3.063745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1154.000000,295.000000,273.230679,1.092508,-35.444760,-95.066748,25.898336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-91.567365,-9.692088,30.799338,56.122605,-85.374659,-4.901001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1156.000000,295.000000,271.203163,1.108144,4.236383,-104.996958,-39.859427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-46.828722,-1.485218,4.385032,51.065105,-103.511740,-44.244460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1158.000000,295.000000,264.036116,1.103832,-26.339286,-92.279803,-73.092456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-40.464874,3.664255,-20.985322,14.125588,-95.944058,-52.107134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1160.000000,295.000000,263.569677,1.083213,-76.585222,-55.641476,-13.389361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-73.080956,20.862177,-2.284853,-3.504265,-76.503654,-11.104508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1162.000000,295.000000,262.231520,1.066342,-55.571644,-32.345973,49.841982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-73.554978,43.051352,40.207081,17.983334,-75.397326,9.634901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1164.000000,295.000000,267.426469,1.056870,18.601988,-40.913822,27.209258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-25.260152,41.893052,51.274120,43.862139,-82.806874,-24.064863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1166.000000,295.000000,267.167522,1.056046,45.432525,-58.886744,-29.249194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.170573,15.160873,24.443957,42.261952,-74.047618,-53.693151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1168.000000,295.000000,268.692407,1.066394,3.895208,-67.603060,-19.805531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-33.079350,-6.065226,12.705116,36.974558,-61.537833,-32.510648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1170.000000,295.000000,268.469899,1.088965,-22.965694,-81.949477,33.204619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-78.869479,-7.428495,39.481483,55.903785,-74.520981,-6.276864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1172.000000,295.000000,266.322642,1.117169,2.258238,-104.295777,28.139804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-67.501394,-3.196847,58.481566,69.759632,-101.098930,-30.341762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1174.000000,295.000000,273.585221,1.137206,15.473747,-107.553420,-34.619501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-29.559313,-1.613739,34.653416,45.033060,-105.939681,-69.272917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1176.000000,295.000000,270.288677,1.140479,-31.294532,-91.230297,-51.476817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.654329,-1.339938,6.310811,3.359797,-89.890359,-57.787628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1178.000000,295.000000,268.867344,1.130268,-88.954502,-87.190492,13.582617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-68.246484,-1.510775,27.774930,-20.708018,-85.679716,-14.192313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1180.000000,295.000000,264.770889,1.111977,-89.267040,-99.326313,66.064060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-63.948969,-2.028196,69.795761,-25.318071,-97.298117,-3.731700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1182.000000,295.000000,271.123573,1.088175,-42.453485,-99.946314,32.791439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.042257,-8.470556,58.282033,-23.411228,-91.475758,-25.490594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1184.000000,295.000000,266.836726,1.065332,-12.008267,-80.687262,-21.319658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.073047,-16.814678,10.077271,-13.081314,-63.872584,-31.396930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1186.000000,295.000000,264.690708,1.052997,-14.206315,-69.460654,-10.227119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-26.838406,-25.512808,-4.119009,12.632092,-43.947846,-6.108110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1188.000000,295.000000,260.016132,1.053742,-3.211052,-85.845936,26.312143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-45.769363,-26.604125,24.546768,42.558312,-59.241811,1.765375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1190.000000,295.000000,260.668242,1.056604,38.245419,-101.581802,5.141614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-18.152105,-16.365823,28.284886,56.397524,-85.215979,-23.143272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1192.000000,295.000000,266.137004,1.046523,64.071768,-86.158404,-47.254945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.851852,3.379996,-12.635042,52.219915,-89.538400,-34.619903,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1194.000000,295.000000,263.204501,1.020011,36.808504,-64.476370,-44.505610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.360036,20.812468,-34.555445,40.168540,-85.288838,-9.950165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1196.000000,295.000000,265.956360,0.987151,-17.835970,-71.371648,6.631162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-33.202031,21.658562,-4.207344,15.366061,-93.030210,10.838506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1198.000000,295.000000,268.280635,0.957142,-43.444202,-89.975588,27.495217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-32.028115,10.569502,30.667595,-11.416087,-100.545090,-3.172377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
