step,T,Epot,Efull,SolventMolsThroughZ,
0,287.587,-5309.38,608.703,
2e-014,291.676,-5387.88,614.34,
4e-014,297.478,-5528.25,593.388,
6e-014,294.505,-5479.89,580.561,
8e-014,297.175,-5520.79,594.608,
1e-013,287.652,-5282.32,637.104,
1.2e-013,298.983,-5566.64,585.948,
1.4e-013,294.164,-5465.84,587.584,
1.6e-013,285.618,-5237.35,640.212,
1.8e-013,287.131,-5274.58,634.119,
2e-013,289.438,-5378.01,578.164,
2.2e-013,291.473,-5345.26,652.781,
2.4e-013,290.756,-5346.08,637.222,
2.6e-013,297.383,-5504.03,615.645,
2.8e-013,295.055,-5466.5,605.25,
3e-013,285.574,-5219.79,656.882,
3.2e-013,284.006,-5183.43,660.971,
3.4e-013,293.695,-5433.77,609.994,
3.6e-013,294.05,-5415.91,635.171,
3.8e-013,291.903,-5351.03,655.859,
4e-013,298.813,-5548.68,600.424,
4.2e-013,295.199,-5445.4,629.326,
4.4e-013,291.794,-5351.18,653.484,
4.6e-013,298.9,-5519.17,631.719,
4.8e-013,296.862,-5473.57,635.382,
5e-013,294.921,-5446.61,622.408,
5.2e-013,285.589,-5215.97,660.994,
5.4e-013,298.139,-5538.65,596.582,
5.6e-013,298.117,-5496.85,637.922,
5.8e-013,298.239,-5499.6,637.685,
6e-013,294.062,-5437.46,613.869,
6.2e-013,297.674,-5511.03,614.628,
6.4e-013,293.177,-5390.87,642.246,
6.6e-013,297.313,-5491.28,626.942,
6.8e-013,294.244,-5443.23,611.837,
7e-013,298.683,-5519.51,626.907,
7.2e-013,293.14,-5379.65,652.713,
7.4e-013,291.677,-5385.71,616.548,
7.6e-013,293.389,-5403.77,633.711,
7.8e-013,302.841,-5609.39,622.593,
8e-013,296.639,-5494.97,609.385,
8.2e-013,300.359,-5542.29,638.635,
8.4e-013,300.134,-5574.57,601.714,
8.6e-013,294.789,-5444.73,621.551,
8.8e-013,291.756,-5401.4,602.473,
9e-013,286.001,-5241.47,643.972,
9.2e-013,303.378,-5647.59,595.45,
9.4e-013,296.769,-5482.17,624.872,
9.6e-013,295.799,-5490.08,596.991,
9.8e-013,305.286,-5666.05,616.259,
1e-012,292.652,-5418.76,603.568,
1.02e-012,297.086,-5512.22,601.327,
1.04e-012,289.469,-5353.77,603.043,
1.06e-012,287.054,-5257.32,649.79,
1.08e-012,296.225,-5510.41,585.424,
1.1e-012,294.132,-5444.51,608.273,
1.12e-012,287.602,-5303.46,614.938,
1.14e-012,296.697,-5491.07,614.489,
1.16e-012,294.473,-5442.02,617.767,
1.18e-012,299.397,-5578.95,582.175,
1.2e-012,297.939,-5539.21,591.895,
1.22e-012,294.354,-5454.65,602.681,
1.24e-012,292.098,-5413.99,596.911,
1.26e-012,295.999,-5487.19,604.001,
1.28e-012,291.37,-5389.27,606.671,
1.3e-012,293.195,-5400.2,633.288,
1.32e-012,293.142,-5423.62,608.78,
1.34e-012,299.635,-5584.51,581.511,
1.36e-012,292.323,-5385.18,630.361,
1.38e-012,300.18,-5602.52,574.707,
1.4e-012,297.158,-5505.18,609.85,
1.42e-012,292.707,-5421.37,602.083,
1.44e-012,297.231,-5550.38,566.155,
1.46e-012,292.9,-5414.47,612.943,
1.48e-012,294.541,-5479.26,581.939,
1.5e-012,298.475,-5576.66,565.476,
1.52e-012,294.401,-5441.74,616.569,
1.54e-012,302.007,-5644.44,570.387,
1.56e-012,295.46,-5481.72,598.378,
1.58e-012,296.133,-5527.71,566.241,
1.6e-012,295.402,-5496.59,582.316,
1.62e-012,301.079,-5591.42,604.307,
1.64e-012,297.672,-5567.38,558.232,
1.66e-012,294.223,-5474.11,580.528,
1.68e-012,297.901,-5554.72,575.598,
1.7e-012,299.491,-5582.48,580.567,
1.72e-012,300.69,-5605.45,582.271,
1.74e-012,304.902,-5722.88,551.515,
1.76e-012,296.565,-5531.33,571.511,
1.78e-012,290.376,-5367.74,607.726,
1.8e-012,297.938,-5604.07,527.019,
1.82e-012,297.201,-5536.07,579.861,
1.84e-012,298.197,-5573.31,563.123,
1.86e-012,293.571,-5460.11,581.119,
1.88e-012,294.49,-5510.64,549.499,
1.9e-012,297.611,-5544.36,580.01,
1.92e-012,291.472,-5419.19,578.848,
1.94e-012,293.572,-5459.15,582.083,
1.96e-012,289.782,-5386.68,576.577,
1.98e-012,288.082,-5310.11,618.157,
2e-012,295.368,-5498.89,579.318,
2.02e-012,292.84,-5442,584.174,
2.04e-012,303.842,-5662.52,590.056,
2.06e-012,304.45,-5705.06,560.044,
2.08e-012,295.233,-5485.29,590.127,
2.1e-012,296.691,-5543.2,562.236,
2.12e-012,289.095,-5366.2,582.911,
2.14e-012,292.965,-5455.34,573.408,
2.16e-012,293.83,-5476.93,569.628,
2.18e-012,300.106,-5596.46,579.247,
2.2e-012,289.563,-5373.21,585.531,
2.22e-012,294.627,-5522.05,540.902,
2.24e-012,290.159,-5371.92,599.087,
2.26e-012,293.945,-5487.7,561.228,
2.28e-012,298.018,-5562.81,569.938,
2.3e-012,293.377,-5484.94,552.287,
2.32e-012,296.978,-5526.14,585.188,
2.34e-012,292.296,-5439.1,575.879,
2.36e-012,299.055,-5616.24,537.839,
2.38e-012,297.769,-5535.15,592.471,
2.4e-012,285.372,-5271.93,600.564,
2.42e-012,292.34,-5457.97,557.918,
2.44e-012,295.592,-5497.74,585.066,
2.46e-012,298.345,-5560.12,579.343,
2.48e-012,298.852,-5581.42,568.477,
2.5e-012,301.533,-5637.92,567.156,
2.52e-012,301.075,-5639.05,556.582,
2.54e-012,290.479,-5365.4,612.195,
2.56e-012,293.827,-5467.73,578.775,
2.58e-012,294.801,-5515,551.537,
2.6e-012,300.903,-5615.13,576.98,
2.62e-012,286.602,-5301.31,596.499,
2.64e-012,295.253,-5509.47,566.36,
2.66e-012,288.936,-5351.65,594.185,
2.68e-012,292.489,-5446.65,572.296,
2.7e-012,284.507,-5233.98,620.728,
2.72e-012,296.808,-5543.5,564.339,
2.74e-012,298.505,-5581.69,561.062,
2.76e-012,297.075,-5539.35,573.988,
2.78e-012,294.452,-5468.14,591.216,
2.8e-012,294.031,-5496.79,553.916,
2.82e-012,292.781,-5432.5,592.464,
2.84e-012,289.377,-5384.93,570.001,
2.86e-012,296.159,-5493.27,601.226,
2.88e-012,296.178,-5533.39,561.477,
2.9e-012,295.106,-5466.24,606.582,
2.92e-012,298.963,-5588.36,563.831,
2.94e-012,297.454,-5539.9,581.226,
2.96e-012,297.441,-5541.48,579.394,
2.98e-012,296.66,-5541,563.792,
3e-012,297.113,-5548.37,565.758,
3.02e-012,291.518,-5392.2,606.789,
3.04e-012,299.461,-5626.89,535.544,
3.06e-012,297.016,-5530.12,582.01,
3.08e-012,299.597,-5607.23,557.998,
3.1e-012,290.491,-5414.14,563.703,
3.12e-012,295.78,-5510.65,576.029,
3.14e-012,293.636,-5467.99,574.566,
3.16e-012,294.693,-5494.6,569.722,
3.18e-012,290.007,-5386.53,581.349,
3.2e-012,297.81,-5555.67,572.793,
3.22e-012,297.139,-5532.27,582.376,
3.24e-012,299.503,-5629.05,534.251,
3.26e-012,292.779,-5438.01,586.911,
3.28e-012,292.296,-5438.72,576.264,
3.3e-012,292.738,-5472.42,551.658,
3.32e-012,290.044,-5399,569.648,
3.34e-012,290.496,-5366.74,611.203,
3.36e-012,296.881,-5575.27,534.064,
3.38e-012,293.638,-5451.61,590.998,
3.4e-012,297.739,-5549.83,577.173,
3.42e-012,303.062,-5671.03,565.509,
3.44e-012,294.727,-5505.05,559.971,
3.46e-012,297.683,-5570.89,554.947,
3.48e-012,296.951,-5530.54,580.247,
3.5e-012,292.693,-5463.42,559.735,
3.52e-012,301.288,-5662.88,537.149,
3.54e-012,288.671,-5357.42,582.974,
3.56e-012,299.33,-5599.68,560.053,
3.58e-012,294.877,-5499.64,568.457,
3.6e-012,291.904,-5425.09,581.828,
3.62e-012,299.637,-5594.88,571.171,
3.64e-012,298.048,-5582.73,550.614,
3.66e-012,298.201,-5584.57,551.934,
3.68e-012,291.117,-5405,585.723,
3.7e-012,295.218,-5502.35,572.773,
3.72e-012,303.025,-5690.59,545.176,
3.74e-012,292.377,-5450.87,565.787,
3.76e-012,291.126,-5404.81,586.096,
3.78e-012,295.818,-5550.28,537.189,
3.8e-012,299.049,-5582.15,571.799,
3.82e-012,292.822,-5453.77,572.037,
3.84e-012,301.425,-5636.23,566.615,
3.86e-012,296.426,-5537.43,562.552,
3.88e-012,292.708,-5467.67,555.793,
3.9e-012,304.641,-5709.42,559.62,
3.92e-012,295.491,-5527.07,553.658,
3.94e-012,297.34,-5551.63,567.145,
3.96e-012,299.225,-5600.63,556.946,
3.98e-012,306.009,-5754.51,542.677,
4e-012,298.993,-5579.65,573.158,
4.02e-012,298.744,-5599.93,547.751,
4.04e-012,296.681,-5577.53,527.7,
4.06e-012,293.63,-5475.17,567.26,
4.08e-012,302.574,-5676.28,550.208,
4.1e-012,307.134,-5777.28,543.038,
4.12e-012,290.336,-5454.1,520.557,
4.14e-012,285.91,-5310.76,572.82,
4.16e-012,299.364,-5632.95,527.491,
4.18e-012,292.134,-5467.7,543.958,
4.2e-012,288.97,-5375.51,571.044,
4.22e-012,294.429,-5503.3,555.589,
4.24e-012,291.366,-5453.49,542.364,
4.26e-012,290.69,-5417.78,564.157,
4.28e-012,296.467,-5550.87,549.937,
4.3e-012,296.531,-5545.49,556.657,
4.32e-012,299.913,-5640.66,531.078,
4.34e-012,296.906,-5555.19,554.664,
4.36e-012,294.682,-5509.46,554.635,
4.38e-012,294.963,-5539.15,530.715,
4.4e-012,297.682,-5561.26,564.568,
4.42e-012,292.522,-5492.87,526.775,
4.44e-012,296.789,-5552.3,555.145,
4.46e-012,295.508,-5553.8,527.289,
4.48e-012,292.039,-5431.63,578.071,
4.5e-012,294.322,-5546.17,510.524,
4.52e-012,303.607,-5688.1,559.657,
4.54e-012,290.513,-5430.16,548.13,
4.56e-012,290.371,-5403.05,572.33,
4.58e-012,296.475,-5566.3,534.679,
4.6e-012,298.808,-5584.84,564.139,
4.62e-012,295.549,-5527.86,554.071,
4.64e-012,299.081,-5619.49,535.131,
4.66e-012,296.129,-5549.51,544.355,
4.68e-012,284.287,-5276.9,573.277,
4.7e-012,294.841,-5529.77,537.593,
4.72e-012,290.122,-5403.77,566.483,
4.74e-012,296.758,-5560.36,546.434,
4.76e-012,291.334,-5429.81,565.374,
4.78e-012,292.343,-5452.92,563.048,
4.8e-012,294.374,-5523.65,534.091,
