step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00146243,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000443123,0.0551265,-0.052113,0.636088,0.498802,1
10,0.255132,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000452818,0.0551402,-0.052107,0.636088,0.498802,1
20,0.381526,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000475433,0.055164,-0.0520668,0.636088,0.498802,1
30,0.554538,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000503914,0.0551715,-0.0519938,0.636088,0.498802,1
40,0.742087,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000527816,0.0551709,-0.0519547,0.636064,0.498799,1
50,0.848081,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000530063,0.0551608,-0.05194,0.636064,0.498799,1
60,0.962807,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000517861,0.0551484,-0.0518773,0.636064,0.498799,1
70,1.06005,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000507666,0.0551379,-0.0517576,0.636064,0.498799,1
80,1.0832,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000496782,0.0551364,-0.0516627,0.636064,0.498799,1
90,1.12901,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000480512,0.0551379,-0.0516213,0.636042,0.498815,1
100,1.12384,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000474534,0.0551392,-0.0515776,0.63603,0.498827,1
110,10.2662,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.00048551,0.0551308,-0.051396,0.636009,0.49885,1
120,17.4765,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000479262,0.0551173,-0.0510988,0.636007,0.498852,1
130,22.4122,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000429589,0.0551074,-0.0507654,0.636006,0.498856,1
140,25.6403,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000362715,0.0550959,-0.050394,0.636004,0.498863,1
150,27.6726,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000306062,0.0550672,-0.0499876,0.636001,0.498884,1
160,28.7567,0,0,0,-1.7475e-008,4.87674e-009,0.981818,0,0,0,0.000270001,0.0550391,-0.0495834,0.636001,0.498887,1
