step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0121906,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,4.92732e-006,0.0557328,-0.0442922,0.63717,0.502739,1
10,1.37825,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,3.88691e-005,0.0557006,-0.044276,0.63717,0.502739,1
20,1.68024,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,1.1174e-005,0.0556284,-0.0441985,0.63717,0.502739,1
30,2.15358,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-5.54982e-005,0.055529,-0.0440751,0.63717,0.502739,1
40,2.75939,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000123638,0.0554682,-0.0439924,0.63717,0.502739,1
50,3.00272,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000116952,0.0554751,-0.0439488,0.63717,0.502739,1
60,3.06974,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000143998,0.0555108,-0.043849,0.63717,0.502739,1
70,3.18783,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000194349,0.0555032,-0.0436804,0.63717,0.502739,1
80,3.07999,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000235625,0.0554686,-0.0435416,0.63717,0.502739,1
90,2.9385,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000231631,0.0554426,-0.0434749,0.63717,0.502739,1
100,2.76239,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000249971,0.0554305,-0.0434032,0.63717,0.502739,1
110,11.8792,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000293444,0.0554157,-0.0431823,0.63717,0.502739,1
120,18.7405,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000329008,0.0554208,-0.0428357,0.637179,0.50274,1
130,23.018,0,0,0,-3.56273e-008,6.23139e-009,0.981818,0,0,0,-0.000338609,0.0554403,-0.0424921,0.637206,0.502741,1
