step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00186264,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000429491,0.0554001,-0.0446063,0.636747,0.500164,1
10,0.319997,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000436307,0.0553929,-0.0445861,0.636747,0.500164,1
20,0.396996,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000459185,0.0553747,-0.0445483,0.63677,0.500064,1
30,0.558784,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000478229,0.0553442,-0.0445086,0.63678,0.500041,1
40,0.721808,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000484116,0.0553198,-0.0445027,0.636811,0.499971,1
50,0.813197,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000468762,0.055305,-0.0444973,0.636822,0.499948,1
60,0.875921,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000454412,0.0552992,-0.0444706,0.63685,0.499892,1
70,0.919692,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000446853,0.0553012,-0.0444279,0.636877,0.499838,1
80,0.884804,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000436902,0.0553123,-0.044404,0.636906,0.499785,1
90,0.883699,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000413618,0.055314,-0.0443952,0.636935,0.499734,1
100,0.827693,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000400015,0.0553032,-0.0443923,0.636972,0.499675,1
110,9.56403,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000411847,0.0552851,-0.0443716,0.637049,0.499553,1
120,16.3131,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000435354,0.0552995,-0.0443315,0.637139,0.499412,1
130,20.5768,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000420578,0.0553323,-0.0442623,0.637239,0.499258,1
140,22.9516,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000383254,0.0553564,-0.0441711,0.637333,0.499114,1
150,24.0751,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000374177,0.0553717,-0.0440823,0.637425,0.498977,1
160,24.2271,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000405636,0.0553565,-0.0440231,0.637531,0.498823,1
170,23.8583,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000446684,0.0552861,-0.0439489,0.637641,0.498664,1
180,23.2368,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000483104,0.0552103,-0.0438161,0.637735,0.498531,1
190,22.3969,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000498497,0.0551765,-0.0436564,0.637832,0.498396,1
200,21.6916,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000478097,0.0551549,-0.0435057,0.63792,0.498278,1
210,29.8775,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000471088,0.0551164,-0.043303,0.638,0.498175,1
220,34.759,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.0005589,0.0550937,-0.0429914,0.638093,0.498057,1
230,37.6317,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.00071144,0.0551024,-0.0426129,0.63822,0.497901,1
240,39.0609,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000796849,0.0550954,-0.0421813,0.638351,0.497741,1
250,39.8784,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000813461,0.0550682,-0.0416744,0.638476,0.497591,1
260,40.4602,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000872906,0.0550645,-0.041092,0.638601,0.497444,1
270,41.0024,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000996513,0.0551015,-0.0405022,0.63872,0.497308,1
280,41.8255,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.00105878,0.0551338,-0.0398858,0.638824,0.497191,1
290,42.8081,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.00102074,0.0551815,-0.0392091,0.63891,0.497097,1
300,43.95,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000939359,0.0552789,-0.0384685,0.638987,0.497016,1
310,54.2231,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000866256,0.0553725,-0.0377201,0.639075,0.496924,1
320,61.4381,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000823129,0.0553544,-0.0369416,0.639189,0.496808,1
330,66.4094,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000871964,0.05532,-0.0361286,0.639317,0.496681,1
340,70.0976,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000915756,0.055368,-0.0352961,0.639433,0.496567,1
350,72.7416,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000785149,0.0554092,-0.0345705,0.639514,0.496489,1
360,74.4944,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000513959,0.0553412,-0.0339018,0.639558,0.496447,1
370,75.6051,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000399795,0.0552774,-0.0332341,0.639584,0.496423,1
380,76.7737,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000532136,0.0552153,-0.0325921,0.639608,0.496401,1
390,78.0852,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000715974,0.055073,-0.0321066,0.639608,0.496401,1
400,79.1588,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000723369,0.054914,-0.0316902,0.639608,0.496401,1
410,90.2209,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.000562588,0.0548883,-0.031271,0.639608,0.496401,1
420,97.3926,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,0.00031699,0.0548839,-0.0308884,0.639608,0.496401,1
430,103.057,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,8.7405e-005,0.0547929,-0.0306819,0.639608,0.496401,1
440,106.174,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-8.95532e-005,0.0547175,-0.0306033,0.639608,0.496401,1
450,108.218,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000218435,0.0548271,-0.0306162,0.639608,0.496401,1
460,109.461,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000380519,0.0550157,-0.0307073,0.639608,0.496401,1
470,110.972,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000539053,0.0551384,-0.0309286,0.639608,0.496401,1
480,112.559,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000548024,0.0552014,-0.0312092,0.639608,0.496401,1
490,115.164,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000380976,0.0553234,-0.0315298,0.639608,0.496401,1
500,117.853,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000282775,0.0554484,-0.0319419,0.639608,0.496401,1
510,131.83,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000442169,0.0555324,-0.032502,0.639608,0.496401,1
520,142.185,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000753163,0.0556075,-0.0330641,0.639608,0.496401,1
530,149.905,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000956974,0.0556256,-0.0336168,0.639608,0.496401,1
540,156.167,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000920277,0.0554207,-0.0343088,0.639608,0.496401,1
550,158.989,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00072303,0.0550997,-0.035196,0.639608,0.496401,1
560,160.325,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000587137,0.0548864,-0.0361155,0.639608,0.496401,1
570,159.441,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000640802,0.0547469,-0.0370136,0.639608,0.496401,1
580,157.072,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000789505,0.0545287,-0.037941,0.639608,0.496401,1
590,153.997,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000874522,0.0543044,-0.0389379,0.639608,0.496401,1
600,149.927,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000871015,0.0541759,-0.0399854,0.639608,0.496401,1
610,154.603,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000855456,0.0540719,-0.0411516,0.639608,0.496401,1
620,157.945,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000895663,0.0539471,-0.0424582,0.639608,0.496401,1
630,158.186,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00100175,0.0538725,-0.0438043,0.639608,0.496401,1
640,158.219,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00109819,0.0538664,-0.0450555,0.639608,0.496401,1
650,157.654,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00109296,0.0538399,-0.0463015,0.639608,0.496401,1
660,155.973,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00106299,0.05386,-0.0477419,0.639608,0.496401,1
670,154.68,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00113649,0.0540564,-0.0493127,0.639608,0.496401,1
680,152.232,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00123274,0.0543802,-0.0507011,0.639608,0.496401,1
690,149.42,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.00111979,0.0545734,-0.0518794,0.639608,0.496401,1
700,149.721,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000793251,0.0546365,-0.053094,0.639608,0.496401,1
710,158.49,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000462244,0.0547223,-0.054402,0.639608,0.496401,1
720,165.86,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000293417,0.0548641,-0.0556171,0.639608,0.496401,1
730,172.016,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000239326,0.0549314,-0.0566989,0.639608,0.496401,1
740,176.961,0,0,0,-3.10215e-008,6.23139e-009,0.981818,0,0,0,-0.000257637,0.0550059,-0.0576626,0.639608,0.496401,1
