step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00366754,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,0.000161995,0.055357,-0.0490202,0.6361,0.501083,1
10,0.632676,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,0.000162025,0.0553588,-0.0489811,0.636117,0.501102,1
20,0.774958,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,0.000137437,0.0553378,-0.0488639,0.636117,0.501102,1
30,1.1348,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,9.02088e-005,0.0552824,-0.0487218,0.636117,0.501102,1
40,1.42693,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,7.49611e-005,0.0552593,-0.048607,0.636117,0.501102,1
50,1.57371,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,9.23399e-005,0.0552983,-0.0485131,0.636117,0.501102,1
60,1.67959,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,8.39069e-005,0.0553498,-0.0483587,0.636117,0.501102,1
70,1.77131,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,4.30407e-005,0.0553632,-0.0481459,0.636117,0.501102,1
80,1.79347,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,2.30032e-005,0.0553559,-0.0479458,0.636117,0.501102,1
90,1.82165,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,3.39593e-005,0.055346,-0.0478007,0.636117,0.501102,1
100,1.79302,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,3.94574e-005,0.0553322,-0.0476587,0.636117,0.501102,1
110,11.0938,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,2.68617e-005,0.0553108,-0.0473192,0.636117,0.501102,1
120,18.209,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,2.14706e-005,0.0553156,-0.0467759,0.636117,0.501102,1
130,23.0354,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,1.25316e-005,0.0553353,-0.0461579,0.636144,0.501103,1
140,25.9875,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-2.73547e-005,0.0553296,-0.0455099,0.636272,0.501099,1
150,27.7801,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-6.83257e-005,0.0553012,-0.0448542,0.636407,0.501083,1
160,28.7194,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-9.46873e-005,0.055277,-0.0442091,0.636546,0.501056,1
170,28.9828,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000155103,0.055248,-0.0435636,0.6367,0.501017,1
180,28.8704,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000259708,0.0552015,-0.0428821,0.636843,0.500972,1
190,28.5115,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000340759,0.0551531,-0.0421969,0.637018,0.500911,1
200,28.091,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000370843,0.0551263,-0.0415765,0.637186,0.500844,1
210,36.9462,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000405962,0.0550993,-0.040964,0.637351,0.50077,1
220,42.8106,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000469459,0.0550321,-0.040266,0.637529,0.500684,1
230,46.5803,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000509097,0.0549421,-0.0394793,0.63772,0.500591,1
240,48.8863,0,0,0,-1.66622e-008,9.21163e-009,0.981818,0,0,0,-0.000527591,0.054881,-0.0386921,0.637941,0.500482,1
