tor1(deg),E(kJ/mol)
-0.484183,0.024547
-0.483629,0.021462
-0.480263,0.018284
-0.478189,0.017049
-0.476217,0.013884
-0.472620,0.012677
-0.470678,0.012717
-0.469786,0.013338
-0.470012,0.014125
-0.469913,0.016552
-0.470774,0.018766
-0.469166,0.018425
-0.470566,0.019386
-0.473116,0.022293
-0.478362,0.028284
-0.482153,0.032153
-0.486554,0.035398
-0.490795,0.037205
-0.492535,0.038866
-0.496093,0.041386
-0.502028,0.044769
-0.510363,0.047988
-0.516846,0.050864
-0.525378,0.056821
-0.532853,0.063307
-0.541038,0.067176
-0.546588,0.066233
-0.554467,0.063967
-0.560148,0.062932
-0.563902,0.063288
-0.566967,0.065911
-0.566474,0.066783
-0.568599,0.067770
-0.567199,0.065260
-0.566403,0.062350
-0.565029,0.060268
-0.565282,0.061212
-0.562564,0.060270
-0.561594,0.057269
-0.561707,0.054277
-0.562527,0.053274
-0.562045,0.053508
-0.561073,0.053900
-0.558658,0.052463
-0.554084,0.051982
-0.550655,0.051709
-0.546460,0.051642
-0.542373,0.049535
-0.540801,0.048332
-0.540699,0.047946
-0.539181,0.047499
-0.538964,0.047931
-0.536300,0.046576
-0.533159,0.040964
-0.530394,0.034000
-0.528286,0.029791
-0.524692,0.027358
-0.523380,0.024881
-0.520357,0.018388
-0.517360,0.014003
-0.514710,0.011973
-0.512889,0.010082
-0.513003,0.008768
-0.513120,0.008579
-0.513124,0.005671
-0.514700,0.002921
-0.518637,-0.000389
-0.519181,-0.002305
-0.520369,-0.002992
-0.524160,-0.004181
-0.530413,-0.002510
-0.534732,-0.002784
-0.539268,-0.001957
-0.540591,-0.002849
-0.544225,-0.002770
-0.549122,-0.003295
-0.554669,-0.004186
-0.555451,-0.006594
-0.559356,-0.008110
-0.564032,-0.009247
-0.565087,-0.012732
-0.567338,-0.014070
-0.569117,-0.016542
-0.571146,-0.017158
-0.570683,-0.018596
-0.568969,-0.019971
-0.567425,-0.021804
-0.565304,-0.024652
-0.563590,-0.027228
-0.563045,-0.029185
-0.565808,-0.031314
-0.567628,-0.035138
-0.567438,-0.039767
-0.566366,-0.043173
-0.564293,-0.044476
-0.559124,-0.045675
-0.556097,-0.044988
-0.556085,-0.043391
-0.555746,-0.040798
-0.554236,-0.038037
-0.551549,-0.032192
-0.551455,-0.024018
-0.552457,-0.015811
-0.548330,-0.011875
-0.545352,-0.006101
-0.543806,0.000270
-0.539857,0.005588
-0.536050,0.007777
-0.534349,0.011147
-0.534671,0.015278
-0.538101,0.017150
-0.537489,0.018858
-0.537278,0.021195
-0.536458,0.022866
-0.536704,0.023141
-0.534959,0.022971
-0.535177,0.021522
-0.535363,0.018023
-0.534907,0.015242
-0.534145,0.013029
-0.532585,0.012945
-0.530013,0.014268
-0.529369,0.013837
-0.528958,0.013459
-0.526405,0.010278
-0.524269,0.010205
-0.520854,0.009561
-0.518714,0.009058
-0.516305,0.009377
-0.515356,0.005364
-0.516201,0.004253
-0.517726,0.003522
-0.518588,0.003556
-0.520408,0.005191
-0.522045,0.008383
-0.523072,0.010355
-0.524026,0.012367
-0.529668,0.012935
-0.537570,0.015847
-0.544521,0.016057
-0.552295,0.014408
-0.560618,0.012973
-0.569043,0.014368
-0.578375,0.014836
-0.587866,0.016819
-0.595797,0.018422
-0.602166,0.018973
-0.606372,0.018697
-0.613037,0.021398
-0.617870,0.020625
-0.623926,0.022005
-0.628222,0.023823
-0.632753,0.023035
-0.637005,0.023748
-0.639250,0.026801
-0.639442,0.029524
-0.640033,0.032667
-0.637837,0.034785
-0.636746,0.034737
-0.633427,0.036626
-0.628123,0.037993
-0.619438,0.037493
-0.611659,0.038658
-0.604923,0.039756
-0.598465,0.039233
-0.590220,0.035179
-0.583901,0.033029
-0.578236,0.034370
-0.571166,0.034190
-0.564572,0.032031
-0.559760,0.030026
-0.553430,0.027281
-0.547201,0.025715
-0.544057,0.025954
-0.541202,0.025850
-0.537350,0.024203
-0.534340,0.024875
-0.532026,0.022739
-0.529144,0.021968
-0.527467,0.022950
-0.526498,0.024734
-0.524701,0.025250
-0.524465,0.027566
-0.524885,0.029367
-0.523528,0.031162
-0.524005,0.032343
-0.522074,0.035103
-0.521962,0.038212
-0.522566,0.040865
-0.522053,0.043006
-0.523040,0.045520
-0.525461,0.043722
-0.527106,0.036992
-0.527272,0.029271
-0.531252,0.023774
-0.534643,0.016960
-0.539435,0.010622
-0.545876,0.006256
-0.554153,0.003590
-0.560201,0.003843
-0.562637,-0.000797
-0.564694,-0.006042
-0.568402,-0.010318
-0.572163,-0.015005
-0.577809,-0.016284
-0.580350,-0.015855
-0.580839,-0.012920
-0.579085,-0.011187
-0.575800,-0.009288
-0.573472,-0.004527
-0.571699,0.000608
-0.571528,0.005075
-0.571450,0.010546
-0.570774,0.016202
-0.571811,0.022991
-0.571631,0.024601
-0.572648,0.026805
-0.573468,0.030437
-0.572816,0.034562
-0.575517,0.040450
-0.577663,0.044677
-0.581348,0.045878
-0.584541,0.048234
-0.586684,0.050161
-0.589571,0.050382
-0.593359,0.052532
-0.597126,0.053869
-0.600448,0.055486
-0.602182,0.054992
-0.603338,0.053319
-0.603622,0.053302
-0.605607,0.055251
-0.606428,0.057607
-0.604661,0.058048
-0.603705,0.058536
-0.600351,0.058230
-0.595649,0.059370
-0.590363,0.058687
-0.586784,0.059897
-0.581039,0.061987
-0.574535,0.061918
-0.569086,0.058520
-0.564396,0.054002
-0.560544,0.050369
-0.553506,0.045312
-0.548812,0.039485
-0.545934,0.032116
-0.543222,0.023799
-0.543161,0.015048
-0.541734,0.007520
-0.536797,-0.002837
-0.531401,-0.009542
-0.526806,-0.015200
-0.524286,-0.023026
-0.523114,-0.027751
-0.522687,-0.033513
-0.522470,-0.039820
-0.523877,-0.044946
-0.524454,-0.047575
-0.526700,-0.049156
-0.528920,-0.048666
-0.533411,-0.046959
-0.536718,-0.047412
-0.540949,-0.046749
-0.547733,-0.039900
-0.554049,-0.035137
-0.555830,-0.028810
-0.559946,-0.021334
-0.562231,-0.011380
-0.564981,0.000052
-0.568206,0.010408
-0.569706,0.020097
-0.570658,0.028670
-0.571268,0.036642
-0.574433,0.044568
-0.574862,0.052052
-0.574540,0.059310
-0.575198,0.064933
-0.574837,0.069085
-0.573785,0.070507
-0.571820,0.071635
-0.571342,0.072337
-0.570901,0.072458
-0.566382,0.069529
-0.558148,0.061596
-0.552567,0.057705
-0.546841,0.054735
-0.543082,0.049070
-0.539592,0.042147
-0.540503,0.039762
-0.540940,0.034389
-0.541415,0.030531
-0.539981,0.026745
-0.539367,0.022581
-0.538423,0.022232
-0.540038,0.019038
-0.541167,0.014437
-0.539717,0.007285
-0.537197,0.001263
-0.533515,-0.003912
-0.533709,-0.005263
-0.535323,-0.006905
-0.534838,-0.010537
-0.538059,-0.012813
-0.542702,-0.015303
-0.547049,-0.016323
-0.550113,-0.016508
-0.552200,-0.017663
-0.552019,-0.020153
-0.551947,-0.020689
-0.549949,-0.021035
-0.549568,-0.017651
-0.546115,-0.013076
-0.543557,-0.005691
-0.543593,0.001899
-0.542120,0.010871
-0.540578,0.019835
-0.542966,0.027019
-0.544178,0.030247
-0.540999,0.035284
-0.538227,0.039604
-0.538613,0.040644
-0.539710,0.040364
-0.542152,0.041299
-0.543741,0.036864
-0.546571,0.034663
-0.546857,0.029371
-0.547133,0.022297
-0.547634,0.018171
-0.550110,0.013598
-0.552643,0.009496
-0.552590,0.001139
-0.552377,-0.006006
-0.553863,-0.010308
-0.555062,-0.014266
-0.555226,-0.019914
-0.552996,-0.026292
-0.551082,-0.030543
-0.549411,-0.034909
-0.546222,-0.038963
-0.544872,-0.041832
-0.543712,-0.042434
-0.545314,-0.040307
-0.545025,-0.038201
-0.542785,-0.034458
-0.540711,-0.028387
-0.537215,-0.026101
-0.535028,-0.020238
-0.529909,-0.015116
-0.524549,-0.009708
-0.519411,-0.006031
-0.515199,-0.002109
-0.513781,0.001206
-0.511975,0.003045
-0.510927,0.004513
-0.509584,0.006261
-0.511157,0.010294
-0.512195,0.016813
-0.511849,0.020174
-0.513199,0.023117
-0.514018,0.026107
-0.511537,0.028136
-0.511067,0.029584
-0.508762,0.029237
-0.509874,0.025757
-0.513343,0.023226
-0.519023,0.019340
-0.525773,0.016901
-0.534846,0.015584
-0.545675,0.013958
-0.552932,0.011865
-0.559951,0.010699
-0.566171,0.013554
-0.573898,0.015644
-0.579605,0.016020
-0.587127,0.017271
-0.595474,0.017896
-0.600373,0.016279
-0.605008,0.014758
-0.610615,0.014392
-0.617647,0.014746
-0.623175,0.015233
-0.627685,0.014569
-0.628419,0.013318
-0.627693,0.010511
-0.629136,0.006885
-0.627774,0.002639
-0.626994,-0.002232
-0.626320,-0.003226
-0.623220,-0.005781
-0.619618,-0.008345
-0.616888,-0.010704
-0.613824,-0.009288
-0.607951,-0.009125
-0.600053,-0.010780
-0.592396,-0.008941
-0.587455,-0.003870
-0.578508,-0.003248
-0.570851,-0.004373
-0.563491,-0.004830
-0.559290,-0.001980
-0.555718,-0.000479
-0.553205,0.001812
-0.549255,0.004354
-0.544480,0.007299
-0.539131,0.011844
-0.531218,0.017157
-0.524030,0.020058
-0.516774,0.024112
-0.510287,0.030635
-0.501563,0.035973
-0.494124,0.040101
-0.488129,0.045313
-0.480093,0.049781
-0.472075,0.055751
-0.466884,0.064616
-0.460475,0.071829
-0.454483,0.076871
-0.448947,0.081134
-0.442370,0.084991
-0.436467,0.085220
-0.432159,0.082202
-0.432381,0.076847
-0.429292,0.068248
-0.430982,0.056523
-0.434270,0.048092
-0.440139,0.041911
-0.444266,0.035077
-0.450241,0.029877
-0.453445,0.022914
-0.457944,0.018281
-0.461327,0.014883
-0.464623,0.012329
-0.466939,0.010406
-0.468681,0.012401
-0.469709,0.016832
-0.472891,0.022881
-0.474543,0.027997
-0.473857,0.030623
-0.469589,0.035148
-0.463178,0.040794
-0.456810,0.047147
-0.451632,0.053323
-0.449225,0.059735
-0.446634,0.064284
-0.443522,0.067396
-0.442187,0.069251
-0.439434,0.067531
-0.438448,0.066995
-0.436521,0.066042
-0.436741,0.062507
-0.438825,0.061043
-0.442238,0.060638
-0.444296,0.056408
-0.445326,0.051680
-0.447700,0.045926
-0.450143,0.040942
-0.452347,0.036837
-0.457118,0.035702
-0.459843,0.035601
-0.461994,0.038846
-0.462208,0.040055
-0.462733,0.040691
-0.464722,0.041591
-0.465843,0.043119
-0.470014,0.045319
-0.473128,0.046460
-0.476158,0.046048
-0.478787,0.048428
-0.479462,0.048844
-0.480855,0.049787
-0.481274,0.048880
-0.482279,0.050072
-0.483601,0.053787
-0.486357,0.056598
-0.490254,0.060879
-0.490200,0.059635
-0.489366,0.057255
-0.489913,0.055645
-0.489546,0.055677
-0.489607,0.055890
-0.487520,0.055596
-0.483214,0.055488
-0.477705,0.054988
-0.473109,0.055151
-0.469353,0.056814
-0.466785,0.055007
-0.463371,0.053152
-0.459451,0.053294
-0.457667,0.057063
-0.453388,0.060941
-0.448684,0.062228
-0.441941,0.064244
-0.435548,0.067861
-0.431767,0.071859
-0.429054,0.075895
-0.432357,0.080674
-0.435035,0.085109
-0.435221,0.088514
-0.436580,0.090002
-0.439237,0.088074
-0.440638,0.085443
-0.444233,0.081465
-0.448205,0.075561
-0.452044,0.070824
-0.459875,0.068349
-0.467721,0.064683
-0.471861,0.057485
-0.474882,0.050941
-0.479831,0.043286
-0.484759,0.036996
-0.492217,0.031544
-0.499016,0.027906
-0.503883,0.021318
-0.509911,0.014365
-0.513794,0.006972
-0.515914,0.003155
-0.517182,0.001153
-0.516131,0.002132
-0.513931,0.002511
-0.510092,0.005848
-0.508728,0.007471
-0.506714,0.010836
-0.503913,0.014247
-0.497976,0.016689
-0.493228,0.018145
-0.489277,0.019117
-0.485572,0.022834
-0.481263,0.026749
-0.478486,0.030847
-0.474356,0.033565
-0.473122,0.036721
-0.471041,0.036462
-0.467449,0.034589
-0.464284,0.032987
-0.462628,0.030277
-0.465627,0.030471
-0.470752,0.030897
-0.476541,0.030718
-0.479979,0.027693
-0.486159,0.024760
-0.493562,0.021171
-0.501349,0.018013
-0.509601,0.016326
-0.518729,0.015568
-0.527206,0.010967
-0.534791,0.008548
-0.540095,0.007057
-0.545448,0.008382
-0.548302,0.011156
-0.551534,0.015250
-0.554311,0.020323
-0.551965,0.025680
-0.550572,0.032507
-0.549085,0.040132
-0.545034,0.049587
-0.542168,0.059700
-0.538556,0.067282
-0.534873,0.075720
-0.527512,0.081071
-0.523046,0.086555
-0.519610,0.087534
-0.514921,0.087018
-0.511521,0.086976
-0.509558,0.084973
-0.507040,0.080324
-0.505654,0.073330
-0.505673,0.067963
-0.505369,0.063256
-0.503629,0.053970
-0.503283,0.046587
-0.502080,0.038793
-0.501861,0.033671
-0.500567,0.029075
-0.499444,0.025964
-0.497302,0.022885
-0.495708,0.018440
-0.496577,0.019573
-0.495410,0.016672
-0.497110,0.014705
-0.498768,0.014868
-0.498082,0.014992
-0.497749,0.015504
-0.498070,0.014599
-0.501300,0.015905
-0.503971,0.019467
-0.504889,0.020552
-0.504208,0.022448
-0.506079,0.022629
-0.506911,0.022947
-0.509440,0.023321
-0.512784,0.025546
-0.517074,0.028667
-0.520601,0.033015
-0.523997,0.036439
-0.528938,0.040984
-0.530879,0.043413
-0.538747,0.045761
-0.544984,0.048856
-0.550677,0.049446
-0.561849,0.051795
-0.570949,0.052215
-0.579820,0.052308
-0.586823,0.055844
-0.593837,0.059665
-0.597020,0.063085
-0.600180,0.064475
-0.601900,0.064316
-0.605982,0.066531
-0.608119,0.063152
-0.606635,0.058379
-0.607592,0.054863
-0.606504,0.051410
-0.606410,0.048336
-0.603615,0.044056
-0.596922,0.037464
-0.590768,0.033431
-0.585027,0.029229
-0.579669,0.025049
-0.571513,0.020956
-0.563513,0.018248
-0.553557,0.018290
-0.544120,0.016247
-0.535781,0.016056
-0.527553,0.016295
-0.518949,0.016711
-0.512737,0.018732
-0.508046,0.022861
-0.503854,0.024952
-0.501525,0.027839
-0.499878,0.027412
-0.500337,0.026005
-0.501302,0.024069
-0.505696,0.024787
-0.506345,0.024441
-0.507870,0.023725
-0.510322,0.027681
-0.512053,0.032534
-0.515509,0.035802
-0.521106,0.038777
-0.524809,0.041887
-0.530497,0.042188
-0.536821,0.041757
-0.542360,0.037910
-0.548118,0.034599
-0.555998,0.030341
-0.563552,0.027597
-0.570224,0.028102
-0.575841,0.027203
-0.578892,0.024596
-0.580917,0.019919
-0.580449,0.015739
-0.579262,0.014263
-0.574843,0.015388
-0.570511,0.019141
-0.565361,0.023292
-0.558240,0.025238
-0.551449,0.026214
-0.548032,0.027550
-0.547011,0.030473
-0.545604,0.031534
-0.543653,0.031261
-0.541160,0.029766
-0.539462,0.028138
-0.539372,0.026904
-0.537815,0.025210
-0.538498,0.024774
-0.538893,0.023971
-0.539868,0.023485
-0.536485,0.023365
-0.531841,0.023661
-0.529405,0.025449
-0.523731,0.026511
-0.517991,0.026386
-0.516423,0.030859
-0.515079,0.034881
-0.511895,0.038125
-0.509227,0.041259
-0.506427,0.047408
-0.503414,0.053998
-0.499892,0.061909
-0.498361,0.068320
-0.496701,0.072581
-0.496494,0.076625
-0.497378,0.082939
-0.497661,0.087952
-0.497378,0.091901
-0.500587,0.093552
-0.503643,0.092817
-0.505272,0.089463
-0.508043,0.091637
-0.510336,0.091858
-0.509988,0.089091
-0.507438,0.086424
-0.505328,0.084677
-0.504453,0.084532
-0.504926,0.084982
-0.503688,0.083558
-0.500148,0.081737
-0.495958,0.076653
-0.493774,0.073623
-0.490768,0.070776
-0.488773,0.068714
-0.485140,0.069268
-0.481117,0.067022
-0.478566,0.066063
-0.472003,0.065356
-0.467585,0.065947
-0.464280,0.067286
-0.462714,0.069432
-0.464510,0.075544
-0.466724,0.083209
-0.468525,0.088035
-0.470139,0.092633
-0.473194,0.099124
-0.477255,0.103247
-0.481790,0.105017
-0.486554,0.107259
-0.490137,0.108488
-0.491167,0.109857
-0.491460,0.112328
-0.495354,0.112341
-0.500366,0.110572
-0.500739,0.107894
-0.500902,0.105936
-0.500494,0.102217
-0.498421,0.096537
-0.500519,0.092737
-0.501012,0.091561
-0.499065,0.090305
-0.495515,0.088432
-0.492431,0.088260
-0.486717,0.087762
-0.479941,0.083751
-0.472607,0.079966
-0.464863,0.078483
-0.458761,0.079250
-0.450193,0.082694
-0.441124,0.086545
-0.434322,0.094754
-0.425691,0.099810
-0.416949,0.103134
-0.411301,0.108256
-0.406443,0.114400
-0.401916,0.119306
-0.400040,0.121928
-0.401923,0.126683
-0.400991,0.130039
-0.400767,0.133156
-0.402039,0.139058
-0.402991,0.145320
-0.404102,0.149497
-0.403262,0.153902
-0.404080,0.158181
-0.407846,0.162252
-0.411674,0.166803
-0.416909,0.169492
-0.423458,0.169726
-0.430228,0.169004
-0.439087,0.168224
-0.444710,0.163875
-0.449541,0.162562
-0.453920,0.160499
-0.458179,0.156322
-0.460651,0.153098
-0.466184,0.150972
-0.468275,0.145174
-0.469513,0.139469
-0.472026,0.132561
-0.476811,0.125933
-0.483502,0.119948
-0.489507,0.116984
-0.492308,0.111395
-0.494051,0.106821
-0.497015,0.104204
-0.499524,0.100387
-0.502133,0.099355
-0.504963,0.099952
-0.505847,0.099037
-0.505909,0.100245
-0.508304,0.104372
-0.509435,0.103592
-0.510778,0.106241
-0.513790,0.108768
-0.514445,0.109392
-0.522234,0.115508
-0.530522,0.120813
-0.538187,0.124373
-0.541733,0.125465
-0.544895,0.126306
-0.548267,0.128641
-0.547239,0.127615
-0.545041,0.124825
-0.542474,0.121625
-0.541189,0.115594
-0.539094,0.106808
-0.535956,0.097641
-0.534566,0.088086
-0.532678,0.078775
-0.532157,0.071067
-0.527986,0.060823
-0.522747,0.051605
-0.517723,0.044960
-0.513870,0.040077
-0.509915,0.038773
-0.504401,0.035815
-0.498520,0.034411
-0.494792,0.034725
-0.488890,0.036612
-0.481289,0.037963
-0.476207,0.041666
-0.472239,0.046851
-0.469228,0.052132
-0.467532,0.059250
-0.468152,0.066847
-0.469105,0.073788
-0.470148,0.079814
-0.472107,0.086085
-0.476010,0.090693
-0.478230,0.094291
-0.479780,0.097658
-0.483339,0.105432
-0.485113,0.112594
-0.484269,0.117151
-0.484001,0.119461
-0.485967,0.123772
-0.489828,0.127866
-0.492820,0.129468
-0.495922,0.130569
-0.500202,0.128753
-0.502642,0.128328
-0.503492,0.125919
-0.502838,0.123189
-0.502713,0.119866
-0.502667,0.116866
-0.499572,0.113296
-0.495334,0.106757
-0.492654,0.102053
-0.490488,0.097014
-0.489983,0.094171
-0.489161,0.092040
-0.488380,0.090093
-0.485118,0.085400
-0.481774,0.080301
-0.480107,0.080169
-0.476642,0.079078
-0.473581,0.078613
-0.468292,0.078264
-0.466036,0.078194
-0.465394,0.080712
-0.466109,0.080438
-0.465128,0.079398
-0.465038,0.078825
-0.463732,0.080418
-0.462041,0.084042
-0.458768,0.085842
-0.456855,0.090052
-0.458006,0.096758
-0.453666,0.099301
-0.451010,0.103318
-0.447640,0.107378
-0.442276,0.110295
-0.437399,0.113650
-0.435234,0.116996
-0.435502,0.120458
-0.434045,0.121441
-0.433245,0.119780
-0.436197,0.120408
-0.438536,0.119233
-0.441575,0.118121
-0.442916,0.115502
-0.442325,0.111363
-0.444073,0.110938
-0.448605,0.109135
-0.452585,0.107114
-0.453913,0.106037
-0.456066,0.105420
-0.458277,0.104689
-0.460991,0.105012
-0.463680,0.105346
-0.465629,0.106226
-0.464046,0.107224
-0.461490,0.106063
-0.460625,0.104648
-0.458593,0.104937
-0.456156,0.102762
-0.453871,0.100883
-0.448605,0.099724
-0.444632,0.102793
-0.440864,0.105322
-0.436684,0.106553
-0.431649,0.104557
-0.427771,0.103055
-0.424582,0.104214
-0.423722,0.104365
-0.426486,0.106733
-0.425630,0.107375
-0.427451,0.103812
-0.425478,0.100996
-0.429062,0.101601
-0.433398,0.100642
-0.436234,0.098657
-0.440412,0.096488
-0.445753,0.091033
-0.451998,0.088058
-0.456419,0.083487
-0.460947,0.077649
-0.466320,0.079125
-0.470636,0.080019
-0.472721,0.079348
-0.474133,0.079321
-0.475212,0.082489
-0.474979,0.085039
-0.474192,0.088057
-0.471514,0.094469
-0.467626,0.097951
-0.464181,0.098043
-0.463984,0.097590
-0.466052,0.096608
-0.469590,0.097576
-0.470511,0.094718
-0.468055,0.087574
-0.465725,0.080280
-0.465987,0.072858
-0.467302,0.065264
-0.472252,0.060204
-0.475444,0.054954
-0.477275,0.052980
-0.478175,0.053618
-0.476669,0.053637
-0.474679,0.055349
-0.471710,0.058081
-0.469061,0.060781
-0.466092,0.060446
-0.463173,0.061286
-0.463259,0.060167
-0.462343,0.057646
-0.460868,0.061120
-0.459756,0.061203
-0.457754,0.063297
-0.456021,0.063899
-0.456898,0.065029
-0.460719,0.067442
-0.464181,0.069945
-0.465799,0.070697
-0.468707,0.074895
-0.471723,0.079602
-0.473476,0.081120
-0.474431,0.080915
-0.475819,0.081041
-0.477330,0.081887
-0.477561,0.085169
-0.478263,0.092957
-0.478233,0.095858
-0.477934,0.098579
-0.475210,0.099166
-0.471601,0.097525
-0.467636,0.096749
-0.465504,0.096872
-0.464066,0.097659
-0.460023,0.094896
-0.452998,0.089946
-0.450736,0.089159
-0.448017,0.088994
-0.443686,0.087443
-0.438564,0.086617
-0.433900,0.084916
-0.430076,0.084215
-0.425956,0.081884
-0.421951,0.081197
-0.418713,0.082102
-0.416525,0.082838
-0.414595,0.083858
-0.412645,0.086006
-0.410350,0.085621
-0.409080,0.087143
-0.408482,0.089170
-0.410642,0.093985
-0.413384,0.093719
-0.416108,0.093189
-0.416089,0.092362
-0.415912,0.091663
-0.415166,0.094668
-0.413739,0.094967
-0.411499,0.094372
-0.408312,0.092169
-0.406994,0.089579
-0.402733,0.084453
-0.401053,0.083615
-0.402075,0.084033
-0.402517,0.082333
-0.403688,0.080300
-0.408612,0.081842
-0.412293,0.084217
-0.415881,0.086154
-0.421138,0.090570
-0.427279,0.095923
-0.431261,0.100296
-0.433222,0.102043
-0.435414,0.104965
-0.440020,0.106870
-0.446931,0.107221
-0.453548,0.107119
-0.457693,0.106384
-0.463571,0.109571
-0.468252,0.110903
-0.471630,0.110778
-0.474936,0.109396
-0.476290,0.106106
-0.476723,0.099796
-0.477671,0.094706
-0.476767,0.090152
-0.473799,0.085878
-0.471275,0.082395
-0.469094,0.080140
-0.463025,0.077030
-0.455247,0.074341
-0.450415,0.076577
-0.444942,0.079730
-0.441471,0.086722
-0.435555,0.091231
-0.429953,0.091620
-0.426289,0.092656
-0.421558,0.096134
-0.416248,0.101651
-0.409707,0.110132
-0.403948,0.118543
-0.397655,0.129207
-0.389792,0.137569
-0.382840,0.144339
-0.373155,0.148083
-0.364686,0.151188
-0.357317,0.152993
-0.350179,0.155522
-0.344091,0.155335
-0.337008,0.153999
-0.333385,0.152488
-0.331081,0.151753
-0.328562,0.146595
-0.326648,0.142992
-0.324575,0.138538
-0.323411,0.132583
-0.326169,0.129827
-0.328693,0.126393
-0.331090,0.122025
-0.332910,0.116214
-0.335487,0.110346
-0.341417,0.104633
-0.350279,0.099579
-0.356974,0.093760
-0.366411,0.087585
-0.376574,0.083513
-0.386193,0.080949
-0.394529,0.079152
-0.400858,0.079191
-0.406329,0.079736
-0.412082,0.085695
-0.415453,0.090495
-0.417453,0.097892
-0.421621,0.104392
-0.424854,0.112049
-0.427157,0.118967
-0.426747,0.121478
-0.430155,0.129827
-0.430885,0.143099
-0.433023,0.153564
-0.432417,0.161038
-0.429975,0.167282
-0.425886,0.172992
-0.421788,0.178652
-0.417583,0.182382
-0.413891,0.183032
-0.413504,0.185280
-0.412053,0.184800
-0.409936,0.182921
-0.407313,0.180070
-0.405523,0.176065
-0.402346,0.172089
-0.400854,0.169031
-0.401875,0.168215
-0.403120,0.164361
-0.400216,0.159921
-0.400236,0.157213
-0.403819,0.152904
-0.403140,0.148115
-0.402872,0.140571
-0.405337,0.135094
-0.406871,0.129670
-0.407498,0.122106
-0.409258,0.116466
-0.410067,0.111370
-0.409646,0.104933
-0.409326,0.102613
-0.408576,0.099694
-0.407265,0.097217
-0.408491,0.094933
-0.408940,0.094768
-0.410972,0.094758
-0.411808,0.093847
-0.411499,0.093643
-0.410075,0.093337
-0.408215,0.093840
-0.407497,0.094345
-0.409616,0.095253
-0.413194,0.098204
-0.415048,0.100628
-0.418159,0.102579
-0.422785,0.108637
-0.426584,0.113128
-0.430497,0.117605
-0.432496,0.117973
-0.434482,0.119313
-0.437810,0.121386
-0.442925,0.120722
-0.448232,0.120447
-0.451235,0.116591
-0.451024,0.113476
-0.451684,0.109828
-0.452754,0.107708
-0.451597,0.105575
-0.447684,0.101357
-0.442818,0.098881
-0.436851,0.095952
-0.431897,0.095327
-0.429011,0.097021
-0.423302,0.096110
-0.414108,0.093350
-0.405856,0.091856
-0.400629,0.089981
-0.394462,0.090010
-0.389087,0.090709
-0.381682,0.089899
-0.374532,0.088698
-0.367635,0.086440
-0.361068,0.085143
-0.356697,0.083832
-0.354217,0.080094
-0.353674,0.075395
-0.357139,0.072665
-0.360810,0.072634
-0.363709,0.072880
-0.365579,0.070109
-0.368281,0.069441
-0.372622,0.069878
-0.377572,0.070283
-0.383204,0.072882
-0.387803,0.078705
-0.394186,0.085702
-0.401462,0.094182
-0.407253,0.102824
-0.413854,0.110415
-0.420294,0.116271
-0.430395,0.121810
-0.440042,0.126985
-0.445750,0.128971
-0.452625,0.132000
-0.457444,0.133165
-0.461288,0.134363
-0.464433,0.135320
-0.465158,0.130733
-0.463492,0.125682
-0.463192,0.123753
-0.459768,0.122500
-0.455432,0.122747
-0.449020,0.118158
-0.442169,0.113671
-0.434671,0.109116
-0.428077,0.104993
-0.422751,0.100554
-0.416646,0.098321
-0.413319,0.093725
-0.412724,0.094077
-0.412187,0.092562
-0.413059,0.094492
-0.415327,0.099607
-0.415599,0.103660
-0.416696,0.106760
-0.420197,0.110595
-0.422244,0.114471
-0.422784,0.114844
-0.425969,0.116936
-0.429964,0.120723
-0.434560,0.124695
-0.440129,0.129240
-0.443049,0.132186
-0.445239,0.135097
-0.449213,0.138950
-0.451527,0.140911
-0.452708,0.140584
-0.453868,0.140457
-0.455767,0.141473
-0.455480,0.141339
-0.455070,0.141269
-0.453211,0.142758
-0.450533,0.143657
-0.447335,0.143195
-0.442315,0.140658
-0.436783,0.137127
-0.435062,0.135977
-0.436119,0.136043
-0.437408,0.133676
-0.442169,0.129387
-0.446965,0.123664
-0.452273,0.117672
-0.458017,0.111420
-0.463799,0.105914
-0.468806,0.101331
-0.474113,0.096985
-0.476092,0.090406
-0.480979,0.090758
-0.486553,0.093079
-0.492336,0.098118
-0.494966,0.099762
-0.495138,0.100461
-0.497814,0.102900
-0.501257,0.103799
-0.506255,0.107358
-0.510908,0.113537
-0.513634,0.119381
-0.514874,0.124501
-0.512223,0.125873
-0.509546,0.131033
-0.506830,0.139568
-0.505287,0.147332
-0.503410,0.152607
-0.499020,0.155837
-0.494908,0.159645
-0.490730,0.164130
-0.484962,0.164250
-0.478610,0.164694
-0.474986,0.162757
-0.470780,0.159182
-0.467984,0.154084
-0.465758,0.147870
-0.462851,0.142918
-0.461970,0.137676
-0.462209,0.131816
-0.461856,0.126220
-0.459901,0.124269
-0.458607,0.122347
-0.457258,0.119987
-0.455959,0.120061
-0.453539,0.121565
-0.451193,0.124357
-0.449468,0.127921
-0.448860,0.130800
-0.448056,0.133894
-0.449075,0.137822
-0.451657,0.141208
-0.455046,0.142788
-0.457397,0.142814
-0.462689,0.144564
-0.468094,0.147392
-0.471517,0.142971
-0.473924,0.137524
-0.477015,0.133198
-0.477542,0.128246
-0.479338,0.125036
-0.480849,0.122728
-0.482457,0.117808
