t,temperature,ConvEKinTemp(ekin),sum_mom_xy,sum_vel[0],sum_vel[1],sum_vel[2],sum_vel_up[0],sum_vel_up[1],sum_vel_up[2],sum_vel_dw[0],sum_vel_dw[1],sum_vel_dw[2],sum_fup[0],sum_fup[1],sum_fup[2],sum_fdw[0],sum_fdw[1],sum_fdw[2]
0.000000,295.000000,0.000000,-62.677509,3.936550,20.388889,-23.430412,-7.898677,23.374876,-32.989351,11.835227,-2.985987,9.558939,696.378743,1117.507667,40.595957,935.962594,245.008404,-767.863870
2.000000,295.000000,205.766823,-63.127714,-20.189951,35.629549,26.966391,-38.261371,4.197742,10.581597,18.071420,31.431807,16.384794,1127.454059,1679.158831,139.232016,1508.273396,825.796775,-990.447361
4.000000,295.000000,180.773099,-43.733718,-38.512071,37.664427,46.116990,-44.714082,6.180827,27.355245,6.202011,31.483601,18.761745,1214.396469,1774.359279,68.765573,1769.061574,1053.661045,-1150.655174
6.000000,295.000000,123.066649,2.819757,-37.374631,15.988896,13.805950,-14.668422,29.112035,-0.570627,-22.706210,-13.123139,14.376577,877.691552,1325.705214,-205.357394,1670.943370,889.730058,-1155.717596
8.000000,295.000000,172.165304,40.699541,-33.555208,-0.152303,-4.621777,9.218622,40.790669,-15.882058,-42.773830,-40.942972,11.260280,117.298608,472.158153,-600.017204,1241.591295,446.376947,-1068.077919
10.000000,295.000000,173.291686,43.239916,-37.850385,6.861547,31.107097,-4.703406,20.147199,20.295359,-33.146979,-13.285652,10.811738,-930.792061,-499.874057,-972.701391,578.690416,-90.067582,-1007.823550
12.000000,295.000000,163.485206,35.412138,-30.702372,14.112816,69.495712,-21.310023,2.250809,53.240517,-9.392348,11.862007,16.255195,-1985.255299,-1308.629047,-1227.510544,-167.917170,-575.434190,-973.998400
14.000000,295.000000,163.290499,39.893339,1.426711,1.301157,52.320812,-2.549908,8.280122,36.175860,3.976619,-6.978965,16.144952,-2688.760851,-1768.271117,-1340.031900,-818.992872,-941.054602,-884.248941
16.000000,295.000000,144.379354,41.042952,29.784401,-16.052397,11.012460,26.863818,21.156892,3.849637,2.920583,-37.209289,7.162824,-2747.051692,-1785.815751,-1308.406143,-1249.098260,-1154.183615,-749.142669
18.000000,295.000000,177.043929,25.303589,25.296358,-14.096580,15.259880,18.414824,8.768006,12.120046,6.881534,-22.864586,3.139835,-2057.958732,-1363.112463,-1149.852220,-1432.162465,-1204.995140,-669.264185
20.000000,295.000000,146.021626,4.296905,6.093539,0.721220,56.255206,-12.770500,-13.051128,43.155303,18.864039,13.772348,13.099904,-760.784805,-629.333467,-946.748433,-1360.131563,-1129.734742,-661.826614
22.000000,295.000000,179.523448,-6.130910,-5.064512,-0.675903,60.396821,-20.394294,-11.303396,37.928800,15.329782,10.627494,22.468021,809.327136,189.261927,-818.873220,-1028.608472,-980.282761,-645.658220
24.000000,295.000000,151.363984,-3.311288,-13.403475,-23.833597,14.357601,-1.102504,8.153238,1.711038,-12.300971,-31.986834,12.646563,2217.823768,880.264897,-817.724274,-504.481871,-768.758489,-618.133633
26.000000,295.000000,164.846833,2.861003,-25.869440,-36.702109,-10.236065,3.922371,5.756292,-3.336967,-29.791811,-42.458401,-6.899098,3062.637034,1310.889289,-893.378901,70.151032,-486.160227,-682.729668
28.000000,295.000000,155.250875,1.304490,-34.129695,-19.326352,22.222045,-20.576855,-14.300328,32.053348,-13.552840,-5.026024,-9.831303,3143.238619,1401.859007,-977.608971,556.090246,-173.356051,-855.354308
30.000000,295.000000,174.737003,-12.806058,-25.604878,3.512235,54.266054,-37.381428,-17.936387,48.294984,11.776551,21.448622,5.971070,2509.196540,1104.485612,-1047.057148,870.792350,60.890822,-986.845537
32.000000,295.000000,167.532528,-32.232953,-0.268008,2.525749,36.776404,-17.393080,-0.248384,19.147525,17.125072,2.774133,17.628879,1397.188322,449.287910,-1080.847902,956.078056,112.335172,-951.263624
34.000000,295.000000,160.001153,-39.650638,21.797795,-8.247941,9.046443,11.768289,9.370932,-3.178153,10.029506,-17.618873,12.224596,119.517324,-421.498746,-1028.636339,783.469979,-44.742737,-795.552728
36.000000,295.000000,160.968263,-34.805580,28.272939,4.966057,22.567254,6.806611,3.394634,17.028689,21.466328,1.571423,5.538565,-1049.063467,-1315.520918,-880.875535,393.428907,-356.814109,-620.095842
38.000000,295.000000,165.985568,-29.121303,31.705582,35.365862,55.100238,-9.507827,3.615195,39.735542,41.213410,31.750668,15.364696,-1920.259946,-2057.081923,-718.720953,-67.403197,-731.573766,-427.712040
40.000000,295.000000,159.942709,-15.185052,29.778153,39.741486,55.643696,-4.527541,16.895951,27.462044,34.305693,22.845535,28.181652,-2361.868652,-2482.977538,-633.863994,-436.238601,-1057.377794,-208.928430
42.000000,295.000000,148.944939,8.160590,2.901447,9.416237,28.098694,10.453632,23.634138,7.114815,-7.552185,-14.217901,20.983880,-2318.762820,-2435.905078,-626.791531,-645.042214,-1233.723099,-67.082142
44.000000,295.000000,135.487254,24.878523,-42.331406,-12.037222,17.775870,-3.721339,13.813955,14.992740,-38.610067,-25.851177,2.783129,-1808.405150,-1846.264537,-632.521906,-717.624533,-1234.054119,-111.019699
46.000000,295.000000,163.079269,28.337343,-72.956141,-2.908021,37.974166,-44.188494,5.772944,34.919295,-28.767648,-8.680964,3.054871,-930.269672,-842.618676,-619.769548,-700.440071,-1142.049305,-272.865296
48.000000,295.000000,165.366174,13.938687,-74.221831,1.606785,54.233138,-64.470710,9.186190,29.316941,-9.751121,-7.579406,24.916197,136.668460,259.270155,-597.269677,-655.339635,-1092.045468,-377.102976
50.000000,295.000000,181.403433,-23.467484,-64.207460,-23.099410,41.392487,-52.535170,9.955060,3.184135,-11.672290,-33.054470,38.208352,1104.809659,1107.540396,-541.683662,-655.654595,-1166.411439,-368.939033
52.000000,295.000000,172.616507,-61.827509,-56.324720,-41.276657,20.884343,-38.558000,-0.238682,-7.398536,-17.766720,-41.037974,28.282879,1645.156669,1451.613409,-407.260687,-774.609908,-1357.038497,-336.966283
54.000000,295.000000,176.740945,-78.608493,-36.613373,-15.046491,25.640389,-41.008615,-2.768898,5.641338,4.395242,-12.277593,19.999052,1501.647950,1183.872007,-216.594997,-1002.676588,-1605.264947,-319.706555
56.000000,295.000000,165.136729,-80.134206,1.486931,29.809676,52.970224,-37.911113,12.776322,19.598434,39.398044,17.033354,33.371790,627.814821,365.813199,-61.040929,-1253.909206,-1843.304569,-259.479714
58.000000,295.000000,165.566278,-72.773724,30.886599,42.341336,68.929454,-13.470488,27.462940,21.760420,44.357087,14.878396,47.169034,-748.128836,-737.399040,14.286677,-1426.445498,-2002.033353,-173.458594
60.000000,295.000000,169.704710,-49.128050,25.325839,24.439477,57.806362,10.587841,22.589326,22.208666,14.737998,1.850151,35.597696,-2200.320492,-1717.495485,58.767525,-1478.664960,-2029.488682,-198.930255
62.000000,295.000000,155.846662,-11.253312,0.058670,23.446571,41.778765,5.889999,12.394219,25.227936,-5.831329,11.052352,16.550828,-3238.120561,-2219.267651,127.566655,-1383.934046,-1925.836215,-397.350273
64.000000,295.000000,162.333210,24.474929,-9.797868,49.390388,43.627663,-17.342426,19.686746,20.999931,7.544558,29.703642,22.627732,-3467.239952,-2108.083903,206.435818,-1115.250967,-1751.776650,-650.505620
66.000000,295.000000,148.522876,46.716931,-4.814156,52.556304,55.555296,-25.159795,28.754621,10.231890,20.345639,23.801684,45.323406,-2766.857199,-1465.327314,262.101494,-695.896189,-1572.882733,-836.971077
68.000000,295.000000,173.333983,48.996829,-17.923081,8.885420,57.796422,-16.048009,14.426522,7.025330,-1.875072,-5.541102,50.771092,-1345.216790,-481.101844,313.726335,-223.908254,-1403.364451,-981.769119
70.000000,295.000000,158.971287,32.255969,-46.853569,-24.949684,48.151858,-17.189333,-6.612449,12.771938,-29.664236,-18.337235,35.379920,393.796349,612.061522,397.722960,190.178727,-1215.830350,-1140.609051
72.000000,295.000000,168.144385,10.442294,-46.052649,-0.656336,40.312733,-33.933412,1.654053,15.738749,-12.119238,-2.310389,24.573984,1996.923548,1574.854195,504.427634,470.568126,-989.872352,-1259.211083
74.000000,295.000000,151.074400,-6.647103,-6.152807,37.027242,48.349046,-36.604762,25.681583,20.775617,30.451955,11.345659,27.573429,3107.405524,2231.803261,604.121383,569.695732,-742.968428,-1268.649276
76.000000,295.000000,182.678025,-19.837119,21.804815,28.512456,68.407233,-14.527698,25.143222,37.627682,36.332513,3.369234,30.779552,3575.235189,2533.392049,703.623439,425.336838,-537.584184,-1220.672132
78.000000,295.000000,162.825416,-27.291267,7.137080,2.373823,76.288723,3.090958,7.536069,54.536428,4.046122,-5.162247,21.752295,3444.626791,2524.732146,820.653772,13.091807,-469.790505,-1200.298493
80.000000,295.000000,173.407575,-31.777274,-10.495033,19.368141,61.270165,-3.893139,3.415211,49.966319,-6.601894,15.952930,11.303846,2866.759923,2255.191131,916.251503,-627.073988,-634.792604,-1159.384607
82.000000,295.000000,155.314420,-44.697983,4.726782,62.983424,47.452532,-22.092687,27.127435,30.134368,26.819468,35.855989,17.318164,2016.590643,1752.694354,917.292142,-1375.603872,-1060.532908,-975.459982
84.000000,295.000000,178.770812,-56.581966,18.549504,66.385012,59.986126,-20.974165,36.493412,25.965641,39.523669,29.891600,34.020484,1061.710009,1077.287594,807.801983,-2090.523255,-1649.628787,-659.715477
86.000000,295.000000,171.388661,-50.755154,-7.044766,21.301644,81.202219,-10.139849,11.193052,39.693419,3.095083,10.108593,41.508800,155.162969,352.682670,644.130284,-2642.544843,-2195.265156,-366.909929
88.000000,295.000000,184.160502,-40.364913,-37.930535,-7.883540,76.958366,-6.859747,-9.964087,39.005152,-31.070788,2.080547,37.953214,-553.221421,-260.184159,483.445713,-2901.569157,-2474.980676,-193.701224
90.000000,295.000000,171.543605,-50.200705,-24.315041,14.087930,51.881963,-19.824898,5.942200,18.957748,-4.490144,8.145730,32.924215,-908.252058,-594.735055,356.956184,-2801.772320,-2357.122515,-112.837463
92.000000,295.000000,164.138703,-70.515791,12.455710,40.158897,50.839642,-29.859985,27.495171,18.111349,42.315695,12.663726,32.728293,-787.307400,-503.122298,311.513659,-2376.169903,-1849.297015,-127.161957
94.000000,295.000000,164.087460,-71.541939,20.481417,22.845696,87.865786,-18.194937,13.233265,49.417668,38.676354,9.612430,38.448118,-150.824116,74.261202,399.757426,-1741.804102,-1083.524569,-310.624393
96.000000,295.000000,150.795604,-57.090223,2.198138,-5.743024,109.941872,1.689589,-14.662770,68.256071,0.508549,8.919746,41.685801,872.770269,1013.294258,597.029338,-1021.259690,-267.033162,-640.953646
98.000000,295.000000,189.016133,-59.066123,-1.410564,6.324253,77.509673,0.946688,-10.357247,46.718149,-2.357252,16.681500,30.791524,1979.911085,2005.569729,783.423003,-302.211696,395.810752,-945.640804
100.000000,295.000000,167.291641,-81.349983,16.259798,40.367279,36.821618,-16.540925,15.124472,23.273471,32.800723,25.242807,13.548146,2779.188714,2696.156746,848.519619,335.009663,791.216055,-1104.195228
102.000000,295.000000,183.484642,-91.484767,19.387548,38.151396,45.883410,-19.490722,15.423337,35.244594,38.878269,22.728059,10.638816,2934.231949,2847.023134,777.072142,821.984417,926.639268,-1182.010782
104.000000,295.000000,140.982592,-74.104144,-7.437980,-3.423218,70.041884,-2.444897,-10.955794,50.275355,-4.993083,7.532577,19.766529,2321.967329,2420.876346,611.439497,1108.259203,893.482584,-1279.411645
106.000000,295.000000,189.489686,-50.781458,-24.396454,-25.514468,47.495826,9.500040,-20.929875,25.558572,-33.896494,-4.584593,21.937254,1120.278379,1581.637554,386.383527,1204.936602,793.773798,-1362.923147
108.000000,295.000000,168.359865,-51.254644,1.604913,-5.104047,1.516005,1.682697,-2.659899,-10.940881,-0.077784,-2.444148,12.456886,-254.571930,643.622794,150.203451,1130.780385,692.572166,-1364.853336
110.000000,295.000000,202.751067,-70.548303,37.368916,6.892856,3.947641,-10.254035,12.334932,-8.875848,47.622950,-5.442076,12.823489,-1297.997625,-28.011991,-2.183701,902.299179,609.782228,-1342.604520
112.000000,295.000000,171.813048,-70.888299,42.850001,-18.244503,59.150802,-2.094855,-5.143644,30.004718,44.944857,-13.100860,29.146084,-1628.385471,-180.397866,-1.693679,568.170494,525.337011,-1390.382267
114.000000,295.000000,179.580402,-39.679647,34.706795,-35.361792,96.217514,18.507344,-17.878917,42.988000,16.199451,-17.482875,53.229514,-1147.004310,209.550131,107.346532,232.055935,390.655893,-1460.516490
116.000000,295.000000,169.563212,-13.408942,43.748445,-9.120465,76.225393,18.948448,-3.479231,18.940711,24.799997,-5.641234,57.284682,-66.067257,954.741498,207.907600,6.497014,177.060663,-1435.538926
118.000000,295.000000,165.493355,-21.629975,60.166120,24.998187,50.102264,0.496947,17.175192,12.889596,59.669173,7.822995,37.212669,1210.369018,1781.201731,227.406248,-82.715842,-79.914506,-1335.606052
120.000000,295.000000,176.293411,-35.462711,49.521152,18.447837,72.208436,-11.004154,12.451735,45.839850,60.525306,5.996102,26.368586,2274.635680,2447.631531,171.843368,-96.948146,-301.894584,-1289.638523
122.000000,295.000000,161.934929,-19.008293,7.992084,-18.698178,104.341955,2.308041,-5.142341,58.851055,5.684043,-13.555837,45.490900,2845.043724,2806.928188,60.595452,-105.363136,-440.433628,-1310.469887
124.000000,295.000000,180.548760,-0.089416,-27.612127,-35.286700,83.784126,3.864428,-7.283950,24.697594,-31.476555,-28.002750,59.086532,2859.282904,2811.557778,-104.166968,-158.945318,-515.463662,-1275.235738
126.000000,295.000000,151.580594,-20.888927,-36.078169,-22.424240,32.124710,-29.076322,2.745267,-8.354127,-7.001847,-25.169507,40.478838,2411.755544,2495.320300,-286.542132,-285.773160,-585.002620,-1140.665915
128.000000,295.000000,188.333439,-56.450670,-38.959408,-22.186332,18.426337,-65.911626,0.169064,7.388004,26.952218,-22.355396,11.038333,1637.634492,1928.247036,-412.191783,-484.775317,-702.189053,-1002.277981
130.000000,295.000000,164.702178,-62.106027,-50.599275,-41.261128,53.757308,-65.390446,-7.472890,40.101949,14.791172,-33.788237,13.655359,634.549304,1148.970214,-460.896852,-672.005906,-892.894262,-900.485134
132.000000,295.000000,174.582995,-51.233547,-51.051928,-31.383798,83.222752,-40.877033,2.005827,40.690712,-10.174895,-33.389626,42.532040,-572.366027,156.573319,-505.172178,-694.109904,-1135.451890,-742.617188
134.000000,295.000000,158.959571,-57.034407,-23.415034,27.452216,73.470425,-37.220114,29.100995,23.418032,13.805080,-1.648779,50.052394,-1951.715362,-1014.012375,-621.285246,-420.733704,-1336.514821,-497.727042
136.000000,295.000000,186.463112,-72.578770,15.014406,87.596974,59.170054,-45.670958,48.003154,34.514029,60.685364,39.593820,24.656024,-3351.664802,-2203.473506,-804.520759,138.391411,-1364.080925,-308.366531
138.000000,295.000000,198.294712,-70.574170,33.640045,103.764043,75.659619,-26.720138,53.772331,61.188180,60.360183,49.991713,14.471439,-4486.673222,-3138.205048,-995.111553,888.137739,-1145.984421,-294.679085
140.000000,295.000000,197.327465,-51.675587,24.454183,92.668925,92.520161,10.553081,61.239666,48.735745,13.901102,31.429259,43.784417,-5024.240847,-3543.436225,-1145.346060,1700.810823,-738.119621,-373.937633
142.000000,295.000000,185.121134,-44.677275,-1.833436,88.881790,70.469880,14.096862,65.926489,1.910236,-15.930298,22.955302,68.559644,-4749.364169,-3284.843751,-1229.529679,2458.359935,-279.796286,-397.669080
144.000000,295.000000,173.976368,-60.916210,-33.262866,84.933078,32.503466,-26.082718,50.886747,-17.535884,-7.180149,34.046331,50.039350,-3688.607083,-2446.892552,-1222.270723,3007.613369,94.351100,-350.441790
146.000000,295.000000,178.241845,-69.573116,-59.838904,53.075466,22.424663,-60.994297,16.568471,4.807171,1.155393,36.506995,17.617492,-2167.830080,-1324.957438,-1123.674625,3258.138270,289.426361,-282.089037
148.000000,295.000000,170.605653,-49.517206,-76.622531,2.829589,43.581269,-52.759168,-3.853787,21.684869,-23.863363,6.683376,21.896399,-692.900537,-324.273628,-1000.786074,3188.602900,254.644611,-148.725661
150.000000,295.000000,175.266634,-29.603295,-82.545783,-21.670527,70.081816,-37.315715,-2.753156,15.905796,-45.230068,-18.917371,54.176020,250.345591,202.595853,-948.979571,2851.723025,3.079910,109.477794
152.000000,295.000000,191.408524,-33.548759,-73.589015,-1.367860,82.689920,-49.310383,-3.279328,23.574234,-24.278631,1.911468,59.115686,407.605373,112.324276,-1003.844553,2282.633920,-389.930796,386.509165
154.000000,295.000000,176.599745,-43.989018,-45.725595,25.853578,87.395593,-58.408266,-10.433732,58.209142,12.682671,36.287310,29.186452,-132.295861,-467.416112,-1122.026245,1479.655382,-840.329849,489.199717
156.000000,295.000000,174.704705,-43.613471,-4.906676,26.201632,99.887890,-20.736782,-6.248700,79.639134,15.830106,32.450332,20.248756,-994.205167,-1212.408245,-1239.787060,499.410330,-1307.790903,394.300527
158.000000,295.000000,167.760215,-35.703860,29.370380,20.141520,114.448113,32.417025,19.600659,63.240732,-3.046645,0.540861,51.207381,-1771.365228,-1770.559617,-1312.042902,-514.552140,-1777.663153,266.786149
160.000000,295.000000,198.964704,-31.687197,33.862100,34.249810,108.625009,42.054694,35.083179,41.429077,-8.192593,-0.833369,67.195933,-2153.370236,-1919.910861,-1296.185951,-1379.703653,-2198.859146,212.398913
162.000000,295.000000,188.851591,-37.242955,11.050093,49.008075,79.869328,9.436120,16.374024,45.315660,1.613973,32.634051,34.553668,-2056.597843,-1642.843727,-1158.400676,-1913.886481,-2474.309729,178.509693
164.000000,295.000000,182.394747,-33.595725,-11.017734,31.777728,47.617587,-11.155315,-9.730182,49.357839,0.137581,41.507910,-1.740253,-1594.827791,-1101.015138,-926.568331,-1990.412121,-2507.443928,115.978393
166.000000,295.000000,170.931568,-9.477941,-16.018527,-3.458744,34.957569,1.531949,-4.970663,26.554514,-17.550477,1.511919,8.403056,-983.341360,-525.123011,-690.444083,-1557.589530,-2242.116673,57.881673
168.000000,295.000000,187.029521,-0.390569,-16.490144,-15.230917,50.848648,4.488832,7.236067,5.448785,-20.978976,-22.466984,45.399863,-407.988832,-81.921220,-519.181038,-720.238606,-1676.177164,-23.491756
170.000000,295.000000,208.694578,-26.727399,-26.189891,-1.086411,75.674339,-31.497508,-6.173036,21.000586,5.307617,5.086624,54.673754,66.547016,192.316511,-410.677489,251.450169,-880.054727,-271.567198
172.000000,295.000000,179.239139,-51.103149,-28.487095,7.025283,83.107329,-58.136420,-26.707975,46.895804,29.649325,33.733258,36.211526,460.868898,354.769415,-332.343534,1057.839496,-12.672978,-745.982901
174.000000,295.000000,195.234930,-49.874965,2.042746,1.001396,79.117503,-25.997644,-11.716792,41.961541,28.040390,12.718188,37.155962,779.945675,474.486046,-268.797862,1535.796010,709.890940,-1280.972133
176.000000,295.000000,167.293552,-46.634667,46.594912,0.296728,89.148055,28.787088,21.189085,27.920546,17.807824,-20.892357,61.227509,965.766721,572.769340,-212.457250,1667.971311,1113.291308,-1658.695688
178.000000,295.000000,192.548361,-51.105531,53.043116,13.465189,111.294688,33.174880,27.801590,44.729834,19.868236,-14.336401,66.564854,921.987522,615.107911,-144.971905,1522.584118,1139.996363,-1828.064450
180.000000,295.000000,156.034983,-41.672425,11.690146,22.771788,108.655291,-6.241328,4.240238,73.387305,17.931474,18.531550,35.267985,595.829277,539.416791,-60.960155,1211.961861,852.713976,-1853.613657
182.000000,295.000000,195.137921,-13.627896,-24.046983,4.468475,61.735282,-24.023019,-10.947823,57.166282,-0.023964,15.416298,4.569001,40.143114,306.986168,1.725070,865.966885,395.220849,-1743.710861
184.000000,295.000000,175.502643,5.457718,-17.545680,-26.058772,16.345946,-5.112643,3.997973,6.705005,-12.433037,-30.056745,9.640941,-566.912713,-38.919249,-3.420845,584.218770,-49.702582,-1485.084889
186.000000,295.000000,191.946967,-3.138041,-5.302115,-27.677310,32.890470,-0.729778,18.766259,-3.278695,-4.572336,-46.443569,36.169165,-960.714540,-349.745948,-62.723839,371.876795,-313.973631,-1194.974048
188.000000,295.000000,166.202695,-24.863841,-23.378366,-2.754848,86.292101,-37.805888,5.842047,36.753989,14.427521,-8.596895,49.538112,-889.727592,-435.547677,-110.111982,184.627578,-312.192968,-1062.795613
190.000000,295.000000,174.217569,-34.690297,-34.307118,9.911769,102.777169,-60.834946,-9.378739,55.347298,26.527828,19.290507,47.429870,-254.702746,-183.376891,-107.529511,41.543546,-79.780551,-1119.999697
192.000000,295.000000,196.164738,-34.769616,1.446981,4.774478,82.493545,-30.582504,11.267963,27.521239,32.029484,-6.493485,54.972306,793.147376,370.578174,-77.843001,42.491753,265.882439,-1213.729879
194.000000,295.000000,192.520749,-48.712561,47.389028,12.222893,89.787448,8.517194,46.580453,18.522998,38.871834,-34.357560,71.264451,1943.910228,1065.940239,-51.147955,272.069715,611.902674,-1230.982732
196.000000,295.000000,201.131858,-76.434129,45.532715,37.887951,130.818464,2.579410,46.851783,60.970732,42.953304,-8.963832,69.847732,2852.324340,1696.183936,-21.355188,716.550820,889.417335,-1197.051277
198.000000,295.000000,176.531757,-87.639824,0.507654,50.370824,134.970508,-27.604102,20.490673,90.460481,28.111756,29.880151,44.510026,3279.402004,2088.267240,19.179593,1289.354523,1051.346610,-1125.770787
200.000000,295.000000,198.594602,-70.161942,-34.834183,32.562624,67.200162,-30.708600,17.596163,51.010400,-4.125583,14.966461,16.189762,3156.843609,2163.419358,44.930040,1852.948566,1058.304164,-945.602709
202.000000,295.000000,164.965666,-52.390246,-40.787023,8.065731,-6.320875,-12.579094,42.596606,-9.060763,-28.207929,-34.530875,2.739888,2591.550408,1958.703324,36.257073,2254.281009,910.749474,-663.140549
204.000000,295.000000,198.034495,-61.387284,-50.179964,-3.557983,-5.014921,-18.738205,39.723472,-6.071877,-31.441759,-43.281455,1.056956,1802.655851,1595.308726,16.434134,2355.138215,665.050958,-444.324857
206.000000,295.000000,182.337616,-81.863070,-74.005781,-15.279242,41.172397,-55.110845,-1.473022,38.319685,-18.894936,-13.806219,2.852711,1041.700986,1205.761181,13.759374,2147.660594,398.885697,-412.715339
208.000000,295.000000,203.648359,-71.793606,-77.730144,-35.144910,50.316908,-64.522561,-29.654996,41.461821,-13.207583,-5.489915,8.855087,485.858926,881.821121,16.665862,1795.580140,169.850591,-487.503278
210.000000,295.000000,172.952724,-29.306545,-42.827271,-43.962744,35.324098,-24.866264,-16.867261,11.035417,-17.961008,-27.095483,24.288681,182.514871,668.550179,0.731056,1549.625975,16.580379,-537.246100
212.000000,295.000000,179.042580,-5.386154,4.305360,-24.448107,71.928673,14.055776,1.827150,26.644747,-9.750416,-26.275257,45.283925,169.639485,587.869483,-24.145409,1562.684800,-23.429723,-578.324818
214.000000,295.000000,176.076604,-23.057142,25.341660,9.148154,146.407004,8.080163,-5.248894,87.312952,17.261497,14.397048,59.094052,473.101902,653.540756,-29.066764,1865.558450,66.653816,-692.089533
216.000000,295.000000,195.169244,-40.843369,14.896252,29.632879,161.996935,-16.824281,-15.106790,106.506773,31.720533,44.739670,55.490162,1056.559864,875.049738,-9.561845,2391.286995,239.329322,-836.938989
218.000000,295.000000,189.701160,-30.994167,0.528534,32.573419,90.921545,-15.674149,-2.467867,51.003496,16.202684,35.041287,39.918049,1785.000433,1236.941336,23.050234,2990.842282,413.199879,-909.954521
220.000000,295.000000,187.339127,-27.303939,-7.052739,35.614000,20.731290,-3.211808,25.075738,-0.429256,-3.840931,10.538262,21.160546,2443.493490,1658.902778,80.330299,3488.725196,549.673531,-941.802967
222.000000,295.000000,197.954022,-56.657054,-27.145246,42.513835,23.610632,-22.978011,31.872623,13.227333,-4.167235,10.641212,10.383299,2764.080093,1977.503888,181.056542,3765.439217,649.917913,-1049.900441
224.000000,295.000000,191.669965,-87.391020,-58.312911,30.486683,49.873553,-60.903479,10.652882,40.667418,2.590568,19.833801,9.206135,2516.942912,1992.567965,293.009641,3819.393796,695.125909,-1219.746273
226.000000,295.000000,191.962544,-87.023996,-70.555674,-10.499751,26.281535,-68.097967,-5.660253,17.784271,-2.457707,-4.839499,8.497263,1587.531984,1563.318724,336.479895,3761.116388,648.241856,-1313.425181
228.000000,295.000000,184.263591,-70.918749,-56.357755,-46.249534,-4.668409,-43.132512,-1.919561,-13.075673,-13.225243,-44.329973,8.407265,94.306343,694.584486,263.915653,3672.245621,508.394248,-1297.581632
230.000000,295.000000,199.318620,-65.193913,-39.039247,-40.620958,44.194234,-28.663231,4.257143,24.912803,-10.376016,-44.878101,19.281432,-1609.923120,-448.569651,98.226098,3566.452537,322.088313,-1285.757181
232.000000,295.000000,190.533460,-75.408552,-32.416277,-12.397493,140.053699,-38.583396,1.988454,92.328134,6.167119,-14.385947,47.725565,-3115.625909,-1602.049783,-110.822038,3418.428900,126.862902,-1321.756225
234.000000,295.000000,198.477164,-84.803395,-28.804627,-2.907750,168.846237,-48.706643,-2.874539,98.140219,19.902016,-0.033211,70.706018,-4133.531219,-2487.582150,-313.635445,3232.450862,-79.184867,-1300.854387
236.000000,295.000000,175.904767,-69.965344,-22.702061,-9.201075,111.090234,-36.639074,-2.027024,47.760942,13.937014,-7.174051,63.329292,-4570.812615,-2897.578267,-440.433290,3013.512230,-281.890076,-1170.545376
238.000000,295.000000,186.931518,-43.786446,-22.553522,5.681531,62.186948,-15.499160,6.146256,21.591804,-7.054362,-0.464725,40.595144,-4488.222089,-2760.315535,-419.305992,2782.849929,-415.267620,-1040.777518
240.000000,295.000000,179.831040,-47.927068,-36.837558,45.077610,73.209994,-20.044400,18.460118,36.156385,-16.793158,26.617492,37.053610,-4033.236183,-2159.347460,-245.994022,2615.122911,-426.073951,-1002.500990
242.000000,295.000000,196.945248,-80.840984,-52.931420,62.956235,78.378395,-47.866301,29.401873,29.700173,-5.065118,33.554363,48.678223,-3359.177479,-1277.268214,-8.494369,2618.133080,-340.856994,-981.026300
244.000000,295.000000,196.963624,-96.374444,-50.660581,33.169101,24.662096,-50.742687,29.198163,-21.250549,0.082105,3.970938,45.912646,-2536.069090,-309.435176,179.801742,2811.633683,-224.603213,-890.399809
246.000000,295.000000,207.410813,-76.797584,-38.886167,-8.624821,-16.080457,-25.547414,20.123809,-50.624851,-13.338753,-28.748630,34.544394,-1589.609410,588.348892,259.754514,3070.347150,-112.536556,-806.446352
248.000000,295.000000,192.905633,-56.449473,-34.589793,-19.170888,36.538119,-13.939017,11.679961,-13.785576,-20.650776,-30.850848,50.323695,-552.738880,1293.916006,226.793044,3204.522910,-22.690402,-837.371166
250.000000,295.000000,199.689663,-71.329746,-28.500740,-5.820085,123.897809,-32.599432,16.262428,40.725930,4.098692,-22.082513,83.171880,401.303350,1701.983116,88.942855,3065.212358,-9.773815,-915.845993
252.000000,295.000000,202.766212,-96.516064,-15.599226,-3.469906,140.937331,-47.495861,20.684010,50.338790,31.896636,-24.153916,90.598541,984.723931,1740.593520,-125.947113,2646.633052,-137.391059,-886.377756
254.000000,295.000000,199.178648,-74.081084,-9.985288,-14.120154,100.734528,-31.543350,5.119827,33.020042,21.558062,-19.239980,67.714487,932.510233,1410.435194,-340.193775,2012.267826,-397.147359,-738.132825
256.000000,295.000000,189.022620,-10.658275,-11.946490,-7.580110,84.934897,-6.824995,-12.497222,41.551661,-5.121495,4.917112,43.383236,211.102928,799.997466,-459.190171,1324.290579,-705.782603,-583.463274
258.000000,295.000000,195.912948,24.092248,-14.734183,20.077248,97.200296,-2.472985,-7.262597,57.480934,-12.261198,27.339845,39.719362,-940.251648,71.424948,-449.649147,760.446963,-988.140368,-437.869066
260.000000,295.000000,201.017749,3.494321,-23.198890,35.348858,72.339056,-22.354549,17.748747,39.458613,-0.844341,17.600111,32.880443,-2073.510280,-569.268156,-362.149804,460.789839,-1205.625031,-214.528447
