step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.738405,-4192.45,0,0.664813,6.80769,5,-4753.96,561.583,567.815,767.979,-6597.3,507.549,562.278,-0.695508
1,0.711794,-4188.88,3.56834,0.63822,1.47362,5,-4754,565.117,567.905,767.577,-6597.06,507.576,565.924,-0.807021
2,0.685166,-4188.61,3.84201,0.611628,12.7806,5,-4753.59,564.978,568.601,766.955,-6596.93,507.786,565.669,-0.691165
3,0.658543,-4188.18,4.26542,0.585035,18.1633,5,-4753.51,565.324,568.443,767.254,-6596.88,507.674,566.004,-0.679671
4,0.631942,-4185.08,7.37428,0.558443,2.05638,5,-4753.59,568.515,568.675,766.844,-6596.88,507.768,569.236,-0.721361
5,0.605352,-4188.14,4.30578,0.53185,-13.6297,5,-4753.65,565.507,568.639,766.874,-6596.92,507.758,566.25,-0.742692
6,0.578757,-4188.35,4.09597,0.505258,-6.52315,5,-4753.76,565.401,568.222,767.24,-6596.89,507.673,566.15,-0.748234
7,0.552147,-4188.85,3.60197,0.478665,2.9911,5,-4753.92,565.068,567.912,767.464,-6596.9,507.604,565.816,-0.748413
8,0.525537,-4192.1,0.353597,0.452073,-6.36712,5,-4754.14,562.046,567.806,767.528,-6597.07,507.593,562.785,-0.739077
9,0.49894,-4192.04,0.409437,0.42548,4.58135,5,-4754.31,562.335,567.65,767.592,-6597.2,507.653,563.073,-0.737044
10,0.472336,-4189.54,2.91172,0.398888,-6.09604,5,-4754.34,564.727,567.658,767.502,-6597.23,507.729,565.457,-0.729853
11,0.445727,-4189.73,2.72181,0.372295,-3.92191,5,-4754.26,564.531,568.051,767.204,-6597.29,507.773,565.233,-0.70223
12,0.419131,-4187.13,5.32425,0.345703,-24.4033,5,-4754.14,567.019,568.507,766.983,-6597.39,507.757,567.688,-0.669002
13,0.392546,-4189.28,3.1672,0.31911,-30.5192,5,-4754.01,564.725,568.829,766.921,-6597.45,507.695,565.359,-0.633764
14,0.365957,-4192.06,0.392747,0.292518,-26.7311,5,-4753.84,561.784,569.04,766.941,-6597.45,507.623,562.375,-0.59043
15,0.339361,-4192.29,0.155242,0.265925,21.8613,5,-4753.65,561.351,569.224,766.996,-6597.43,507.561,561.894,-0.543107
16,0.312762,-4190.43,2.02099,0.239333,135.866,5,-4752.78,562.139,568.968,768.667,-6597.63,507.219,562.958,-0.819225
17,0.286143,-4188.01,4.43637,0.21274,338.197,5,-4749.73,561.643,566.797,775.313,-6598.71,506.876,563.829,-2.18602
18,0.259801,-4170.75,21.6972,0.186148,745.831,5,-4747.07,576.454,565.918,777.863,-6597.69,506.847,580.151,-3.6978
19,0.233816,-4141.33,51.1163,0.159555,1442.4,5,-4734.74,593.411,570.691,789.347,-6597.51,502.725,600.26,-6.8494
20,0.20779,-4091.6,100.847,0.132963,2207.02,5,-4705.21,613.609,577.876,818.054,-6599.75,498.604,627.644,-14.0354
21,0.182468,-4015.61,176.839,0.10637,3091.95,5,-4663.97,648.361,592.798,847.108,-6601.38,497.498,669.69,-21.3296
