step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.591221,-4192.45,0,-0.664813,-6.80767,5,-4753.96,561.583,567.815,767.979,-6597.3,507.549,562.278,-0.695508
1,-0.564647,-4192.08,0.365655,-0.63822,7.72675,5,-4754.07,561.989,568.126,767.596,-6597.27,507.476,562.767,-0.777592
2,-0.538081,-4189.37,3.08361,-0.611628,1.63441,5,-4753.82,564.449,568.706,767.232,-6597.28,507.525,565.149,-0.699893
3,-0.511513,-4189.19,3.25825,-0.585035,10.4821,5,-4753.86,564.667,568.274,767.655,-6597.22,507.435,565.326,-0.658545
4,-0.484918,-4188.92,3.52727,-0.558443,14.4616,5,-4754.01,565.091,568.621,767.386,-6597.32,507.299,565.744,-0.65308
5,-0.458311,-4190.38,2.06535,-0.53185,-30.7695,5,-4754.07,563.685,568.472,767.561,-6597.34,507.234,564.412,-0.726816
6,-0.431711,-4192.66,-0.210218,-0.505258,-38.7989,5,-4754.08,561.415,568.076,768.099,-6597.37,507.116,562.198,-0.782742
7,-0.405106,-4193.64,-1.18613,-0.478665,-33.8158,5,-4754.11,560.477,567.827,768.497,-6597.45,507.008,561.266,-0.789131
8,-0.378484,-4195.98,-3.53326,-0.452073,-33.6235,5,-4754.13,558.148,567.992,768.406,-6597.57,507.04,558.883,-0.735298
9,-0.351848,-4196.8,-4.34507,-0.42548,-21.6739,5,-4754.15,557.355,567.929,768.275,-6597.58,507.224,558.009,-0.65387
10,-0.325226,-4194.67,-2.2181,-0.398888,-23.981,5,-4754.19,559.521,567.684,768.237,-6597.53,507.421,560.102,-0.580451
11,-0.298615,-4194.96,-2.51069,-0.372295,4.6131,5,-4754.24,559.281,567.591,768.24,-6597.63,507.56,559.812,-0.531396
12,-0.272007,-4194.18,-1.72888,-0.345703,61.3561,5,-4754.34,560.165,567.481,768.173,-6597.68,507.687,560.68,-0.514843
13,-0.245411,-4188.65,3.80189,-0.31911,169.844,5,-4754.64,565.99,567.218,767.928,-6597.69,507.908,566.502,-0.51206
14,-0.218823,-4183.02,9.42933,-0.292518,434.499,5,-4755.39,572.371,566.717,767.245,-6597.69,508.335,572.904,-0.532234
15,-0.192243,-4164.72,27.7278,-0.265925,1007.18,5,-4757.12,592.394,565.755,765.603,-6597.72,509.242,593,-0.606294
16,-0.165677,-4132.11,60.3439,-0.239333,1776.1,5,-4780.3,648.024,570.341,744.244,-6599.4,504.52,652.952,-4.92859
17,-0.138991,-4081.3,111.153,-0.21274,2362.05,5,-4784.92,703.621,582.497,734.107,-6596.01,494.484,720.518,-16.8979
18,-0.113199,-3998.29,194.163,-0.186148,3282.78,5,-4760.63,762.27,605.326,740.374,-6593.84,487.515,786.767,-24.4973
19,-0.0885459,-3893.71,298.737,-0.159555,3917.52,5,-4760.78,867.142,636.655,727.943,-6602.65,477.27,899.319,-32.1775
20,-0.0625749,-3774.3,418.151,-0.132963,4379.9,5,-4738.33,963.984,640.375,739.892,-6598.2,479.599,1004.11,-40.1242
21,-0.0368486,-3650.68,541.766,-0.10637,3853.33,5,-4651.47,1001,675.836,786.97,-6589,474.721,1053.31,-52.3066
22,-0.0111451,-3558.79,633.656,-0.0797776,2637.37,5,-4557.64,999.006,741.597,825.981,-6589.64,464.424,1060.68,-61.6748
23,0.0155458,-3508,684.451,-0.053185,1218.36,5,-4478.15,970.106,759.525,890.339,-6580.34,452.32,1037.63,-67.5272
24,0.041003,-3496.44,696.013,-0.0265925,-249.576,5,-4396.81,900.376,766.775,977.138,-6580.61,439.888,971.819,-71.4428
25,0.0670449,-3524.22,668.227,0,-1338.35,5,-4310.51,786.241,772.244,1062.94,-6579.28,433.587,861.679,-75.4382
26,0.0945786,-3567.17,625.283,0.0265925,-1645.81,5,-4233.04,665.898,753.287,1150.47,-6569.67,432.865,744.178,-78.2802
27,0.122037,-3613.19,579.261,0.053185,-1388.8,5,-4182.12,568.743,719.008,1228.32,-6565.83,436.381,646.834,-78.0905
28,0.149373,-3650.26,542.193,0.0797776,-947.088,5,-4150.92,501.001,682.608,1285.19,-6566.65,447.925,576.294,-75.2924
29,0.177229,-3674.36,518.089,0.10637,-533.025,5,-4133.93,459.502,654.632,1297.36,-6559.68,473.756,529.534,-70.0315
30,0.20584,-3692.11,500.342,0.132963,-267.165,5,-4134.71,442.988,657.724,1254.76,-6547.69,500.499,506.426,-63.438
31,0.234482,-3702.1,490.348,0.159555,-115.469,5,-4149.17,447.238,676.017,1195.63,-6543.23,522.412,499.887,-52.6492
32,0.263989,-3710.1,482.354,0.186148,-33.4511,5,-4171.51,461.123,683.164,1161.34,-6550.54,534.533,500.01,-38.8868
33,0.294133,-4070.03,122.425,0.21274,-113.377,5,-4559.33,489.651,635.935,896.812,-6575.02,482.945,509.879,-20.2282
34,0.318845,-4177.41,15.0431,0.239333,-133.729,5,-4751.23,574.1,574.196,761.408,-6592.53,505.699,577.162,-3.06176
35,0.341355,-4189.27,3.18402,0.265925,-20.4348,5,-4747.58,558.313,571.452,769.083,-6597.2,509.086,558.56,-0.246281
36,0.366113,-4189.26,3.18661,0.292518,26.8007,5,-4753.44,564.177,569.906,764.752,-6596.29,508.196,564.691,-0.513949
37,0.392515,-4188.24,4.21124,0.31911,30.6473,5,-4752.61,564.37,571.901,766.001,-6597.51,507.002,565.111,-0.740549
38,0.419019,-4186.66,5.79372,0.345703,22.4369,5,-4753.07,566.34,569.675,766.208,-6596.62,507.669,566.974,-0.633548
39,0.445796,-4190.14,2.30919,0.372295,3.95615,5,-4754.22,564.006,568.504,766.871,-6597.51,507.915,564.385,-0.378382
40,0.472382,-4189.83,2.62153,0.398888,6.01092,5,-4754.25,564.42,568.31,766.972,-6597.28,507.752,565.015,-0.594976
41,0.498968,-4192.05,0.399738,0.42548,-4.60663,5,-4754.01,561.964,568.416,767.027,-6597.13,507.674,562.629,-0.665061
42,0.525551,-4191.96,0.488813,0.452073,6.47105,5,-4753.89,561.931,568.24,767.171,-6597.04,507.741,562.574,-0.642939
43,0.552133,-4188.78,3.67224,0.478665,-2.86295,5,-4753.87,565.088,568.399,767.208,-6597.16,507.688,565.789,-0.700982
44,0.578715,-4188.21,4.24147,0.505258,6.59203,5,-4753.74,565.465,568.304,767.382,-6597.06,507.633,566.191,-0.725258
45,0.60531,-4188,4.45335,0.53185,13.6315,5,-4753.64,565.639,568.323,767.26,-6596.92,507.706,566.393,-0.753646
46,0.631906,-4184.93,7.52325,0.558443,-2.04238,5,-4753.66,568.731,568.165,767.354,-6596.94,507.768,569.508,-0.777581
47,0.658499,-4188.03,4.41625,0.585035,-18.1009,5,-4753.74,565.704,568.057,767.383,-6596.97,507.791,566.502,-0.797403
48,0.6851,-4188.45,3.99595,0.611628,-12.6409,5,-4753.81,565.357,568.056,767.376,-6596.99,507.745,566.169,-0.811476
49,0.7117,-4188.65,3.79868,0.63822,-1.23442,5,-4753.87,565.218,568.114,767.26,-6596.92,507.68,566.042,-0.823798
