step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.591221,-4191.96,0,-0.664813,-6.72971,50,-4754.03,562.075,568.094,767.51,-6597.19,507.55,562.8,-0.724693
1,-0.564688,-4191.94,0.016929,-0.63822,7.77339,50,-4754.04,562.1,568.222,767.418,-6597.19,507.504,562.826,-0.725984
2,-0.538092,-4189.47,2.49419,-0.611628,1.6688,50,-4753.99,564.521,568.247,767.606,-6597.29,507.455,565.234,-0.713197
3,-0.511483,-4189.26,2.69497,-0.585035,10.5012,50,-4753.92,564.652,568.371,767.602,-6597.31,507.418,565.356,-0.704086
4,-0.484885,-4189.02,2.93762,-0.558443,14.4726,50,-4753.97,564.945,568.336,767.651,-6597.35,507.395,565.653,-0.70766
5,-0.458289,-4190.41,1.54546,-0.53185,-30.7719,50,-4753.92,563.501,568.329,767.813,-6597.35,507.297,564.196,-0.69512
6,-0.431688,-4192.74,-0.776612,-0.505258,-38.8512,50,-4754,561.262,568.125,767.942,-6597.4,507.333,561.916,-0.654486
7,-0.405077,-4193.74,-1.78087,-0.478665,-33.8625,50,-4753.97,560.163,568.006,768.135,-6597.43,507.319,560.777,-0.614432
8,-0.378491,-4195.99,-4.03188,-0.452073,-33.6507,50,-4753.86,557.873,567.901,768.387,-6597.52,507.367,558.436,-0.562699
9,-0.351867,-4196.76,-4.8009,-0.42548,-21.668,50,-4754.11,557.345,567.803,768.22,-6597.54,507.407,557.918,-0.572765
10,-0.325291,-4194.61,-2.64797,-0.398888,-23.9727,50,-4753.81,559.201,567.983,768.308,-6597.53,507.43,559.716,-0.514344
11,-0.29867,-4194.93,-2.96996,-0.372295,4.40676,50,-4754.27,559.34,567.824,767.96,-6597.51,507.456,559.951,-0.610558
12,-0.272111,-4194.09,-2.12784,-0.345703,60.3264,50,-4755.26,561.174,567.625,767.183,-6597.62,507.556,561.761,-0.58681
13,-0.245509,-4188.66,3.29932,-0.31911,162.393,50,-4756.39,567.725,568.352,765.791,-6597.53,507.001,568.959,-1.23443
14,-0.219028,-4183.39,8.56568,-0.292518,410.287,50,-4757.4,574.004,571.175,762.823,-6598.24,506.846,575.658,-1.65349
15,-0.192593,-4166.85,25.1102,-0.265925,850.933,50,-4764.91,598.061,571.194,757.612,-6597.86,504.143,602.598,-4.53695
16,-0.166273,-4133.88,58.0826,-0.239333,1705.29,50,-4765.3,631.425,569.815,759.283,-6597.16,502.761,637.627,-6.20192
17,-0.139709,-4085.91,106.048,-0.21274,2465.85,50,-4773.53,687.616,584.759,743.963,-6598.14,495.887,702.349,-14.7331
18,-0.114103,-3991.71,200.246,-0.186148,4270.54,50,-4768.53,776.812,598.435,731.22,-6595.24,497.058,794.796,-17.9839
19,-0.0866912,-3902.21,289.745,-0.159555,4090.58,50,-4740.11,837.899,620.961,753.051,-6596.32,482.19,871.448,-33.5492
20,-0.0617366,-3768.83,423.126,-0.132963,5032.54,50,-4717.51,948.752,617.358,773.195,-6589.56,481.494,989.11,-40.3575
21,-0.0351039,-3687.51,504.454,-0.10637,3290.55,50,-4622.67,935.164,659.396,846.025,-6592.04,463.949,991.914,-56.7497
22,-0.00741556,-3607.53,584.435,-0.0797776,2352.61,50,-4600.84,993.314,672.975,861.061,-6593.05,458.178,1054.26,-60.9454
23,0.0190821,-3596.02,595.935,-0.053185,110.157,50,-4489.65,893.625,658.017,991.409,-6589.56,450.489,962.85,-69.2251
24,0.0481914,-3610.19,581.774,-0.0265925,-1319.11,50,-4466.73,856.444,659.847,1013.61,-6589.98,449.794,925.487,-69.0426
25,0.0746338,-3672.59,519.372,0,-2580.6,50,-4466.18,793.524,637.65,1034.05,-6592.65,454.769,858.679,-65.1552
26,0.102993,-3739.68,452.276,0.0265925,-3152.78,50,-4499.41,759.726,613.643,1012,-6586.97,461.918,821.948,-62.2218
27,0.128697,-3844.68,347.28,0.053185,-3646.27,50,-4550.35,705.813,613.518,960.132,-6598.26,474.261,753.417,-47.6038
28,0.156585,-3922.85,269.111,0.0797776,-3206.99,50,-4581.75,658.9,603.297,918.772,-6590.3,486.486,697.299,-38.3993
29,0.182229,-4023.65,168.307,0.10637,-2947.95,50,-4660.96,637.309,591.412,855.608,-6600.71,492.728,661.706,-24.397
30,0.208973,-4087.91,104.054,0.132963,-2359.52,50,-4710.62,622.577,575.126,814.518,-6600.34,500.076,637.253,-14.6758
31,0.233517,-4143.31,48.6514,0.159555,-1390.88,50,-4727.65,584.347,575.574,792.452,-6599.43,503.752,592.311,-7.96379
32,0.260735,-4168.79,23.1716,0.186148,-753.921,50,-4740.94,572.222,573.327,775.515,-6597.99,508.21,573.97,-1.74832
33,0.287359,-4188.15,3.80905,0.21274,-340.441,50,-4749.19,561.042,569.294,772.729,-6598.13,506.914,562.981,-1.93902
34,0.313104,-4190.43,1.53206,0.239333,-134.124,50,-4753.29,562.86,569.342,768.192,-6597.95,507.128,564.187,-1.32646
35,0.339396,-4192.65,-0.691912,0.265925,-20.7399,50,-4753.66,561.013,568.455,767.937,-6597.57,507.515,561.744,-0.731038
36,0.366022,-4192.32,-0.36277,0.292518,27.0023,50,-4753.91,561.657,568.894,767.045,-6597.46,507.614,562.201,-0.54426
37,0.392586,-4189.39,2.57256,0.31911,30.6801,50,-4754.06,564.676,568.601,767.032,-6597.31,507.613,565.282,-0.606043
38,0.419165,-4187.14,4.82397,0.345703,24.4499,50,-4754.24,567.107,568.588,766.878,-6597.35,507.641,567.667,-0.55994
39,0.445739,-4189.88,2.07566,0.372295,3.92248,50,-4753.99,564.107,568.634,766.966,-6597.22,507.627,564.716,-0.609714
40,0.472352,-4189.79,2.16977,0.398888,6.08107,50,-4753.98,564.118,568.485,767.016,-6597.19,507.706,564.689,-0.571036
41,0.498948,-4192.36,-0.402999,0.42548,-4.56917,50,-4754.07,561.706,568.243,767.183,-6597.18,507.683,562.335,-0.628855
42,0.525546,-4192.27,-0.311192,0.452073,6.53901,50,-4753.96,561.685,568.322,767.109,-6597.09,507.705,562.338,-0.653181
