0,0,-4.192559e+003
0,1,-4.192503e+003
0,2,-4.192441e+003
0,3,-4.192447e+003
0,4,-4.192449e+003
0,5,-4.192380e+003
0,6,-4.192239e+003
0,7,-4.192099e+003
0,8,-4.192100e+003
0,9,-4.192100e+003
0,10,-4.192100e+003
0,11,-4.192030e+003
0,12,-4.192030e+003
0,13,-4.192030e+003
0,14,-4.192030e+003
0,15,-4.192030e+003
0,16,-4.192030e+003
0,17,-4.192030e+003
0,18,-4.192030e+003
0,19,-4.192030e+003
0,20,-4.192030e+003
0,21,-4.192030e+003
0,22,-4.192030e+003
0,23,-4.192030e+003
0,24,-4.192030e+003
0,25,-4.192030e+003
0,26,-4.192030e+003
0,27,-4.192030e+003
0,28,-4.192030e+003
0,29,-4.192030e+003
0,30,-4.192030e+003
0,31,-4.192030e+003
0,32,-4.192030e+003
0,33,-4.192030e+003
0,34,-4.192030e+003
0,35,-4.192030e+003
0,36,-4.192030e+003
0,37,-4.192030e+003
0,38,-4.192030e+003
0,39,-4.192030e+003
0,40,-4.192030e+003
0,41,-4.192030e+003
0,42,-4.192030e+003
0,43,-4.192030e+003
0,44,-4.192030e+003
0,45,-4.192030e+003
0,46,-4.191960e+003
0,47,-4.191960e+003
0,48,-4.191960e+003
0,49,-4.191960e+003
0,50,-4.191960e+003
0,51,-4.191960e+003
0,52,-4.191960e+003
0,53,-4.191960e+003
0,54,-4.191960e+003
0,55,-4.191960e+003
0,56,-4.191960e+003
0,57,-4.191960e+003
0,58,-4.191960e+003
0,59,-4.191960e+003
0,60,-4.191960e+003
0,61,-4.191960e+003
0,62,-4.191960e+003
0,63,-4.191960e+003
0,64,-4.191960e+003
0,65,-4.191960e+003
0,66,-4.191960e+003
0,67,-4.191986e+003
0,68,-4.191986e+003
0,69,-4.191986e+003
0,70,-4.191986e+003
0,71,-4.191986e+003
0,72,-4.191986e+003
0,73,-4.191986e+003
0,74,-4.191986e+003
0,75,-4.191986e+003
0,76,-4.191986e+003
0,77,-4.191986e+003
0,78,-4.191986e+003
0,79,-4.191986e+003
0,80,-4.191986e+003
0,81,-4.191986e+003
0,82,-4.191986e+003
0,83,-4.191986e+003
0,84,-4.191986e+003
0,85,-4.191986e+003
0,86,-4.191986e+003
0,87,-4.191986e+003
0,88,-4.191986e+003
0,89,-4.191986e+003
0,90,-4.191986e+003
0,91,-4.191986e+003
0,92,-4.191986e+003
0,93,-4.191986e+003
0,94,-4.191986e+003
0,95,-4.191986e+003
0,96,-4.191986e+003
0,97,-4.191986e+003
0,98,-4.191986e+003
0,99,-4.191986e+003
0,100,-4.191986e+003
1,0,-4.192026e+003
1,1,-4.192026e+003
1,2,-4.192026e+003
1,3,-4.192026e+003
1,4,-4.192026e+003
1,5,-4.192026e+003
1,6,-4.192026e+003
1,7,-4.192026e+003
1,8,-4.192026e+003
1,9,-4.192026e+003
1,10,-4.192026e+003
1,11,-4.192026e+003
1,12,-4.192026e+003
1,13,-4.192026e+003
1,14,-4.192026e+003
1,15,-4.192026e+003
1,16,-4.192026e+003
1,17,-4.192026e+003
1,18,-4.192026e+003
1,19,-4.192026e+003
1,20,-4.192026e+003
1,21,-4.192026e+003
1,22,-4.192026e+003
1,23,-4.192026e+003
1,24,-4.192026e+003
1,25,-4.192026e+003
1,26,-4.192026e+003
1,27,-4.192026e+003
1,28,-4.192026e+003
1,29,-4.192026e+003
1,30,-4.192026e+003
1,31,-4.192026e+003
1,32,-4.192026e+003
1,33,-4.192026e+003
1,34,-4.192026e+003
1,35,-4.192026e+003
1,36,-4.192026e+003
1,37,-4.192026e+003
1,38,-4.192026e+003
1,39,-4.192026e+003
1,40,-4.192026e+003
1,41,-4.192026e+003
1,42,-4.192026e+003
1,43,-4.192026e+003
1,44,-4.192026e+003
1,45,-4.192026e+003
1,46,-4.192096e+003
1,47,-4.192096e+003
1,48,-4.192096e+003
1,49,-4.192096e+003
1,50,-4.192096e+003
1,51,-4.192096e+003
1,52,-4.192096e+003
1,53,-4.192096e+003
1,54,-4.192096e+003
1,55,-4.192096e+003
1,56,-4.192096e+003
1,57,-4.192096e+003
1,58,-4.192096e+003
1,59,-4.192096e+003
1,60,-4.192096e+003
1,61,-4.192096e+003
1,62,-4.192096e+003
1,63,-4.192096e+003
1,64,-4.192096e+003
1,65,-4.192096e+003
1,66,-4.192096e+003
1,67,-4.192096e+003
1,68,-4.192096e+003
1,69,-4.192096e+003
1,70,-4.192096e+003
1,71,-4.192096e+003
1,72,-4.192096e+003
1,73,-4.192096e+003
1,74,-4.192096e+003
1,75,-4.192096e+003
1,76,-4.192096e+003
1,77,-4.192096e+003
1,78,-4.192096e+003
1,79,-4.192096e+003
1,80,-4.192096e+003
1,81,-4.192096e+003
1,82,-4.192096e+003
1,83,-4.192096e+003
1,84,-4.192096e+003
1,85,-4.192096e+003
1,86,-4.192096e+003
1,87,-4.192096e+003
1,88,-4.192096e+003
1,89,-4.192096e+003
1,90,-4.192096e+003
1,91,-4.192096e+003
1,92,-4.192096e+003
1,93,-4.192096e+003
1,94,-4.192096e+003
1,95,-4.192096e+003
1,96,-4.192096e+003
1,97,-4.192096e+003
1,98,-4.192096e+003
1,99,-4.192097e+003
1,100,-4.192097e+003
2,0,-4.192040e+003
2,1,-4.192040e+003
2,2,-4.192040e+003
2,3,-4.192111e+003
2,4,-4.192112e+003
2,5,-4.192112e+003
2,6,-4.192112e+003
2,7,-4.192112e+003
2,8,-4.192112e+003
2,9,-4.192112e+003
2,10,-4.192112e+003
2,11,-4.192112e+003
2,12,-4.192112e+003
2,13,-4.192112e+003
2,14,-4.192112e+003
2,15,-4.192112e+003
2,16,-4.192112e+003
2,17,-4.192112e+003
2,18,-4.192112e+003
2,19,-4.192112e+003
2,20,-4.192112e+003
2,21,-4.192112e+003
2,22,-4.192112e+003
2,23,-4.192112e+003
2,24,-4.192112e+003
2,25,-4.192112e+003
2,26,-4.192112e+003
2,27,-4.192112e+003
2,28,-4.192112e+003
2,29,-4.192112e+003
2,30,-4.192112e+003
2,31,-4.192112e+003
2,32,-4.192112e+003
2,33,-4.192112e+003
2,34,-4.192112e+003
2,35,-4.192112e+003
2,36,-4.192112e+003
2,37,-4.192112e+003
2,38,-4.192112e+003
2,39,-4.192112e+003
2,40,-4.192112e+003
2,41,-4.192112e+003
2,42,-4.192112e+003
2,43,-4.192112e+003
2,44,-4.192112e+003
2,45,-4.192112e+003
2,46,-4.192112e+003
2,47,-4.192112e+003
2,48,-4.192112e+003
2,49,-4.192112e+003
2,50,-4.192112e+003
2,51,-4.192112e+003
2,52,-4.192112e+003
2,53,-4.192112e+003
2,54,-4.192112e+003
2,55,-4.192112e+003
2,56,-4.192112e+003
2,57,-4.192112e+003
2,58,-4.192112e+003
2,59,-4.192112e+003
2,60,-4.192112e+003
2,61,-4.192112e+003
2,62,-4.192112e+003
2,63,-4.192112e+003
2,64,-4.192112e+003
2,65,-4.192112e+003
2,66,-4.192112e+003
2,67,-4.192112e+003
2,68,-4.192112e+003
2,69,-4.192112e+003
2,70,-4.192112e+003
2,71,-4.192112e+003
2,72,-4.192112e+003
2,73,-4.192112e+003
2,74,-4.192112e+003
2,75,-4.192112e+003
2,76,-4.192112e+003
2,77,-4.192112e+003
2,78,-4.192112e+003
2,79,-4.192112e+003
2,80,-4.192112e+003
2,81,-4.192112e+003
2,82,-4.192112e+003
2,83,-4.192112e+003
2,84,-4.192112e+003
2,85,-4.192112e+003
2,86,-4.192112e+003
2,87,-4.192112e+003
2,88,-4.192112e+003
2,89,-4.192112e+003
2,90,-4.192112e+003
2,91,-4.192112e+003
2,92,-4.192112e+003
2,93,-4.192112e+003
2,94,-4.192112e+003
2,95,-4.192112e+003
2,96,-4.192112e+003
2,97,-4.192112e+003
2,98,-4.192112e+003
2,99,-4.192112e+003
2,100,-4.192112e+003
3,0,-4.189232e+003
3,1,-4.189232e+003
3,2,-4.189232e+003
3,3,-4.189232e+003
3,4,-4.189232e+003
3,5,-4.189232e+003
3,6,-4.189232e+003
3,7,-4.189232e+003
3,8,-4.189232e+003
3,9,-4.189232e+003
3,10,-4.189232e+003
3,11,-4.189232e+003
3,12,-4.189232e+003
3,13,-4.189232e+003
3,14,-4.189232e+003
3,15,-4.189232e+003
3,16,-4.189232e+003
3,17,-4.189232e+003
3,18,-4.189232e+003
3,19,-4.189232e+003
3,20,-4.189232e+003
3,21,-4.189232e+003
3,22,-4.189232e+003
3,23,-4.189232e+003
3,24,-4.189232e+003
3,25,-4.189232e+003
3,26,-4.189232e+003
3,27,-4.189232e+003
3,28,-4.189232e+003
3,29,-4.189232e+003
3,30,-4.189232e+003
3,31,-4.189232e+003
3,32,-4.189232e+003
3,33,-4.189232e+003
3,34,-4.189232e+003
