step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,0.738405,-4191.99,0,0.664813,6.72812,100,-4754.02,562.035,568.091,767.527,-6597.19,507.549,562.753,-0.718744
1,0.725049,-4191.85,0.137176,0.651517,13.8017,100,-4753.96,562.116,568.105,767.503,-6597.14,507.57,562.827,-0.710573
2,0.711753,-4188.91,3.07543,0.63822,1.52493,100,-4753.86,564.951,568.22,767.397,-6597.1,507.617,565.665,-0.714234
3,0.698442,-4188.85,3.13998,0.624924,7.94438,100,-4753.84,564.997,568.201,767.385,-6597.05,507.627,565.711,-0.714223
4,0.685146,-4188.64,3.35027,0.611628,12.8138,100,-4753.77,565.135,568.292,767.293,-6597.01,507.655,565.849,-0.714582
5,0.671842,-4188.44,3.54455,0.598332,16.1629,100,-4753.74,565.301,568.303,767.256,-6596.98,507.677,566.015,-0.714168
6,0.658545,-4188.21,3.77406,0.585035,18.1752,100,-4753.68,565.471,568.371,767.208,-6596.95,507.683,566.185,-0.713737
7,0.645243,-4187.96,4.02372,0.571739,19.2656,100,-4753.68,565.714,568.386,767.177,-6596.93,507.693,566.426,-0.711891
8,0.631943,-4185.1,6.88272,0.558443,2.06328,100,-4753.56,568.457,568.52,767.114,-6596.89,507.694,569.168,-0.710695
9,0.618643,-4187.98,4.00669,0.545147,-15.2349,100,-4753.68,565.704,568.343,767.176,-6596.92,507.716,566.406,-0.702395
10,0.605338,-4188.17,3.81372,0.53185,-13.6276,100,-4753.69,565.518,568.347,767.186,-6596.94,507.716,566.221,-0.703512
11,0.59204,-4188.34,3.64955,0.518554,-10.8421,100,-4753.72,565.381,568.334,767.197,-6596.96,507.712,566.084,-0.703089
12,0.578744,-4188.52,3.46128,0.505258,-6.58226,100,-4753.76,565.235,568.31,767.211,-6596.99,507.711,565.934,-0.699003
13,0.565448,-4188.5,3.48134,0.491962,-0.783821,100,-4753.79,565.286,568.302,767.229,-6597.03,507.707,565.979,-0.693498
14,0.552153,-4188.95,3.03423,0.478665,2.84868,100,-4753.8,564.851,568.279,767.272,-6597.06,507.702,565.538,-0.686999
15,0.538856,-4191.15,0.836421,0.465369,-4.26916,100,-4753.89,562.74,568.173,767.331,-6597.09,507.701,563.415,-0.675453
16,0.525552,-4192.13,-0.147315,0.452073,-6.45905,100,-4754.06,561.925,568.171,767.197,-6597.12,507.696,562.579,-0.654106
