step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],target_crd[2]
77,-0.27,-1648.2,-0.988412,-0.264023,9.97242,0.0059769
78,-0.28,-1648.1,-0.892073,-0.273906,9.29546,0.00609448
79,-0.29,-1648.01,-0.802478,-0.283788,8.62577,0.00621205
80,-0.3,-1647.93,-0.719497,-0.29367,7.9743,0.00632961
81,-0.31,-1647.85,-0.642905,-0.303553,7.34876,0.00644715
82,-0.32,-1647.78,-0.572418,-0.313435,6.75433,0.00656468
83,-0.33,-1647.72,-0.507886,-0.323318,6.19292,0.00668222
84,-0.34,-1647.6,-0.387053,-0.333179,5.20379,0.00682065
85,-0.35,-1647.55,-0.337305,-0.343062,4.75141,0.00693832
86,-0.36,-1647.47,-0.260777,-0.352944,4.08705,0.00705602
87,-0.37,-1647.43,-0.221765,-0.362826,3.72044,0.00717369
88,-0.38,-1647.4,-0.18627,-0.372709,3.38351,0.00729134
89,-0.39,-1647.37,-0.154001,-0.382591,3.07483,0.00740901
90,-0.4,-1647.34,-0.124685,-0.392473,2.79277,0.00752668
91,-0.41,-1647.31,-0.0980632,-0.402356,2.53559,0.00764436
92,-0.42,-1647.29,-0.0738963,-0.412238,2.30152,0.00776204
93,-0.43,-1647.26,-0.0519617,-0.42212,2.08882,0.00787974
94,-0.44,-1647.24,-0.0320546,-0.432003,1.89576,0.00799745
95,-0.45,-1647.23,-0.0139867,-0.441885,1.7207,0.00811514
96,-0.46,-1647.21,0.00241413,-0.451767,1.56209,0.00823289
97,-0.47,-1647.19,0.0173048,-0.461649,1.41846,0.00835065
98,-0.48,-1647.18,0.0308285,-0.471532,1.28846,0.0084684
99,-0.49,-1647.17,0.0431149,-0.481414,1.17082,0.00858621
