step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,G,
4600,243.374,-8430.65,-7911.61,-1,0,1.92412,
4610,249.442,-8419.05,-7887.08,-1,0,1.92822,
4620,257.065,-8416.45,-7868.22,-1,0,1.93231,
4630,260.325,-8409.87,-7854.68,-1,0,1.9364,
4640,265.501,-8409.47,-7843.25,-1,0,1.9405,
4650,274.505,-8423.71,-7838.28,-1,0,1.94459,
4660,285.766,-8450.61,-7841.16,-1,0,1.94868,
4670,295.79,-8483.45,-7852.63,-1,0,1.95277,
4680,300.153,-8512.08,-7871.95,-1,0,1.95686,
4690,297.858,-8525.92,-7890.69,-1,0,1.96095,
4700,299.959,-8556.56,-7916.84,-1,0,1.96503,
4710,306.415,-8588.85,-7935.37,-1,0,1.96912,
4720,306.063,-8609.44,-7956.71,-1,0,1.97321,
4730,291.663,-8593,-7970.98,-1,0,1.97729,
4740,270.749,-8548.56,-7971.15,-1,0,1.98138,
4750,258.538,-8507.99,-7956.62,-1,0,1.98547,
4760,257.491,-8486.61,-7937.46,-1,0,1.98955,
4770,266.154,-8487.93,-7920.31,-1,0,1.99363,
4780,273.638,-8494.66,-7911.08,-1,0,1.99772,
4790,275.392,-8492.93,-7905.61,-1,0,2.0018,
4800,272.426,-8480.45,-7899.45,-1,0,2.00588,
4810,275.298,-8475.03,-7887.91,-1,0,2.00997,
4820,286.735,-8492.09,-7880.58,-1,0,2.01405,
4830,304.457,-8535.94,-7886.63,-1,0,2.01813,
4840,313.452,-8572.23,-7903.74,-1,0,2.02221,
4850,309.775,-8583.55,-7922.9,-1,0,2.02629,
4860,300.934,-8578.9,-7937.11,-1,0,2.03036,
4870,287.962,-8557.01,-7942.88,-1,0,2.03444,
4880,272.738,-8519.45,-7937.79,-1,0,2.03852,
4890,254.065,-8461.23,-7919.39,-1,0,2.0426,
4900,244.78,-8410.89,-7888.85,-1,0,2.04667,
4910,249.356,-8382.67,-7850.87,-1,0,2.05075,
4920,265.487,-8386.89,-7820.69,-1,0,2.05482,
4930,281.633,-8405.44,-7804.81,-1,0,2.0589,
4940,283.589,-8401.73,-7796.93,-1,0,2.06297,
4950,277.994,-8381.73,-7788.86,-1,0,2.06705,
4960,281.028,-8376.97,-7777.63,-1,0,2.07112,
4970,292.916,-8396.98,-7772.28,-1,0,2.07519,
4980,311.828,-8443.88,-7778.86,-1,0,2.07926,
4990,328.016,-8499.42,-7799.87,-1,0,2.08333,
5000,338.024,-8551.76,-7830.87,-1,0,2.0874,
5010,355.491,-8595.52,-7837.37,-1,0,2.09147,
5020,366.503,-8625.27,-7843.64,-1,0,2.09554,
5030,366.146,-8632.15,-7851.28,-1,0,2.09961,
5040,351.267,-8607.69,-7858.56,-1,0,2.10368,
5050,323.848,-8555.34,-7864.68,-1,0,2.10774,
5060,287.906,-8479.57,-7865.56,-1,0,2.11181,
5070,275.204,-8450.25,-7863.33,-1,0,2.11587,
5080,292.007,-8484.3,-7861.55,-1,0,2.11994,
5090,306.759,-8515.97,-7861.75,-1,0,2.124,
5100,318.445,-8542.83,-7863.69,-1,0,2.12807,
5110,329.947,-8569.58,-7865.91,-2,-1,2.13213,
5120,333.428,-8581.22,-7870.12,-2,-1,2.13619,
5130,329.564,-8578.36,-7875.51,-2,-1,2.14025,
5140,326.084,-8574.12,-7878.69,-2,-1,2.14431,
5150,320.671,-8564.95,-7881.06,-2,-1,2.14838,
5160,315.559,-8555.48,-7882.5,-2,-1,2.15244,
5170,313.634,-8553.14,-7884.26,-2,-1,2.15649,
5180,315.488,-8558.86,-7886.03,-2,-1,2.16055,
5190,321.075,-8572.65,-7887.91,-2,-1,2.16461,
5200,320.792,-8574.22,-7890.08,-2,-1,2.16867,
5210,314.045,-8561.67,-7891.91,-2,-1,2.17272,
5220,299.741,-8532.65,-7893.4,-2,-1,2.17678,
5230,280.266,-8489.47,-7891.76,-2,-1,2.18084,
5240,261.849,-8447.44,-7889,-2,-1,2.18489,
5250,253.517,-8424.96,-7884.29,-2,-1,2.18894,
5260,256.479,-8426.51,-7879.53,-2,-1,2.193,
5270,261.732,-8433.14,-7874.95,-2,-1,2.19705,
5280,267.417,-8441.02,-7870.71,-2,-1,2.2011,
5290,273.529,-8451.45,-7868.1,-2,-1,2.20515,
5300,273.969,-8450.1,-7865.81,-2,-1,2.2092,
5310,275.512,-8451.39,-7863.81,-2,-1,2.21325,
5320,282.218,-8463.87,-7861.99,-1,0,2.2173,
5330,292.264,-8483.62,-7860.31,-1,0,2.22135,
5340,308.902,-8519.17,-7860.39,-1,0,2.2254,
5350,326.702,-8559.52,-7862.77,-1,0,2.22945,
5360,335.352,-8584.04,-7868.84,-1,0,2.23349,
5370,330.22,-8583.08,-7878.83,-1,0,2.23754,
5380,314.91,-8556.66,-7885.06,-1,0,2.24159,
5390,296.997,-8519.41,-7886.01,-1,0,2.24563,
5400,285.76,-8494.63,-7885.2,-1,0,2.24967,
5410,289.241,-8501.46,-7884.6,-1,0,2.25372,
5420,295.249,-8512.92,-7883.25,-1,0,2.25776,
5430,292.965,-8507.51,-7882.72,-1,0,2.2618,
5440,287.393,-8494.11,-7881.19,-1,0,2.26584,
5450,281.42,-8480.21,-7880.03,-1,0,2.26988,
5460,276.736,-8467.76,-7877.57,-1,0,2.27392,
5470,270.152,-8451.11,-7874.96,-1,0,2.27796,
5480,256.331,-8417.03,-7870.36,-1,0,2.282,
5490,246.416,-8390.7,-7865.18,-1,0,2.28604,
5500,256.697,-8407.66,-7860.21,-1,0,2.29008,
5510,280.044,-8453.38,-7856.13,-1,0,2.29411,
5520,296.649,-8488.12,-7855.47,-1,0,2.29815,
5530,299.938,-8495.05,-7855.38,-1,0,2.30218,
5540,296.681,-8488.06,-7855.34,-1,0,2.30622,
5550,303.347,-8502.17,-7855.24,-1,0,2.31025,
5560,311.889,-8522.13,-7856.97,-1,0,2.31428,
5570,310.904,-8521.57,-7858.51,-1,0,2.31832,
5580,297.532,-8493.48,-7858.94,-1,0,2.32235,
5590,278.172,-8450.97,-7857.72,-1,0,2.32638,
5600,264.513,-8418.99,-7854.87,-1,0,2.33041,
5610,265.027,-8415.63,-7850.42,-1,0,2.33444,
5620,272.798,-8429.4,-7847.62,-1,0,2.33847,
5630,276.905,-8435.77,-7845.22,-1,0,2.3425,
5640,276.344,-8432.12,-7842.77,-1,0,2.34652,
5650,274.585,-8425.81,-7840.21,-1,0,2.35055,
5660,275.175,-8423.99,-7837.13,-1,0,2.35458,
5670,277.402,-8426.64,-7835.03,-1,0,2.3586,
5680,281.03,-8432.15,-7832.81,-1,0,2.36263,
5690,289.031,-8447,-7830.59,-1,0,2.36665,
5700,291.194,-8450.38,-7829.36,-1,0,2.37067,
5710,291.17,-8448.29,-7827.32,-1,0,2.3747,
5720,293.749,-8453.68,-7827.21,-1,0,2.37872,
5730,295.302,-8457.5,-7827.71,-1,0,2.38274,
5740,300.922,-8468.79,-7827.02,-1,0,2.38676,
5750,305.548,-8478.46,-7826.83,-1,0,2.39078,
5760,309.105,-8485.79,-7826.57,-1,0,2.3948,
5770,306.165,-8481.17,-7828.22,-1,0,2.39881,
5780,296.553,-8461.11,-7828.66,-1,0,2.40283,
5790,293.048,-8453.09,-7828.11,-1,0,2.40685,
5800,295.64,-8457.6,-7827.1,-1,0,2.41086,
5810,297.038,-8460.51,-7827.02,-1,0,2.41488,
5820,305.603,-8478.63,-7826.88,-1,0,2.41889,
5830,319.525,-8509.92,-7828.47,-1,0,2.42291,
5840,321.399,-8515.74,-7830.3,-1,0,2.42692,
5850,318.434,-8511.29,-7832.18,-1,0,2.43093,
5860,317.39,-8511.82,-7834.93,-1,0,2.43495,
5870,310.628,-8498.54,-7836.07,-1,0,2.43896,
5880,307.921,-8494.98,-7838.29,-1,0,2.44297,
5890,305.998,-8492.83,-7840.24,-1,0,2.44698,
5900,299.992,-8480.21,-7840.42,-1,0,2.45098,
5910,291.788,-8463.35,-7841.06,-1,0,2.45499,
5920,286.055,-8449.82,-7839.76,-1,0,2.459,
5930,286.433,-8449.38,-7838.51,-1,0,2.46301,
5940,291.301,-8458.51,-7837.26,-1,0,2.46701,
5950,304.156,-8485.38,-7836.71,-1,0,2.47102,
5960,310.892,-8500.58,-7837.55,-1,0,2.47502,
5970,297.149,-8472.24,-7838.52,-1,0,2.47902,
5980,276.195,-8426.69,-7837.66,-1,0,2.48303,
5990,268.274,-8407.42,-7835.28,-1,0,2.48703,
6000,272.958,-8413.79,-7831.66,-1,0,2.49103,
6010,277.922,-8422.89,-7830.17,-1,0,2.49503,
6020,276.354,-8418.96,-7829.59,-1,0,2.49903,
6030,270.133,-8403.67,-7827.57,-1,0,2.50303,
6040,265.382,-8390.2,-7824.23,-1,0,2.50703,
6050,271.94,-8401.99,-7822.03,-1,0,2.51102,
6060,278.951,-8415.91,-7821,-1,0,2.51502,
6070,285.817,-8429.98,-7820.43,-1,0,2.51902,
6080,293.771,-8445.81,-7819.29,-1,0,2.52301,
6090,302.464,-8464.12,-7819.06,-1,0,2.52701,
6100,315.839,-8493.51,-7819.93,-1,0,2.531,
6110,321.883,-8508.35,-7821.87,-1,0,2.53499,
6120,319.642,-8505.88,-7824.19,-1,0,2.53899,
6130,313.403,-8494.71,-7826.32,-1,0,2.54298,
6140,299.44,-8465.52,-7826.91,-1,0,2.54697,
6150,278.506,-8420.5,-7826.54,-1,0,2.55096,
6160,268.253,-8395.94,-7823.85,-1,0,2.55495,
6170,281.433,-8421.14,-7820.93,-1,0,2.55894,
6180,302.433,-8465.73,-7820.74,-1,0,2.56292,
6190,320.95,-8508.25,-7823.77,-1,0,2.56691,
6200,336.677,-8547.95,-7829.93,-1,0,2.5709,
6210,341.495,-8568.1,-7839.8,-1,0,2.57488,
6220,330.794,-8549.47,-7844,-1,0,2.57887,
6230,308.293,-8504.48,-7847,-1,0,2.58285,
6240,294.88,-8476.37,-7847.49,-1,0,2.58683,
6250,292.692,-8471.94,-7847.73,-1,0,2.59081,
6260,291.013,-8467.34,-7846.71,-1,0,2.5948,
6270,284.668,-8452.74,-7845.64,-1,0,2.59878,
6280,278.487,-8437.59,-7843.67,-1,0,2.60276,
6290,275.467,-8429.32,-7841.84,-1,0,2.60673,
6300,276.579,-8429.03,-7839.17,-1,0,2.61071,
6310,284.782,-8444.84,-7837.49,-1,0,2.61469,
6320,291.667,-8459.31,-7837.28,-1,0,2.61867,
6330,288.833,-8452.73,-7836.74,-1,0,2.62264,
6340,287.943,-8449.09,-7835,0,1,2.62662,
6350,286.485,-8445.26,-7834.29,0,1,2.63059,
6360,284.174,-8438.54,-7832.49,0,1,2.63457,
6370,284.667,-8437.91,-7830.81,0,1,2.63854,
6380,297.398,-8464.35,-7830.1,0,1,2.64251,
6390,308.554,-8489.3,-7831.26,0,1,2.64648,
6400,309.152,-8491.65,-7832.33,0,1,2.65045,
6410,311.657,-8497.57,-7832.91,0,1,2.65442,
6420,313.929,-8503.83,-7834.32,0,1,2.65839,
6430,315.018,-8507.04,-7835.21,0,1,2.66236,
6440,315.75,-8511.44,-7838.05,0,1,2.66633,
6450,311.014,-8503.55,-7840.26,0,1,2.67029,
6460,313.681,-8510.8,-7841.82,0,1,2.67426,
6470,318.764,-8522.81,-7842.99,0,1,2.67822,
6480,315.694,-8519.1,-7845.83,0,1,2.68219,
6490,309.171,-8506.46,-7847.1,0,1,2.68615,
6500,310.188,-8509.38,-7847.85,0,1,2.69011,
6510,300.209,-8489.91,-7849.66,0,1,2.69407,
6520,283.078,-8452.38,-7848.67,0,1,2.69803,
6530,272.004,-8426.44,-7846.35,0,1,2.70199,
6540,273.375,-8426.61,-7843.59,0,1,2.70595,
6550,283.685,-8446.27,-7841.26,0,1,2.70991,
6560,289.273,-8457.13,-7840.2,0,1,2.71387,
6570,289.974,-8457.37,-7838.95,0,1,2.71783,
6580,297.316,-8472.05,-7837.97,0,1,2.72178,
6590,303.62,-8485.45,-7837.93,0,1,2.72574,
6600,307.934,-8495.56,-7838.83,0,1,2.72969,
6610,302.065,-8483.47,-7839.26,0,1,2.73364,
6620,293.76,-8465.61,-7839.12,0,1,2.7376,
6630,288.619,-8453.37,-7837.84,0,1,2.74155,
6640,287.762,-8451.06,-7837.36,0,1,2.7455,
6650,293.897,-8463.83,-7837.04,0,1,2.74945,
6660,290.285,-8456.26,-7837.18,0,1,2.7534,
6670,282.259,-8437.31,-7835.34,0,1,2.75735,
6680,277.066,-8422.94,-7832.05,0,1,2.76129,
6690,274.29,-8414.71,-7829.74,0,1,2.76524,
6700,280.259,-8425.39,-7827.69,0,1,2.76919,
6710,286.243,-8436.5,-7826.04,0,1,2.77313,
6720,292.265,-8447.74,-7824.43,0,1,2.77708,
6730,290.808,-8443.41,-7823.21,0,1,2.78102,
6740,292.175,-8445.1,-7821.99,0,1,2.78496,
6750,308.717,-8481.07,-7822.68,0,1,2.7889,
6760,321.616,-8509.66,-7823.76,0,1,2.79284,
6770,319.346,-8506.61,-7825.55,0,1,2.79678,
6780,317.713,-8505.05,-7827.47,0,1,2.80072,
6790,323.671,-8520.51,-7830.23,0,1,2.80466,
6800,324.27,-8525.45,-7833.89,0,1,2.8086,
6810,311.953,-8500.69,-7835.4,0,1,2.81254,
6820,304.493,-8485.18,-7835.8,0,1,2.81647,
6830,310.494,-8499.17,-7836.99,0,1,2.82041,
6840,313.12,-8506.9,-7839.11,0,1,2.82434,
6850,303.043,-8486.14,-7839.85,0,1,2.82827,
6860,286.866,-8451.67,-7839.88,0,1,2.83221,
6870,270.961,-8415.53,-7837.65,0,1,2.83614,
6880,260.074,-8389.39,-7834.73,0,1,2.84007,
6890,257.01,-8378.9,-7830.79,0,1,2.844,
6900,273.595,-8410.01,-7826.53,0,1,2.84793,
6910,302.756,-8470.22,-7824.54,0,1,2.85186,
6920,328.578,-8526.32,-7825.57,0,1,2.85578,
6930,347.769,-8572.41,-7830.74,0,1,2.85971,
6940,346.81,-8574.97,-7835.34,0,1,2.86364,
6950,331.4,-8545.32,-7838.55,0,1,2.86756,
6960,315.054,-8512.79,-7840.88,0,1,2.87148,
6970,296.104,-8473.16,-7841.67,0,1,2.87541,
6980,279.968,-8438.23,-7841.15,0,1,2.87933,
6990,271.154,-8417.32,-7839.04,0,1,2.88325,
7000,275.086,-8423.63,-7836.96,0,1,2.88717,
7010,287,-8448.71,-7836.64,-1,0,2.89109,
7020,280.144,-8433.71,-7836.26,-1,0,2.89501,
7030,267.295,-8405.07,-7835.02,-1,0,2.89893,
7040,267.634,-8403.28,-7832.5,-1,0,2.90284,
7050,268.197,-8401.74,-7829.76,-1,0,2.90676,
7060,263.853,-8389.85,-7827.13,-1,0,2.91068,
7070,263.538,-8386.23,-7824.19,-1,0,2.91459,
7080,273.073,-8403.73,-7821.35,-1,0,2.9185,
7090,295.435,-8449.47,-7819.4,-1,0,2.92242,
7100,318.219,-8498.66,-7820.01,-1,0,2.92633,
7110,330.771,-8527.87,-7822.44,-1,0,2.93024,
7120,334.484,-8539.7,-7826.36,-1,0,2.93415,
7130,336.472,-8547.77,-7830.18,-1,0,2.93806,
7140,340.26,-8560.03,-7834.37,-1,0,2.94197,
7150,337.281,-8557.81,-7838.5,-1,0,2.94587,
7160,319.512,-8523.95,-7842.54,-1,0,2.94978,
7170,298.579,-8480.05,-7843.27,-1,0,2.95369,
7180,285.053,-8450.6,-7842.67,-1,0,2.95759,
7190,283.395,-8445.82,-7841.43,-1,0,2.96149,
7200,279.167,-8434.61,-7839.24,-1,0,2.9654,
7210,276.15,-8425.78,-7836.85,-1,0,2.9693,
7220,283.026,-8438.79,-7835.18,-1,0,2.9732,
7230,283.271,-8438.27,-7834.15,-1,0,2.9771,
7240,281.177,-8432.17,-7832.51,-1,0,2.981,
7250,282.545,-8434.01,-7831.44,-1,0,2.9849,
7260,287.032,-8441.81,-7829.66,-1,0,2.98879,
7270,286.141,-8438.46,-7828.22,-1,0,2.99269,
7280,281.935,-8428.16,-7826.89,-1,0,2.99659,
7290,295.057,-8454.73,-7825.47,-1,0,3.00048,
7300,314.772,-8498.18,-7826.87,-1,0,3.00438,
7310,327.033,-8527.2,-7829.75,-1,0,3.00827,
7320,324.6,-8525.54,-7833.28,-1,0,3.01216,
7330,304.458,-8484.98,-7835.68,-1,0,3.01605,
7340,290.147,-8455.22,-7836.44,-1,0,3.01994,
7350,277.464,-8427.36,-7835.62,-1,0,3.02383,
7360,257.993,-8384.15,-7833.94,-1,0,3.02772,
7370,248.322,-8359.08,-7829.49,-1,0,3.03161,
7380,256.489,-8371.87,-7824.86,-1,0,3.03549,
7390,274.845,-8406.62,-7820.47,-1,0,3.03938,
7400,280.599,-8416.74,-7818.31,-1,0,3.04326,
7410,272.256,-8396.7,-7816.07,-1,0,3.04715,
7420,283.44,-8418.68,-7814.19,-1,0,3.05103,
7430,305.47,-8466.16,-7814.69,-1,0,3.05491,
7440,313.1,-8484.76,-7817.02,-1,0,3.05879,
7450,307.806,-8474.03,-7817.58,-1,0,3.06268,
7460,298.52,-8454.51,-7817.86,-1,0,3.06655,
7470,298.191,-8453.58,-7817.64,-1,0,3.07043,
7480,304.679,-8467.04,-7817.26,-1,0,3.07431,
7490,315.108,-8491.08,-7819.05,-2,-1,3.07819,
7500,322.753,-8509.05,-7820.73,-2,-1,3.08206,
7510,325.027,-8515.93,-7822.76,-2,-1,3.08594,
7520,330.313,-8529.71,-7825.26,-2,-1,3.08981,
7530,336.037,-8545.9,-7829.24,-2,-1,3.09368,
7540,328.395,-8532.38,-7832.02,-2,-1,3.09756,
7550,314.232,-8504.8,-7834.65,-2,-1,3.10143,
7560,297.251,-8469.39,-7835.45,-2,-1,3.1053,
7570,280.187,-8432.11,-7834.57,-2,-1,3.10917,
7580,278.299,-8425.82,-7832.3,-2,-1,3.11303,
7590,277.51,-8421.89,-7830.06,-2,-1,3.1169,
7600,285.155,-8436.28,-7828.13,-2,-1,3.12077,
7610,298.847,-8464.75,-7827.41,-2,-1,3.12463,
7620,300.562,-8468.77,-7827.77,-2,-1,3.1285,
7630,290.879,-8448.41,-7828.06,-2,-1,3.13236,
7640,279.749,-8424.06,-7827.44,-2,-1,3.13622,
7650,283.313,-8429.23,-7825.01,-2,-1,3.14008,
7660,292.685,-8448.41,-7824.21,-2,-1,3.14394,
7670,305.988,-8477.5,-7824.93,-2,-1,3.1478,
7680,310.444,-8488.5,-7826.42,-1,0,3.15166,
7690,303.714,-8475.46,-7827.74,-1,0,3.15552,
7700,294.335,-8454.28,-7826.56,-1,0,3.15938,
7710,281.014,-8424.34,-7825.03,-1,0,3.16323,
7720,279.098,-8417.51,-7822.29,-1,0,3.16709,
7730,296.807,-8454.21,-7821.22,-1,0,3.17094,
7740,307.398,-8477.39,-7821.81,-1,0,3.1748,
7750,294.053,-8449.85,-7822.74,-1,0,3.17865,
7760,270.567,-8398.41,-7821.38,-1,0,3.1825,
7770,256.815,-8365.05,-7817.35,-1,0,3.18635,
7780,262.613,-8373.41,-7813.34,-1,0,3.1902,
7790,274.415,-8395.01,-7809.77,-1,0,3.19405,
7800,299.226,-8445.96,-7807.81,-1,0,3.19789,
7810,313.284,-8477.51,-7809.38,-1,0,3.20174,
7820,303.499,-8457.25,-7809.99,-1,0,3.20559,
7830,298.928,-8448.62,-7811.11,-1,0,3.20943,
7840,299.887,-8450.36,-7810.8,-1,0,3.21327,
7850,311.093,-8475.13,-7811.67,-1,0,3.21712,
7860,317.381,-8489.95,-7813.08,-1,0,3.22096,
7870,311.491,-8478.6,-7814.29,-1,0,3.2248,
7880,311.858,-8479.52,-7814.43,-1,0,3.22864,
7890,332.685,-8526.49,-7816.98,-1,0,3.23248,
7900,358.369,-8586.36,-7822.08,-1,0,3.23631,
7910,350.985,-8577.31,-7828.77,-1,0,3.24015,
7920,309.427,-8491.3,-7831.39,-1,0,3.24399,
7930,279.218,-8426.18,-7830.7,-1,0,3.24782,
7940,285.16,-8436.71,-7828.56,-1,0,3.25165,
7950,288.173,-8441.14,-7826.56,-1,0,3.25549,
7960,284.792,-8432.32,-7824.95,-1,0,3.25932,
7970,281.24,-8422.59,-7822.79,-1,0,3.26315,
7980,289.415,-8439.23,-7822,-1,0,3.26698,
7990,296.689,-8455.22,-7822.48,-1,0,3.27081,
8000,292.088,-8444.77,-7821.84,0,1,3.27464,
8010,283.346,-8427.81,-7823.53,0,1,3.27846,
8020,279.436,-8419.07,-7823.12,0,1,3.28229,
8030,279.812,-8417.74,-7821,0,1,3.28611,
8040,275.928,-8410.65,-7822.19,0,1,3.28994,
8050,288.379,-8435.34,-7820.33,0,1,3.29376,
8060,309.033,-8480.9,-7821.84,0,1,3.29758,
8070,321.761,-8511.7,-7825.49,-1,0,3.3014,
8080,328.962,-8531.09,-7829.52,-1,0,3.30522,
8090,333.034,-8542.84,-7832.59,-1,0,3.30904,
8100,320.939,-8521,-7836.54,-1,0,3.31286,
8110,292.581,-8461.89,-7837.91,-1,0,3.31668,
8120,276.488,-8426.57,-7836.92,-1,0,3.32049,
8130,274.079,-8419.01,-7834.49,-1,0,3.32431,
8140,279.212,-8427.67,-7832.2,-1,0,3.32812,
8150,298.227,-8466.59,-7830.57,-1,0,3.33194,
8160,318.467,-8510.32,-7831.13,-1,0,3.33575,
8170,329.059,-8536.59,-7834.81,-1,0,3.33956,
8180,315.729,-8510.43,-7837.08,-1,0,3.34337,
8190,298.19,-8473.88,-7837.94,-1,0,3.34718,
8200,284.787,-8444.05,-7836.69,-1,0,3.35099,
8210,288.871,-8451.68,-7835.61,-1,0,3.35479,
8220,308.628,-8493.88,-7835.68,-1,0,3.3586,
8230,315.871,-8510.97,-7837.32,-1,0,3.3624,
8240,324.196,-8531.52,-7840.12,-1,0,3.36621,
8250,330.535,-8548.51,-7843.59,-1,0,3.37001,
8260,314.592,-8517.57,-7846.65,-1,0,3.37381,
8270,298.92,-8485.65,-7848.15,-1,0,3.37761,
8280,285.302,-8455.7,-7847.24,-1,0,3.38141,
8290,285.618,-8454.13,-7845,-1,0,3.38521,
8300,284.697,-8450.29,-7843.13,-1,0,3.38901,
8310,275.63,-8428.62,-7840.79,-1,0,3.39281,
8320,275.785,-8426.63,-7838.47,-1,0,3.3966,
8330,281.466,-8437.48,-7837.2,-1,0,3.4004,
8340,290.191,-8454.52,-7835.64,-1,0,3.40419,
8350,297.747,-8470.5,-7835.5,-1,0,3.40798,
8360,292.034,-8458.01,-7835.2,-1,0,3.41177,
8370,292.635,-8458.65,-7834.56,-1,0,3.41557,
8380,286.785,-8445.27,-7833.66,-1,0,3.41935,
8390,289.886,-8450.55,-7832.31,-1,0,3.42314,
8400,300.138,-8472.31,-7832.21,-1,0,3.42693,
8410,301.951,-8476.45,-7832.48,-1,0,3.43072,
8420,327.247,-8531.82,-7833.91,-1,0,3.4345,
8430,339.265,-8560.84,-7837.3,-1,0,3.43829,
8440,329.986,-8545.73,-7841.98,-1,0,3.44207,
8450,311.236,-8507.61,-7843.85,-1,0,3.44585,
8460,290.064,-8462.56,-7843.95,-1,0,3.44963,
8470,275.435,-8429.89,-7842.48,-1,0,3.45342,
8480,270.803,-8416.74,-7839.21,-1,0,3.45719,
8490,269.419,-8410.22,-7835.63,-1,0,3.46097,
8500,280.671,-8431.1,-7832.52,-1,0,3.46475,
8510,289.742,-8449.38,-7831.45,-1,0,3.46853,
8520,290.561,-8450.3,-7830.63,-1,0,3.4723,
8530,294.732,-8458.15,-7829.59,-1,0,3.47608,
8540,301.773,-8472.64,-7829.06,-1,0,3.47985,
8550,291.039,-8448.98,-7828.29,-1,0,3.48362,
8560,284.394,-8433.59,-7827.07,-1,0,3.48739,
8570,296.473,-8458.03,-7825.75,-1,0,3.49116,
8580,320.612,-8510.44,-7826.68,-1,0,3.49493,
8590,332.402,-8538.78,-7829.87,-1,0,3.4987,
8600,327.457,-8531.69,-7833.33,-1,0,3.50246,
8610,324.848,-8528.81,-7836.02,-1,0,3.50623,
8620,312.762,-8505.23,-7838.22,-1,0,3.51,
8630,306.24,-8491.66,-7838.55,-1,0,3.51376,
8640,303.882,-8487.69,-7839.61,-1,0,3.51752,
8650,294.697,-8468.17,-7839.67,-1,0,3.52128,
8660,281.318,-8439.21,-7839.25,-1,0,3.52504,
8670,261.006,-8393.92,-7837.28,-1,0,3.5288,
8680,261.363,-8389.88,-7832.47,-1,0,3.53256,
8690,274.823,-8416.08,-7829.98,-1,0,3.53632,
8700,281.615,-8427.31,-7826.72,-1,0,3.54007,
8710,289.365,-8442.27,-7825.15,-1,0,3.54383,
8720,286.629,-8435.63,-7824.34,-1,0,3.54758,
8730,277.227,-8413.87,-7822.64,0,1,3.55134,
8740,272.853,-8401.56,-7819.65,0,1,3.55509,
8750,276.417,-8406.57,-7817.06,0,1,3.55884,
8760,287.372,-8428.09,-7815.22,0,1,3.56259,
8770,303.152,-8462.29,-7815.76,0,1,3.56634,
8780,310.735,-8478.67,-7815.97,0,1,3.57009,
8790,319.144,-8498.61,-7817.98,0,1,3.57383,
8800,315.878,-8493.24,-7819.57,0,1,3.57758,
8810,312.054,-8486.84,-7821.33,0,1,3.58132,
8820,303.943,-8470.38,-7822.17,0,1,3.58507,
8830,300.879,-8464.37,-7822.7,0,1,3.58881,
8840,297.056,-8456.95,-7823.43,0,1,3.59255,
8850,303.11,-8470.07,-7823.63,0,1,3.59629,
8860,310.3,-8485.9,-7824.13,0,1,3.60003,
8870,303.101,-8471.14,-7824.72,0,1,3.60377,
8880,300.752,-8465.82,-7824.41,0,1,3.6075,
8890,296.904,-8456.84,-7823.64,0,1,3.61124,
8900,292.228,-8445.77,-7822.55,0,1,3.61497,
8910,297.373,-8457.31,-7823.11,0,1,3.61871,
8920,301.611,-8467.37,-7824.13,0,1,3.62244,
8930,299.308,-8465.58,-7827.26,0,1,3.62617,
8940,293.178,-8455.03,-7829.78,0,1,3.6299,
8950,284.824,-8437.53,-7830.09,0,1,3.63363,
8960,279.03,-8423.36,-7828.28,0,1,3.63736,
8970,281.347,-8427.08,-7827.06,0,1,3.64109,
8980,282.368,-8427.14,-7824.94,0,1,3.64481,
8990,293.673,-8449.54,-7823.24,0,1,3.64854,
9000,310.34,-8485.51,-7823.66,0,1,3.65226,
9010,311.669,-8491.83,-7827.14,0,1,3.65598,
9020,302.277,-8473.03,-7828.37,0,1,3.6597,
9030,297.414,-8463.26,-7828.97,0,1,3.66342,
9040,280.945,-8426.7,-7827.54,0,1,3.66714,
9050,266.203,-8392.15,-7824.43,0,1,3.67086,
9060,272.654,-8403.49,-7822.01,0,1,3.67458,
9070,285.827,-8429.99,-7820.42,0,1,3.6783,
9080,284.329,-8425.83,-7819.45,0,1,3.68201,
9090,278.239,-8410.81,-7817.42,0,1,3.68572,
9100,283.982,-8421.2,-7815.56,0,1,3.68944,
9110,292.764,-8438.92,-7814.55,0,1,3.69315,
9120,297.83,-8450.12,-7814.95,0,1,3.69686,
9130,308.591,-8474.69,-7816.57,0,1,3.70057,
9140,332.591,-8528.53,-7819.22,0,1,3.70428,
9150,334.818,-8537.76,-7823.7,0,1,3.70798,
9160,308.937,-8485.08,-7826.22,0,1,3.71169,
9170,291.227,-8447.38,-7826.29,0,1,3.71539,
9180,282.038,-8426.2,-7824.71,0,1,3.7191,
9190,278.071,-8415.38,-7822.35,0,1,3.7228,
9200,291.008,-8441.88,-7821.25,0,1,3.7265,
9210,306.86,-8476.3,-7821.87,0,1,3.7302,
9220,310.455,-8486.22,-7824.12,0,1,3.7339,
9230,297.098,-8459.12,-7825.5,0,1,3.7376,
9240,276.507,-8415.5,-7825.8,-1,0,3.7413,
9250,274.086,-8409.09,-7824.56,-1,0,3.74499,
9260,276.659,-8412.34,-7822.31,-1,0,3.74869,
9270,272.36,-8400.84,-7819.99,-1,0,3.75238,
9280,260.615,-8371.71,-7815.9,-1,0,3.75608,
