step,rz,Epot,Epot00,prob_atom_z,prob_atom_fz,prob_atom_fz_integral,n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.590483,-3341.01,0,-0.664429,0.569428,0,203,-4207.21,866.199,641.432,1134.4,-6432.91,449.86,1139.53,-273.333
1,-0.577216,-3341,0.00926659,-0.65114,0.825252,0.00926666,29,-4207.21,866.212,641.436,1134.4,-6432.91,449.861,1139.55,-273.334
2,-0.563928,-3340.99,0.0219208,-0.637852,1.07857,0.0219162,21,-4207.21,866.22,641.433,1134.4,-6432.91,449.861,1139.55,-273.334
3,-0.55064,-3340.8,0.210944,-0.624563,0.0189718,0.0292086,26,-4207.21,866.412,641.446,1134.38,-6432.91,449.864,1139.75,-273.335
4,-0.537351,-3340.8,0.213654,-0.611275,0.386884,0.0319053,35,-4207.21,866.413,641.443,1134.39,-6432.91,449.864,1139.75,-273.335
5,-0.524062,-3340.79,0.221161,-0.597986,0.740561,0.0393963,23,-4207.22,866.426,641.442,1134.38,-6432.91,449.864,1139.76,-273.336
6,-0.510774,-3340.78,0.233286,-0.584698,1.08254,0.0515096,21,-4207.21,866.435,641.443,1134.39,-6432.91,449.864,1139.77,-273.337
7,-0.497486,-3340.76,0.2499,-0.571409,1.41684,0.0681162,21,-4207.21,866.452,641.443,1134.38,-6432.91,449.865,1139.79,-273.336
8,-0.484197,-3340.74,0.270928,-0.55812,1.74847,0.0891475,29,-4207.22,866.475,641.45,1134.37,-6432.9,449.865,1139.81,-273.336
9,-0.470909,-3340.73,0.278923,-0.544832,-0.551174,0.0971027,61,-4207.23,866.494,641.442,1134.37,-6432.9,449.861,1139.83,-273.338
10,-0.457619,-3340.74,0.273763,-0.531543,-0.225957,0.0919392,41,-4207.22,866.481,641.46,1134.36,-6432.9,449.861,1139.82,-273.334
11,-0.444331,-3340.8,0.208837,-0.518255,-0.534255,0.0868881,35,-4207.21,866.406,641.454,1134.37,-6432.9,449.862,1139.74,-273.334
