step,rz,Epot,Epot00,prob_atom_z,prob_atom_fz,prob_atom_fz_integral,n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.590483,-3341.22,0,-0.664429,0.568035,0,100,-4207.25,866.033,641.769,1134.19,-6432.96,449.748,1139.61,-273.574
1,-0.577217,-3341,0.213143,-0.65114,0.825329,0.00925792,100,-4207.21,866.209,641.434,1134.4,-6432.91,449.861,1139.54,-273.333
2,-0.563928,-3340.99,0.225798,-0.637852,1.07861,0.0219083,100,-4207.21,866.225,641.433,1134.4,-6432.91,449.862,1139.56,-273.334
3,-0.550639,-3340.8,0.414818,-0.624563,0.0190452,0.0292014,100,-4207.21,866.409,641.444,1134.39,-6432.91,449.863,1139.74,-273.335
4,-0.537351,-3340.8,0.417532,-0.611275,0.386876,0.0318985,100,-4207.21,866.413,641.445,1134.39,-6432.91,449.863,1139.75,-273.335
5,-0.524062,-3340.79,0.425038,-0.597986,0.740539,0.0393894,100,-4207.21,866.421,641.447,1134.38,-6432.91,449.864,1139.76,-273.335
6,-0.510774,-3340.78,0.437162,-0.584698,1.08259,0.0515028,100,-4207.21,866.435,641.447,1134.38,-6432.91,449.864,1139.77,-273.336
7,-0.497486,-3340.76,0.453775,-0.571409,1.4169,0.0681101,100,-4207.21,866.452,641.448,1134.38,-6432.9,449.865,1139.79,-273.336
8,-0.484197,-3340.74,0.474807,-0.55812,1.74848,0.0891418,100,-4207.22,866.475,641.45,1134.37,-6432.9,449.865,1139.81,-273.336
9,-0.470909,-3340.73,0.482796,-0.544832,-0.551149,0.0970973,100,-4207.22,866.487,641.457,1134.36,-6432.9,449.86,1139.82,-273.336
10,-0.45762,-3340.74,0.477642,-0.531543,-0.225943,0.091934,100,-4207.22,866.481,641.459,1134.36,-6432.9,449.861,1139.82,-273.335
11,-0.444331,-3340.8,0.412714,-0.518255,-0.53428,0.0868829,100,-4207.21,866.407,641.457,1134.36,-6432.89,449.863,1139.74,-273.332
