step,rz,Epot,Epot00,prob_atom_crd[2],prob_atom_f[2],n_steps_of_optimization,BondedTermsEnergy,NonBondedTermsEnergy,BondStretchEnergy,AngleStretchEnergy,TorsionEnergy,OutOfPlaneEnergy,DispersionEnergy,ElectrostaticEnergy
0,-0.569459,-8909.86,0,-0.639916,0.0404364,101,-9534.52,624.658,92.3826,201.891,-10267.5,438.68,475.215,149.442
1,-0.556661,-8909.85,0.0115339,-0.627118,0.206647,101,-9534.52,624.669,92.3826,201.891,-10267.5,438.68,475.227,149.442
2,-0.543863,-8909.88,-0.0164187,-0.614319,0.229431,101,-9534.52,624.641,92.3826,201.891,-10267.5,438.68,475.199,149.442
3,-0.531064,-8909.93,-0.0684925,-0.601521,0.0407906,101,-9534.52,624.589,92.3826,201.891,-10267.5,438.68,475.147,149.442
4,-0.518266,-8909.93,-0.0671611,-0.588723,0.160428,101,-9534.52,624.59,92.3826,201.891,-10267.5,438.68,475.148,149.442
5,-0.505468,-8909.91,-0.054293,-0.575924,0.215874,101,-9534.52,624.603,92.3826,201.891,-10267.5,438.68,475.161,149.442
6,-0.492669,-8909.95,-0.0903468,-0.563126,-0.44015,101,-9534.52,624.567,92.3826,201.891,-10267.5,438.68,475.125,149.442
7,-0.479871,-8909.96,-0.0962203,-0.550328,-0.483418,101,-9534.52,624.561,92.3826,201.891,-10267.5,438.68,475.119,149.442
8,-0.467073,-8909.94,-0.082514,-0.537529,-0.683588,101,-9534.52,624.575,92.3826,201.891,-10267.5,438.68,475.133,149.442
9,-0.454275,-8909.96,-0.102297,-0.524731,-0.961174,101,-9534.52,624.555,92.3826,201.891,-10267.5,438.68,475.113,149.442
10,-0.441476,-8909.96,-0.0958718,-0.511933,-1.33094,101,-9534.52,624.562,92.3826,201.891,-10267.5,438.68,475.12,149.442
11,-0.428678,-8909.98,-0.124753,-0.499134,-1.49222,101,-9534.52,624.533,92.3826,201.891,-10267.5,438.68,475.091,149.442
12,-0.41588,-8909.99,-0.134828,-0.486336,-1.64965,101,-9534.52,624.523,92.3826,201.891,-10267.5,438.68,475.081,149.442
13,-0.403081,-8910.02,-0.156325,-0.473538,-1.70758,101,-9534.52,624.501,92.3826,201.891,-10267.5,438.68,475.059,149.442
14,-0.390283,-8910.04,-0.180994,-0.46074,-2.01742,101,-9534.52,624.477,92.3826,201.891,-10267.5,438.68,475.034,149.442
15,-0.377485,-8910.09,-0.228333,-0.447941,-2.18487,101,-9534.52,624.429,92.3826,201.891,-10267.5,438.68,474.987,149.442
16,-0.364686,-8910.11,-0.246652,-0.435143,-2.30641,101,-9534.52,624.411,92.3826,201.891,-10267.5,438.68,474.969,149.442
17,-0.351888,-8910.14,-0.278066,-0.422345,-2.64083,101,-9534.52,624.38,92.3826,201.891,-10267.5,438.68,474.937,149.442
18,-0.33909,-8910.18,-0.323872,-0.409546,-2.82346,101,-9534.52,624.334,92.3826,201.891,-10267.5,438.68,474.892,149.442
19,-0.326291,-8910.2,-0.340512,-0.396748,-3.08687,101,-9534.52,624.317,92.3826,201.891,-10267.5,438.68,474.875,149.442
20,-0.313493,-8910.24,-0.381006,-0.38395,-3.24551,101,-9534.52,624.277,92.3826,201.891,-10267.5,438.68,474.834,149.442
21,-0.300695,-8910.29,-0.426853,-0.371151,-3.69423,101,-9534.52,624.231,92.3826,201.891,-10267.5,438.68,474.789,149.442
22,-0.287896,-8910.34,-0.475178,-0.358353,-3.84794,101,-9534.52,624.182,92.3826,201.891,-10267.5,438.68,474.74,149.442
23,-0.275098,-8910.4,-0.536226,-0.345555,-3.9922,101,-9534.52,624.121,92.3826,201.891,-10267.5,438.68,474.679,149.442
24,-0.2623,-8910.51,-0.645786,-0.332756,-4.14053,101,-9534.52,624.012,92.3826,201.891,-10267.5,438.68,474.57,149.442
25,-0.249501,-8910.55,-0.687037,-0.319958,-3.77682,101,-9534.52,623.971,92.3826,201.891,-10267.5,438.68,474.528,149.442
26,-0.236703,-8910.62,-0.760258,-0.30716,-2.67201,101,-9534.52,623.897,92.3826,201.891,-10267.5,438.68,474.455,149.442
27,-0.223905,-8910.65,-0.791248,-0.294361,-0.309429,101,-9534.52,623.866,92.3826,201.891,-10267.5,438.68,474.424,149.442
