step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0158888,0,0,0,-1.9507e-008,0,0.981818,0,0,0,0.000139984,0.0557671,-0.0424143,0.637016,0.503246,1
10,1.93585,0,0,0,-1.9507e-008,0,0.981818,0,0,0,7.13448e-005,0.0557548,-0.0424121,0.637016,0.503246,1
20,2.29203,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-3.8803e-005,0.0556881,-0.0423873,0.637016,0.503246,1
30,2.63513,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000114421,0.0555975,-0.0423602,0.637016,0.503246,1
40,3.29218,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000113063,0.0555385,-0.0423254,0.637016,0.503246,1
50,3.5829,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000112259,0.055547,-0.0422966,0.637016,0.503246,1
60,3.44237,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000125615,0.0555773,-0.0422384,0.637016,0.503246,1
70,3.61393,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000160854,0.055592,-0.0421673,0.637016,0.503246,1
80,3.43007,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000209858,0.0555668,-0.0421184,0.637016,0.503246,1
90,3.20391,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000256044,0.0555295,-0.0421038,0.637016,0.503246,1
100,2.99079,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000264276,0.0555052,-0.0420648,0.637016,0.503246,1
110,12.0253,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000274571,0.0554947,-0.0419458,0.637016,0.503246,1
120,18.7075,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000318203,0.055486,-0.0417702,0.637016,0.503246,1
130,23.0264,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000361085,0.055491,-0.0416042,0.637041,0.503251,1
140,25.5368,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000387984,0.0555025,-0.0414556,0.637066,0.503255,1
150,26.5834,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000456319,0.0555027,-0.0413294,0.637071,0.503255,1
160,26.9545,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000518822,0.0554766,-0.0411868,0.637077,0.503256,1
170,26.893,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000517497,0.0554306,-0.0410077,0.637089,0.503256,1
180,26.4336,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000516961,0.0553856,-0.0408291,0.637113,0.503255,1
190,25.7843,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000570621,0.0553713,-0.0407126,0.637147,0.503253,1
200,25.4129,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000590918,0.0553707,-0.0406694,0.637211,0.503246,1
210,33.6711,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000502774,0.0553382,-0.0406691,0.637371,0.503221,1
220,38.934,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000386418,0.055277,-0.0406611,0.637439,0.503208,1
230,41.973,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000358453,0.0552067,-0.0406278,0.637581,0.503175,1
240,43.0476,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000438451,0.0551213,-0.0406371,0.637723,0.503135,1
250,42.9809,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000564724,0.0550455,-0.0407493,0.637948,0.503064,1
260,42.7236,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000706892,0.0550369,-0.0409595,0.638146,0.502994,1
270,41.2228,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000768972,0.0550582,-0.0411936,0.63838,0.502905,1
280,39.6483,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000658162,0.0550441,-0.0413966,0.638711,0.502772,1
290,38.7848,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000427627,0.0549786,-0.0415396,0.639049,0.502627,1
300,37.439,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000297775,0.0548947,-0.0417103,0.639316,0.502505,1
310,45.3307,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000247875,0.0547846,-0.0419536,0.63952,0.502406,1
320,50.9096,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000170537,0.0546422,-0.0422498,0.639696,0.502314,1
330,54.2428,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000123085,0.0544488,-0.0425541,0.639868,0.502217,1
340,56.8631,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000219945,0.05429,-0.0429679,0.639922,0.502184,1
350,61.7655,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000213701,0.0542111,-0.0433898,0.639922,0.502184,1
360,66.7007,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000123022,0.0541398,-0.0437347,0.639922,0.502184,1
370,72.4638,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000209305,0.0539988,-0.0440298,0.639922,0.502184,1
380,78.8359,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000462626,0.05398,-0.044415,0.639922,0.502184,1
390,86.3832,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000488094,0.0541158,-0.044732,0.639922,0.502184,1
400,91.3789,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000422283,0.054284,-0.044916,0.639922,0.502184,1
410,105.943,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000513589,0.0544616,-0.0449296,0.639922,0.502184,1
420,115.682,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000645425,0.0547712,-0.0448271,0.639922,0.502184,1
430,120.966,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000491507,0.0550327,-0.0445208,0.640001,0.5021,1
440,123.759,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000264547,0.0551398,-0.0440775,0.640082,0.502008,1
450,126.141,0,0,0,-1.9507e-008,0,0.981818,0,0,0,-0.000170272,0.0552332,-0.0436218,0.640199,0.50187,1
