step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.016518,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-5.53429e-005,0.0557547,-0.03668660.635901,0.503352,1
10,2.22058,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-7.10454e-005,0.0557222,-0.03669470.635996,0.503397,1
20,2.37336,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-8.07868e-005,0.0556586,-0.03672660.636107,0.503443,1
30,3.10711,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-5.5141e-005,0.0555955,-0.03683130.636107,0.503443,1
40,3.28273,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000102446,0.0556076,-0.0369270.636271,0.503497,1
50,3.13376,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000175192,0.0556447,-0.03699720.636451,0.503551,1
60,3.05145,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000182984,0.0556678,-0.03705540.636592,0.503589,1
70,3.10992,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.00013756,0.0556684,-0.03714980.63674,0.503625,1
80,2.89043,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000152796,0.0556775,-0.03724520.636958,0.50367,1
90,2.83837,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.00019402,0.0556796,-0.03733750.637118,0.503698,1
100,2.66936,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000200093,0.0556734,-0.0374270.63726,0.503717,1
110,11.6664,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000187363,0.0556433,-0.03758680.637486,0.50374,1
120,18.486,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000230341,0.0556144,-0.03777130.63776,0.503759,1
130,22.8557,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000241183,0.0555936,-0.03796490.637962,0.503766,1
140,25.7032,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000180561,0.0555751,-0.0382140.638193,0.503766,1
150,27.2192,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000192236,0.0555665,-0.03852740.638441,0.503759,1
160,27.893,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000307434,0.0556068,-0.0388080.638644,0.503747,1
170,27.9384,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.000326094,0.055643,-0.03905050.638812,0.503731,1
180,27.7894,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-0.00020399,0.0556052,-0.03934340.638979,0.503712,1
190,27.0995,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-8.32688e-005,0.0555325,-0.03972970.639111,0.503692,1
200,26.5386,0,0,0,-3.02087e-008,3.25116e-009,0.981818,1.65585e-005,0.0554982,-0.04014960.639268,0.503665,1
210,34.7466,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000143146,0.0554801,-0.04064050.639303,0.503658,1
220,39.9255,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000215797,0.0554356,-0.04126810.639338,0.50365,1
230,42.886,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000160109,0.0554077,-0.04197440.639338,0.50365,1
240,44.1143,0,0,0,-3.02087e-008,3.25116e-009,0.981818,9.64906e-005,0.055423,-0.04267730.639338,0.50365,1
250,44.4126,0,0,0,-3.02087e-008,3.25116e-009,0.981818,6.21025e-005,0.0554498,-0.04341390.639338,0.50365,1
260,43.9931,0,0,0,-3.02087e-008,3.25116e-009,0.981818,5.66817e-006,0.0554369,-0.04428830.639338,0.50365,1
270,43.096,0,0,0,-3.02087e-008,3.25116e-009,0.981818,-5.7961e-005,0.0554159,-0.04521610.639338,0.50365,1
280,42.2605,0,0,0,-3.02087e-008,3.25116e-009,0.981818,6.98655e-005,0.0554037,-0.04606650.639339,0.503649,1
290,41.3883,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000383516,0.0553883,-0.04686040.639339,0.503649,1
300,40.9286,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000697492,0.0553298,-0.04779020.639339,0.503649,1
310,49.6087,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00084849,0.0553124,-0.04885090.639339,0.503649,1
320,54.8293,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000976027,0.0553483,-0.04992050.639339,0.503649,1
330,58.1221,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00107195,0.05535,-0.05099770.639339,0.503649,1
340,60.5912,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00107879,0.0552226,-0.05226160.639339,0.503649,1
350,63.8122,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00103932,0.055111,-0.05349170.639339,0.503649,1
360,66.7384,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00113183,0.0550866,-0.05458730.639339,0.503649,1
370,72.1365,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.00112322,0.0551771,-0.05574030.639339,0.503649,1
380,76.6178,0,0,0,-3.02087e-008,3.25116e-009,0.981818,0.000917523,0.0552961,-0.05713540.639339,0.503649,1
