step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00865633,0,0,0,-2.66866e-008,2.16744e-009,0.981818,9.92542e-005,0.0555344,-0.04754020.63671,0.501825,1
10,1.06722,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.000123586,0.0555031,-0.04751040.63671,0.501825,1
20,1.13351,0,0,0,-2.66866e-008,2.16744e-009,0.981818,8.93909e-005,0.0554348,-0.04738680.63671,0.501825,1
30,1.39168,0,0,0,-2.66866e-008,2.16744e-009,0.981818,1.48888e-005,0.0553508,-0.04720130.63671,0.501825,1
40,1.81675,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-3.61114e-005,0.0553205,-0.04706720.63671,0.501825,1
50,2.04139,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-1.87511e-005,0.0553577,-0.04699580.63671,0.501825,1
60,2.11947,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-3.28408e-005,0.0554137,-0.04684560.63671,0.501825,1
70,2.30356,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-6.75995e-005,0.0554273,-0.04658980.63671,0.501825,1
80,2.29479,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-8.82123e-005,0.0554143,-0.0463680.63671,0.501825,1
90,2.27014,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-7.71266e-005,0.0553947,-0.04625190.63671,0.501825,1
100,2.18318,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-8.40739e-005,0.0553776,-0.04613450.63671,0.501825,1
110,11.4205,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000104423,0.0553615,-0.04579720.63671,0.501825,1
120,18.4055,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000117245,0.0553729,-0.04527330.63671,0.501825,1
130,23.1317,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000125544,0.055387,-0.04472270.63671,0.501825,1
140,25.9177,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000179373,0.0553714,-0.04415860.63671,0.501825,1
150,27.4477,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000230019,0.055336,-0.04357530.636734,0.501833,1
160,28.0617,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000264241,0.0553122,-0.04300680.636742,0.501835,1
170,28.1576,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000330243,0.0552947,-0.04244540.636762,0.501838,1
180,27.7968,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000439385,0.0552715,-0.04183390.636802,0.501841,1
190,27.2823,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000507941,0.0552407,-0.04120510.636939,0.501838,1
200,26.8236,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000525011,0.0552167,-0.04067310.637081,0.501826,1
210,35.4216,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000563047,0.0551891,-0.04020230.637235,0.501801,1
220,41.0426,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000611279,0.0551216,-0.03962850.637372,0.501768,1
230,44.6047,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000608947,0.0550179,-0.03891020.63756,0.501716,1
240,46.6922,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000596478,0.0549282,-0.0382140.637743,0.501657,1
250,47.6627,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000686283,0.0548696,-0.0376590.637988,0.50157,1
260,48.2165,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000811727,0.0548151,-0.03716780.638245,0.501471,1
270,48.0354,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000866438,0.0547754,-0.03666360.638544,0.50135,1
280,47.6349,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000836961,0.0547594,-0.036190.638896,0.501202,1
290,47.5041,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000832793,0.0547366,-0.03575830.63927,0.501043,1
300,47.3039,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000848937,0.0546587,-0.03532370.639644,0.500882,1
310,56.2046,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.0009062,0.0545445,-0.03488230.639998,0.500727,1
320,62.8606,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.0009846,0.0544309,-0.03452320.640337,0.500578,1
330,66.3542,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00109107,0.0543406,-0.03424070.640704,0.500417,1
340,68.8967,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00114714,0.0542641,-0.03392560.641066,0.500258,1
350,70.8628,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00119355,0.0542518,-0.03350740.641367,0.500128,1
360,72.0619,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00121905,0.0542665,-0.03307070.641607,0.500028,1
370,73.1374,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.0012607,0.0541811,-0.03264590.641797,0.499954,1
380,74.2872,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00124528,0.0539629,-0.03218630.641986,0.499885,1
390,75.5637,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00119118,0.0538329,-0.03166270.642175,0.499822,1
400,76.6329,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00110623,0.0538622,-0.03116160.642256,0.499796,1
410,87.2846,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.00105093,0.0539174,-0.03059750.642272,0.499795,1
420,94.3168,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000915669,0.0539145,-0.02987740.642275,0.499795,1
430,98.8554,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000738621,0.0539919,-0.02905110.642314,0.499806,1
440,101.252,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000588171,0.0541437,-0.02830640.642456,0.499869,1
450,102.203,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000489496,0.0543195,-0.0275820.64249,0.499878,1
460,101.465,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000304934,0.0545281,-0.02675020.642516,0.499882,1
470,100.412,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-0.000113698,0.0548324,-0.02578650.642516,0.499882,1
480,99.2128,0,0,0,-2.66866e-008,2.16744e-009,0.981818,-5.71908e-006,0.0550566,-0.02487810.642516,0.499882,1
490,97.4068,0,0,0,-2.66866e-008,2.16744e-009,0.981818,4.14683e-005,0.0551114,-0.0240240.642517,0.499881,1
500,96.8913,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00026138,0.055093,-0.0231520.642527,0.499879,1
510,106.755,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.000645198,0.0551993,-0.02219630.642675,0.499841,1
520,113.137,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.000979421,0.0553076,-0.02124630.642843,0.499792,1
530,119.563,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00118672,0.0553114,-0.02026150.642955,0.49976,1
540,124.41,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00151763,0.0552488,-0.0192890.643104,0.499714,1
550,128.509,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00189504,0.0552176,-0.01842670.643228,0.499677,1
560,131.638,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00207534,0.0550781,-0.01774220.64335,0.499647,1
570,133.777,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00218253,0.054891,-0.01709590.643514,0.499611,1
580,134.315,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00247699,0.0548186,-0.0164720.643787,0.499556,1
590,135.074,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00276216,0.0548698,-0.01601190.64407,0.499504,1
600,137.36,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00288614,0.0548333,-0.01587320.644264,0.499472,1
610,150.947,0,0,0,-2.66866e-008,2.16744e-009,0.981818,0.00303053,0.0547035,-0.01593760.644337,0.499462,1
