step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00254911,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000250561,0.0551628,-0.051042,0.63598,0.499443,1
10,0.388117,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000262946,0.0551683,-0.0510259,0.635997,0.49945,1
20,0.45847,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000301498,0.0551719,-0.0509454,0.635997,0.49945,1
30,0.693414,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000355056,0.0551679,-0.0508203,0.635997,0.49945,1
40,0.871627,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000369191,0.0551667,-0.0507292,0.636021,0.499446,1
50,0.973619,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000358315,0.0551813,-0.0506754,0.636021,0.499446,1
60,1.05682,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000361856,0.0552043,-0.0505597,0.636021,0.499446,1
70,1.13037,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000376185,0.055218,-0.0503678,0.636023,0.499421,1
80,1.14269,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000359915,0.0552143,-0.0501925,0.636023,0.499421,1
90,1.18463,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000329983,0.0552053,-0.0500852,0.636023,0.499421,1
100,1.18979,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000321013,0.0552004,-0.0499838,0.636023,0.499421,1
110,10.3837,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000331647,0.0551938,-0.0496686,0.636023,0.499421,1
120,17.6693,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.00030996,0.0551859,-0.0491384,0.636023,0.499421,1
130,22.7193,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000276769,0.0551921,-0.0485289,0.636023,0.499421,1
140,26.0558,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000269155,0.0552013,-0.047876,0.636023,0.499421,1
150,28.1825,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.00023392,0.0551844,-0.0471934,0.636023,0.499421,1
160,29.4214,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,0.000139166,0.0551504,-0.0465283,0.636023,0.499421,1
170,30.0474,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,7.03616e-005,0.0551285,-0.0458841,0.636023,0.499421,1
180,30.2629,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,5.91414e-005,0.0551111,-0.0451845,0.636023,0.499421,1
190,30.2833,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,3.68713e-005,0.0550859,-0.0444371,0.636023,0.499421,1
200,30.097,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-1.39547e-005,0.0550708,-0.0437627,0.636023,0.499421,1
210,39.2626,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-5.41987e-005,0.0550646,-0.043138,0.636023,0.499421,1
220,45.3992,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-9.96808e-005,0.055038,-0.0424241,0.636031,0.499397,1
230,49.3665,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000184787,0.0549971,-0.0415925,0.636031,0.499397,1
240,51.8122,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000276888,0.0549742,-0.0407731,0.63604,0.499374,1
250,53.2371,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000360137,0.0549526,-0.0400411,0.636069,0.499307,1
260,53.8842,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000465618,0.0548973,-0.0393384,0.636079,0.499284,1
270,54.0184,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000573686,0.0548294,-0.038626,0.636107,0.499227,1
280,53.6673,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000599896,0.054787,-0.0379634,0.636141,0.499161,1
290,52.9207,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000559816,0.0547567,-0.0373584,0.636188,0.499076,1
300,51.8992,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000563017,0.054721,-0.0367517,0.63623,0.499002,1
310,59.7325,0,0,0,-3.52209e-008,1.00244e-008,0.981818,0,0,0,-0.000649601,0.0546993,-0.0361065,0.636284,0.498912,1
