step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00134222,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000450214,0.0551519,-0.0492391,0.636555,0.498462,1
10,0.228587,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000443074,0.0551562,-0.0492313,0.636584,0.498491,1
20,0.326079,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000412984,0.0551694,-0.0492126,0.636615,0.498534,1
30,0.481141,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000386034,0.0551773,-0.0491864,0.63665,0.498594,1
40,0.625258,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000384402,0.0551919,-0.0491646,0.636661,0.498628,1
50,0.726295,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000397051,0.0551934,-0.049137,0.636668,0.498667,1
60,0.790582,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000386493,0.0551774,-0.0490922,0.636672,0.498711,1
70,0.845258,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000370049,0.055156,-0.0490355,0.636676,0.498757,1
80,0.850996,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000370731,0.055157,-0.0489851,0.636677,0.498786,1
90,0.86494,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000380864,0.055169,-0.0489359,0.63668,0.498812,1
100,0.865617,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000381243,0.055177,-0.0488777,0.636684,0.498846,1
110,9.82381,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000385167,0.0551781,-0.0487201,0.636694,0.498912,1
120,16.9552,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000399185,0.0551828,-0.0484838,0.636707,0.498983,1
130,21.804,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000372832,0.0551715,-0.0481969,0.636721,0.499054,1
140,24.8996,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.00029013,0.0551394,-0.0478582,0.636735,0.499115,1
150,26.8165,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.00025119,0.0551105,-0.0475003,0.636749,0.499165,1
160,27.8963,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000292575,0.0551021,-0.0471431,0.636761,0.499204,1
170,28.4165,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000321813,0.0550852,-0.0467527,0.636766,0.499217,1
180,28.7251,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000282023,0.0550528,-0.0463142,0.636767,0.499221,1
190,28.7938,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000222348,0.0550265,-0.0458652,0.636769,0.499225,1
200,28.754,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000173137,0.0550055,-0.0454202,0.636776,0.499241,1
210,38.0612,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000123824,0.0549732,-0.0448941,0.636788,0.499263,1
220,44.2239,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.000108192,0.0549429,-0.0442436,0.636788,0.499263,1
230,48.2325,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,0.00012573,0.0549377,-0.0435218,0.636806,0.499296,1
240,50.7036,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,8.60754e-005,0.0549354,-0.0427532,0.636818,0.499318,1
250,51.995,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,-3.67437e-005,0.0549345,-0.0419069,0.636821,0.499323,1
260,52.6133,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,-0.00010773,0.0549514,-0.0409883,0.636857,0.499382,1
270,52.6247,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,-8.26967e-005,0.0549777,-0.0400544,0.636896,0.499443,1
280,52.2275,0,0,0,-5.4457e-008,9.75349e-009,0.981818,0,0,0,-8.32424e-005,0.0549679,-0.0390964,0.636956,0.499538,1
