step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.00180294,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000273734,0.0552136,-0.0497655,0.636137,0.499403,1
10,0.303065,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000281558,0.0552165,-0.0497494,0.636137,0.499403,1
20,0.380851,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000323051,0.055225,-0.0496757,0.636162,0.499328,1
30,0.632012,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000383966,0.0552233,-0.0495654,0.636162,0.499328,1
40,0.755464,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000402963,0.0552115,-0.0494871,0.636162,0.499328,1
50,0.891851,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000386501,0.0552013,-0.0494459,0.636162,0.499328,1
60,0.952321,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000387195,0.0552053,-0.0493582,0.636162,0.499328,1
70,1.03572,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000401306,0.0552098,-0.0492082,0.636162,0.499328,1
80,1.04882,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000385682,0.0552103,-0.0490673,0.636162,0.499328,1
90,1.08689,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000350331,0.0552111,-0.0489757,0.636162,0.499328,1
100,1.0918,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000334688,0.0552129,-0.0488823,0.636162,0.499328,1
110,10.2411,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000336252,0.0551981,-0.0485921,0.636162,0.499328,1
120,17.452,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000310819,0.0551712,-0.0481147,0.636162,0.499328,1
130,22.4169,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000270075,0.0551658,-0.047552,0.636162,0.499328,1
140,25.6688,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000257584,0.0551843,-0.0469152,0.636162,0.499328,1
150,27.6885,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000237704,0.0551776,-0.0462494,0.636162,0.499328,1
160,28.8591,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.00017108,0.0551409,-0.0456254,0.636162,0.499328,1
170,29.3763,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000113428,0.055114,-0.045016,0.636162,0.499328,1
180,29.5335,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,0.000103052,0.0550991,-0.0443263,0.636162,0.499328,1
190,29.414,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,8.92524e-005,0.0550669,-0.0435819,0.636165,0.499304,1
200,29.2049,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,4.34781e-005,0.0550363,-0.0429013,0.636168,0.499279,1
210,38.2299,0,0,0,-4.51099e-008,1.00244e-008,0.981818,0,0,0,1.25546e-008,0.0550304,-0.0422436,0.636168,0.499279,1
