step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],target_crd[0],target_crd[1],target_crd[2]
1290,64.2079,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000234812,0.0540354,-0.0322603
1300,62.7197,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00015659,0.0540211,-0.0311089
1310,64.3709,0,0,0,-0.00013752,-0.000322695,0.485705,-8.30342e-005,0.0540316,-0.0299491
1320,66.2819,0,0,0,-0.00013752,-0.000322695,0.485705,-6.46678e-005,0.0540239,-0.0288362
1330,65.5158,0,0,0,-0.00013752,-0.000322695,0.485705,-4.32737e-005,0.0539973,-0.0277454
1340,64.082,0,0,0,-0.00013752,-0.000322695,0.485705,4.95418e-005,0.0539641,-0.0267022
1350,62.5172,0,0,0,-0.00013752,-0.000322695,0.485705,6.28604e-005,0.0540819,-0.0256397
1360,59.6827,0,0,0,-0.00013752,-0.000322695,0.485705,-8.54198e-005,0.0542518,-0.0244728
1370,59.6341,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000284411,0.0543325,-0.0233087
1380,57.7834,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00039631,0.0543219,-0.0224814
1390,56.564,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000418579,0.0544104,-0.0220528
1400,56.7331,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000372017,0.0545529,-0.0217489
1410,59.8108,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000333873,0.054652,-0.0213417
1420,61.9091,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000379437,0.0547312,-0.0209939
1430,65.0365,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000422729,0.0548881,-0.0209807
1440,65.9161,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000328269,0.0549913,-0.0212925
1450,69.2243,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000185328,0.0549408,-0.0217332
1460,71.6861,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000143795,0.0548887,-0.0222258
1470,73.3069,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000144086,0.0549144,-0.0227469
1480,76.3246,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000130584,0.0548945,-0.023195
1490,78.0479,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000118754,0.0547605,-0.0237336
1500,82.2384,0,0,0,-0.00013752,-0.000322695,0.485705,-4.86523e-005,0.0546941,-0.02465
1510,88.2371,0,0,0,-0.00013752,-0.000322695,0.485705,0.000193175,0.0546118,-0.02584
1520,90.9826,0,0,0,-0.00013752,-0.000322695,0.485705,0.000440352,0.0544457,-0.0267352
1530,96.5369,0,0,0,-0.00013752,-0.000322695,0.485705,0.000499082,0.0543024,-0.0272483
1540,101.572,0,0,0,-0.00013752,-0.000322695,0.485705,0.000401659,0.0543935,-0.0278267
1550,104.801,0,0,0,-0.00013752,-0.000322695,0.485705,0.000311615,0.054477,-0.0287685
1560,110.82,0,0,0,-0.00013752,-0.000322695,0.485705,0.000246313,0.0544924,-0.0297275
1570,112.089,0,0,0,-0.00013752,-0.000322695,0.485705,0.000249116,0.0545798,-0.0305146
1580,110.81,0,0,0,-0.00013752,-0.000322695,0.485705,0.000294643,0.0549163,-0.0312242
1590,111.402,0,0,0,-0.00013752,-0.000322695,0.485705,0.000300447,0.0552202,-0.0320053
1600,105.589,0,0,0,-0.00013752,-0.000322695,0.485705,0.00022919,0.0553986,-0.0327204
1610,101.385,0,0,0,-0.00013752,-0.000322695,0.485705,0.000250058,0.0553959,-0.0335166
1620,97.6132,0,0,0,-0.00013752,-0.000322695,0.485705,0.000447164,0.0552479,-0.0344552
1630,92.4856,0,0,0,-0.00013752,-0.000322695,0.485705,0.000691972,0.0548584,-0.0353201
1640,94.3412,0,0,0,-0.00013752,-0.000322695,0.485705,0.000722342,0.0545219,-0.0357402
1650,98.6202,0,0,0,-0.00013752,-0.000322695,0.485705,0.000559108,0.054341,-0.0360594
1660,104.373,0,0,0,-0.00013752,-0.000322695,0.485705,0.000452374,0.0542187,-0.0366979
1670,111.127,0,0,0,-0.00013752,-0.000322695,0.485705,0.000520849,0.053929,-0.0375234
1680,114.909,0,0,0,-0.00013752,-0.000322695,0.485705,0.000563591,0.0537375,-0.0379371
1690,116.378,0,0,0,-0.00013752,-0.000322695,0.485705,0.000474181,0.0537113,-0.0380186
1700,116.867,0,0,0,-0.00013752,-0.000322695,0.485705,0.000279972,0.053701,-0.038169
1710,113.188,0,0,0,-0.00013752,-0.000322695,0.485705,1.61645e-005,0.053493,-0.038557
1720,112.611,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000239863,0.053295,-0.0389684
1730,108.989,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000255775,0.0532099,-0.0394006
1740,105.842,0,0,0,-0.00013752,-0.000322695,0.485705,-8.59944e-005,0.0532906,-0.0397594
1750,104.794,0,0,0,-0.00013752,-0.000322695,0.485705,-5.30687e-005,0.0534858,-0.0398577
1760,100.631,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000242056,0.0537779,-0.0397054
1770,98.0863,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000309989,0.0539581,-0.039749
1780,96.7799,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000110919,0.0540171,-0.0400691
1790,92.689,0,0,0,-0.00013752,-0.000322695,0.485705,0.000147032,0.0541515,-0.0402279
1800,89.2955,0,0,0,-0.00013752,-0.000322695,0.485705,0.000193689,0.0544937,-0.0399417
1810,85.4113,0,0,0,-0.00013752,-0.000322695,0.485705,4.71127e-005,0.0547614,-0.0396158
1820,77.9269,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000104691,0.0547362,-0.0396144
1830,74.802,0,0,0,-0.00013752,-0.000322695,0.485705,-8.56912e-005,0.0545612,-0.039739
1840,72.5673,0,0,0,-0.00013752,-0.000322695,0.485705,5.1739e-005,0.0545104,-0.0396344
1850,74.5264,0,0,0,-0.00013752,-0.000322695,0.485705,0.000159487,0.0546176,-0.0393533
1860,80.2111,0,0,0,-0.00013752,-0.000322695,0.485705,0.000133604,0.0547516,-0.0391082
1870,83.6831,0,0,0,-0.00013752,-0.000322695,0.485705,-1.54592e-005,0.054786,-0.0389508
1880,87.3723,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000195866,0.0545866,-0.0389953
1890,91.2987,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000219474,0.0542626,-0.0393532
1900,97.6789,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000214557,0.054072,-0.0398127
1910,105.939,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000589858,0.0541132,-0.0399493
1920,115.748,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00125468,0.0540706,-0.0398522
1930,121.111,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00162663,0.0539236,-0.039993
1940,124.119,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00159335,0.053886,-0.0405149
1950,125.297,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00149124,0.0541546,-0.0408728
1960,125.429,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00136487,0.0545007,-0.0407084
1970,125.699,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00118758,0.0548175,-0.0402717
1980,127.484,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00110681,0.05492,-0.0400575
1990,128.016,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00106842,0.0549279,-0.0400436
2000,126.762,0,0,0,-0.00013752,-0.000322695,0.485705,-0.00076244,0.054974,-0.0399697
2010,125.849,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000337005,0.0553367,-0.0396499
2020,122.943,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000207421,0.0557773,-0.039166
2030,120.201,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000426631,0.0561514,-0.0385411
2040,116.06,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000562736,0.0563823,-0.0379337
2050,113.729,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000401397,0.056676,-0.0374307
2060,110.185,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000125931,0.05683,-0.0370183
2070,107.361,0,0,0,-0.00013752,-0.000322695,0.485705,-4.84496e-005,0.0567919,-0.0364118
2080,108.497,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000126326,0.0564943,-0.0356858
2090,110.727,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000213372,0.0561031,-0.0351629
2100,115.741,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000193948,0.0555454,-0.0350625
2110,126.251,0,0,0,-0.00013752,-0.000322695,0.485705,-7.21339e-006,0.0550464,-0.0350044
2120,128.916,0,0,0,-0.00013752,-0.000322695,0.485705,0.000331194,0.0546971,-0.0347723
2130,132.526,0,0,0,-0.00013752,-0.000322695,0.485705,0.000448442,0.054562,-0.0344896
2140,132.451,0,0,0,-0.00013752,-0.000322695,0.485705,0.000213087,0.0544286,-0.0344039
2150,128.301,0,0,0,-0.00013752,-0.000322695,0.485705,-2.29984e-005,0.0544718,-0.0343707
2160,124.145,0,0,0,-0.00013752,-0.000322695,0.485705,7.3122e-005,0.0547661,-0.0343571
2170,117.309,0,0,0,-0.00013752,-0.000322695,0.485705,0.000224479,0.0552634,-0.034418
2180,113.768,0,0,0,-0.00013752,-0.000322695,0.485705,0.00019668,0.0557204,-0.0345396
2190,116.212,0,0,0,-0.00013752,-0.000322695,0.485705,6.97699e-005,0.0561339,-0.0344759
2200,118.172,0,0,0,-0.00013752,-0.000322695,0.485705,-8.59707e-006,0.0564074,-0.0342938
2210,126.513,0,0,0,-0.00013752,-0.000322695,0.485705,-3.42697e-006,0.0564713,-0.0341868
2220,133.172,0,0,0,-0.00013752,-0.000322695,0.485705,0.000279313,0.0563733,-0.0340981
2230,136.562,0,0,0,-0.00013752,-0.000322695,0.485705,0.000677993,0.0562353,-0.0336523
2240,141.014,0,0,0,-0.00013752,-0.000322695,0.485705,0.000711644,0.0560152,-0.0328552
2250,139.757,0,0,0,-0.00013752,-0.000322695,0.485705,0.000294958,0.0556606,-0.032028
2260,139.725,0,0,0,-0.00013752,-0.000322695,0.485705,-1.64385e-006,0.0553275,-0.031318
2270,137.787,0,0,0,-0.00013752,-0.000322695,0.485705,6.04005e-005,0.0550432,-0.0306097
2280,136.203,0,0,0,-0.00013752,-0.000322695,0.485705,0.000302853,0.0546656,-0.0300323
2290,136.532,0,0,0,-0.00013752,-0.000322695,0.485705,0.000545384,0.0540774,-0.0297899
2300,136.294,0,0,0,-0.00013752,-0.000322695,0.485705,0.000767777,0.0535559,-0.0297936
2310,136.313,0,0,0,-0.00013752,-0.000322695,0.485705,0.00091073,0.0533102,-0.0298735
2320,134.736,0,0,0,-0.00013752,-0.000322695,0.485705,0.00111675,0.0533497,-0.0301926
2330,129.54,0,0,0,-0.00013752,-0.000322695,0.485705,0.00141221,0.0533997,-0.0308991
2340,126.09,0,0,0,-0.00013752,-0.000322695,0.485705,0.00152325,0.0534386,-0.0317277
2350,124.371,0,0,0,-0.00013752,-0.000322695,0.485705,0.00124523,0.0534078,-0.032421
2360,123.963,0,0,0,-0.00013752,-0.000322695,0.485705,0.000835714,0.0534406,-0.0331694
2370,126.496,0,0,0,-0.00013752,-0.000322695,0.485705,0.000668823,0.0536113,-0.0341765
2380,128.378,0,0,0,-0.00013752,-0.000322695,0.485705,0.000763516,0.0540116,-0.0351578
2390,131.714,0,0,0,-0.00013752,-0.000322695,0.485705,0.000856544,0.0541881,-0.0358995
2400,128.617,0,0,0,-0.00013752,-0.000322695,0.485705,0.000791638,0.0539649,-0.0365867
2410,131.07,0,0,0,-0.00013752,-0.000322695,0.485705,0.000765918,0.0536124,-0.0373791
2420,136.287,0,0,0,-0.00013752,-0.000322695,0.485705,0.000909026,0.0537591,-0.0380094
2430,145.707,0,0,0,-0.00013752,-0.000322695,0.485705,0.00115346,0.0541806,-0.0384804
2440,157.472,0,0,0,-0.00013752,-0.000322695,0.485705,0.00149935,0.0544174,-0.0391074
2450,162.221,0,0,0,-0.00013752,-0.000322695,0.485705,0.00202258,0.0542425,-0.0399674
2460,159.375,0,0,0,-0.00013752,-0.000322695,0.485705,0.00239831,0.0539791,-0.0406016
2470,153.119,0,0,0,-0.00013752,-0.000322695,0.485705,0.00238923,0.0535863,-0.0410034
2480,145.874,0,0,0,-0.00013752,-0.000322695,0.485705,0.00227903,0.0531997,-0.041558
2490,139.078,0,0,0,-0.00013752,-0.000322695,0.485705,0.00236781,0.0529421,-0.0423639
2500,135.572,0,0,0,-0.00013752,-0.000322695,0.485705,0.00240931,0.0528781,-0.0429368
2510,132.798,0,0,0,-0.00013752,-0.000322695,0.485705,0.00227643,0.0526487,-0.0432512
2520,129.734,0,0,0,-0.00013752,-0.000322695,0.485705,0.00212835,0.0524067,-0.0436637
2530,122.395,0,0,0,-0.00013752,-0.000322695,0.485705,0.0019215,0.0525218,-0.0443048
2540,119.254,0,0,0,-0.00013752,-0.000322695,0.485705,0.00139124,0.053046,-0.0448027
2550,116.583,0,0,0,-0.00013752,-0.000322695,0.485705,0.000713604,0.0533525,-0.0451673
2560,120.856,0,0,0,-0.00013752,-0.000322695,0.485705,0.000140592,0.0532107,-0.0455861
2570,134.013,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000349446,0.0529381,-0.0460312
2580,140.24,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000776624,0.052954,-0.046169
2590,147.241,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000896837,0.0532909,-0.0461357
2600,150.526,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000766295,0.0538465,-0.0461761
2610,146.863,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000606473,0.0543644,-0.0462224
2620,145.616,0,0,0,-0.00013752,-0.000322695,0.485705,-0.000426578,0.0545387,-0.0459386
2630,142.639,0,0,0,-0.00013752,-0.000322695,0.485705,-1.31051e-005,0.0544188,-0.0454322
2640,141.401,0,0,0,-0.00013752,-0.000322695,0.485705,0.000490063,0.0544407,-0.044988
2650,147.177,0,0,0,-0.00013752,-0.000322695,0.485705,0.000785023,0.0548024,-0.0445699
2660,152.158,0,0,0,-0.00013752,-0.000322695,0.485705,0.000786671,0.0549426,-0.0439738
2670,162.272,0,0,0,-0.00013752,-0.000322695,0.485705,0.000836556,0.0545114,-0.0433352
