step,T,r,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.015394,1.02645,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,1.50179e-005,0.0557492,-0.0431191,0.636952,0.502778,1
10,1.74592,1.02645,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,1.30171e-005,0.0557061,-0.0431238,0.636952,0.502778,1
20,2.04534,1.02641,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-4.90116e-005,0.055634,-0.0430824,0.636952,0.502778,1
30,2.57418,1.02633,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-6.77323e-005,0.0555481,-0.0430107,0.636952,0.502778,1
40,3.06844,1.02626,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000104103,0.055496,-0.0429445,0.636952,0.502778,1
50,3.24657,1.02623,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000121889,0.0554898,-0.042906,0.636952,0.502778,1
60,3.08127,1.02615,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000175351,0.0555203,-0.0428319,0.636954,0.502778,1
70,3.18949,1.02605,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000203592,0.055524,-0.0427326,0.636958,0.502779,1
80,3.01156,1.02597,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000239619,0.0555026,-0.0426499,0.637016,0.502784,1
90,2.8593,1.02592,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000252036,0.0554689,-0.042604,0.637075,0.502786,1
100,2.6989,1.02585,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000269123,0.0554425,-0.0425369,0.637092,0.502785,1
110,11.851,1.02567,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.000289478,0.0554165,-0.0423577,0.63717,0.50278,1
120,18.5662,1.0254,0,0,0,-3.80657e-008,1.00244e-008,0.981818,0,0,0,-0.00035201,0.0554201,-0.0420808,0.637304,0.502764,1
