step,T,r,rz,Epot,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
3510,375.251,0.499162,-0.499161,-1426.3,-6.18291e-005,2.54359e-005,0.240722,0.0443308,0.000469309,-0.510207,-0.257022,0.0863704,2.77116,0.0433208,0.0010682,-0.0110464,0.622517,0.640428,1
3520,354.335,0.498676,-0.498674,-1404.26,-0.000130445,4.39823e-005,0.241408,0.0443304,0.000469485,-0.509002,-0.297761,0.0625464,2.76413,0.0430032,0.000629905,-0.0103281,0.622517,0.640428,1
3530,333.681,0.497711,-0.497709,-1382.54,-0.000209875,5.57988e-005,0.242093,0.0443295,0.000469738,-0.507793,-0.344226,0.0312477,2.77044,0.0431303,-0.000257898,-0.010084,0.622402,0.640295,1
3540,325.066,0.496105,-0.496103,-1373.59,-0.00030999,4.67329e-005,0.242759,0.0443282,0.000470018,-0.506581,-0.492809,-0.145789,2.53608,0.0437324,-0.000782563,-0.010478,0.622402,0.640295,1
3550,330.439,0.494433,-0.49443,-1379.44,-0.000439028,2.8761e-006,0.243388,0.0443264,0.000470153,-0.505366,-0.593562,-0.262969,2.45341,0.0441444,-0.00135725,-0.010936,0.622402,0.640295,1
3560,308.204,0.492946,-0.49294,-1355.52,-0.000574673,-7.59049e-005,0.244028,0.0443238,0.00046998,-0.504147,-0.537129,-0.352833,2.64397,0.0440304,-0.00204503,-0.0112077,0.622402,0.640295,1
3570,288.734,0.491239,-0.491231,-1335.07,-0.000705677,-0.000159044,0.244705,0.0443206,0.000469383,-0.502925,-0.516507,-0.308978,2.83633,0.0437489,-0.00229377,-0.0116942,0.622402,0.640295,1
3580,284.339,0.489167,-0.489162,-1330.47,-0.000856706,-0.000246124,0.245392,0.0443167,0.000468378,-0.5017,-0.631948,-0.380779,2.80133,0.0437487,-0.00174669,-0.0125384,0.622402,0.640295,1
3590,292.993,0.487256,-0.487253,-1339.84,-0.0010158,-0.000346769,0.246098,0.0443121,0.000466901,-0.500471,-0.653986,-0.430721,2.89526,0.0436247,-0.00117521,-0.0132188,0.62238,0.640285,1
3600,295.655,0.485815,-0.485812,-1342.73,-0.00118148,-0.000459006,0.246827,0.0443066,0.000464891,-0.499239,-0.684155,-0.473935,2.98678,0.0431751,-0.0006105,-0.0134269,0.621895,0.640047,1
3610,278.003,0.484285,-0.484283,-1324.79,-0.00135523,-0.000581027,0.247577,0.0443002,0.000462295,-0.498003,-0.720329,-0.510727,3.06326,0.0427582,0.00023518,-0.0137203,0.621478,0.639823,1
3620,258.544,0.481961,-0.481958,-1304.87,-0.00153798,-0.000711654,0.248347,0.044293,0.000459066,-0.496763,-0.755674,-0.544296,3.15327,0.0427112,0.0011179,-0.0148054,0.620672,0.639368,1
3630,255.312,0.479236,-0.479233,-1304.08,-0.00170851,-0.000847102,0.249167,0.0442849,0.000455172,-0.49552,-0.694094,-0.564237,3.38148,0.0427999,0.00133055,-0.0162867,0.620094,0.63902,1
