step,T,sn_vel[0],sn_vel[1],sn_vel[2],sn_crd[0],sn_crd[1],sn_crd[2],sn_f[0],sn_f[1],sn_f[2],target_crd[0],target_crd[1],target_crd[2],boundary[0],boundary[1],boundary[2]
0,0.0240802,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000555215,0.0550606,-0.0308106,0.633055,0.498531,1
10,2.63624,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000592062,0.0550357,-0.0308444,0.633574,0.498317,1
20,3.24032,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000628815,0.0550381,-0.0309194,0.634108,0.498108,1
30,4.78779,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000593616,0.0550845,-0.0309991,0.634436,0.497989,1
40,5.95595,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.00055935,0.0550591,-0.0310756,0.635,0.497795,1
50,6.55954,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000568052,0.0549721,-0.0311803,0.635564,0.49761,1
60,7.13335,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000555239,0.0549176,-0.0313461,0.636009,0.497474,1
70,7.33916,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000468126,0.0549226,-0.0315573,0.636471,0.497342,1
80,7.12207,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000383987,0.0549481,-0.0317641,0.63698,0.497205,1
90,6.74524,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000351917,0.0549806,-0.0319381,0.637483,0.497079,1
100,6.39365,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000335853,0.0550025,-0.0321048,0.637952,0.49697,1
110,15.4402,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000295729,0.0549947,-0.0323756,0.638518,0.496847,1
120,21.7424,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000257632,0.0549505,-0.0327912,0.639122,0.496723,1
130,26.0695,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000215154,0.0549202,-0.0333056,0.639687,0.496615,1
140,28.6476,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.00012409,0.0549456,-0.0338728,0.64022,0.496521,1
150,30.0887,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-5.55695e-006,0.0550012,-0.0344655,0.640719,0.496441,1
160,30.9624,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,6.91184e-005,0.0550314,-0.0350906,0.641181,0.496374,1
170,31.4805,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000109235,0.0550373,-0.0357754,0.641584,0.496324,1
180,31.7841,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000160871,0.0550338,-0.0365128,0.641941,0.496286,1
190,31.9548,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000198466,0.0550165,-0.0372626,0.642246,0.496262,1
200,32.0502,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000188411,0.0550042,-0.0380115,0.642461,0.496251,1
210,41.4373,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000179579,0.055015,-0.0388462,0.64259,0.496249,1
220,47.8501,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00021225,0.0550125,-0.0398095,0.642597,0.496249,1
230,51.8669,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000232603,0.0549828,-0.0408715,0.642597,0.496249,1
240,54.2798,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00024044,0.0549716,-0.0419976,0.642597,0.496249,1
250,55.4528,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000318398,0.0549685,-0.043161,0.642597,0.496249,1
260,55.6888,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000452772,0.0549367,-0.0443496,0.642597,0.496249,1
270,55.2085,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000508579,0.0549148,-0.0455534,0.642597,0.496249,1
280,54.6445,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000471634,0.0549498,-0.0467616,0.642597,0.496249,1
290,53.6152,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000456191,0.054986,-0.0479746,0.642597,0.496249,1
300,52.4661,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000516774,0.0549727,-0.0491899,0.642597,0.496249,1
310,60.5518,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000557627,0.0549331,-0.05045,0.642597,0.496249,1
320,65.4158,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000526944,0.0549343,-0.0517624,0.642597,0.496249,1
330,68.3005,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000480011,0.0549784,-0.0530921,0.642597,0.496249,1
340,69.7343,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000478556,0.0550161,-0.0544033,0.642597,0.496249,1
350,70.7807,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000485627,0.0550058,-0.0556856,0.642597,0.496249,1
360,70.9999,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00051876,0.0550037,-0.0569555,0.642597,0.496249,1
370,71.7209,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000574417,0.0550506,-0.0581979,0.642597,0.496249,1
380,72.4044,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000567738,0.055131,-0.0593581,0.642597,0.496249,1
390,73.1035,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000453822,0.0551666,-0.0604206,0.642597,0.496249,1
400,74.2796,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00039344,0.0551161,-0.061436,0.642597,0.496249,1
410,84.2886,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00043386,0.0549922,-0.0624877,0.642597,0.496249,1
420,90.8422,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000466298,0.0549265,-0.0635652,0.642597,0.496249,1
430,95.6958,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000446561,0.0549698,-0.0645989,0.642597,0.496249,1
440,98.278,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000504258,0.0550417,-0.0655567,0.642597,0.496249,1
450,100.333,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000619013,0.0550566,-0.0664249,0.642597,0.496249,1
460,101.8,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000706772,0.0550575,-0.0671887,0.642597,0.496249,1
470,102.6,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000752017,0.0550198,-0.067879,0.642597,0.496249,1
480,103.246,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00083404,0.0549321,-0.0685015,0.642597,0.496249,1
490,104.415,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000910751,0.0548569,-0.0689723,0.642597,0.496249,1
500,105.522,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000945497,0.0548401,-0.0692219,0.642597,0.496249,1
510,115.912,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000951162,0.0547733,-0.0693068,0.642597,0.496249,1
520,124.588,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000994433,0.0546356,-0.0693199,0.642597,0.496249,1
530,130.862,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.001023,0.0545263,-0.0692841,0.642597,0.496249,1
540,136.527,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.00101062,0.0545182,-0.0691096,0.642597,0.496249,1
550,142.238,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000983152,0.0545301,-0.0687236,0.642597,0.496249,1
560,145.678,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000964139,0.0545058,-0.0682057,0.642597,0.496249,1
570,148.742,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000861327,0.0544902,-0.0676668,0.642597,0.496249,1
580,151.517,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000668511,0.054546,-0.0670772,0.642597,0.496249,1
590,152.028,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000473842,0.0546211,-0.0663777,0.642597,0.496249,1
600,152.652,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000317815,0.0547006,-0.0655855,0.642597,0.496249,1
610,161.114,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,0.000133729,0.0548651,-0.064703,0.642597,0.496249,1
620,167.099,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-6.02497e-005,0.0550804,-0.0637263,0.642597,0.496249,1
630,170.785,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000180352,0.0551948,-0.0627261,0.642597,0.496249,1
640,174.044,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000261854,0.055235,-0.0617571,0.642597,0.496249,1
650,176.955,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000399695,0.0553641,-0.0607377,0.64229,0.496106,1
660,179.935,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000569382,0.0555574,-0.0595391,0.641838,0.496167,1
670,184.207,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000691538,0.0556888,-0.0581823,0.641361,0.496221,1
680,187.145,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000805552,0.0557067,-0.0567695,0.641006,0.496246,1
690,192.107,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000896148,0.0556373,-0.0553186,0.640591,0.496292,1
700,196.036,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000906857,0.0555176,-0.0537677,0.640204,0.496373,1
710,206.559,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000837756,0.0554399,-0.0520452,0.639822,0.496489,1
720,212.383,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000746341,0.055395,-0.0501133,0.63945,0.496623,1
730,212.732,0,0,0,-2.95314e-008,8.12791e-010,0.981818,0,0,0,-0.000566742,0.0553053,-0.0480438,0.639161,0.496727,1
